"","Gene","Condition","Type"
"4320","Otud4","V","A"
"4321","Otud6b","V","A"
"4322","Oxr1","V","A"
"4323","Oxsr1","V","A"
"4324","P33monox","V","A"
"4325","Pabir1","V","A"
"4326","Pabpc1","V","A"
"4327","Pabpn1","V","A"
"4328","Pacs1","V","A"
"4329","Pacs2","V","A"
"4330","Pacsin1","V","A"
"4331","Pacsin2","V","A"
"4332","Pafah1b1","V","A"
"4333","Pafah1b2","V","A"
"4334","Pagr1a","V","A"
"4335","Paics","V","A"
"4336","Paip1","V","A"
"4337","Paip2","V","A"
"4338","Pak1","V","A"
"4339","Pald1","V","A"
"4340","Palm2","V","A"
"4341","Palm3","V","A"
"4342","Palmd","V","A"
"4343","Pam16","V","A"
"4344","Papola","V","A"
"4345","Papss1","V","A"
"4346","Parg","V","A"
"4347","Parp4","V","A"
"4348","Parvb","V","A"
"4349","Patl1","V","A"
"4350","Paxbp1","V","A"
"4351","Paxip1","V","A"
"4352","Pcbp3","V","A"
"4353","Pclo","V","A"
"4354","Pcm1","V","A"
"4355","Pcp4","V","A"
"4356","Pcp4l1","V","A"
"4357","Pdcd5","V","A"
"4358","Pdcd6ip","V","A"
"4359","Pdcl","V","A"
"4360","Pdcl3","V","A"
"4361","Pde11a","V","A"
"4362","Pde1c","V","A"
"4363","Pde4a","V","A"
"4364","Pde4c","V","A"
"4365","Pde4dip","V","A"
"4366","Pdhb","V","A"
"4367","Pdia3","V","A"
"4368","Pdlim1","V","A"
"4369","Pdlim5","V","A"
"4370","Pdzd8","V","A"
"4371","Pea15","V","A"
"4372","Peak1","V","A"
"4373","Pepd","V","A"
"4374","Pex1","V","A"
"4375","Pex11b","V","A"
"4376","Pex14","V","A"
"4377","Pex19","V","A"
"4378","Pex5","V","A"
"4379","Pex5l","V","A"
"4380","Pfdn1","V","A"
"4381","Pfdn2","V","A"
"4382","Pfdn5","V","A"
"4383","Pfdn6","V","A"
"4384","Pfkfb2","V","A"
"4385","Pfkl","V","A"
"4386","Pfkm","V","A"
"4387","Pfkp","V","A"
"4388","Pgls","V","A"
"4389","Pgm2l1","V","A"
"4390","Pgrmc2","V","A"
"4391","Phactr1","V","A"
"4392","Phactr4","V","A"
"4393","Phaf1","V","A"
"4394","Phb","V","A"
"4395","Phb2","V","A"
"4396","Phf21a","V","A"
"4397","Phf24","V","A"
"4398","Phf5a","V","A"
"4399","Phka2","V","A"
"4400","Phrf1","V","A"
"4401","Phyhipl","V","A"
"4402","Pi4k2a","V","A"
"4403","Pi4kb","V","A"
"4404","Picalm","V","A"
"4405","Pick1","V","A"
"4406","Pigu","V","A"
"4407","Pik3c2a","V","A"
"4408","Pik3c3","V","A"
"4409","Pik3cd","V","A"
"4410","Pik3r4","V","A"
"4411","Pikfyve","V","A"
"4412","Pin1","V","A"
"4413","Pip4k2a","V","A"
"4414","Pip4k2b","V","A"
"4415","Pip4p1","V","A"
"4416","Pip5k1c","V","A"
"4417","Pirt","V","A"
"4418","Pitpnc1","V","A"
"4419","Pitpnm1","V","A"
"4420","Pitpnm2","V","A"
"4421","Pitrm1","V","A"
"4422","Pja2","V","A"
"4423","Plcb1","V","A"
"4424","Plcb3","V","A"
"4425","Plekha1","V","A"
"4426","Plekha2","V","A"
"4427","Plekha6","V","A"
"4428","Plekhd1","V","A"
"4429","Plekhm2","V","A"
"4430","Plekho2","V","A"
"4431","Plpbp","V","A"
"4432","Plpp3","V","A"
"4433","Pls1","V","A"
"4434","Pls3","V","A"
"4435","Plscr3","V","A"
"4436","Pmpcb","V","A"
"4437","Pmvk","V","A"
"4438","Pnn","V","A"
"4439","Pnpla6","V","A"
"4440","Pnpla8","V","A"
"4441","Polr2d","V","A"
"4442","Polr2m","V","A"
"4443","Pom121","V","A"
"4444","Ppa1","V","A"
"4445","Ppa2","V","A"
"4446","Ppcdc","V","A"
"4447","Ppfia2","V","A"
"4448","Ppfia3","V","A"
"4449","Ppid","V","A"
"4450","Ppig","V","A"
"4451","Ppip5k1","V","A"
"4452","Ppip5k2","V","A"
"4453","Ppm1a","V","A"
"4454","Ppm1b","V","A"
"4455","Ppm1e","V","A"
"4456","Ppm1g","V","A"
"4457","Ppp1ca","V","A"
"4458","Ppp1cc","V","A"
"4459","Ppp1r10","V","A"
"4460","Ppp1r11","V","A"
"4461","Ppp1r12a","V","A"
"4462","Ppp1r12c","V","A"
"4463","Ppp1r13l","V","A"
"4464","Ppp1r18","V","A"
"4465","Ppp1r1a","V","A"
"4466","Ppp1r1c","V","A"
"4467","Ppp1r21","V","A"
"4468","Ppp1r3f","V","A"
"4469","Ppp1r7","V","A"
"4470","Ppp1r9b","V","A"
"4471","Ppp2r2a","V","A"
"4472","Ppp2r5a","V","A"
"4473","Ppp2r5b","V","A"
"4474","Ppp2r5c","V","A"
"4475","Ppp2r5e","V","A"
"4476","Ppp3cc","V","A"
"4477","Ppp4r1","V","A"
"4478","Ppp4r3a","V","A"
"4479","Ppp4r4","V","A"
"4480","Ppp6r1","V","A"
"4481","Ppp6r2","V","A"
"4482","Ppp6r3","V","A"
"4483","Praf2","V","A"
"4484","Prdx3","V","A"
"4485","Prdx5","V","A"
"4486","Preb","V","A"
"4487","Prep","V","A"
"4488","Prickle2","V","A"
"4489","Prkaa1","V","A"
"4490","Prkab2","V","A"
"4491","Prkag2","V","A"
"4492","Prkar2a","V","A"
"4493","Prkar2b","V","A"
"4494","Prkca","V","A"
"4495","Prkcb","V","A"
"4496","Prkcd","V","A"
"4497","Prkce","V","A"
"4498","Prkcq","V","A"
"4499","Prkg1","V","A"
"4500","Prkra","V","A"
"4501","Prmt7","V","A"
"4502","Prmt8","V","A"
"4503","Prpf31","V","A"
"4504","Prpf4","V","A"
"4505","Prpf40a","V","A"
"4506","Prpf40b","V","A"
"4507","Prpsap1","V","A"
"4508","Prpsap2","V","A"
"4509","Prrc1","V","A"
"4510","Prrc2a","V","A"
"4511","Prrc2b","V","A"
"4512","Prrt2","V","A"
"4513","Prune2","V","A"
"4514","Prxl2b","V","A"
"4515","Psap","V","A"
"4516","Psat1","V","A"
"4517","Psip1","V","A"
"4518","Psma1","V","A"
"4519","Psma2","V","A"
"4520","Psma4","V","A"
"4521","Psma7","V","A"
"4522","Psmb4","V","A"
"4523","Psmc2","V","A"
"4524","Psmc5","V","A"
"4525","Psmd1","V","A"
"4526","Psmd12","V","A"
"4527","Psmd13","V","A"
"4528","Psmd14","V","A"
"4529","Psmd2","V","A"
"4530","Psmd3","V","A"
"4531","Psmd4","V","A"
"4532","Psmd9","V","A"
"4533","Psme1","V","A"
"4534","Psme3","V","A"
"4535","Psme3ip1","V","A"
"4536","Pspc1","V","A"
"4537","Ptbp2","V","A"
"4538","Ptdss1","V","A"
"4539","Pten","V","A"
"4540","Ptges3","V","A"
"4541","Ptgir","V","A"
"4542","Ptk2b","V","A"
"4543","Ptma","V","A"
"4544","Ptms","V","A"
"4545","Ptpa","V","A"
"4546","Ptpn1","V","A"
"4547","Ptpn11","V","A"
"4548","Ptpn23","V","A"
"4549","Pttg1ip","V","A"
"4550","Puf60","V","A"
"4551","Pum1","V","A"
"4552","Pum2","V","A"
"4553","Pura","V","A"
"4554","Purb","V","A"
"4555","Purg","V","A"
"4556","Pus1","V","A"
"4557","Pygl","V","A"
"4558","Pygm","V","A"
"4559","Pym1","V","A"
"4560","Qars1","V","A"
"4561","Qrich1","V","A"
"4562","R3hcc1","V","A"
"4563","R3hcc1l","V","A"
"4564","R3hdm2","V","A"
"4565","Rab11b","V","A"
"4566","Rab11fip2","V","A"
"4567","Rab11fip5","V","A"
"4568","Rab14","V","A"
"4569","Rab15","V","A"
"4570","Rab1A","V","A"
"4571","Rab1b","V","A"
"4572","Rab21","V","A"
"4573","Rab23","V","A"
"4574","Rab27a","V","A"
"4575","Rab27b","V","A"
"4576","Rab28","V","A"
"4577","Rab33b","V","A"
"4578","Rab3a","V","A"
"4579","Rab3c","V","A"
"4580","Rab3d","V","A"
"4581","Rab3gap1","V","A"
"4582","Rab3gap2","V","A"
"4583","Rab6b","V","A"
"4584","Rab7a","V","A"
"4585","Rab9b","V","A"
"4586","Rabep1","V","A"
"4587","Rabgap1","V","A"
"4588","Rabgap1l","V","A"
"4589","Rabgef1","V","A"
"4590","Rabl2","V","A"
"4591","Rabl3","V","A"
"4592","Rabl6","V","A"
"4593","Rac1","V","A"
"4594","Rack1","V","A"
"4595","Rad23b","V","A"
"4596","Raf1","V","A"
"4597","Rala","V","A"
"4598","Ralbp1","V","A"
"4599","Ralgapa1","V","A"
"4600","Ralgapb","V","A"
"4601","Raly","V","A"
"4602","Ralyl","V","A"
"4603","Ranbp1","V","A"
"4604","Ranbp3","V","A"
"4605","Ranbp9","V","A"
"4606","Rangap1","V","A"
"4607","Rap1gap","V","A"
"4608","Rap1gap2","V","A"
"4609","Rap1gds1","V","A"
"4610","Rapgef2","V","A"
"4611","Rasgrf2","V","A"
"4612","Rassf5","V","A"
"4613","Rbbp6","V","A"
"4614","Rbfox3","V","A"
"4615","Rbm10","V","A"
"4616","Rbm11","V","A"
"4617","Rbm12","V","A"
"4618","Rbm17","V","A"
"4619","Rbm25","V","A"
"4620","Rbm26","V","A"
"4621","Rbm3","V","A"
"4622","Rbm39","V","A"
"4623","Rbm5","V","A"
"4624","Rbms1","V","A"
"4625","Rbms2","V","A"
"4626","Rbms3","V","A"
"4627","Rbmxl1","V","A"
"4628","Rbsn","V","A"
"4629","Rbx1","V","A"
"4630","Rc3h1","V","A"
"4631","Rcc2","V","A"
"4632","Rcsd1","V","A"
"4633","Rdx","V","A"
"4634","Reep1","V","A"
"4635","Reep2","V","A"
"4636","Reep5","V","A"
"4637","Rel","V","A"
"4638","Rela","V","A"
"4639","Relch","V","A"
"4640","Reps1","V","A"
"4641","Reps2","V","A"
"4642","Rer1","V","A"
"4643","Retreg1","V","A"
"4644","Retreg2","V","A"
"4645","Rexo2","V","A"
"4646","Rfk","V","A"
"4647","Rgs10","V","A"
"4648","Rgs3","V","A"
"4649","Rhbdd2","V","A"
"4650","Rhot1","V","A"
"4651","Rhot2","V","A"
"4652","Ric8a","V","A"
"4653","Rictor","V","A"
"4654","Rida","V","A"
"4655","Rimkla","V","A"
"4656","Rims3","V","A"
"4657","Riok3","V","A"
"4658","Ripor1","V","A"
"4659","Rmc1","V","A"
"4660","Rmdn3","V","A"
"4661","Rnf123","V","A"
"4662","Rnf14","V","A"
"4663","Rnf213","V","A"
"4664","Rnf214","V","A"
"4665","Rnf220","V","A"
"4666","Rnf25","V","A"
"4667","Rnf7","V","A"
"4668","Rnmt","V","A"
"4669","Robo2","V","A"
"4670","Rock2","V","A"
"4671","Rpa1","V","A"
"4672","Rpap3","V","A"
"4673","Rpgrip1l","V","A"
"4674","Rph3a","V","A"
"4675","Rpl17","V","A"
"4676","Rpl19","V","A"
"4677","Rpl22","V","A"
"4678","Rpl23","V","A"
"4679","Rpl23a","V","A"
"4680","Rpl26","V","A"
"4681","Rpl27","V","A"
"4682","Rpl28","V","A"
"4683","Rpl30","V","A"
"4684","Rpl31","V","A"
"4685","Rpl36","V","A"
"4686","Rpl5","V","A"
"4687","Rpl6","V","A"
"4688","Rpl9","V","A"
"4689","Rplp1","V","A"
"4690","Rplp2","V","A"
"4691","Rpn1","V","A"
"4692","Rpn2","V","A"
"4693","Rpp30","V","A"
"4694","Rprd2","V","A"
"4695","Rps12","V","A"
"4696","Rps14","V","A"
"4697","Rps17","V","A"
"4698","Rps18","V","A"
"4699","Rps20","V","A"
"4700","Rps21","V","A"
"4701","Rps25","V","A"
"4702","Rps26","V","A"
"4703","Rps28","V","A"
"4704","Rps3","V","A"
"4705","Rps4x","V","A"
"4706","Rps5","V","A"
"4707","Rps6ka1","V","A"
"4708","Rps6ka3","V","A"
"4709","Rps6ka5","V","A"
"4710","Rps6kc1","V","A"
"4711","Rps7","V","A"
"4712","Rpsa","V","A"
"4713","Rptor","V","A"
"4714","Rragb","V","A"
"4715","Rragc","V","A"
"4716","Rragd","V","A"
"4717","Rras","V","A"
"4718","Rrm2b","V","A"
"4719","Rrp1b","V","A"
"4720","Rsl1d1","V","A"
"4721","Rsu1","V","A"
"4722","Rtf2","V","A"
"4723","Rtkn","V","A"
"4724","Rtn3","V","A"
"4725","RTRAF","V","A"
"4726","Rufy1","V","A"
"4727","Rufy2","V","A"
"4728","Rundc3a","V","A"
"4729","Rundc3b","V","A"
"4730","Rusf1","V","A"
"4731","Ruvbl2","V","A"
"4732","Ryr2","V","A"
"4733","S100a10","V","A"
"4734","S100a11","V","A"
"4735","S100a13","V","A"
"4736","S100a6","V","A"
"4737","S1pr3","V","A"
"4738","Sacs","V","A"
"4739","Safb","V","A"
"4740","Samd4b","V","A"
"4741","Samhd1","V","A"
"4742","Sap30bp","V","A"
"4743","Sar1a","V","A"
"4744","Sar1b","V","A"
"4745","Sarg","V","A"
"4746","Sarnp","V","A"
"4747","Sart1","V","A"
"4748","Scaf8","V","A"
"4749","Scamp1","V","A"
"4750","Scfd1","V","A"
"4751","Scfd2","V","A"
"4752","Scg2","V","A"
"4753","Scn10a","V","A"
"4754","Scn11a","V","A"
"4755","Scn1a","V","A"
"4756","Scn4b","V","A"
"4757","Scn8a","V","A"
"4758","Scn9a","V","A"
"4759","Scrn1","V","A"
"4760","Scrn3","V","A"
"4761","Scyl1","V","A"
"4762","Scyl2","V","A"
"4763","Sdcbp","V","A"
"4764","Sdha","V","A"
"4765","Sec16a","V","A"
"4766","Sec23ip","V","A"
"4767","Sec24a","V","A"
"4768","Sec31a","V","A"
"4769","Sec61b","V","A"
"4770","Sephs1","V","A"
"4771","Septin3","V","A"
"4772","Septin4","V","A"
"4773","Serbp1","V","A"
"4774","Serpinb1a","V","A"
"4775","Serpinb6","V","A"
"4776","Sestd1","V","A"
"4777","Setd1a","V","A"
"4778","Setd3","V","A"
"4779","Setd7","V","A"
"4780","Sf1","V","A"
"4781","Sf3b3","V","A"
"4782","Sf3b6","V","A"
"4783","Sfn","V","A"
"4784","Sfr1","V","A"
"4785","Sfxn3","V","A"
"4786","Sgip1","V","A"
"4787","Sgpl1","V","A"
"4788","Sgsm1","V","A"
"4789","Sgsm3","V","A"
"4790","Sh3bgrl3","V","A"
"4791","Sh3bp2","V","A"
"4792","Sh3bp4","V","A"
"4793","Sh3d19","V","A"
"4794","Sh3gl1","V","A"
"4795","Sh3gl2","V","A"
"4796","Sh3glb1","V","A"
"4797","Sh3glb2","V","A"
"4798","Sh3kbp1","V","A"
"4799","Shc1","V","A"
"4800","Shisa4","V","A"
"4801","Shroom3","V","A"
"4802","Sipa1l1","V","A"
"4803","Sipa1l3","V","A"
"4804","Sirt2","V","A"
"4805","Skp1","V","A"
"4806","Skt","V","A"
"4807","Slain2","V","A"
"4808","Slc12a6","V","A"
"4809","Slc17a6","V","A"
"4810","Slc19a2","V","A"
"4811","Slc1a4","V","A"
"4812","Slc25a11","V","A"
"4813","Slc25a12","V","A"
"4814","Slc25a3","V","A"
"4815","Slc25a46","V","A"
"4816","Slc25a5","V","A"
"4817","Slc27a4","V","A"
"4818","Slc29a1","V","A"
"4819","Slc2a3","V","A"
"4820","Slc30a5","V","A"
"4821","Slc30a6","V","A"
"4822","Slc33a1","V","A"
"4823","Slc35a2","V","A"
"4824","Slc35b2","V","A"
"4825","Slc35c1","V","A"
"4826","Slc37a1","V","A"
"4827","Slc38a1","V","A"
"4828","Slc38a9","V","A"
"4829","Slc3a2","V","A"
"4830","Slc41a3","V","A"
"4831","Slc4a8","V","A"
"4832","Slc66a2","V","A"
"4833","Slc6a15","V","A"
"4834","Slc6a8","V","A"
"4835","Slc7a14","V","A"
"4836","Slc7a6os","V","A"
"4837","Slc9a1","V","A"
"4838","Slc9a9","V","A"
"4839","Slk","V","A"
"4840","Slmap","V","A"
"4841","Sltm","V","A"
"4842","Smap","V","A"
"4843","Smap1","V","A"
"4844","Smap2","V","A"
"4845","Smarca4","V","A"
"4846","Smarcc2","V","A"
"4847","Smarce1","V","A"
"4848","Smchd1","V","A"
"4849","Smcr8","V","A"
"4850","Smg7","V","A"
"4851","Smurf1","V","A"
"4852","Snap25","V","A"
"4853","Snap29","V","A"
"4854","Snap47","V","A"
"4855","Snap91","V","A"
"4856","Snapin","V","A"
"4857","Snf8","V","A"
"4858","Snrnp200","V","A"
"4859","Snrnp70","V","A"
"4860","Snrpa","V","A"
"4861","Snrpa1","V","A"
"4862","Snrpc","V","A"
"4863","Snrpd3","V","A"
"4864","Snrpe","V","A"
"4865","Snupn","V","A"
"4866","Snw1","V","A"
"4867","Snx1","V","A"
"4868","Snx11","V","A"
"4869","Snx12","V","A"
"4870","Snx13","V","A"
"4871","Snx14","V","A"
"4872","Snx16","V","A"
"4873","Snx19","V","A"
"4874","Snx2","V","A"
"4875","Snx3","V","A"
"4876","Snx4","V","A"
"4877","Snx6","V","A"
"4878","Snx7","V","A"
"4879","Sod1","V","A"
"4880","Soga3","V","A"
"4881","Son","V","A"
"4882","Sos1","V","A"
"4883","Spag7","V","A"
"4884","Spart","V","A"
"4885","Spats2","V","A"
"4886","Spats2l","V","A"
"4887","Spcs1","V","A"
"4888","Spcs2","V","A"
"4889","Specc1l","V","A"
"4890","Spg21","V","A"
"4891","Sphk2","V","A"
"4892","Spr","V","A"
"4893","Spry4","V","A"
"4894","Sqstm1","V","A"
"4895","Sra1","V","A"
"4896","Srek1","V","A"
"4897","Srgap1","V","A"
"4898","Srgap2","V","A"
"4899","Srgap3","V","A"
"4900","Sri","V","A"
"4901","Srp19","V","A"
"4902","Srp54","V","A"
"4903","Srpk2","V","A"
"4904","Srpra","V","A"
"4905","Srrm2","V","A"
"4906","Srxn1","V","A"
"4907","Ssb","V","A"
"4908","Ssbp3","V","A"
"4909","Ssh2","V","A"
"4910","Ssr1","V","A"
"4911","Ssrp1","V","A"
"4912","Ssx2ip","V","A"
"4913","St13","V","A"
"4914","Stac","V","A"
"4915","Stac2","V","A"
"4916","Stam","V","A"
"4917","Stam2","V","A"
"4918","Stambp","V","A"
"4919","Stambpl1","V","A"
"4920","Stard10","V","A"
"4921","Stard3nl","V","A"
"4922","Stat1","V","A"
"4923","Stat2","V","A"
"4924","Stat3","V","A"
"4925","Stat6","V","A"
"4926","Stau1","V","A"
"4927","Stau2","V","A"
"4928","Stbd1","V","A"
"4929","Steap3","V","A"
"4930","Steep1","V","A"
"4931","Stim2","V","A"
"4932","Stip1","V","A"
"4933","Stk24","V","A"
"4934","Stk25","V","A"
"4935","Stk38l","V","A"
"4936","Stk39","V","A"
"4937","Stmn1","V","A"
"4938","Stmn2","V","A"
"4939","Stmn3","V","A"
"4940","Stom","V","A"
"4941","Stoml3","V","A"
"4942","Strada","V","A"
"4943","Strap","V","A"
"4944","Strbp","V","A"
"4945","Strip1","V","A"
"4946","Strn3","V","A"
"4947","Strn4","V","A"
"4948","Stt3b","V","A"
"4949","Stub1","V","A"
"4950","Stx12","V","A"
"4951","Stx18","V","A"
"4952","Stx1b","V","A"
"4953","Stx5","V","A"
"4954","Stx7","V","A"
"4955","Stx8","V","A"
"4956","Stxbp1","V","A"
"4957","Stxbp5","V","A"
"4958","Stxbp5l","V","A"
"4959","Sub1","V","A"
"4960","Suclg1","V","A"
"4961","Sugp2","V","A"
"4962","Sugt1","V","A"
"4963","Sult4a1","V","A"
"4964","Sun1","V","A"
"4965","Surf4","V","A"
"4966","Sv2c","V","A"
"4967","Syap1","V","A"
"4968","Sybu","V","A"
"4969","Syn1","V","A"
"4970","Syn2","V","A"
"4971","Sync","V","A"
"4972","Syncrip","V","A"
"4973","Syne1","V","A"
"4974","Syngr3","V","A"
"4975","Synj1","V","A"
"4976","Synpo","V","A"
"4977","Syp","V","A"
"4978","Syt1","V","A"
"4979","Syt11","V","A"
"4980","Syt2","V","A"
"4981","Syt4","V","A"
"4982","Syt6","V","A"
"4983","Syt7","V","A"
"4984","Sytl2","V","A"
"4985","Syvn1","V","A"
"4986","Tab1","V","A"
"4987","Tab3","V","A"
"4988","Tacc1","V","A"
"4989","Tacc2","V","A"
"4990","Taf7","V","A"
"4991","Taf9b","V","A"
"4992","Tagln3","V","A"
"4993","Taldo1","V","A"
"4994","Tanc1","V","A"
"4995","Tank","V","A"
"4996","Tarbp2","V","A"
"4997","Tars1","V","A"
"4998","Tbc1d10b","V","A"
"4999","Tbc1d13","V","A"
"5000","Tbc1d15","V","A"
"5001","Tbc1d17","V","A"
"5002","Tbc1d22a","V","A"
"5003","Tbc1d5","V","A"
"5004","Tbc1d9b","V","A"
"5005","Tbca","V","A"
"5006","Tbcb","V","A"
"5007","Tbcc","V","A"
"5008","Tbcd","V","A"
"5009","Tbce","V","A"
"5010","Tbcel","V","A"
"5011","Tceal3","V","A"
"5012","Tceal5","V","A"
"5013","Tcerg1","V","A"
"5014","Tcf20","V","A"
"5015","Tcof1","V","A"
"5016","Tcp1","V","A"
"5017","Tcp11l1","V","A"
"5018","Tcp11l2","V","A"
"5019","Tdp2","V","A"
"5020","Tdrd3","V","A"
"5021","Tdrd7","V","A"
"5022","Tdrkh","V","A"
"5023","Tecr","V","A"
"5024","Ten1","V","A"
"5025","Tes","V","A"
"5026","Tex2","V","A"
"5027","Tex264","V","A"
"5028","Tfcp2","V","A"
"5029","Tfip11","V","A"
"5030","Tgfb1i1","V","A"
"5031","Tgoln1","V","A"
"5032","Tgs1","V","A"
"5033","Them6","V","A"
"5034","Thop1","V","A"
"5035","Thrap3","V","A"
"5036","Thumpd1","V","A"
"5037","Thumpd3","V","A"
"5038","Tigar","V","A"
"5039","Timm10","V","A"
"5040","Timm44","V","A"
"5041","Tiprl","V","A"
"5042","Tjp2","V","A"
"5043","Tle5","V","A"
"5044","Tm9sf2","V","A"
"5045","Tmcc2","V","A"
"5046","Tmcc3","V","A"
"5047","Tmed8","V","A"
"5048","Tmem100","V","A"
"5049","Tmem109","V","A"
"5050","Tmem115","V","A"
"5051","Tmem165","V","A"
"5052","Tmem179","V","A"
"5053","Tmem184c","V","A"
"5054","Tmem263","V","A"
"5055","Tmem45b","V","A"
"5056","Tmem65","V","A"
"5057","Tmem79","V","A"
"5058","Tmf1","V","A"
"5059","Tmod1","V","A"
"5060","Tmod2","V","A"
"5061","Tmsb4x","V","A"
"5062","Tmx1","V","A"
"5063","Tmx2","V","A"
"5064","Tmx3","V","A"
"5065","Tmx4","V","A"
"5066","Tnfrsf21","V","A"
"5067","Tnik","V","A"
"5068","Tnk2","V","A"
"5069","Tnpo1","V","A"
"5070","Tnpo2","V","A"
"5071","Tnrc6b","V","A"
"5072","Tom1","V","A"
"5073","Tom1l2","V","A"
"5074","Tomm22","V","A"
"5075","Tomm34","V","A"
"5076","Tomm70","V","A"
"5077","Top2b","V","A"
"5078","Top3b","V","A"
"5079","Tp53bp1","V","A"
"5080","Tpd52","V","A"
"5081","Tpgs2","V","A"
"5082","Tpm1","V","A"
"5083","Tpm4","V","A"
"5084","Tppp","V","A"
"5085","Tpr","V","A"
"5086","Trappc10","V","A"
"5087","Trappc12","V","A"
"5088","Trappc6b","V","A"
"5089","Trappc9","V","A"
"5090","Trarg1","V","A"
"5091","Trim2","V","A"
"5092","Trim25","V","A"
"5093","Trim3","V","A"
"5094","Trim36","V","A"
"5095","Trim46","V","A"
"5096","Trim56","V","A"
"5097","Trim67","V","A"
"5098","Trim9","V","A"
"5099","Trio","V","A"
"5100","Trip12","V","A"
"5101","Trip4","V","A"
"5102","Triqk","V","A"
"5103","Trir","V","A"
"5104","Trmt112","V","A"
"5105","Trmt1l","V","A"
"5106","Trpv1","V","A"
"5107","Trpv2","V","A"
"5108","Tsc1","V","A"
"5109","Tsc22d1","V","A"
"5110","Tsc22d3","V","A"
"5111","Tsg101","V","A"
"5112","Tsn","V","A"
"5113","Tsnax","V","A"
"5114","Tsr2","V","A"
"5115","Ttbk2","V","A"
"5116","Ttc1","V","A"
"5117","Ttc3","V","A"
"5118","Ttc9","V","A"
"5119","Ttc9c","V","A"
"5120","Ttl","V","A"
"5121","Ttll1","V","A"
"5122","Ttll7","V","A"
"5123","Tuba1a","V","A"
"5124","Tubal3","V","A"
"5125","Tubb3","V","A"
"5126","Tufm","V","A"
"5127","Tusc2","V","A"
"5128","Tut7","V","A"
"5129","Twf1","V","A"
"5130","Twf2","V","A"
"5131","Txlna","V","A"
"5132","Txndc9","V","A"
"5133","Txnl1","V","A"
"5134","Txnrd1","V","A"
"5135","U2af1","V","A"
"5136","U2af2","V","A"
"5137","U2surp","V","A"
"5138","Uba1","V","A"
"5139","Uba2","V","A"
"5140","Uba5","V","A"
"5141","Uba6","V","A"
"5142","Ubap1","V","A"
"5143","Ubap2l","V","A"
"5144","Ubash3b","V","A"
"5145","Ube2j1","V","A"
"5146","Ube2m","V","A"
"5147","Ube2o","V","A"
"5148","Ube2q2","V","A"
"5149","Ube2v1","V","A"
"5150","Ube2v2","V","A"
"5151","Ube3a","V","A"
"5152","Ube3c","V","A"
"5153","Ubl4a","V","A"
"5154","Ublcp1","V","A"
"5155","Ubr4","V","A"
"5156","Ubxn4","V","A"
"5157","Ubxn6","V","A"
"5158","Uchl5","V","A"
"5159","Ufc1","V","A"
"5160","Ufl1","V","A"
"5161","Ufm1","V","A"
"5162","Ugp2","V","A"
"5163","Uhrf1bp1l","V","A"
"5164","Umps","V","A"
"5165","Unc45a","V","A"
"5166","Uprt","V","A"
"5167","Uqcrc1","V","A"
"5168","Uqcrc2","V","A"
"5169","Uqcrh","V","A"
"5170","Urgcp","V","A"
"5171","Use1","V","A"
"5172","Ush1c","V","A"
"5173","Uso1","V","A"
"5174","Usp10","V","A"
"5175","Usp14","V","A"
"5176","Usp15","V","A"
"5177","Usp16","V","A"
"5178","Usp19","V","A"
"5179","Usp24","V","A"
"5180","Usp34","V","A"
"5181","Usp4","V","A"
"5182","Usp47","V","A"
"5183","Usp7","V","A"
"5184","Usp8","V","A"
"5185","Usp9x","V","A"
"5186","Utp14a","V","A"
"5187","Vac14","V","A"
"5188","Vamp1","V","A"
"5189","Vamp2","V","A"
"5190","Vamp4","V","A"
"5191","Vamp7","V","A"
"5192","Vapa","V","A"
"5193","Vapb","V","A"
"5194","Vars1","V","A"
"5195","Vasp","V","A"
"5196","Vat1","V","A"
"5197","Vat1l","V","A"
"5198","Vbp1","V","A"
"5199","Vcp","V","A"
"5200","Vcpip1","V","A"
"5201","Vdac1","V","A"
"5202","Vdac2","V","A"
"5203","Vdac3","V","A"
"5204","Vezt","V","A"
"5205","Vipas39","V","A"
"5206","Vkorc1l1","V","A"
"5207","Vma21","V","A"
"5208","Vps13a","V","A"
"5209","Vps13c","V","A"
"5210","Vps16","V","A"
"5211","Vps25","V","A"
"5212","Vps26c","V","A"
"5213","Vps28","V","A"
"5214","Vps33b","V","A"
"5215","Vps35","V","A"
"5216","Vps36","V","A"
"5217","Vps37a","V","A"
"5218","Vps37c","V","A"
"5219","Vps39","V","A"
"5220","Vps4a","V","A"
"5221","Vps4b","V","A"
"5222","Vps50","V","A"
"5223","Vps54","V","A"
"5224","Vps8","V","A"
"5225","Vps9d1","V","A"
"5226","Vsnl1","V","A"
"5227","Vti1b","V","A"
"5228","Wapl","V","A"
"5229","Wars1","V","A"
"5230","Wasf1","V","A"
"5231","Wasf2","V","A"
"5232","Washc1","V","A"
"5233","Washc4","V","A"
"5234","Wasl","V","A"
"5235","Wbp11","V","A"
"5236","Wbp2","V","A"
"5237","Wbp4","V","A"
"5238","Wdcp","V","A"
"5239","Wdfy3","V","A"
"5240","Wdr1","V","A"
"5241","Wdr13","V","A"
"5242","Wdr18","V","A"
"5243","Wdr20","V","A"
"5244","Wdr24","V","A"
"5245","Wdr33","V","A"
"5246","Wdr37","V","A"
"5247","Wdr44","V","A"
"5248","Wdr45","V","A"
"5249","Wdr59","V","A"
