"","Gene","Condition","Type"
"1708","Kcnb1","Ox","A"
"1709","Kcnb2","Ox","A"
"1710","Kcnd1","Ox","A"
"1711","Kcnd3","Ox","A"
"1712","Kcnq2","Ox","A"
"1713","Kcnt1","Ox","A"
"1714","Kctd16","Ox","A"
"1715","Kctd8","Ox","A"
"1716","Kdsr","Ox","A"
"1717","Khdrbs1","Ox","A"
"1718","Khdrbs3","Ox","A"
"1719","Kiaa0100","Ox","A"
"1720","Kiaa0513","Ox","A"
"1721","Kiaa1522","Ox","A"
"1722","Kiaa1841","Ox","A"
"1723","Kif1a","Ox","A"
"1724","Kif1b","Ox","A"
"1725","Kif21a","Ox","A"
"1726","Kif2a","Ox","A"
"1727","Kif3a","Ox","A"
"1728","Kif3b","Ox","A"
"1729","Kif5a","Ox","A"
"1730","Kif5c","Ox","A"
"1731","Kifap3","Ox","A"
"1732","Klc2","Ox","A"
"1733","Klhl9","Ox","A"
"1734","Kpna1","Ox","A"
"1735","Kpna3","Ox","A"
"1736","Kpnb1","Ox","A"
"1737","Krit1","Ox","A"
"1738","Krt77","Ox","A"
"1739","Krtcap2","Ox","A"
"1740","L1cam","Ox","A"
"1741","Lama2","Ox","A"
"1742","Lama4","Ox","A"
"1743","Lamb2","Ox","A"
"1744","Lamc1","Ox","A"
"1745","Lamtor1","Ox","A"
"1746","Lamtor3","Ox","A"
"1747","Lancl3","Ox","A"
"1748","Larp1","Ox","A"
"1749","Larp4","Ox","A"
"1750","Larp4b","Ox","A"
"1751","Larp6","Ox","A"
"1752","Lars1","Ox","A"
"1753","Lbh","Ox","A"
"1754","Lcp1","Ox","A"
"1755","Ldah","Ox","A"
"1756","Ldb1","Ox","A"
"1757","Ldb2","Ox","A"
"1758","Ldb3","Ox","A"
"1759","Ldha","Ox","A"
"1760","Lemd3","Ox","A"
"1761","Letm1","Ox","A"
"1762","Lgals8","Ox","A"
"1763","Lifr","Ox","A"
"1764","Lmcd1","Ox","A"
"1765","Lmnb1","Ox","A"
"1766","Lmnb2","Ox","A"
"1767","Lnpep","Ox","A"
"1768","Lnpk","Ox","A"
"1769","Lpcat1","Ox","A"
"1770","Lpcat4","Ox","A"
"1771","Lpin1","Ox","A"
"1772","Lrch1","Ox","A"
"1773","Lrrc47","Ox","A"
"1774","Lrrc49","Ox","A"
"1775","Lrrc57","Ox","A"
"1776","Lrrc59","Ox","A"
"1777","Lrrfip1","Ox","A"
"1778","Lrsam1","Ox","A"
"1779","Lsg1","Ox","A"
"1780","Lsm12","Ox","A"
"1781","Lsm14a","Ox","A"
"1782","Lsm14b","Ox","A"
"1783","Lsm4","Ox","A"
"1784","Luc7l","Ox","A"
"1785","Luc7l3","Ox","A"
"1786","Luzp1","Ox","A"
"1787","Lxn","Ox","A"
"1788","Lysmd2","Ox","A"
"1789","Lztfl1","Ox","A"
"1790","Macf1","Ox","A"
"1791","MACIR","Ox","A"
"1792","Maco1","Ox","A"
"1793","Madd","Ox","A"
"1794","Maged1","Ox","A"
"1795","Magi3","Ox","A"
"1796","Magoh","Ox","A"
"1797","Mal2","Ox","A"
"1798","Maoa","Ox","A"
"1799","Map2k1","Ox","A"
"1800","Map2k4","Ox","A"
"1801","Map2k6","Ox","A"
"1802","Map4k5","Ox","A"
"1803","Map7","Ox","A"
"1804","Map7d1","Ox","A"
"1805","Map7d2","Ox","A"
"1806","Map9","Ox","A"
"1807","Mapk1","Ox","A"
"1808","Mapk8ip3","Ox","A"
"1809","Mapk9","Ox","A"
"1810","Mapre1","Ox","A"
"1811","Mapre2","Ox","A"
"1812","Mapre3","Ox","A"
"1813","Mark1","Ox","A"
"1814","Mark2","Ox","A"
"1815","Mars1","Ox","A"
"1816","Mast1","Ox","A"
"1817","Matr3","Ox","A"
"1818","Mavs","Ox","A"
"1819","Mb21d2","Ox","A"
"1820","Mbd3","Ox","A"
"1821","Mbnl1","Ox","A"
"1822","Mboat7","Ox","A"
"1823","Mbp","Ox","A"
"1824","Mcrip1","Ox","A"
"1825","Mctp1","Ox","A"
"1826","Mctp2","Ox","A"
"1827","Mdh1","Ox","A"
"1828","Mea1","Ox","A"
"1829","Med1","Ox","A"
"1830","Mepce","Ox","A"
"1831","Metap1","Ox","A"
"1832","Metap2","Ox","A"
"1833","Mettl14","Ox","A"
"1834","Mff","Ox","A"
"1835","Mfn2","Ox","A"
"1836","Mfsd6","Ox","A"
"1837","Mia2","Ox","A"
"1838","Mia3","Ox","A"
"1839","Mical1","Ox","A"
"1840","Mical3","Ox","A"
"1841","Micall1","Ox","A"
"1842","Micall2","Ox","A"
"1843","Miga2","Ox","A"
"1844","Mindy1","Ox","A"
"1845","Mink1","Ox","A"
"1846","Mios","Ox","A"
"1847","Misp","Ox","A"
"1848","Mknk1","Ox","A"
"1849","Mkrn1","Ox","A"
"1850","Mlh1","Ox","A"
"1851","Mmgt1","Ox","A"
"1852","Mms19","Ox","A"
"1853","Mmtag2","Ox","A"
"1854","Mnat1","Ox","A"
"1855","Mob2","Ox","A"
"1856","Mospd2","Ox","A"
"1857","Mpdz","Ox","A"
"1858","Mprip","Ox","A"
"1859","Mrps27","Ox","A"
"1860","Msh6","Ox","A"
"1861","Msi2","Ox","A"
"1862","Msra","Ox","A"
"1863","Msrb2","Ox","A"
"1864","Msrb3","Ox","A"
"1865","Msto1","Ox","A"
"1866","Mt3","Ox","A"
"1867","Mta1","Ox","A"
"1868","Mta2","Ox","A"
"1869","Mta3","Ox","A"
"1870","Mtarc2","Ox","A"
"1871","Mtch1","Ox","A"
"1872","Mtcl1","Ox","A"
"1873","Mtco2","Ox","A"
"1874","Mtfr1l","Ox","A"
"1875","Mthfd1l","Ox","A"
"1876","Mthfsd","Ox","A"
"1877","Mtm1","Ox","A"
"1878","Mtmr2","Ox","A"
"1879","Mtmr3","Ox","A"
"1880","Mtmr4","Ox","A"
"1881","Mtmr6","Ox","A"
"1882","Mtmr7","Ox","A"
"1883","Mtpn","Ox","A"
"1884","Mtrf1","Ox","A"
"1885","Mtss1","Ox","A"
"1886","Mtus1","Ox","A"
"1887","Mtx2","Ox","A"
"1888","Mustn1","Ox","A"
"1889","Mvb12a","Ox","A"
"1890","Mvd","Ox","A"
"1891","Mxra7","Ox","A"
"1892","Mycbp","Ox","A"
"1893","Myd88","Ox","A"
"1894","Myef2","Ox","A"
"1895","Myh10","Ox","A"
"1896","Myl12b","Ox","A"
"1897","Myl6","Ox","A"
"1898","Myl6b","Ox","A"
"1899","Myo18a","Ox","A"
"1900","Myo1e","Ox","A"
"1901","Myo5a","Ox","A"
"1902","Myo9a","Ox","A"
"1903","N4bp1","Ox","A"
"1904","Naa10","Ox","A"
"1905","Naa16","Ox","A"
"1906","Naa25","Ox","A"
"1907","Naa30","Ox","A"
"1908","Naa35","Ox","A"
"1909","Naa50","Ox","A"
"1910","Naa80","Ox","A"
"1911","Naca","Ox","A"
"1912","Nacc1","Ox","A"
"1913","Nans","Ox","A"
"1914","Nap1l4","Ox","A"
"1915","Nap1l5","Ox","A"
"1916","Napa","Ox","A"
"1917","Napb","Ox","A"
"1918","Napg","Ox","A"
"1919","NARS1","Ox","A"
"1920","Nasp","Ox","A"
"1921","Nat8l","Ox","A"
"1922","Nav1","Ox","A"
"1923","Nbn","Ox","A"
"1924","Ncald","Ox","A"
"1925","Ncbp2","Ox","A"
"1926","Ncbp3","Ox","A"
"1927","Ncdn","Ox","A"
"1928","Nckap1","Ox","A"
"1929","Nckipsd","Ox","A"
"1930","Ncoa2","Ox","A"
"1931","Ncoa7","Ox","A"
"1932","Ncor2","Ox","A"
"1933","Ndel1","Ox","A"
"1934","Ndrg4","Ox","A"
"1935","Ndufa12","Ox","A"
"1936","Ndufa13","Ox","A"
"1937","Ndufa2","Ox","A"
"1938","Ndufa4","Ox","A"
"1939","Ndufaf2","Ox","A"
"1940","Ndufaf4","Ox","A"
"1941","Ndufb11","Ox","A"
"1942","Ndufb3","Ox","A"
"1943","Ndufs1","Ox","A"
"1944","Ndufs3","Ox","A"
"1945","Ndufs6","Ox","A"
"1946","Ndufs7","Ox","A"
"1947","Ndufs8","Ox","A"
"1948","Ndufv1","Ox","A"
"1949","Ndufv2","Ox","A"
"1950","Necab1","Ox","A"
"1951","Necap1","Ox","A"
"1952","Nedd4","Ox","A"
"1953","Nedd4l","Ox","A"
"1954","Nedd8","Ox","A"
"1955","Nek1","Ox","A"
"1956","Nek3","Ox","A"
"1957","Nek7","Ox","A"
"1958","Nek9","Ox","A"
"1959","Nelfa","Ox","A"
"1960","Nelfe","Ox","A"
"1961","Nexn","Ox","A"
"1962","Nf1","Ox","A"
"1963","Nfat5","Ox","A"
"1964","Nfic","Ox","A"
"1965","Nfx1","Ox","A"
"1966","Ngfr","Ox","A"
"1967","Ngly1","Ox","A"
"1968","Nicn1","Ox","A"
"1969","Nid1","Ox","A"
"1970","Nif3l1","Ox","A"
"1971","Nipal3","Ox","A"
"1972","Nipsnap1","Ox","A"
"1973","Nipsnap3b","Ox","A"
"1974","Nisch","Ox","A"
"1975","Nkiras1","Ox","A"
"1976","Nme1","Ox","A"
"1977","Nme2","Ox","A"
"1978","Nmt1","Ox","A"
"1979","Nmt2","Ox","A"
"1980","Nolc1","Ox","A"
"1981","Nop2","Ox","A"
"1982","Nop58","Ox","A"
"1983","Nopchap1","Ox","A"
"1984","Nosip","Ox","A"
"1985","Nploc4","Ox","A"
"1986","Nptn","Ox","A"
"1987","Nrbf2","Ox","A"
"1988","Nrbp1","Ox","A"
"1989","Nrbp2","Ox","A"
"1990","Nrip2","Ox","A"
"1991","Nsdhl","Ox","A"
"1992","Nsf","Ox","A"
"1993","Nsfl1c","Ox","A"
"1994","Nucb1","Ox","A"
"1995","Nudcd1","Ox","A"
"1996","Nudcd2","Ox","A"
"1997","Nudcd3","Ox","A"
"1998","Nudt16","Ox","A"
"1999","Nudt2","Ox","A"
"2000","Nudt21","Ox","A"
"2001","Nudt3","Ox","A"
"2002","Nudt5","Ox","A"
"2003","Nufip2","Ox","A"
"2004","Nup133","Ox","A"
"2005","Nup188","Ox","A"
"2006","Nup50","Ox","A"
"2007","Nup54","Ox","A"
"2008","Nup88","Ox","A"
"2009","Nup93","Ox","A"
"2010","Nup98","Ox","A"
"2011","Nxf1","Ox","A"
"2012","Nyap2","Ox","A"
"2013","Ociad1","Ox","A"
"2014","Ocrl","Ox","A"
"2015","Oga","Ox","A"
"2016","Ogfod1","Ox","A"
"2017","Ogfr","Ox","A"
"2018","Ogn","Ox","A"
"2019","Ola1","Ox","A"
"2020","Ophn1","Ox","A"
"2021","Osbp","Ox","A"
"2022","Osbpl10","Ox","A"
"2023","Osbpl11","Ox","A"
"2024","Osbpl1a","Ox","A"
"2025","Osbpl2","Ox","A"
"2026","Osbpl3","Ox","A"
"2027","Osbpl6","Ox","A"
"2028","Osbpl8","Ox","A"
"2029","Osbpl9","Ox","A"
"2030","Oscp1","Ox","A"
"2031","Osmr","Ox","A"
"2032","Ostf1","Ox","A"
"2033","Otub1","Ox","A"
"2034","Otud3","Ox","A"
"2035","Otud4","Ox","A"
"2036","Otud6b","Ox","A"
"2037","Oxr1","Ox","A"
"2038","Oxsr1","Ox","A"
"2039","P33monox","Ox","A"
"2040","Pabir1","Ox","A"
"2041","Pabpc1","Ox","A"
"2042","Pabpn1","Ox","A"
"2043","Pacs1","Ox","A"
"2044","Pacs2","Ox","A"
"2045","Pacsin1","Ox","A"
"2046","Pacsin2","Ox","A"
"2047","Pafah1b1","Ox","A"
"2048","Pafah1b2","Ox","A"
"2049","Pagr1a","Ox","A"
"2050","Paics","Ox","A"
"2051","Paip1","Ox","A"
"2052","Paip2","Ox","A"
"2053","Pak1","Ox","A"
"2054","Palm2","Ox","A"
"2055","Palm3","Ox","A"
"2056","Palmd","Ox","A"
"2057","Pam16","Ox","A"
"2058","Papola","Ox","A"
"2059","Papss1","Ox","A"
"2060","Paqr3","Ox","A"
"2061","Parg","Ox","A"
"2062","Parp4","Ox","A"
"2063","Parvb","Ox","A"
"2064","Patj","Ox","A"
"2065","Patl1","Ox","A"
"2066","Pawr","Ox","A"
"2067","Paxbp1","Ox","A"
"2068","Paxip1","Ox","A"
"2069","Pcbp4","Ox","A"
"2070","Pclo","Ox","A"
"2071","Pcm1","Ox","A"
"2072","Pcp4","Ox","A"
"2073","Pcp4l1","Ox","A"
"2074","Pctp","Ox","A"
"2075","Pcyt1b","Ox","A"
"2076","Pcyt2","Ox","A"
"2077","Pdcd5","Ox","A"
"2078","Pdcd6ip","Ox","A"
"2079","Pdcl","Ox","A"
"2080","Pdcl3","Ox","A"
"2081","Pde11a","Ox","A"
"2082","Pde1c","Ox","A"
"2083","Pde4dip","Ox","A"
"2084","Pdia3","Ox","A"
"2085","Pdia6","Ox","A"
"2086","Pdlim1","Ox","A"
"2087","Pdzd8","Ox","A"
"2088","Pea15","Ox","A"
"2089","Peak1","Ox","A"
"2090","Pelo","Ox","A"
"2091","Pepd","Ox","A"
"2092","Pes1","Ox","A"
"2093","Pex11b","Ox","A"
"2094","Pex13","Ox","A"
"2095","Pex14","Ox","A"
"2096","Pex19","Ox","A"
"2097","Pex5","Ox","A"
"2098","Pex5l","Ox","A"
"2099","Pfdn1","Ox","A"
"2100","Pfdn2","Ox","A"
"2101","Pfdn5","Ox","A"
"2102","Pfdn6","Ox","A"
"2103","Pfkfb2","Ox","A"
"2104","Pfkl","Ox","A"
"2105","Pfkm","Ox","A"
"2106","Pfkp","Ox","A"
"2107","Pfn1","Ox","A"
"2108","Pgls","Ox","A"
"2109","Pgm2l1","Ox","A"
"2110","Pgrmc1","Ox","A"
"2111","Pgrmc2","Ox","A"
"2112","Phactr1","Ox","A"
"2113","Phactr4","Ox","A"
"2114","Phaf1","Ox","A"
"2115","Phb","Ox","A"
"2116","Phb2","Ox","A"
"2117","Phf21a","Ox","A"
"2118","Phf24","Ox","A"
"2119","Phf5a","Ox","A"
"2120","Phka2","Ox","A"
"2121","Phrf1","Ox","A"
"2122","Phyhipl","Ox","A"
"2123","Pi4k2a","Ox","A"
"2124","Pi4kb","Ox","A"
"2125","Picalm","Ox","A"
"2126","Pick1","Ox","A"
"2127","Pigu","Ox","A"
"2128","Pik3c3","Ox","A"
"2129","Pik3cd","Ox","A"
"2130","Pik3r4","Ox","A"
"2131","Pikfyve","Ox","A"
"2132","Pin1","Ox","A"
"2133","Pip4k2a","Ox","A"
"2134","Pip4k2b","Ox","A"
"2135","Pip4k2c","Ox","A"
"2136","Pip4p1","Ox","A"
"2137","Pip5k1c","Ox","A"
"2138","Pirt","Ox","A"
"2139","Pitpnc1","Ox","A"
"2140","Pitpnm1","Ox","A"
"2141","Pitpnm2","Ox","A"
"2142","Pja2","Ox","A"
"2143","Pkhd1l1","Ox","A"
"2144","Plcb1","Ox","A"
"2145","Plcb3","Ox","A"
"2146","Plcxd3","Ox","A"
"2147","Plekha1","Ox","A"
"2148","Plekha2","Ox","A"
"2149","Plekha6","Ox","A"
"2150","Plekhd1","Ox","A"
"2151","Plekhm3","Ox","A"
"2152","Plekho2","Ox","A"
"2153","Plp1","Ox","A"
"2154","Plpbp","Ox","A"
"2155","Pls1","Ox","A"
"2156","Pls3","Ox","A"
"2157","Plscr3","Ox","A"
"2158","Pmvk","Ox","A"
"2159","Pnn","Ox","A"
"2160","Pnpla6","Ox","A"
"2161","Pnpla8","Ox","A"
"2162","Poglut1","Ox","A"
"2163","Poldip3","Ox","A"
"2164","Polr2b","Ox","A"
"2165","Polr2d","Ox","A"
"2166","Polr3d","Ox","A"
"2167","Polr3f","Ox","A"
"2168","Polr3g","Ox","A"
"2169","Pom121","Ox","A"
"2170","Postn","Ox","A"
"2171","Ppa1","Ox","A"
"2172","Ppcdc","Ox","A"
"2173","Ppfia2","Ox","A"
"2174","Ppfia3","Ox","A"
"2175","Ppig","Ox","A"
"2176","Ppil2","Ox","A"
"2177","Ppil4","Ox","A"
"2178","Ppip5k1","Ox","A"
"2179","Ppip5k2","Ox","A"
"2180","Ppm1a","Ox","A"
"2181","Ppm1b","Ox","A"
"2182","Ppm1e","Ox","A"
"2183","Ppm1g","Ox","A"
"2184","Ppp1ca","Ox","A"
"2185","Ppp1cb","Ox","A"
"2186","Ppp1cc","Ox","A"
"2187","Ppp1r10","Ox","A"
"2188","Ppp1r11","Ox","A"
"2189","Ppp1r12a","Ox","A"
"2190","Ppp1r12c","Ox","A"
"2191","Ppp1r13b","Ox","A"
"2192","Ppp1r13l","Ox","A"
"2193","Ppp1r18","Ox","A"
"2194","Ppp1r1a","Ox","A"
"2195","Ppp1r1c","Ox","A"
"2196","Ppp1r21","Ox","A"
"2197","Ppp1r37","Ox","A"
"2198","Ppp1r3f","Ox","A"
"2199","Ppp1r7","Ox","A"
"2200","Ppp1r9b","Ox","A"
"2201","Ppp2r2a","Ox","A"
"2202","Ppp2r5b","Ox","A"
"2203","Ppp2r5c","Ox","A"
"2204","Ppp2r5e","Ox","A"
"2205","Ppp3cb","Ox","A"
"2206","Ppp3cc","Ox","A"
"2207","Ppp3r1","Ox","A"
"2208","Ppp4r1","Ox","A"
"2209","Ppp4r3a","Ox","A"
"2210","Ppp4r4","Ox","A"
"2211","Ppp6r1","Ox","A"
"2212","Ppp6r2","Ox","A"
"2213","Ppp6r3","Ox","A"
"2214","Praf2","Ox","A"
"2215","Prdx3","Ox","A"
"2216","Preb","Ox","A"
"2217","Prep","Ox","A"
"2218","Prickle2","Ox","A"
"2219","Prkaa1","Ox","A"
"2220","Prkab2","Ox","A"
"2221","Prkacb","Ox","A"
"2222","Prkag2","Ox","A"
"2223","Prkar1a","Ox","A"
"2224","Prkar2a","Ox","A"
"2225","Prkar2b","Ox","A"
"2226","Prkca","Ox","A"
"2227","Prkcb","Ox","A"
"2228","Prkcd","Ox","A"
"2229","Prkce","Ox","A"
"2230","Prkcq","Ox","A"
"2231","Prkg1","Ox","A"
"2232","Prkrip1","Ox","A"
"2233","Prmt7","Ox","A"
"2234","Prmt8","Ox","A"
"2235","Prmt9","Ox","A"
"2236","Prpf31","Ox","A"
"2237","Prpf4","Ox","A"
"2238","Prpf40b","Ox","A"
"2239","Prpf4b","Ox","A"
"2240","Prpf8","Ox","A"
"2241","Prpsap1","Ox","A"
"2242","Prpsap2","Ox","A"
"2243","Prrc1","Ox","A"
"2244","Prrc2a","Ox","A"
"2245","Prrc2b","Ox","A"
"2246","Prrt2","Ox","A"
"2247","Prune2","Ox","A"
"2248","Prxl2b","Ox","A"
"2249","Psap","Ox","A"
"2250","Psd3","Ox","A"
"2251","Psip1","Ox","A"
"2252","Psma1","Ox","A"
"2253","Psma4","Ox","A"
"2254","Psma6","Ox","A"
"2255","Psma7","Ox","A"
"2256","Psmb4","Ox","A"
"2257","Psmc1","Ox","A"
"2258","Psmc2","Ox","A"
"2259","Psmc4","Ox","A"
"2260","Psmc5","Ox","A"
"2261","Psmc6","Ox","A"
"2262","Psmd1","Ox","A"
"2263","Psmd11","Ox","A"
"2264","Psmd12","Ox","A"
"2265","Psmd13","Ox","A"
"2266","Psmd14","Ox","A"
"2267","Psmd2","Ox","A"
"2268","Psmd3","Ox","A"
"2269","Psmd4","Ox","A"
"2270","Psmd5","Ox","A"
"2271","Psmd6","Ox","A"
"2272","Psmd7","Ox","A"
"2273","Psmd9","Ox","A"
"2274","Psme1","Ox","A"
"2275","Psme2","Ox","A"
"2276","Psme3","Ox","A"
"2277","Psme3ip1","Ox","A"
"2278","Pspc1","Ox","A"
"2279","Ptbp2","Ox","A"
"2280","Ptbp3","Ox","A"
"2281","Ptdss1","Ox","A"
"2282","Pten","Ox","A"
"2283","Ptges3","Ox","A"
"2284","Ptgir","Ox","A"
"2285","Ptk2b","Ox","A"
"2286","Ptma","Ox","A"
"2287","Ptms","Ox","A"
"2288","Ptpa","Ox","A"
"2289","Ptpn1","Ox","A"
"2290","Ptpn11","Ox","A"
"2291","Ptpn12","Ox","A"
"2292","Ptpn23","Ox","A"
"2293","Pttg1ip","Ox","A"
"2294","Puf60","Ox","A"
"2295","Pum1","Ox","A"
"2296","Pum2","Ox","A"
"2297","Pura","Ox","A"
"2298","Purb","Ox","A"
"2299","Purg","Ox","A"
"2300","Pus1","Ox","A"
"2301","Pygl","Ox","A"
"2302","Pygm","Ox","A"
"2303","Pym1","Ox","A"
"2304","R3hcc1","Ox","A"
"2305","R3hcc1l","Ox","A"
"2306","R3hdm2","Ox","A"
"2307","Rab11fip2","Ox","A"
"2308","Rab11fip5","Ox","A"
"2309","Rab14","Ox","A"
"2310","Rab18","Ox","A"
"2311","Rab1A","Ox","A"
"2312","Rab1b","Ox","A"
"2313","Rab23","Ox","A"
"2314","Rab27a","Ox","A"
"2315","Rab27b","Ox","A"
"2316","Rab28","Ox","A"
"2317","Rab2a","Ox","A"
"2318","Rab33b","Ox","A"
"2319","Rab3a","Ox","A"
"2320","Rab3d","Ox","A"
"2321","Rab3gap1","Ox","A"
"2322","Rab3gap2","Ox","A"
"2323","Rab3ip","Ox","A"
"2324","Rab6a","Ox","A"
"2325","Rab6b","Ox","A"
"2326","Rab7a","Ox","A"
"2327","Rab9b","Ox","A"
"2328","Rabep1","Ox","A"
"2329","Rabgap1","Ox","A"
"2330","Rabgap1l","Ox","A"
"2331","Rabgef1","Ox","A"
"2332","Rabl2","Ox","A"
"2333","Rabl3","Ox","A"
"2334","Rabl6","Ox","A"
"2335","Rac1","Ox","A"
"2336","Rack1","Ox","A"
"2337","Rad23b","Ox","A"
"2338","Rae1","Ox","A"
"2339","Raf1","Ox","A"
"2340","Rala","Ox","A"
"2341","Ralbp1","Ox","A"
"2342","Ralgapa1","Ox","A"
"2343","Ralgapb","Ox","A"
"2344","Raly","Ox","A"
"2345","Ralyl","Ox","A"
"2346","Ranbp1","Ox","A"
"2347","Ranbp3","Ox","A"
"2348","Ranbp9","Ox","A"
"2349","Rangap1","Ox","A"
"2350","Rap1gap2","Ox","A"
"2351","Rap1gds1","Ox","A"
"2352","Rars1","Ox","A"
"2353","Rassf5","Ox","A"
"2354","Rbbp4","Ox","A"
"2355","Rbbp6","Ox","A"
"2356","Rbbp7","Ox","A"
"2357","Rbfox3","Ox","A"
"2358","Rbm10","Ox","A"
"2359","Rbm11","Ox","A"
"2360","Rbm12","Ox","A"
"2361","Rbm22","Ox","A"
"2362","Rbm25","Ox","A"
"2363","Rbm26","Ox","A"
"2364","Rbm3","Ox","A"
"2365","Rbm39","Ox","A"
"2366","Rbm5","Ox","A"
"2367","Rbms1","Ox","A"
"2368","Rbms2","Ox","A"
"2369","Rbms3","Ox","A"
"2370","Rbmxl1","Ox","A"
"2371","Rbsn","Ox","A"
"2372","Rbx1","Ox","A"
"2373","Rc3h1","Ox","A"
"2374","Rcan1","Ox","A"
"2375","Rcan2","Ox","A"
"2376","Rcsd1","Ox","A"
"2377","Rdh14","Ox","A"
"2378","Reep1","Ox","A"
"2379","Reep2","Ox","A"
"2380","Reep5","Ox","A"
"2381","Rela","Ox","A"
"2382","Relch","Ox","A"
"2383","Reps2","Ox","A"
"2384","Rer1","Ox","A"
"2385","Retreg1","Ox","A"
"2386","Retreg2","Ox","A"
"2387","Rexo2","Ox","A"
"2388","Rfk","Ox","A"
"2389","Rgs10","Ox","A"
"2390","Rgs3","Ox","A"
"2391","Rgs7","Ox","A"
"2392","Rhbdd2","Ox","A"
"2393","Rhob","Ox","A"
"2394","Rhot1","Ox","A"
"2395","Rhot2","Ox","A"
"2396","Ric8a","Ox","A"
"2397","Rictor","Ox","A"
"2398","Rida","Ox","A"
"2399","Rims1","Ox","A"
"2400","Rims3","Ox","A"
"2401","Riok3","Ox","A"
"2402","Ripor1","Ox","A"
"2403","Rmc1","Ox","A"
"2404","Rmdn2","Ox","A"
"2405","Rmdn3","Ox","A"
"2406","Rnf114","Ox","A"
"2407","Rnf14","Ox","A"
"2408","Rnf213","Ox","A"
"2409","Rnf220","Ox","A"
"2410","Rnf25","Ox","A"
"2411","Rnf7","Ox","A"
"2412","Rnh1","Ox","A"
"2413","Rnmt","Ox","A"
"2414","Rnps1","Ox","A"
"2415","Rock2","Ox","A"
"2416","Rpa1","Ox","A"
"2417","Rpap3","Ox","A"
"2418","Rph3a","Ox","A"
"2419","Rpl10a","Ox","A"
"2420","Rpl11","Ox","A"
"2421","Rpl13","Ox","A"
"2422","Rpl17","Ox","A"
"2423","Rpl19","Ox","A"
"2424","Rpl23","Ox","A"
"2425","Rpl23a","Ox","A"
"2426","Rpl26","Ox","A"
"2427","Rpl28","Ox","A"
"2428","Rpl3","Ox","A"
"2429","Rpl30","Ox","A"
"2430","Rpl31","Ox","A"
"2431","Rpl34","Ox","A"
"2432","Rpl36","Ox","A"
"2433","Rpl5","Ox","A"
"2434","Rpl9","Ox","A"
"2435","Rplp1","Ox","A"
"2436","Rpn1","Ox","A"
"2437","Rpn2","Ox","A"
"2438","Rpp30","Ox","A"
"2439","Rprd2","Ox","A"
"2440","Rps10","Ox","A"
"2441","Rps12","Ox","A"
"2442","Rps14","Ox","A"
"2443","Rps17","Ox","A"
"2444","Rps18","Ox","A"
"2445","Rps21","Ox","A"
"2446","Rps25","Ox","A"
"2447","Rps26","Ox","A"
"2448","Rps28","Ox","A"
"2449","Rps3","Ox","A"
"2450","Rps4x","Ox","A"
"2451","Rps5","Ox","A"
"2452","Rps6ka3","Ox","A"
"2453","Rps6ka5","Ox","A"
"2454","Rps6kc1","Ox","A"
"2455","Rps7","Ox","A"
"2456","Rptor","Ox","A"
"2457","Rragb","Ox","A"
"2458","Rragc","Ox","A"
"2459","Rragd","Ox","A"
"2460","Rrm2b","Ox","A"
"2461","Rsu1","Ox","A"
"2462","Rtcb","Ox","A"
"2463","Rtf1","Ox","A"
"2464","Rtf2","Ox","A"
"2465","Rtkn","Ox","A"
"2466","RTRAF","Ox","A"
"2467","Rufy1","Ox","A"
"2468","Rufy2","Ox","A"
"2469","Rundc3a","Ox","A"
"2470","Rundc3b","Ox","A"
"2471","Rusf1","Ox","A"
"2472","Ruvbl2","Ox","A"
"2473","Rwdd4","Ox","A"
"2474","Ryr2","Ox","A"
"2475","S100a10","Ox","A"
"2476","S100a13","Ox","A"
"2477","S100a16","Ox","A"
"2478","Sacs","Ox","A"
"2479","Sae1","Ox","A"
"2480","Safb","Ox","A"
"2481","Samd14","Ox","A"
"2482","Samd4b","Ox","A"
"2483","Samhd1","Ox","A"
"2484","Samm50","Ox","A"
"2485","Sap30bp","Ox","A"
"2486","Sar1a","Ox","A"
"2487","Sar1b","Ox","A"
"2488","Sarg","Ox","A"
"2489","Sbf1","Ox","A"
"2490","Sbno1","Ox","A"
"2491","Scaf8","Ox","A"
"2492","Scamp1","Ox","A"
"2493","Scamp3","Ox","A"
"2494","Scfd1","Ox","A"
"2495","Scfd2","Ox","A"
"2496","Scn10a","Ox","A"
"2497","Scn11a","Ox","A"
"2498","Scn4b","Ox","A"
"2499","Scnm1","Ox","A"
"2500","Scoc","Ox","A"
"2501","Scp2","Ox","A"
"2502","Scrn1","Ox","A"
"2503","Scrn3","Ox","A"
"2504","Scyl1","Ox","A"
"2505","Scyl2","Ox","A"
"2506","Sdcbp","Ox","A"
"2507","Sdhb","Ox","A"
"2508","Sec16a","Ox","A"
"2509","Sec23ip","Ox","A"
"2510","Sec24a","Ox","A"
"2511","Sec31a","Ox","A"
"2512","Sec61b","Ox","A"
"2513","Sec62","Ox","A"
"2514","Sephs1","Ox","A"
"2515","Septin3","Ox","A"
"2516","Septin6","Ox","A"
"2517","Septin8","Ox","A"
"2518","Serbp1","Ox","A"
"2519","Serpinb1a","Ox","A"
"2520","Serpinb6","Ox","A"
"2521","Sestd1","Ox","A"
"2522","Setd1a","Ox","A"
"2523","Setd3","Ox","A"
"2524","Setd7","Ox","A"
"2525","Sf1","Ox","A"
