"","gs","gene","symbol"
"ENSMUSG00000014158","C-LTMR","ENSMUSG00000014158","Trpv4"
"ENSMUSG00000061288","C-LTMR","ENSMUSG00000061288","Taok3"
"ENSMUSG00000032867","C-LTMR","ENSMUSG00000032867","Fbxw8"
"ENSMUSG00000018076","C-LTMR","ENSMUSG00000018076","Med13l"
"ENSMUSG00000029458","C-LTMR","ENSMUSG00000029458","Brap"
"ENSMUSG00000038384","C-LTMR","ENSMUSG00000038384","Setd1b"
"ENSMUSG00000029434","C-LTMR","ENSMUSG00000029434","Vps33a"
"ENSMUSG00000049550","C-LTMR","ENSMUSG00000049550","Clip1"
"ENSMUSG00000029406","C-LTMR","ENSMUSG00000029406","Pitpnm2"
"ENSMUSG00000038126","C-LTMR","ENSMUSG00000038126","Mphosph9"
"ENSMUSG00000044017","C-LTMR","ENSMUSG00000044017","Adgrd1"
"ENSMUSG00000029436","C-LTMR","ENSMUSG00000029436","Mmp17"
"ENSMUSG00000005057","C-LTMR","ENSMUSG00000005057","Sh2b2"
"ENSMUSG00000047182","C-LTMR","ENSMUSG00000047182","Irs3"
"ENSMUSG00000045348","C-LTMR","ENSMUSG00000045348","Nyap1"
"ENSMUSG00000044197","C-LTMR","ENSMUSG00000044197","Gpr146"
"ENSMUSG00000036526","C-LTMR","ENSMUSG00000036526","Card11"
"ENSMUSG00000056493","C-LTMR","ENSMUSG00000056493","Foxk1"
"ENSMUSG00000046658","C-LTMR","ENSMUSG00000046658","Zfp316"
"ENSMUSG00000059991","C-LTMR","ENSMUSG00000059991","Nptx2"
"ENSMUSG00000041264","C-LTMR","ENSMUSG00000041264","Uspl1"
"ENSMUSG00000029563","C-LTMR","ENSMUSG00000029563","Foxp2"
"ENSMUSG00000068699","C-LTMR","ENSMUSG00000068699","Flnc"
"ENSMUSG00000039629","C-LTMR","ENSMUSG00000039629","Strip2"
"ENSMUSG00000001642","C-LTMR","ENSMUSG00000001642","Akr1b1"
"ENSMUSG00000038759","C-LTMR","ENSMUSG00000038759","Nup205"
"ENSMUSG00000029924","C-LTMR","ENSMUSG00000029924","Slc37a3"
"ENSMUSG00000029916","C-LTMR","ENSMUSG00000029916","Agk"
"ENSMUSG00000029862","C-LTMR","ENSMUSG00000029862","Clcn1"
"ENSMUSG00000003476","C-LTMR","ENSMUSG00000003476","Crhr2"
"ENSMUSG00000025889","C-LTMR","ENSMUSG00000025889","Snca"
"ENSMUSG00000054641","C-LTMR","ENSMUSG00000054641","Mmrn1"
"ENSMUSG00000039578","C-LTMR","ENSMUSG00000039578","Ccser1"
"ENSMUSG00000029920","C-LTMR","ENSMUSG00000029920","Smarcad1"
"ENSMUSG00000055027","C-LTMR","ENSMUSG00000055027","Smyd1"
"ENSMUSG00000052861","C-LTMR","ENSMUSG00000052861","Dnah6"
"ENSMUSG00000030000","C-LTMR","ENSMUSG00000030000","Add2"
"ENSMUSG00000085828","C-LTMR","ENSMUSG00000085828","Gm15612"
"ENSMUSG00000030022","C-LTMR","ENSMUSG00000030022","Adamts9"
"ENSMUSG00000097462","C-LTMR","ENSMUSG00000097462","9530026P05Rik"
"ENSMUSG00000045095","C-LTMR","ENSMUSG00000045095","Magi1"
"ENSMUSG00000030031","C-LTMR","ENSMUSG00000030031","Kbtbd8"
"ENSMUSG00000046500","C-LTMR","ENSMUSG00000046500","Tafa4"
"ENSMUSG00000030067","C-LTMR","ENSMUSG00000030067","Foxp1"
"ENSMUSG00000052144","C-LTMR","ENSMUSG00000052144","Ppp4r2"
"ENSMUSG00000030075","C-LTMR","ENSMUSG00000030075","Cntn3"
"ENSMUSG00000030269","C-LTMR","ENSMUSG00000030269","Mtmr14"
"ENSMUSG00000034023","C-LTMR","ENSMUSG00000034023","Fancd2"
"ENSMUSG00000025701","C-LTMR","ENSMUSG00000025701","Alox5"
"ENSMUSG00000030110","C-LTMR","ENSMUSG00000030110","Ret"
"ENSMUSG00000009112","C-LTMR","ENSMUSG00000009112","Bcl2l13"
"ENSMUSG00000030109","C-LTMR","ENSMUSG00000030109","Slc6a12"
"ENSMUSG00000040669","C-LTMR","ENSMUSG00000040669","Phc1"
"ENSMUSG00000023439","C-LTMR","ENSMUSG00000023439","Gnb3"
"ENSMUSG00000038390","C-LTMR","ENSMUSG00000038390","Gpr162"
"ENSMUSG00000023274","C-LTMR","ENSMUSG00000023274","Cd4"
"ENSMUSG00000061414","C-LTMR","ENSMUSG00000061414","Cracr2a"
"ENSMUSG00000001518","C-LTMR","ENSMUSG00000001518","Itfg2"
"ENSMUSG00000079299","C-LTMR","ENSMUSG00000079299","Klrb1"
"ENSMUSG00000030230","C-LTMR","ENSMUSG00000030230","Plcz1"
"ENSMUSG00000030255","C-LTMR","ENSMUSG00000030255","Sspn"
"ENSMUSG00000040102","C-LTMR","ENSMUSG00000040102","Klhl42"
"ENSMUSG00000078817","C-LTMR","ENSMUSG00000078817","Nlrp12"
"ENSMUSG00000068566","C-LTMR","ENSMUSG00000068566","Myadm"
"ENSMUSG00000035632","C-LTMR","ENSMUSG00000035632","Cnot3"
"ENSMUSG00000058818","C-LTMR","ENSMUSG00000058818","Pirb"
"ENSMUSG00000006154","C-LTMR","ENSMUSG00000006154","Eps8l1"
"ENSMUSG00000035228","C-LTMR","ENSMUSG00000035228","Ccdc106"
"ENSMUSG00000098900","C-LTMR","ENSMUSG00000098900","Gm18190"
"ENSMUSG00000052833","C-LTMR","ENSMUSG00000052833","Sae1"
"ENSMUSG00000059273","C-LTMR","ENSMUSG00000059273","Zc3h4"
"ENSMUSG00000054169","C-LTMR","ENSMUSG00000054169","Ceacam10"
"ENSMUSG00000099297","C-LTMR","ENSMUSG00000099297",NA
"ENSMUSG00000090330","C-LTMR","ENSMUSG00000090330","9130221H12Rik"
"ENSMUSG00000040725","C-LTMR","ENSMUSG00000040725","Hnrnpul1"
"ENSMUSG00000046750","C-LTMR","ENSMUSG00000046750","Selenov"
"ENSMUSG00000047586","C-LTMR","ENSMUSG00000047586","Nccrp1"
"ENSMUSG00000054808","C-LTMR","ENSMUSG00000054808","Actn4"
"ENSMUSG00000037239","C-LTMR","ENSMUSG00000037239","Spred3"
"ENSMUSG00000050855","C-LTMR","ENSMUSG00000050855","Zfp940"
"ENSMUSG00000074220","C-LTMR","ENSMUSG00000074220","Zfp382"
"ENSMUSG00000052997","C-LTMR","ENSMUSG00000052997","Uba2"
"ENSMUSG00000056043","C-LTMR","ENSMUSG00000056043","Rgs9bp"
"ENSMUSG00000030792","C-LTMR","ENSMUSG00000030792","Dkkl1"
"ENSMUSG00000003863","C-LTMR","ENSMUSG00000003863","Ppfia3"
"ENSMUSG00000063297","C-LTMR","ENSMUSG00000063297","Luzp2"
"ENSMUSG00000030557","C-LTMR","ENSMUSG00000030557","Mef2a"
"ENSMUSG00000089453","C-LTMR","ENSMUSG00000089453",NA
"ENSMUSG00000038540","C-LTMR","ENSMUSG00000038540","Tmc3"
"ENSMUSG00000087088","C-LTMR","ENSMUSG00000087088","Gm16638"
"ENSMUSG00000001741","C-LTMR","ENSMUSG00000001741","Il16"
"ENSMUSG00000039405","C-LTMR","ENSMUSG00000039405","Prss23"
"ENSMUSG00000061119","C-LTMR","ENSMUSG00000061119","Prcp"
"ENSMUSG00000018995","C-LTMR","ENSMUSG00000018995","Nars2"
"ENSMUSG00000004508","C-LTMR","ENSMUSG00000004508","Gab2"
"ENSMUSG00000015957","C-LTMR","ENSMUSG00000015957","Wnt11"
"ENSMUSG00000066306","C-LTMR","ENSMUSG00000066306","Numa1"
"ENSMUSG00000030978","C-LTMR","ENSMUSG00000030978","Rrm1"
"ENSMUSG00000007279","C-LTMR","ENSMUSG00000007279","Scube2"
"ENSMUSG00000030655","C-LTMR","ENSMUSG00000030655","Smg1"
"ENSMUSG00000048787","C-LTMR","ENSMUSG00000048787","Dcun1d3"
"ENSMUSG00000046182","C-LTMR","ENSMUSG00000046182","Gsg1l"
"ENSMUSG00000030677","C-LTMR","ENSMUSG00000030677","Kif22"
"ENSMUSG00000086502","C-LTMR","ENSMUSG00000086502","B130055M24Rik"
"ENSMUSG00000030862","C-LTMR","ENSMUSG00000030862","Cpxm2"
"ENSMUSG00000041836","C-LTMR","ENSMUSG00000041836","Ptpre"
"ENSMUSG00000091002","C-LTMR","ENSMUSG00000091002","Tcerg1l"
"ENSMUSG00000054065","C-LTMR","ENSMUSG00000054065","Pkp3"
"ENSMUSG00000058886","C-LTMR","ENSMUSG00000058886","Deaf1"
"ENSMUSG00000025504","C-LTMR","ENSMUSG00000025504","Eps8l2"
"ENSMUSG00000048200","C-LTMR","ENSMUSG00000048200","Cracr2b"
"ENSMUSG00000025515","C-LTMR","ENSMUSG00000025515","Muc2"
"ENSMUSG00000099240","C-LTMR","ENSMUSG00000099240",NA
"ENSMUSG00000040021","C-LTMR","ENSMUSG00000040021","Lats1"
"ENSMUSG00000015501","C-LTMR","ENSMUSG00000015501","Hivep2"
"ENSMUSG00000039879","C-LTMR","ENSMUSG00000039879","Heca"
"ENSMUSG00000039166","C-LTMR","ENSMUSG00000039166","Akap7"
"ENSMUSG00000049420","C-LTMR","ENSMUSG00000049420","Tmem200a"
"ENSMUSG00000087177","C-LTMR","ENSMUSG00000087177","E130307A14Rik"
"ENSMUSG00000019802","C-LTMR","ENSMUSG00000019802","Sec63"
"ENSMUSG00000038248","C-LTMR","ENSMUSG00000038248","Sobp"
"ENSMUSG00000019848","C-LTMR","ENSMUSG00000019848","Popdc3"
"ENSMUSG00000020098","C-LTMR","ENSMUSG00000020098","Pcbd1"
"ENSMUSG00000046687","C-LTMR","ENSMUSG00000046687","Gm5424"
"ENSMUSG00000020070","C-LTMR","ENSMUSG00000020070","Rufy2"
"ENSMUSG00000020067","C-LTMR","ENSMUSG00000020067","Mypn"
"ENSMUSG00000020064","C-LTMR","ENSMUSG00000020064","Herc4"
"ENSMUSG00000069601","C-LTMR","ENSMUSG00000069601","Ank3"
"ENSMUSG00000001151","C-LTMR","ENSMUSG00000001151","Pcnt"
"ENSMUSG00000069581","C-LTMR","ENSMUSG00000069581","Tspear"
"ENSMUSG00000051652","C-LTMR","ENSMUSG00000051652","Lrrc3"
"ENSMUSG00000035835","C-LTMR","ENSMUSG00000035835","Plppr3"
"ENSMUSG00000085779","C-LTMR","ENSMUSG00000085779","Atcayos"
"ENSMUSG00000020263","C-LTMR","ENSMUSG00000020263","Appl2"
"ENSMUSG00000059602","C-LTMR","ENSMUSG00000059602","Syn3"
"ENSMUSG00000019935","C-LTMR","ENSMUSG00000019935","Slc17a8"
"ENSMUSG00000019951","C-LTMR","ENSMUSG00000019951","Bltp3b"
"ENSMUSG00000036099","C-LTMR","ENSMUSG00000036099","Vezt"
"ENSMUSG00000019929","C-LTMR","ENSMUSG00000019929","Dcn"
"ENSMUSG00000035864","C-LTMR","ENSMUSG00000035864","Syt1"
"ENSMUSG00000035681","C-LTMR","ENSMUSG00000035681","Kcnc2"
"ENSMUSG00000006764","C-LTMR","ENSMUSG00000006764","Tph2"
"ENSMUSG00000020130","C-LTMR","ENSMUSG00000020130","Tbc1d15"
"ENSMUSG00000020151","C-LTMR","ENSMUSG00000020151","Ptprr"
"ENSMUSG00000034813","C-LTMR","ENSMUSG00000034813","Grip1"
"ENSMUSG00000020124","C-LTMR","ENSMUSG00000020124","Usp15"
"ENSMUSG00000020102","C-LTMR","ENSMUSG00000020102","Slc16a7"
"ENSMUSG00000074657","C-LTMR","ENSMUSG00000074657","Kif5a"
"ENSMUSG00000025401","C-LTMR","ENSMUSG00000025401","Myo1a"
"ENSMUSG00000023073","C-LTMR","ENSMUSG00000023073","Slc10a2"
"ENSMUSG00000087153","C-LTMR","ENSMUSG00000087153","Gm6483"
"ENSMUSG00000037738","C-LTMR","ENSMUSG00000037738","Nek5"
"ENSMUSG00000031554","C-LTMR","ENSMUSG00000031554","Adam5"
"ENSMUSG00000031483","C-LTMR","ENSMUSG00000031483","Erlin2"
"ENSMUSG00000049184","C-LTMR","ENSMUSG00000049184","Purg"
"ENSMUSG00000052906","C-LTMR","ENSMUSG00000052906","Ubxn8"
"ENSMUSG00000031586","C-LTMR","ENSMUSG00000031586","Rbpms"
"ENSMUSG00000031529","C-LTMR","ENSMUSG00000031529","Tnks"
"ENSMUSG00000031601","C-LTMR","ENSMUSG00000031601","Cnot7"
"ENSMUSG00000031592","C-LTMR","ENSMUSG00000031592","Pcm1"
"ENSMUSG00000031626","C-LTMR","ENSMUSG00000031626","Sorbs2"
"ENSMUSG00000038291","C-LTMR","ENSMUSG00000038291","Snx25"
"ENSMUSG00000031563","C-LTMR","ENSMUSG00000031563","Wwc2"
"ENSMUSG00000054408","C-LTMR","ENSMUSG00000054408","Spcs3"
"ENSMUSG00000031644","C-LTMR","ENSMUSG00000031644","Nek1"
"ENSMUSG00000036356","C-LTMR","ENSMUSG00000036356","Csgalnact1"
"ENSMUSG00000085197","C-LTMR","ENSMUSG00000085197","1700125H03Rik"
"ENSMUSG00000070002","C-LTMR","ENSMUSG00000070002","Ell"
"ENSMUSG00000034799","C-LTMR","ENSMUSG00000034799","Unc13a"
"ENSMUSG00000034518","C-LTMR","ENSMUSG00000034518","Hmgxb4"
"ENSMUSG00000037101","C-LTMR","ENSMUSG00000037101","Ttc29"
"ENSMUSG00000047747","C-LTMR","ENSMUSG00000047747","Rnf150"
"ENSMUSG00000002190","C-LTMR","ENSMUSG00000002190","Clgn"
"ENSMUSG00000052566","C-LTMR","ENSMUSG00000052566","Hook2"
"ENSMUSG00000087026","C-LTMR","ENSMUSG00000087026","A230103J11Rik"
"ENSMUSG00000043668","C-LTMR","ENSMUSG00000043668","Tox3"
"ENSMUSG00000031666","C-LTMR","ENSMUSG00000031666","Rbl2"
"ENSMUSG00000031671","C-LTMR","ENSMUSG00000031671","Setd6"
"ENSMUSG00000031872","C-LTMR","ENSMUSG00000031872","Bean1"
"ENSMUSG00000054400","C-LTMR","ENSMUSG00000054400","Cklf"
"ENSMUSG00000096188","C-LTMR","ENSMUSG00000096188","Cmtm4"
"ENSMUSG00000054320","C-LTMR","ENSMUSG00000054320","Lrrc36"
"ENSMUSG00000041308","C-LTMR","ENSMUSG00000041308","Sntb2"
"ENSMUSG00000038872","C-LTMR","ENSMUSG00000038872","Zfhx3"
"ENSMUSG00000069895","C-LTMR","ENSMUSG00000069895","Atxn1l"
"ENSMUSG00000031758","C-LTMR","ENSMUSG00000031758","Cdyl2"
"ENSMUSG00000031845","C-LTMR","ENSMUSG00000031845","Bco1"
"ENSMUSG00000031835","C-LTMR","ENSMUSG00000031835","Mbtps1"
"ENSMUSG00000043903","C-LTMR","ENSMUSG00000043903","Zfp469"
"ENSMUSG00000050751","C-LTMR","ENSMUSG00000050751","Pgbd5"
"ENSMUSG00000033931","C-LTMR","ENSMUSG00000033931","Rbm34"
"ENSMUSG00000093985","C-LTMR","ENSMUSG00000093985","Gm10406"
"ENSMUSG00000021738","C-LTMR","ENSMUSG00000021738","Atxn7"
"ENSMUSG00000045201","C-LTMR","ENSMUSG00000045201","Lrrc3b"
"ENSMUSG00000097547","C-LTMR","ENSMUSG00000097547","B230110C06Rik"
"ENSMUSG00000034235","C-LTMR","ENSMUSG00000034235","Usp54"
"ENSMUSG00000021782","C-LTMR","ENSMUSG00000021782","Dlg5"
"ENSMUSG00000098609","C-LTMR","ENSMUSG00000098609","Anxa11os"
"ENSMUSG00000040717","C-LTMR","ENSMUSG00000040717","Il17rd"
"ENSMUSG00000040640","C-LTMR","ENSMUSG00000040640","Erc2"
"ENSMUSG00000045776","C-LTMR","ENSMUSG00000045776","Lrtm1"
"ENSMUSG00000019027","C-LTMR","ENSMUSG00000019027","Dnah1"
"ENSMUSG00000041730","C-LTMR","ENSMUSG00000041730","Drgx"
"ENSMUSG00000051506","C-LTMR","ENSMUSG00000051506","Wdfy4"
"ENSMUSG00000063506","C-LTMR","ENSMUSG00000063506","Arhgap22"
"ENSMUSG00000021943","C-LTMR","ENSMUSG00000021943","Gdf10"
"ENSMUSG00000021846","C-LTMR","ENSMUSG00000021846","Peli2"
"ENSMUSG00000089682","C-LTMR","ENSMUSG00000089682","Bcl2l2"
"ENSMUSG00000022216","C-LTMR","ENSMUSG00000022216","Psme1"
"ENSMUSG00000047098","C-LTMR","ENSMUSG00000047098","Rnf31"
"ENSMUSG00000040040","C-LTMR","ENSMUSG00000040040","Ift88"
"ENSMUSG00000021959","C-LTMR","ENSMUSG00000021959","Lats2"
"ENSMUSG00000022085","C-LTMR","ENSMUSG00000022085","Pebp4"
"ENSMUSG00000022000","C-LTMR","ENSMUSG00000022000","Zc3h13"
"ENSMUSG00000022014","C-LTMR","ENSMUSG00000022014","Epsti1"
"ENSMUSG00000022076","C-LTMR","ENSMUSG00000022076","Klhl1"
"ENSMUSG00000022124","C-LTMR","ENSMUSG00000022124","Fbxl3"
"ENSMUSG00000099167","C-LTMR","ENSMUSG00000099167",NA
"ENSMUSG00000048349","C-LTMR","ENSMUSG00000048349","Pou4f1"
"ENSMUSG00000022120","C-LTMR","ENSMUSG00000022120","Obi1"
"ENSMUSG00000022114","C-LTMR","ENSMUSG00000022114","Spry2"
"ENSMUSG00000042104","C-LTMR","ENSMUSG00000042104","Uggt2"
"ENSMUSG00000051615","C-LTMR","ENSMUSG00000051615","Rap2a"
"ENSMUSG00000045519","C-LTMR","ENSMUSG00000045519","Zfp560"
"ENSMUSG00000004099","C-LTMR","ENSMUSG00000004099","Dnmt1"
"ENSMUSG00000043895","C-LTMR","ENSMUSG00000043895","S1pr2"
"ENSMUSG00000032175","C-LTMR","ENSMUSG00000032175","Tyk2"
"ENSMUSG00000066829","C-LTMR","ENSMUSG00000066829","Zfp810"
"ENSMUSG00000031963","C-LTMR","ENSMUSG00000031963","Bmper"
"ENSMUSG00000036611","C-LTMR","ENSMUSG00000036611","Eepd1"
"ENSMUSG00000035024","C-LTMR","ENSMUSG00000035024","Ncapd3"
"ENSMUSG00000097355","C-LTMR","ENSMUSG00000097355",NA
"ENSMUSG00000038112","C-LTMR","ENSMUSG00000038112","AW551984"
"ENSMUSG00000049281","C-LTMR","ENSMUSG00000049281","Scn3b"
"ENSMUSG00000032023","C-LTMR","ENSMUSG00000032023","Jhy"
"ENSMUSG00000032017","C-LTMR","ENSMUSG00000032017","Grik4"
"ENSMUSG00000048534","C-LTMR","ENSMUSG00000048534","Jaml"
"ENSMUSG00000070304","C-LTMR","ENSMUSG00000070304","Scn2b"
"ENSMUSG00000066705","C-LTMR","ENSMUSG00000066705","Fxyd6"
"ENSMUSG00000042790","C-LTMR","ENSMUSG00000042790","Rnf214"
"ENSMUSG00000032077","C-LTMR","ENSMUSG00000032077","Bud13"
"ENSMUSG00000032028","C-LTMR","ENSMUSG00000032028","Nxpe2"
"ENSMUSG00000044229","C-LTMR","ENSMUSG00000044229","Nxpe4"
"ENSMUSG00000040219","C-LTMR","ENSMUSG00000040219","Ttc12"
"ENSMUSG00000039542","C-LTMR","ENSMUSG00000039542","Ncam1"
"ENSMUSG00000035164","C-LTMR","ENSMUSG00000035164","Zc3h12c"
"ENSMUSG00000034584","C-LTMR","ENSMUSG00000034584","Exph5"
"ENSMUSG00000005131","C-LTMR","ENSMUSG00000005131","4930550C14Rik"
"ENSMUSG00000041986","C-LTMR","ENSMUSG00000041986","Elmod1"
"ENSMUSG00000074345","C-LTMR","ENSMUSG00000074345","Tnfaip8l3"
"ENSMUSG00000049556","C-LTMR","ENSMUSG00000049556","Lingo1"
"ENSMUSG00000004661","C-LTMR","ENSMUSG00000004661","Arid3b"
"ENSMUSG00000037716","C-LTMR","ENSMUSG00000037716","Ccdc33"
"ENSMUSG00000032327","C-LTMR","ENSMUSG00000032327","Stra6"
"ENSMUSG00000051243","C-LTMR","ENSMUSG00000051243","Islr2"
"ENSMUSG00000057818","C-LTMR","ENSMUSG00000057818","1600029O15Rik"
"ENSMUSG00000032254","C-LTMR","ENSMUSG00000032254","Kif23"
"ENSMUSG00000032382","C-LTMR","ENSMUSG00000032382","Snx1"
"ENSMUSG00000035284","C-LTMR","ENSMUSG00000035284","Vps13c"
"ENSMUSG00000032350","C-LTMR","ENSMUSG00000032350","Gclc"
"ENSMUSG00000001366","C-LTMR","ENSMUSG00000001366","Fbxo9"
"ENSMUSG00000009828","C-LTMR","ENSMUSG00000009828","Cilk1"
"ENSMUSG00000032410","C-LTMR","ENSMUSG00000032410","Xrn1"
"ENSMUSG00000032411","C-LTMR","ENSMUSG00000032411","Tfdp2"
"ENSMUSG00000037286","C-LTMR","ENSMUSG00000037286","Stag1"
"ENSMUSG00000032534","C-LTMR","ENSMUSG00000032534","Cep63"
"ENSMUSG00000032560","C-LTMR","ENSMUSG00000032560","Dnajc13"
"ENSMUSG00000035032","C-LTMR","ENSMUSG00000035032","Nek11"
"ENSMUSG00000032567","C-LTMR","ENSMUSG00000032567","Aste1"
"ENSMUSG00000040661","C-LTMR","ENSMUSG00000040661","Rad54l2"
"ENSMUSG00000040325","C-LTMR","ENSMUSG00000040325","Dcaf1"
"ENSMUSG00000045365","C-LTMR","ENSMUSG00000045365",NA
"ENSMUSG00000032582","C-LTMR","ENSMUSG00000032582","Rbm6"
"ENSMUSG00000066357","C-LTMR","ENSMUSG00000066357","Wdr6"
"ENSMUSG00000025648","C-LTMR","ENSMUSG00000025648","Pfkfb4"
"ENSMUSG00000054792","C-LTMR","ENSMUSG00000054792","Klhl18"
"ENSMUSG00000032500","C-LTMR","ENSMUSG00000032500","Dclk3"
"ENSMUSG00000086596","C-LTMR","ENSMUSG00000086596","Susd5"
"ENSMUSG00000079259","C-LTMR","ENSMUSG00000079259","Trim71"
"ENSMUSG00000097240","C-LTMR","ENSMUSG00000097240","Gm26614"
"ENSMUSG00000032443","C-LTMR","ENSMUSG00000032443","Zcwpw2"
"ENSMUSG00000097504","C-LTMR","ENSMUSG00000097504","4930516B21Rik"
"ENSMUSG00000032512","C-LTMR","ENSMUSG00000032512","Wdr48"
"ENSMUSG00000097736","C-LTMR","ENSMUSG00000097736","9530059O14Rik"
"ENSMUSG00000025241","C-LTMR","ENSMUSG00000025241","Fyco1"
"ENSMUSG00000020454","C-LTMR","ENSMUSG00000020454","Eif4enif1"
"ENSMUSG00000056579","C-LTMR","ENSMUSG00000056579","Tug1"
"ENSMUSG00000048807","C-LTMR","ENSMUSG00000048807","Slc35e4"
"ENSMUSG00000009079","C-LTMR","ENSMUSG00000009079","Ewsr1"
"ENSMUSG00000020393","C-LTMR","ENSMUSG00000020393","Kremen1"
"ENSMUSG00000020447","C-LTMR","ENSMUSG00000020447","Npc1l1"
"ENSMUSG00000041164","C-LTMR","ENSMUSG00000041164","Zmiz2"
"ENSMUSG00000020431","C-LTMR","ENSMUSG00000020431","Adcy1"
"ENSMUSG00000020173","C-LTMR","ENSMUSG00000020173","Cobl"
"ENSMUSG00000020120","C-LTMR","ENSMUSG00000020120","Plek"
"ENSMUSG00000020128","C-LTMR","ENSMUSG00000020128","Vps54"
"ENSMUSG00000044072","C-LTMR","ENSMUSG00000044072","Eml6"
"ENSMUSG00000020305","C-LTMR","ENSMUSG00000020305","Asb3"
"ENSMUSG00000087501","C-LTMR","ENSMUSG00000087501","Gm12116"
"ENSMUSG00000087328","C-LTMR","ENSMUSG00000087328","Gm12120"
"ENSMUSG00000087306","C-LTMR","ENSMUSG00000087306","A230004M16Rik"
"ENSMUSG00000052563","C-LTMR","ENSMUSG00000052563","D930048N14Rik"
"ENSMUSG00000049470","C-LTMR","ENSMUSG00000049470","Aff4"
"ENSMUSG00000020380","C-LTMR","ENSMUSG00000020380","Rad50"
"ENSMUSG00000037533","C-LTMR","ENSMUSG00000037533","Rapgef6"
"ENSMUSG00000005417","C-LTMR","ENSMUSG00000005417","Mprip"
"ENSMUSG00000042529","C-LTMR","ENSMUSG00000042529","Kcnj12"
"ENSMUSG00000010086","C-LTMR","ENSMUSG00000010086","Rnf112"
"ENSMUSG00000042436","C-LTMR","ENSMUSG00000042436","Mfap4"
"ENSMUSG00000018217","C-LTMR","ENSMUSG00000018217","Pmp22"
"ENSMUSG00000023170","C-LTMR","ENSMUSG00000023170","Gps2"
"ENSMUSG00000020788","C-LTMR","ENSMUSG00000020788","Atp2a3"
"ENSMUSG00000020848","C-LTMR","ENSMUSG00000020848","Doc2b"
"ENSMUSG00000044243","C-LTMR","ENSMUSG00000044243","Bhlha9"
"ENSMUSG00000064486","C-LTMR","ENSMUSG00000064486","Gm23293"
"ENSMUSG00000087534","C-LTMR","ENSMUSG00000087534","Gm11418"
"ENSMUSG00000020701","C-LTMR","ENSMUSG00000020701","Tmem132e"
"ENSMUSG00000069796","C-LTMR","ENSMUSG00000069796","Gm11426"
"ENSMUSG00000020698","C-LTMR","ENSMUSG00000020698","Cct6b"
"ENSMUSG00000046010","C-LTMR","ENSMUSG00000046010","Zfp830"
"ENSMUSG00000010342","C-LTMR","ENSMUSG00000010342","Tex14"
"ENSMUSG00000070345","C-LTMR","ENSMUSG00000070345","Hsf5"
"ENSMUSG00000072553","C-LTMR","ENSMUSG00000072553","Gm525"
"ENSMUSG00000020859","C-LTMR","ENSMUSG00000020859","Spag9"
"ENSMUSG00000038534","C-LTMR","ENSMUSG00000038534","Osbpl7"
"ENSMUSG00000001444","C-LTMR","ENSMUSG00000001444","Tbx21"
"ENSMUSG00000038437","C-LTMR","ENSMUSG00000038437","Mllt6"
"ENSMUSG00000020883","C-LTMR","ENSMUSG00000020883","Fbxl20"
"ENSMUSG00000048732","C-LTMR","ENSMUSG00000048732","Klhl11"
"ENSMUSG00000006784","C-LTMR","ENSMUSG00000006784","Odad4"
"ENSMUSG00000020919","C-LTMR","ENSMUSG00000020919","Stat5b"
"ENSMUSG00000034621","C-LTMR","ENSMUSG00000034621","Gpatch8"
"ENSMUSG00000018412","C-LTMR","ENSMUSG00000018412","Kansl1"
"ENSMUSG00000020694","C-LTMR","ENSMUSG00000020694","Tlk2"
"ENSMUSG00000040548","C-LTMR","ENSMUSG00000040548","Tex2"
"ENSMUSG00000040430","C-LTMR","ENSMUSG00000040430","Pitpnc1"
"ENSMUSG00000018800","C-LTMR","ENSMUSG00000018800","Abca5"
"ENSMUSG00000062391","C-LTMR","ENSMUSG00000062391","4932435O22Rik"
"ENSMUSG00000047798","C-LTMR","ENSMUSG00000047798","Cd300lf"
"ENSMUSG00000020770","C-LTMR","ENSMUSG00000020770","Unk"
"ENSMUSG00000039908","C-LTMR","ENSMUSG00000039908","Slc26a11"
"ENSMUSG00000039850","C-LTMR","ENSMUSG00000039850","Endov"
"ENSMUSG00000021306","C-LTMR","ENSMUSG00000021306","Gpr137b"
"ENSMUSG00000019726","C-LTMR","ENSMUSG00000019726","Lyst"
"ENSMUSG00000021303","C-LTMR","ENSMUSG00000021303","Gng4"
"ENSMUSG00000021357","C-LTMR","ENSMUSG00000021357","Exoc2"
"ENSMUSG00000021413","C-LTMR","ENSMUSG00000021413","Prpf4b"
"ENSMUSG00000021365","C-LTMR","ENSMUSG00000021365","Nedd9"
"ENSMUSG00000087370","C-LTMR","ENSMUSG00000087370","Tmem170b"
"ENSMUSG00000089710","C-LTMR","ENSMUSG00000089710","Gm15810"
"ENSMUSG00000038546","C-LTMR","ENSMUSG00000038546","Ranbp9"
"ENSMUSG00000046876","C-LTMR","ENSMUSG00000046876","Atxn1"
"ENSMUSG00000097622","C-LTMR","ENSMUSG00000097622",NA
"ENSMUSG00000021379","C-LTMR","ENSMUSG00000021379","Id4"
"ENSMUSG00000038042","C-LTMR","ENSMUSG00000038042","Ptpdc1"
"ENSMUSG00000038025","C-LTMR","ENSMUSG00000038025","Phf2"
"ENSMUSG00000037946","C-LTMR","ENSMUSG00000037946","Fgd3"
"ENSMUSG00000037933","C-LTMR","ENSMUSG00000037933","Bicd2"
