"","X881_dLSC_f1_5.27.2024.d","X882_dLSC_m1_5.27.2024.d","X883_dLSC_m2_5.27.2024.d","X884_dLSC_f3_5.27.2024.d","X885_dLSC_f2_5.27.2024.d","X886_dLSC_m3_5.27.2024.d","X889_LDRG_898_5.28.2024.d","X890_LDRG_1248_5.28.2024.d","X891_LDRG_1095_5.28.2024.d","X892_LDRG_1236_5.28.2024.d","X893_LDRG_1094_5.28.2024.d","X894_LDRG_1249_5.28.2024.d","X896_paw_pool_5.28.2024.d","X897_paw_f_5.28.2024.d","X898_paw_m_5.28.2024.d","X901_SCN_IIa2_5.28.2024.d","X902_SCN_IIa3_5.28.2024.d","X903_SCN_IIb2_5.28.2024.d","X904_SCN_IIb3_5.28.2024.d","X905_SCN_IIa4_5.28.2024.d","X906_SCN_IIb1_5.28.2024.d","GeneID"
"Pum3",12.9020680770275,12.1738744788033,12.9494553511552,12.4674003462519,12.5384692254653,12.6526298858621,14.8288667837129,15.0355070738999,14.940581467071,14.8997554600569,15.049141206267,15.0809607172267,14.7904099515228,14.4257493683684,14.8219856226614,13.5835884979373,13.4747320149799,13.5366487548557,13.9620376500653,13.8267261856312,13.2478220363899,"Pum3"
"Pura",19.7709639174281,19.9107440847258,19.8378972262007,19.7835476967698,19.7826950698123,19.848495706979,20.6153946838661,20.356219324756,20.4864035446533,20.4000374535299,20.564009690305,20.618111670118,16.8390008923793,16.9278216095662,16.8828687095157,17.2992821111479,17.3878111146069,17.3646795674582,17.3035493769539,17.4553824963848,17.6020197310431,"Pura"
"Pura;Purb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.065950398403,14.3640115062074,NA,NA,NA,NA,NA,NA,NA,"Pura;Purb"
"Pura;Purb;Purg",17.9845853453231,18.1013140242116,17.8721097140273,17.6568438007726,17.7539348879397,17.8588370012324,18.8087631164504,16.2864729329195,16.9092954300513,18.0606589942367,18.2850951221812,17.1838679554345,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pura;Purb;Purg"
"Purb",18.3483999100805,18.4505613091509,18.1950526796676,18.3236338245655,18.2209095207825,18.3627464884327,18.1585498798775,17.9799390728412,17.6506935538173,17.7918839286494,17.8932294381589,18.1700472500307,16.5769059177239,16.5610214543141,16.4456324774185,15.8836856930737,16.0034059862457,15.854464194327,16.1398059077007,15.9326819906213,16.1956298606101,"Purb"
"Purb;Purg",13.8603806269969,15.3215174699621,13.4218237071299,13.7475920181528,13.2562870918,14.8303029360419,17.4809044735523,15.5464494087916,14.4436924094312,16.4920942897371,16.8378328374859,16.5149171810747,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Purb;Purg"
"Purg",14.3849606352962,14.4878062139825,14.5364851994509,14.2150024076595,14.3778822983332,14.5529319103753,17.3813559105196,17.5165151202902,17.479535959803,17.4422449367202,17.6172519317004,17.853439093611,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Purg"
"Pus1",14.2986366953656,14.2840967140192,14.4386271675436,14.3320686777682,14.2419147161075,14.466474563395,14.1163981148988,14.3047894323951,14.3340623735227,14.3333931328497,14.1486756579749,14.3091869040094,15.2298751862571,15.2641197064658,15.425634050151,14.8912995598405,NA,NA,NA,NA,15.2323871979389,"Pus1"
"Pus10",NA,NA,NA,13.448722894646,NA,NA,NA,NA,11.2551053068758,NA,NA,NA,14.4419920029206,14.265625931847,14.6132594114567,NA,NA,NA,NA,NA,NA,"Pus10"
"Pus7",13.5651506839848,13.7523621067571,13.8036872344437,13.7041156461368,13.7594776389703,13.6843375679835,13.7897109887689,14.5813352008919,13.9912479648877,14.1019541419454,13.9001218234068,14.0495199705649,16.3364214208219,16.3210254173674,16.3482181197229,12.9370385689163,13.1734373026689,13.4793431978754,13.3416837550008,13.3193851902681,13.0929354148748,"Pus7"
"Pus7l",11.1373491635173,11.716100216462,NA,12.0984581945769,NA,NA,NA,NA,13.4879494713023,13.757848885928,13.3876971034073,13.4394413348928,13.5865778793945,13.4134814851366,13.5907772764088,NA,NA,NA,NA,NA,NA,"Pus7l"
"Pusl1",13.1618633275623,13.0334447698243,12.9661706315624,13.1327458854181,12.8943811149096,12.9875352404268,12.8311330298372,13.4275472145844,13.3263566693536,13.1829839219494,13.1149060398924,12.9623364699795,13.2090329244814,13.4365796820079,13.5317865986622,NA,NA,NA,NA,NA,NA,"Pusl1"
"Pvalb",20.3320574213039,20.4075240044438,20.2230685065412,20.3340645243284,20.3939580015873,20.2621763115498,20.9053004972243,20.791914429842,20.405977989383,20.5226054456532,20.3149974392287,20.9273728820555,21.4639530970747,19.8235922098994,21.7485924915626,20.8811115463007,23.2903438518616,21.8329321683914,23.1399225225403,21.1504763292061,20.3947162135023,"Pvalb"
"Pwp1",15.2378812874909,15.2090570978354,14.7539155300403,14.8340931305316,14.688621178355,15.0398119654125,13.1398268140253,13.7336657821766,12.3286189115862,12.8331168452966,13.1640305484822,13.3098251477184,13.4834813949481,13.3511247536591,13.1478982585756,NA,NA,NA,NA,NA,NA,"Pwp1"
"Pwp2",NA,NA,NA,NA,NA,NA,13.4256804182822,13.8142089159396,13.1929319983843,13.1334715499216,12.977811045931,13.2044915031452,15.6421557863232,15.2188406309076,15.3293860649821,NA,NA,NA,NA,NA,NA,"Pwp2"
"Pwwp3a",12.7081846299642,12.5035551871885,13.1110669856847,12.7543417440077,12.7110130161091,12.2567632966798,13.888524318914,14.0205774286411,13.5851813691806,13.3948684022387,13.5708362980738,13.4718161509394,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pwwp3a"
"Pxdn",NA,NA,NA,NA,NA,NA,14.2449873597039,14.3330906952944,14.9679682853044,14.6772294097653,14.8846838249333,14.4844629174559,13.6514739148847,13.7282443174943,13.8753708342581,14.8926619597647,15.0086424476829,14.3761778678464,14.4307341587681,15.0189524952107,14.3599059659526,"Pxdn"
"Pxk",14.7626113644554,14.5789653978946,14.6896593737577,14.7450733136171,14.5381516235442,14.4779999526296,13.5337406374399,14.1949552121229,14.1867609521233,14.0382467709824,13.6355187634626,14.3010672302406,13.9618385329583,13.5656852282843,13.5200293042122,14.584145542392,14.5261325829538,14.7266175438479,14.4852707718543,NA,14.6176735265009,"Pxk"
"Pxmp2",NA,NA,NA,NA,NA,NA,NA,NA,12.4247253035788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pxmp2"
"Pxmp4",13.322266186919,13.3247712329307,13.5376794844167,13.4326593364132,NA,13.3099310323954,14.6536120408634,14.893709174938,14.8906110370374,14.9279631010035,15.03128766508,14.9817367279717,NA,NA,15.6339346189808,13.262969830636,13.6965655145319,13.2295999387407,13.5735998542024,13.2685551581803,13.1006179931892,"Pxmp4"
"Pxn",13.8502388335169,13.6722088463318,14.245555056278,13.6308442991993,13.7077687924016,13.9138284827431,15.8319665357162,16.4497950002171,16.29218236923,16.2897899482172,16.134319239219,16.4140359245049,15.0568239013506,15.182039195802,14.8704759967299,16.9211830478305,16.9710303782231,17.134818097627,17.0695549258426,17.0282643143993,17.0290525099963,"Pxn"
"Pycard",13.9617353517497,13.8350989488554,13.5192039335951,14.0257094535658,14.0186019254391,14.0750404806138,13.0701109989055,13.2132070593493,13.3902366521629,13.2548514434845,12.7276752785026,13.175287858948,18.7650927659687,18.8503785970786,18.5312285788324,13.8110677248756,14.0576176181827,14.01825728726,14.2015244205877,14.2596459535116,14.0773878043565,"Pycard"
"Pycr1",NA,11.8617150396553,NA,12.0568510556473,NA,11.7508576951883,NA,NA,NA,NA,NA,NA,14.1305071129113,14.1117174442652,14.1567533762426,NA,NA,NA,NA,NA,NA,"Pycr1"
"Pycr1;Pycr2",16.3825367444307,16.7085368620728,16.452091772063,16.2096428978634,16.089645900422,16.5598293583624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pycr1;Pycr2"
"Pycr2",17.3565228084819,17.1932993778819,17.4197410017056,17.339685049044,17.393630581323,17.3376694765577,15.9443608684974,16.7817863034286,16.6601676703571,16.4354112428394,16.4769696795495,16.5612306599161,16.5745519493317,16.51099861972,16.4977926040807,14.8713211127758,14.6482531165448,14.781175915482,14.4862181425937,14.6054353556849,14.7202044874176,"Pycr2"
"Pycr3",16.4594777599016,16.5799436958394,16.4881596080278,16.476271551966,16.3339840153698,16.6161679323448,15.7781805725453,16.3475216677544,15.5879862839311,15.9182403048281,15.6570406183337,16.0736156504352,14.904532929062,15.2600540836969,14.9023309675496,15.6353277980102,15.5919433933608,15.7191073660757,15.8489760247512,15.4094123692156,15.7363887984314,"Pycr3"
"Pygb",21.5106157192696,21.6136686026097,21.5239650505218,21.5083581027376,21.4008366533657,21.6061099697733,20.7918471725126,20.5999679418515,20.7493235182138,20.7208105126495,20.6811196000471,20.6478073477851,17.245240822694,17.5162164043337,17.2038093971576,19.9870678879374,19.8601202518071,20.0964770415225,20.0882184061915,20.035623884227,20.1200029015213,"Pygb"
"Pygb;Pygl",14.6828684301053,15.5124904875669,15.1492668291242,14.3920020671331,15.2000479977589,15.6035568046675,15.9162107051371,14.8605923491472,14.1416681175973,15.2588162756114,15.7840647907116,NA,NA,NA,NA,14.939615942336,NA,15.3337842953359,14.9641106897494,14.6192742938341,15.0954794413159,"Pygb;Pygl"
"Pygb;Pygl;Pygm",20.6711735738428,20.9287343842669,20.9188930752794,20.8326112618941,20.8018347604709,20.9027370994491,19.8527975815359,20.1192644546878,19.9707875595428,19.6879002476394,19.6695228166362,19.9882676279677,18.6885785388786,17.6894305880746,19.0333798385587,19.925915846326,21.0915283734048,19.9221275621759,21.3501451293275,19.3278313354407,19.2227336179165,"Pygb;Pygl;Pygm"
"Pygb;Pygm",19.5131575968145,19.6569469257457,19.5631824451808,19.6437696561203,19.5521013309788,19.6264132004889,18.3266646612513,18.4755675576463,18.2987552771873,18.3933989484201,18.1677745778254,18.2182759049345,17.3025580840527,15.9907994800493,17.5911140501653,18.6479541573739,19.9497632968601,18.6560074044335,20.1660183627419,18.1397130130359,18.0709869274813,"Pygb;Pygm"
"Pygl",15.6924030184205,15.6439592615814,15.5210252749408,15.7224584154216,15.700005965234,15.7013712805091,16.5471842602325,16.8607498826913,16.6978601986592,16.6046768664582,16.634171644032,16.7263042625663,16.5680042101848,16.4598057755453,16.6988104833122,15.5414668260873,15.5204265030979,15.7154341142796,15.7277841560823,15.6202175979328,15.6833496075711,"Pygl"
"Pygl;Pygm",17.7404384099307,18.1951763199911,18.0175112360393,17.6092135704768,17.0859287024106,17.800209948295,NA,15.435966451759,NA,NA,NA,NA,16.6408662640886,NA,16.739345520997,17.8959335083545,19.3386281191581,17.5418418662017,19.7978680260878,17.0913746639157,NA,"Pygl;Pygm"
"Pygm",19.7744889730925,19.8996203264456,19.8306344185255,19.8768084912043,19.7900708827649,19.916758139097,16.8470804056779,16.4337651854324,16.3904465422974,15.9382339959349,16.4476634057761,16.4955722856867,18.9343901781394,16.7885804624319,19.27609012768,19.7173602068758,21.5840437819215,19.7139948626839,21.8034973296001,18.477027898236,17.1309376478431,"Pygm"
"Pyhin1",NA,NA,NA,NA,NA,NA,12.5585020433875,12.8480359281416,12.4356126728178,12.5030867169939,13.154566881069,12.9077532364764,NA,12.9103803984313,NA,12.8114208558014,12.8817047632929,12.4043885331116,12.5253470683966,12.8984710175039,13.0027763463621,"Pyhin1"
"Pym1",15.1674347551548,15.3464161377641,15.2258935008172,14.8852676649929,15.2401916425598,15.2076619568413,15.5775051357809,15.8621064462184,15.9104199658419,15.8667753824084,15.7965312518919,16.0054700103674,15.7581653566122,15.9892779188288,15.8277661141796,14.1560184404276,14.222442572131,14.7398142501187,14.5153479635431,14.4693234315589,14.1893321559484,"Pym1"
"Pyroxd1",NA,NA,NA,11.4782842584997,NA,NA,NA,13.6239830716417,13.7626985362252,NA,NA,13.2746018284806,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pyroxd1"
"Pzp",16.2967381800644,16.5388042289275,16.4865890298849,16.2948920722311,16.2322854466688,16.5549304193814,17.2649789404254,17.9238592076824,17.6976570284715,18.0396861550277,17.5976184585374,18.3001766764583,17.9271543447267,17.9581611772189,17.929459805442,17.7156226312807,18.5103654647303,19.2749817009574,19.1918788949634,18.4640768325477,18.6918336350515,"Pzp"
"Qars1",15.6674256653118,15.6699915540626,15.716791989161,15.5444645139734,15.5796449099743,15.6393793290589,17.5254515080295,17.6497168353577,17.666263611868,17.7820075506068,17.7189524601728,17.7743631065751,17.8920129696995,17.8019896210392,17.9690976329882,15.2823145176778,15.5363400442984,15.3641942484116,15.4329752760255,15.327732839893,15.2728276878477,"Qars1"
"Qdpr",20.6814396679273,20.8000689518488,20.5769386096912,20.3737186260999,20.4226311630918,20.6744288770923,18.6082392391728,18.6037859074272,18.2020004559977,18.4548544276507,18.3009926312262,18.6670376728364,17.2664407550726,17.4803240254647,17.3377550145018,18.4294085747961,18.6537986520695,18.6044793424173,18.5587913600385,18.501922135452,18.5332804491183,"Qdpr"
"Qki",17.2008848096608,17.2459820936851,16.9260812484049,17.0289712576875,17.2685713760162,16.985156381734,16.8249130131213,16.8170101999584,16.5741475571495,16.9514141543806,16.7501685492976,16.8974117092035,15.5352602724166,15.4008775548818,15.6718561021821,17.0701056430211,17.0259429680043,17.1545624183314,16.8987945930582,17.1451040536941,17.1368173161581,"Qki"
"Qpct",14.5381433316903,14.8725148168802,14.7961585192648,15.0244996173074,15.0764815753193,14.870357389044,NA,NA,NA,NA,NA,NA,13.9774677621879,13.6845513977167,14.243843395769,NA,NA,NA,NA,NA,NA,"Qpct"
"Qpctl",NA,NA,NA,NA,NA,NA,13.2428741048986,14.2661527676793,13.9583858977976,13.3552805224074,13.2839340863745,13.9564318083009,13.4070951191992,13.7046277664101,13.7046709903138,NA,NA,NA,NA,NA,NA,"Qpctl"
"Qprt",13.3299263794914,13.547429215122,13.3008971349774,13.6527363601875,13.4970508166056,13.3508676884915,14.5649682407613,13.2990942227594,14.7323410501578,14.6658166580647,14.3625994178774,14.7260635680648,14.0628033150852,14.3717654811016,13.8565728662542,15.2241083132851,15.1048612447367,15.4274597048092,15.418694942387,15.1098340378353,15.5303861133772,"Qprt"
"Qrich1",14.1674682315706,14.0250921356686,14.519325184873,14.0107264750543,14.0371341181948,14.367426913355,14.8324077073975,15.4015368661582,15.3572818186601,15.2234164690281,14.8701512227802,15.2174779806892,14.939190468938,15.1546164023889,15.079718849442,14.6537607107755,14.5662457005844,14.5269271810989,14.8417567435419,14.6082993440521,14.5643673923053,"Qrich1"
"Qrsl1",14.844382263698,14.8988145829331,14.8470989566109,14.9023770111313,14.8405856219103,14.8093530997928,14.4406241831616,14.5599260515193,14.4067513977698,14.4371334973494,14.4554128983297,14.6652108280369,12.4220069310287,12.3558025562892,12.7863431493049,12.9066054495638,13.124266075329,13.0966835568154,13.0222136519601,12.5687218807072,12.958962110684,"Qrsl1"
"Qsox1",12.6594785634224,11.9151623077968,11.3414820026406,11.9367506767986,12.0764872316817,11.9337600025888,14.2330983153693,14.8109220291179,14.6257190857063,15.0842100305942,14.4266229941241,14.9037878350154,16.3770187415724,16.4948756644819,16.292229934912,15.1914860603778,15.3184048005515,15.3387797780071,15.2949967930882,15.4959544400992,15.2118945793334,"Qsox1"
"Qsox2",NA,NA,NA,NA,NA,NA,13.8888138420212,13.9989221004189,14.2895499978569,14.1580798241223,14.2340387321328,14.0131272594674,13.8486033809822,13.4336767150644,13.7767722808695,NA,NA,NA,NA,NA,NA,"Qsox2"
"Qtrt1",15.6345710111734,15.663947465371,16.091484056005,15.8673785302277,15.6157176065585,15.7255874675789,14.4829111224942,14.7091362105585,14.8494698697569,14.7720898668781,14.4916405386307,14.840522472571,13.9595196811745,14.0533376793409,14.0086921629748,13.9764106463296,14.046064017286,13.9395799745942,13.6818663065428,13.9964810332035,13.9300385689758,"Qtrt1"
"Qtrt2",13.5912522787961,13.2985085267503,13.4215290872318,13.3964871881817,13.5418369491076,13.6993695616577,13.8925297054053,13.2363011032704,13.5659421857142,13.7564802767314,13.981841746006,13.7314283131569,13.1484547860375,13.7008883382447,13.7600720516819,NA,NA,NA,NA,NA,NA,"Qtrt2"
"R3hcc1",14.0164733644453,14.2562073916643,13.7744718494155,13.9771734447765,13.8946195799235,13.5964178549452,14.001320197868,13.8648711808671,14.0088124530729,13.6893959835128,13.3523708208122,13.7631743554913,12.6158480016221,NA,13.2867411189211,NA,NA,NA,NA,NA,NA,"R3hcc1"
"R3hcc1l",15.1160189933251,14.3938462556153,15.1550632830991,NA,15.1459719371694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0071163814928,15.8183679675978,15.374143287192,15.6550517774147,16.221939039593,"R3hcc1l"
"R3hdm2",13.9872189537997,14.3249820929596,14.1293041765854,14.3750571288317,14.4250467098427,14.3197736422407,13.5315543895644,12.3968241654527,13.2980986332119,13.7973144460441,13.5862487012936,13.281822897367,13.6676992362965,14.0100210105217,13.7158226030557,NA,NA,NA,NA,NA,NA,"R3hdm2"
"Rab10",18.9780335161873,19.0071468375362,19.0091477957159,19.048045210397,19.0454324176538,19.1515793739263,18.4138247425943,18.1443336138666,18.2779981048361,18.2549010094102,18.4445120680037,18.3986708657265,17.2972954280356,17.2199620340972,17.2826346488635,17.7212269459341,17.6241046139344,17.6614853246771,17.8642590049849,17.6666730799359,17.6724275195211,"Rab10"
"Rab10;Rab12;Rab14;Rab1A;Rab1b;Rab30;Rab35;Rab37;Rab39b;Rab3a;Rab3b;Rab3c;Rab3d;Rab4a;Rab4b;Rab8a;Rab8b",19.3835123511873,19.3527202202114,NA,NA,19.4446145627803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rab10;Rab12;Rab14;Rab1A;Rab1b;Rab30;Rab35;Rab37;Rab39b;Rab3a;Rab3b;Rab3c;Rab3d;Rab4a;Rab4b;Rab8a;Rab8b"
"Rab10;Rab12;Rab14;Rab1A;Rab1b;Rab30;Rab35;Rab39b;Rab3a;Rab3b;Rab3c;Rab3d;Rab43;Rab4a;Rab4b;Rab8a;Rab8b",NA,NA,NA,NA,NA,NA,17.9125326871938,18.005427182591,NA,NA,NA,18.0052352725043,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rab10;Rab12;Rab14;Rab1A;Rab1b;Rab30;Rab35;Rab39b;Rab3a;Rab3b;Rab3c;Rab3d;Rab43;Rab4a;Rab4b;Rab8a;Rab8b"
"Rab10;Rab12;Rab14;Rab1A;Rab1b;Rab30;Rab35;Rab39b;Rab3a;Rab3b;Rab3c;Rab3d;Rab4a;Rab4b;Rab8a;Rab8b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5216387761362,NA,17.5462237666494,17.5866638960175,17.5762555122085,NA,"Rab10;Rab12;Rab14;Rab1A;Rab1b;Rab30;Rab35;Rab39b;Rab3a;Rab3b;Rab3c;Rab3d;Rab4a;Rab4b;Rab8a;Rab8b"
"Rab10;Rab13",16.831356731669,16.8627584164431,17.4321014301373,17.3207829239812,17.1653486686873,NA,14.9044041257621,15.962290539078,15.2025179698715,14.9692830825159,14.898776140166,15.5470662277729,15.4757270988991,16.3174391128671,15.8933465669705,NA,NA,NA,NA,NA,NA,"Rab10;Rab13"
"Rab10;Rab13;Rab15;Rab1A;Rab1b;Rab8a;Rab8b",18.4334183623311,18.4964559205925,18.3283988214121,18.4094862397049,18.1028266460999,18.3173728641988,19.0813065855976,20.8749948512507,20.345195144499,19.8527382739819,19.7450850498075,20.7007140176207,20.3608149420298,20.3252044249485,20.293393063645,NA,NA,16.9116494552211,NA,17.0645322721776,NA,"Rab10;Rab13;Rab15;Rab1A;Rab1b;Rab8a;Rab8b"
"Rab10;Rab14;Rab39b;Rab3a;Rab3c;Rab3d;Rab8a;Rab8b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6897086610981,14.5013458387061,14.7192123238758,14.642378925496,14.8845664425817,NA,"Rab10;Rab14;Rab39b;Rab3a;Rab3c;Rab3d;Rab8a;Rab8b"
"Rab11b",19.9039440230007,19.9142096784639,19.8574065564602,19.7175646820243,19.8017502613753,19.8656183859286,19.3586722674397,19.3955813837963,19.4049466841214,19.293373010488,19.4132233300437,19.3119878972553,19.3173240667966,19.1449528430574,19.2382650295599,19.0798163501614,19.2233649697899,19.1904910014644,19.216204016039,19.3487305592682,19.2715360747566,"Rab11b"
"Rab11b;Rab25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6605391413668,16.5834074901679,16.5045521189791,NA,NA,NA,NA,NA,NA,"Rab11b;Rab25"
"Rab11fip1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9093829846896,15.0227298983477,14.8720444574606,NA,NA,NA,NA,NA,NA,"Rab11fip1"
"Rab11fip2",14.8340757193081,14.704482072865,14.8363861480355,15.0273661109212,14.8903243004944,14.8509306043945,12.8968671338401,12.8609798951638,12.1197223863429,12.7301523757823,12.5646420695661,12.8565050621953,NA,NA,NA,11.5427888154256,12.3538747313089,12.6956428486047,12.1569018783643,11.6437797163448,NA,"Rab11fip2"
"Rab11fip5",16.3436573945445,16.3666501771328,16.2550419302921,16.2791539940857,16.3059945862739,16.2739728914838,15.9171682848752,15.9339799481651,15.8417485591831,15.9343913415589,15.9115220129737,16.1437682942436,14.9589266516723,15.1528522907125,14.9391381681409,15.2384773286913,15.1301870663253,15.2129679582114,14.9819429905532,15.3142284301401,15.272084558344,"Rab11fip5"
"Rab12",15.6424480890093,15.7434935314596,15.7859796702156,15.7325165242635,15.5175199723372,15.7775114784553,14.7772966836736,14.7896322288197,14.98226364049,14.5085196834852,14.8594619320348,14.8844083523984,14.0985133425466,14.099383418689,14.1796265560782,14.728657027721,15.1287885761064,14.7908385352486,14.8872844122758,14.864340145001,14.7825304705508,"Rab12"
"Rab13",NA,14.3347481454854,14.6230241208548,14.7089168242938,14.2819010568846,14.3112161450322,14.8155791877105,NA,13.7213021805491,14.1961061525091,14.1148569024072,13.9760367363142,NA,NA,13.1406348851626,14.8265036873791,14.5152213630224,14.9628138458159,14.5751337119402,14.8612799708543,14.5535174459196,"Rab13"
"Rab13;Rab3a;Rab3b;Rab3c;Rab3d;Rab8a;Rab8b",20.5411533477324,20.6036770493555,20.7532787843588,20.5171464886495,20.6533961692971,20.5730498606433,17.4790144499303,17.384050144171,17.5192983887472,17.1441005563635,17.555727498206,17.1287092866874,16.7456611951655,16.797192877794,16.5274250788562,16.9955021849998,17.1289609508557,17.1434729012949,17.1167602194286,17.2585016264236,17.3570622491389,"Rab13;Rab3a;Rab3b;Rab3c;Rab3d;Rab8a;Rab8b"
"Rab14",19.7116840991486,19.7442162991586,19.7103968951559,19.6316929066718,19.6435089119596,19.7627808849947,18.991968311993,18.6546043531595,18.7181359589313,18.7957879342684,18.9128145442938,18.9189275999088,18.225665788629,18.2992591733104,18.1637744629145,17.279881696537,17.2930742988647,17.2754360440952,17.3214313318415,17.2798130577393,17.2364009951735,"Rab14"
"Rab15",21.9015829688933,21.7692508563428,21.8406229797515,21.70285207071,21.713002862484,21.8069018879423,20.308880209263,20.6169180348625,20.6290804038721,20.3365084448559,20.5697177333825,20.5146557042553,20.7375213350415,20.5442701981365,20.5669886530284,19.4921544090413,20.193123454357,20.0663152246927,20.0848291446624,19.4044701139684,19.5071868351102,"Rab15"
"Rab18",18.4955934155637,18.5741288522342,18.5299654888147,18.4977891572994,18.538088965625,18.5597451077652,17.9707748108464,18.0792447706013,18.1158843036436,18.0301111646217,18.073265794706,18.0113091184209,17.683008666947,17.5128858050325,17.6620150689383,17.6271912101193,17.7033459106429,17.4776749420127,17.7107289431151,17.4453419232662,17.4774699760626,"Rab18"
"Rab19",NA,NA,NA,NA,NA,NA,16.1116931862244,15.9751328293802,NA,15.803713014784,NA,15.8083794002845,NA,NA,NA,13.5232066290475,NA,NA,NA,13.5211587307727,NA,"Rab19"
"Rab1A",19.7612919391705,19.801993601592,19.8013103112181,19.5858217632578,19.6850269162242,19.8229567351713,19.3915752029455,19.3243337041698,19.2645125019828,19.257097921154,19.4141774789497,19.5794135053361,19.1411243130709,19.1234517653992,19.1091600035064,18.9452368913677,18.9480418686729,18.9958377671112,18.7668798056189,18.9599780640537,18.9030035185305,"Rab1A"
"Rab1A;Rab1b",20.0944550993446,19.9756857443966,20.1647716185807,19.9408091000463,20.0883723153918,19.969011047979,19.342132673691,19.4499203477899,19.2556014176649,18.959879955651,19.0326863901568,18.9541789702417,18.7383363031822,18.7056094198731,18.6857371715699,17.7604977703938,17.6853046056279,17.7853083325823,17.6600681626029,17.6725369183388,18.014380006502,"Rab1A;Rab1b"
"Rab1A;Rab1b;Rab8a;Rab8b",17.5219530962985,17.6151410700316,17.7163773914503,17.9195966009156,17.5451982844546,17.8294811922598,17.3220249522649,17.7764201805574,17.2948899368739,17.5573664695788,17.4157417682901,17.7135811775601,16.5491423981876,16.6629464746839,16.5927168905216,15.8174458873654,15.5317408710114,15.6926618110263,14.8892757911716,15.4926950488783,15.00224365993,"Rab1A;Rab1b;Rab8a;Rab8b"
"Rab1b",19.3227332374694,19.4393793601086,19.2816208475744,19.2650319537182,19.2458747806213,19.4343273515286,19.2616257096457,19.1174608558903,19.1232766259981,19.2074022562049,19.3729305350839,19.304121588665,18.7691796591764,18.8875695906407,18.7838573105741,18.894374432546,18.9532660004725,18.8102496460837,18.8719230270514,18.8057849794334,18.7816639970371,"Rab1b"
"Rab21",18.2128023260356,18.3779189629902,18.3290056961862,17.9758357707038,18.0096609460356,18.2683629557688,17.1323038148476,16.9861716043707,16.951609331506,17.0744424793442,17.0590928302719,17.0307322159626,15.929502797354,15.5627586791474,15.6457773097023,16.9631824344918,16.9896210042117,16.8682240642051,17.147463506881,17.1221580343379,17.129891990302,"Rab21"
"Rab22a",15.0205377767672,15.2026171139418,14.9255534584512,15.0740087894342,15.0259825582985,15.1123985760825,14.719929071533,14.6864329129472,14.8255329281332,14.3911469992113,14.6095943599726,14.5658632485268,14.9191992399917,14.9782095928314,14.9986622154351,14.1403794445117,14.2587889976916,14.1902733379938,14.0275990621628,14.0824501134678,14.4158030683252,"Rab22a"
"Rab22a;Rab31",17.3373322364159,17.6637526974624,17.3942125509653,17.3425094064489,17.1678272966916,17.6223604359903,15.4110040146102,16.0828361548194,15.8771234356411,15.4890906537494,15.4620680132972,NA,15.8866420694134,15.6258172693925,NA,16.0005599231968,15.4433061968504,15.9739568922103,15.981058480539,15.9150586772799,16.0372759114277,"Rab22a;Rab31"
"Rab23",17.317194308006,17.2604002129226,17.3142299439395,17.1331639102729,17.1843370622138,17.2057015090636,15.6489661661616,15.8277094726989,16.0281766822671,15.8480834000146,15.7572208203247,15.7977055762634,15.1351771408784,15.2832490041937,15.307827598756,14.9485510402868,14.8626227978488,14.9674427180147,14.7541882486758,15.0690800546303,15.1072598816671,"Rab23"
"Rab24",15.7478410777082,15.7371525695565,15.6508395540475,15.7778351196871,15.6089849778603,15.8312734814628,15.6825948451791,15.8993467480161,15.6857486610835,15.6843171714167,15.7714656424999,15.6342551641078,15.5724590389051,15.6530534321347,15.787459536875,14.8819095198391,14.7673938744429,14.4520344464011,14.9197957502385,14.7137568846069,14.5569779667552,"Rab24"
"Rab25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9711388842891,17.9409398141075,17.9875551795559,NA,NA,NA,NA,NA,NA,"Rab25"
"Rab26",NA,NA,NA,13.0701930774256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rab26"
