"","X881_dLSC_f1_5.27.2024.d","X882_dLSC_m1_5.27.2024.d","X883_dLSC_m2_5.27.2024.d","X884_dLSC_f3_5.27.2024.d","X885_dLSC_f2_5.27.2024.d","X886_dLSC_m3_5.27.2024.d","X889_LDRG_898_5.28.2024.d","X890_LDRG_1248_5.28.2024.d","X891_LDRG_1095_5.28.2024.d","X892_LDRG_1236_5.28.2024.d","X893_LDRG_1094_5.28.2024.d","X894_LDRG_1249_5.28.2024.d","X896_paw_pool_5.28.2024.d","X897_paw_f_5.28.2024.d","X898_paw_m_5.28.2024.d","X901_SCN_IIa2_5.28.2024.d","X902_SCN_IIa3_5.28.2024.d","X903_SCN_IIb2_5.28.2024.d","X904_SCN_IIb3_5.28.2024.d","X905_SCN_IIa4_5.28.2024.d","X906_SCN_IIb1_5.28.2024.d","GeneID"
"Amacr",14.5045811771642,14.5800774624505,14.5566148981229,14.6612387028496,14.5824977378686,14.5546670862657,16.2677981420715,16.2750737833663,16.0093494160664,15.9054916177709,16.0352212801609,16.2085935546324,14.8377804994664,14.7238761392571,14.830902708394,14.9954755201133,15.214862643398,14.9555858415654,14.9984529110318,14.9985846406202,14.9690888182995,"Amacr"
"Ambp",NA,NA,NA,NA,NA,NA,14.2776544036624,14.9717607636089,14.5117984728119,15.4304889135909,14.2784593302515,14.7095819755712,14.9290192995749,14.7977815588625,14.5846940837555,15.1414152744009,15.0480647379435,15.6352460980488,15.4694184877659,15.1185046904083,15.1135226864521,"Ambp"
"Ambra1",NA,NA,NA,NA,NA,NA,11.5864832913086,NA,10.888667155381,11.2940290766686,11.0978214551711,10.8583074301321,NA,NA,NA,14.9436823735821,14.7707309886502,14.6726021320018,14.7922056566579,15.0228229184597,14.4064906987891,"Ambra1"
"Amd1;Amd2",13.2218799707165,13.6281275653688,13.1469561228796,13.2878114344757,13.2493870582728,13.236076751142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7970818999075,NA,NA,"Amd1;Amd2"
"Amdhd2",14.6392151090065,14.69864229512,14.5041600378751,14.4356350153881,14.6430186566681,14.7273664040125,15.5653059943086,15.29676451129,15.3291374698562,15.3794778115807,15.2385428367285,15.4861415221251,13.5396095380511,13.9905489522808,13.8156881600238,15.1167466829772,15.2521988328861,15.2529282044367,15.179935710058,15.366390549717,15.3474334852343,"Amdhd2"
"Amer2",15.0964385253685,14.9993406088488,15.0492655220411,15.1579182031474,15.1231821907783,15.044279793457,14.3193513932692,14.5102296116911,14.4834551774493,14.341243293609,14.1765396407689,14.4245131318046,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amer2"
"Amfr",17.4314369261837,17.6177226664711,17.2280945999476,17.5388845090601,17.5667981834236,17.6209544732618,16.1856348558236,16.4039948001243,16.349932253911,16.0694627817925,16.1973109241169,16.3627657730859,14.5278635251969,14.476012075192,14.5789748979137,NA,NA,12.53242898362,NA,NA,NA,"Amfr"
"Amigo1",14.1660446322383,14.0984703954169,13.8910647193206,14.0134502916761,13.9974570098166,13.9330533810755,15.227952836238,15.4622750302325,15.0527806144583,14.9245904940516,15.0802902193822,15.2011525734658,NA,NA,NA,NA,NA,NA,NA,NA,12.9272650031817,"Amigo1"
"Amigo2",NA,11.7361186075803,NA,11.8709271993313,12.4625610630116,11.634856417227,NA,NA,12.4930898774215,12.7119744920558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amigo2"
"Amigo3",NA,NA,NA,NA,NA,NA,13.1008098657535,13.2729802489265,13.6747906516777,13.2479865344506,13.3925692069096,13.3429255793004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amigo3"
"Ammecr1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5618850034207,15.3625800286981,15.3145498532435,NA,NA,NA,NA,NA,NA,"Ammecr1"
"Ammecr1;Ammecr1l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9433734796671,14.7228177078959,14.7344617320271,NA,NA,NA,NA,NA,NA,"Ammecr1;Ammecr1l"
"Ammecr1l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9957477217001,12.6922624122716,13.0648707292233,NA,NA,NA,NA,NA,NA,"Ammecr1l"
"Amn1",14.8834405344815,15.029213167441,14.7909969924946,15.2228288050487,15.2717767617225,14.6837838105611,13.477981187843,13.2899269211684,13.3812405077852,13.7809443922204,13.53247077741,13.4563035925849,NA,NA,NA,13.3515565637775,13.4366052201304,13.7314761277183,13.6541074641077,13.5931665923245,13.2858905360233,"Amn1"
"Amot",14.8478898569126,14.6003653883031,14.5919695255784,14.4879151736981,14.6898133047881,14.48958257558,NA,14.0689975133609,NA,NA,NA,13.6164677392949,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amot"
"Amotl1",12.7204690983003,NA,11.8183348938568,12.1356003283782,12.0413191012626,12.0540225744848,13.9042380207535,14.1778016341606,13.9113347873343,13.754584282052,13.9280697718898,13.8603216325748,12.3255790450319,13.437632359814,12.9069850832161,12.8189376150288,NA,NA,NA,NA,NA,"Amotl1"
"Amotl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7507806143348,12.5307786172917,12.2687007304201,11.4357015103102,12.2492379198007,11.9065824872068,11.9574866122187,12.0133819992876,11.7513976063936,"Amotl2"
"Ampd1",NA,NA,NA,NA,NA,NA,13.6001808778337,NA,13.5761478688579,12.5971312102567,13.4468097496409,13.7045313281324,16.612121673642,14.1396002439681,16.9385533546826,15.7850880287319,17.3350610854177,16.1720026386595,18.1605529371302,14.5312476620152,13.9333212508111,"Ampd1"
"Ampd1;Ampd3",NA,NA,NA,NA,NA,NA,NA,16.5771558774557,16.5751920624775,NA,NA,16.5676352824562,16.5861198257295,15.1256354437464,16.7656246141705,15.79380667964,16.6772452545408,15.7187733063667,17.0872254541314,15.3470364599328,15.246682079473,"Ampd1;Ampd3"
"Ampd2",18.2576299580634,18.3156132173422,18.2210069856698,18.2715618304557,18.3667940540172,18.2989089206749,16.9452414198649,17.3630116603104,17.2365730177036,17.0243994168747,17.1921065660869,17.212514839588,14.7588601016617,14.7208548377173,14.8054017194233,16.4744007074853,16.3999629860603,16.5014089048875,16.3915769425084,16.3436875892205,16.3399164120472,"Ampd2"
"Ampd2;Ampd3",15.2457606580158,14.6769542730188,15.0280182709099,15.2760989542804,15.2257873512759,14.7030924782184,NA,NA,14.3391958551169,13.9536962979222,13.8420752936319,13.761052518938,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ampd2;Ampd3"
"Ampd3",15.9219167500083,15.9368454987208,15.9365475733643,16.0892070442744,15.9813779012566,16.0095631811422,15.3203560945405,15.3553779481299,15.3696112879015,15.5968025098563,15.4211005463615,15.3935140472711,14.5386789176424,14.2959459513948,14.4042000954664,14.5939812686102,14.3992852187534,14.1818119300884,14.4426488066922,14.572455130454,14.4064212246965,"Ampd3"
"Amph",18.9260402613594,19.0243250365211,18.9017854945782,18.8784822379938,18.9599677702388,19.0689941956689,17.8321389254282,17.8349979416263,17.5570350341761,17.540680718533,17.6978512810063,17.8283317423181,NA,NA,NA,16.8583173519681,16.8318904493988,16.8430666154673,16.8487609761329,17.0054749192759,16.990885209887,"Amph"
"Amph;Bin1",NA,NA,NA,NA,NA,NA,17.031797262203,16.1461546256577,16.9439453581339,16.9970104636631,17.1701298823461,16.5788620852743,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amph;Bin1"
"Amph;Bin1;Bin2",18.8473396795016,18.7898136060939,18.9870904793027,18.4931307130927,19.0096504881732,18.8341175393548,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6237184190593,17.2078535455506,16.2475869852531,17.1022668111755,16.423033888849,16.3391751887832,"Amph;Bin1;Bin2"
"Amt",15.1389837455337,15.3959362922333,15.319919447722,15.3611089736702,14.8744938270911,15.3710364577553,NA,14.0925589549121,NA,12.6741944754497,12.8819073777258,13.5411813348862,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amt"
"Amy1",NA,NA,NA,NA,NA,NA,16.0464568694214,15.8246479485348,16.0149147296488,15.9350438609856,15.3291040239157,16.1306891201825,12.9375962011874,12.7678409820657,13.139208268016,13.9373004770384,14.4324052515407,14.4272513606522,14.8675309547017,13.9313590600192,14.1813902865699,"Amy1"
"Amz2",14.1762411549269,NA,13.8956768439687,14.2960455349216,14.1955591112032,13.992344460524,14.1719764771832,14.2540814874503,14.5857327908239,14.2140278792221,14.1748356750538,14.3596087657951,NA,NA,NA,NA,12.5686354457043,NA,12.9520677838092,12.73793598735,13.1655508432411,"Amz2"
"Anapc1",13.6693627092767,13.8099505397371,13.723549591954,13.7124260061026,13.6369427554532,13.6956568574911,14.0570403613332,14.3901730016802,14.2287301498849,13.9430733818413,14.1038763120399,14.3968964853895,13.7771303049775,13.8122191875953,13.6695238268801,13.4846946996255,13.6763742265198,13.8648218961947,13.5022878422883,13.5783365952266,13.7352005842643,"Anapc1"
"Anapc10",12.8170021240612,NA,13.2939631361436,12.9620092305461,12.9416390762708,12.9731704250815,NA,13.7886361960274,13.7228093558788,13.112944426841,13.5512497486289,13.210810199088,13.5462554243524,13.6152043056621,13.4183533637161,NA,NA,NA,NA,NA,NA,"Anapc10"
"Anapc11",NA,NA,NA,NA,NA,NA,NA,NA,11.894832917588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anapc11"
"Anapc2",14.6494968790993,14.6891654099442,14.6256566876688,14.4813567931043,14.3355266310152,14.7155836390109,15.7973082059373,15.9394705407237,15.8049389242788,15.709902975949,15.7554542390621,16.0087650030527,15.0484641724828,14.9669042305881,15.2136847932594,12.4500070932602,12.5576528605494,13.222397656581,12.4234188755523,12.6453805357817,12.7199429998935,"Anapc2"
"Anapc4",14.292291362781,14.2810166995346,14.3399692373703,14.3134144067198,14.4638966091507,14.2323932917461,14.6581537470122,15.1776135494395,14.9860574906085,14.8938769401055,14.7942544603832,15.0978213872881,14.1016505528886,13.8637612465194,13.911321422525,13.7732084698764,13.8562000636458,13.9165370170285,13.7197861705145,13.6679110391515,13.5710269380171,"Anapc4"
"Anapc5",14.2000835141313,14.2986102073167,14.2640661807247,13.993285568522,14.2800834555126,14.234608123387,14.0330237349898,14.6862937514273,14.6861896779412,14.5645949908631,14.2964912179891,14.4897897655075,13.646566007986,13.9021694149638,13.8615382418698,13.3570295928615,13.3498617290286,13.1377420533477,12.5101386007738,13.4486583759978,13.4115242285446,"Anapc5"
"Anapc7",13.8699857109239,13.8203793089614,13.7402411356373,13.3679338424032,13.6759032152683,13.545275744666,14.2204535237959,14.4449123826801,13.9066535392721,14.0877754970988,14.0441299682498,14.2160851063948,13.058284359872,13.3645724322959,13.0585126770866,12.8162234322141,12.8485406330727,12.9243415359772,12.6483512208791,12.7980447670042,11.8754105946505,"Anapc7"
"Angel1",12.6564478014103,12.9251153630038,12.7064555652662,12.9657666685267,13.2869118883682,13.2372846138096,13.7799777020333,13.3657356750176,13.4674467812143,13.7516164493502,13.6150011622719,13.3961731415664,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angel1"
"Angel2",14.1973187441994,13.9428349791438,14.0611224641307,13.9017429206661,13.9931362064845,14.0975340335645,13.6262901970761,13.9410919734842,13.7548289739359,13.4140410541844,13.5417361732635,13.7407606366223,12.6345134212023,NA,13.0137738102927,NA,NA,NA,NA,NA,NA,"Angel2"
"Angpt2",NA,NA,NA,NA,NA,NA,12.9185968059196,12.8718898406182,13.2488363267023,13.2319081576491,12.8685853006553,12.7319574944451,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angpt2"
"Angptl2",NA,NA,NA,NA,NA,NA,14.0369427692688,13.6137953210936,14.090866053283,14.1263824702524,13.8761269988206,13.7879557771696,15.4846053863037,15.4531338937156,15.4692140667356,14.28290505702,13.9953007827982,13.8528022975182,13.8750597584567,13.9910831657285,13.8213213480997,"Angptl2"
"Angptl7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0461613890195,13.6070481051726,14.3810840242558,13.3886496716038,13.2659226558069,13.6115896807653,13.2806083998156,13.4236543247489,13.1983974624271,"Angptl7"
"Ank1",17.9296440034747,18.0469095149652,17.8970831304678,17.8955435982392,17.8968516707294,17.96989931267,16.8753005808693,16.8442992345298,16.8266101366585,16.6790329157021,16.9410498135394,17.0471880758019,14.4429875811943,14.8810184411187,14.3463978115078,15.4326970806051,15.6014519859919,16.7512087140766,16.4990352485748,15.4102356764581,15.9530853518311,"Ank1"
"Ank1;Ank2;Ank3",16.0254596874583,16.4158859566584,15.9349600102837,15.8316050272508,16.2166826983668,16.1557117348596,14.4175053595608,15.0350932057401,14.7712062349064,14.3518810479263,14.8036221524965,14.854129791632,13.8232577598614,13.6855481917789,13.8020013134577,14.0386057348102,13.6406439837199,13.8056331360201,13.9937166718075,13.7726284548314,13.9521779502505,"Ank1;Ank2;Ank3"
"Ank1;Ank3",15.2608056244537,15.3737521916333,15.4573167464664,15.2668597275074,14.9970647807108,15.0225065270366,NA,15.3911563053485,13.5421854875022,13.5930642616479,13.2686867303822,14.850523830915,11.5941799538977,12.7264033813091,NA,12.6769157185343,12.2817619924465,13.2209103216487,12.4403319491234,12.5759622556073,13.0956277827936,"Ank1;Ank3"
"Ank2",19.1383849653268,19.1071902013344,19.0551085830389,19.0543949676982,19.0962287437176,19.1537730748958,16.8344350549951,16.6805746163534,16.6105754763526,16.5910417634175,16.7014938769371,16.6590114556067,15.4270365958071,15.7271511057584,15.5606209446639,16.566361443666,16.4136423803614,16.5091895934439,16.3477166067909,16.4567273039034,16.4542857472424,"Ank2"
"Ank2;Ank3",17.9417710576096,18.1098488668627,18.0623803026676,17.8166519655818,17.9103715187112,18.0134027425886,16.5797288022176,16.4536119101292,16.3366837850004,16.4981107053375,16.5655828669755,16.4393037010455,14.8105331560009,14.821798140434,14.5949062445713,17.1641960703212,17.016327934583,17.0385299793848,16.8850904304746,16.9572305179312,17.1446826347021,"Ank2;Ank3"
"Ank3",17.4638230915544,17.4095500116787,17.4335239046046,17.4072910191155,17.3983450155427,17.4346319192283,16.6330826232443,16.4949834711637,16.4412206641288,16.4012766722726,16.5657647083899,16.321453270235,15.4379047265021,15.4193805758566,15.3799830955565,17.0031050238779,16.8768992892194,16.8919997982422,16.8238396935732,16.8685752743628,16.9270199453803,"Ank3"
"Ankfy1",15.4090878544757,15.5255707651551,15.3082101866275,15.2315474661715,15.1554512195103,15.4425940255574,17.0468046278816,17.3962918500496,17.2611749377787,17.3711810115915,17.309535685977,17.2991211740837,15.5637081882397,15.4865381546319,15.5540490116397,16.2744427984197,16.2898323968712,16.2591735093228,16.1485708690691,16.418362300147,16.2213834749883,"Ankfy1"
"Ankh",15.0603469198823,15.2893995863524,15.1982065734154,15.0915842094678,14.9864729727205,15.1740101371493,14.3627182586553,14.8850498237096,14.7641490139562,14.722225392996,14.7794119906105,15.0099253969549,NA,NA,NA,13.4537771463682,13.3993393926375,12.7649294136651,13.5083290183631,13.3830092247035,13.2822212608843,"Ankh"
"Ankib1",16.7301921949873,16.645813061308,16.538879866889,16.6083635470987,16.5735137509644,16.7777391072005,14.2304676146204,14.266019674632,14.0577826970043,14.0989326520003,14.0099572691394,14.0634049239407,NA,NA,NA,NA,12.0971202380012,12.7605016557655,NA,NA,12.5538236559038,"Ankib1"
"Ankle2",13.8012142340993,13.8574301065411,13.559734474193,13.7569837566337,13.8506004268081,13.7925451434025,14.2802018313732,14.3616175381318,14.5276136237161,14.4518473990251,14.2744703346995,14.5946104941207,14.2069449650963,14.1672939040532,14.2920729104113,14.3214457990982,14.2028866078893,14.2314362501661,14.29540673965,14.0347058161735,14.1638043054244,"Ankle2"
"Ankmy2",15.5474019673964,15.5404316157072,15.5712786238483,15.6214580362221,15.5176119206004,15.5570665351318,15.536610307447,15.6189237822687,15.7217687946332,15.4299774618596,15.5883029731498,15.6829879754278,13.6036322105588,13.815871598864,13.8177588315411,14.0215407062424,13.9573048781718,14.3347419886664,14.0648595588821,14.1025534651933,14.247339666016,"Ankmy2"
"Ankra2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2894461780985,NA,NA,15.1519837211892,NA,NA,"Ankra2"
"Ankrd13a",14.6016789540928,14.5437833403952,14.5195913177947,14.6131804411844,14.522350939683,14.4707057990124,14.0777693589902,14.4320371056601,14.3475854059289,14.3093826921529,14.2965148334008,14.4578295486374,14.2912222534477,14.4843997440213,14.4511937027778,14.1049636758393,14.1104135966312,14.3939755681543,14.032457248838,14.1374809518448,14.1615973597468,"Ankrd13a"
"Ankrd13a;Ankrd13d",14.3904847127525,14.4929860185795,12.8035761869679,13.9220547226896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ankrd13a;Ankrd13d"
"Ankrd13c",13.5244782835412,13.5182472951262,13.2352211393239,13.4295447325137,13.2356733352703,13.24703263542,13.9033616494829,NA,14.1464289886383,13.3563362652364,13.9584091846027,13.2961132119644,NA,NA,NA,13.3992142490291,13.5226150642076,13.4292820068184,13.2318926751724,13.4458929071842,13.4917027726994,"Ankrd13c"
"Ankrd13d",14.8358240594134,14.7390691403674,14.7693107314059,14.8046601962231,14.6952093831914,14.7223065302268,15.42475091957,15.5299271305359,15.3649744653478,15.2062120061331,15.2357964422369,15.5469195597663,NA,NA,11.878614235708,14.1657688655775,14.1893404043655,14.3669556471268,14.3543186708356,14.256041081245,14.4299409805,"Ankrd13d"
"Ankrd17",16.3073775635049,16.1429620996039,16.1618992568067,16.1511746063331,16.2232298526717,16.2678320646123,17.1297997757202,17.5613207054457,17.4061770642278,17.563762890139,17.4821096975385,17.5447673109018,16.3871511908864,16.3303337802006,16.5246326681288,14.2322155391314,13.9357453367263,14.1255081450461,13.888573960085,13.9102549756201,14.043913999267,"Ankrd17"
"Ankrd2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.487808637785,13.3762882124851,14.5771160371063,15.5738083785368,14.1869310782821,12.3469568364852,12.4661143860815,13.9917451896533,12.5589704162139,"Ankrd2"
"Ankrd22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0577472173366,13.3996162598482,13.2335641057186,NA,NA,NA,NA,NA,NA,"Ankrd22"
"Ankrd24",NA,NA,NA,NA,NA,NA,NA,13.3729602574363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ankrd24"
"Ankrd27",13.985369276475,13.8245338643277,14.0776299355075,13.6272482490896,13.9837669689153,14.0933632064444,13.5975827124257,13.6285833437412,13.2632399218182,12.6248626193345,13.0241954373398,13.1828292861551,NA,NA,NA,13.916795033401,13.9380987991763,14.3129054823322,13.2748553412243,13.9537304661082,14.0507239376086,"Ankrd27"
"Ankrd28",13.8358714701056,13.8725810760749,13.8726505648835,13.69057413639,13.9304693562768,13.8848673537884,12.8251946883626,13.1573903823162,13.0587203905142,12.9624201192033,12.7235547821229,12.9462730894943,13.7555165726834,13.645411555764,13.4905488153098,13.2212888701788,12.8235710148879,12.6847679855802,13.2636283328828,12.5347558764276,12.5827258837031,"Ankrd28"
"Ankrd34b",14.6018686799291,14.482034205505,14.5733428102774,14.6616481313662,14.8554326917747,14.5277043323543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ankrd34b"
"Ankrd40",14.451982081039,14.6707152119883,14.284241406264,14.2965271335088,14.1053237361079,14.7976441728838,14.2044870635495,14.7882621188666,14.1018886742419,14.4204329765747,14.3810579141824,14.6801820582519,NA,NA,NA,14.9360075423,15.3379842026238,15.8255501322198,NA,15.5299276760562,NA,"Ankrd40"
"Ankrd44",13.3356809413801,13.366584288237,13.6142533758395,13.4488211432625,13.6103417988274,13.6538475798582,13.4021749670552,13.7405566858802,13.5839942070784,13.5041359449344,13.5534337501327,13.557205829124,13.9149018748214,13.7918521297981,13.8096481951792,14.0374337696847,14.1402754957882,14.2262956148874,14.0871303432803,14.0853325116387,14.1983096911238,"Ankrd44"
"Ankrd46",15.2549436082811,14.8194751996711,15.1758215358528,15.1051236971642,15.2361340014174,15.1649461981098,15.9522989395876,15.8029517665313,15.6420362699796,15.9006516614539,16.0112793916294,15.7514802153874,NA,NA,NA,14.1058103181807,14.045401331694,14.3747813961701,14.3326030502841,13.8602916532957,13.9374565833419,"Ankrd46"
