"","Gene","Condition","Type"
"3433","Cpne1","V","A"
"3434","Cpne3","V","A"
"3435","Cpsf4","V","A"
"3436","Cpsf7","V","A"
"3437","Cpt1a","V","A"
"3438","Cpt1c","V","A"
"3439","Crbn","V","A"
"3440","Crcp","V","A"
"3441","Crmp1","V","A"
"3442","Crocc","V","A"
"3443","Crot","V","A"
"3444","Crtc1","V","A"
"3445","Crtc2","V","A"
"3446","Csdc2","V","A"
"3447","Csde1","V","A"
"3448","Csk","V","A"
"3449","Csnk1a1","V","A"
"3450","Csnk1d","V","A"
"3451","Csnk1e","V","A"
"3452","Csnk2b","V","A"
"3453","Cstf2","V","A"
"3454","Ctbp1","V","A"
"3455","Ctdp1","V","A"
"3456","Ctif","V","A"
"3457","Ctnna2","V","A"
"3458","Ctnnbip1","V","A"
"3459","Ctnnd2","V","A"
"3460","Ctps1","V","A"
"3461","Ctps2","V","A"
"3462","Ctsd","V","A"
"3463","Cttnbp2nl","V","A"
"3464","Cuedc2","V","A"
"3465","Cul4b","V","A"
"3466","Cul5","V","A"
"3467","Cutc","V","A"
"3468","Cux1","V","A"
"3469","Cyb5a","V","A"
"3470","Cyb5r1","V","A"
"3471","Cyb5r3","V","A"
"3472","Cycs","V","A"
"3473","Cyld","V","A"
"3474","Cyp51a1","V","A"
"3475","Cyth1","V","A"
"3476","Czib","V","A"
"3477","D17h6s53e","V","A"
"3478","Dab2ip","V","A"
"3479","Dars1","V","A"
"3480","Dazap1","V","A"
"3481","Dbn1","V","A"
"3482","Dbnl","V","A"
"3483","Dbt","V","A"
"3484","Dcaf5","V","A"
"3485","Dclk2","V","A"
"3486","Dcp1a","V","A"
"3487","Dcp2","V","A"
"3488","Dctn1","V","A"
"3489","Dctn2","V","A"
"3490","Dctn3","V","A"
"3491","Dctn6","V","A"
"3492","Dcun1d1","V","A"
"3493","Ddhd1","V","A"
"3494","Ddi2","V","A"
"3495","Ddrgk1","V","A"
"3496","Ddt","V","A"
"3497","Ddx1","V","A"
"3498","Ddx17","V","A"
"3499","Ddx19a","V","A"
"3500","Ddx20","V","A"
"3501","Ddx39b","V","A"
"3502","Ddx3x","V","A"
"3503","Ddx3y","V","A"
"3504","Ddx42","V","A"
"3505","Ddx5","V","A"
"3506","Ddx50","V","A"
"3507","Ddx6","V","A"
"3508","Dennd10","V","A"
"3509","Dennd1b","V","A"
"3510","Denr","V","A"
"3511","Depdc5","V","A"
"3512","Deptor","V","A"
"3513","Dffa","V","A"
"3514","Dgke","V","A"
"3515","Dgkg","V","A"
"3516","Dgkh","V","A"
"3517","Dgki","V","A"
"3518","Dgkq","V","A"
"3519","Dgkz","V","A"
"3520","Dhcr7","V","A"
"3521","Dhdh","V","A"
"3522","Dhrs1","V","A"
"3523","Dhrs13","V","A"
"3524","Dhx15","V","A"
"3525","Dhx30","V","A"
"3526","Dhx57","V","A"
"3527","Dhx9","V","A"
"3528","Diaph1","V","A"
"3529","Diaph2","V","A"
"3530","Dicer1","V","A"
"3531","Dip2b","V","A"
"3532","Diras1","V","A"
"3533","Diras2","V","A"
"3534","Dkc1","V","A"
"3535","Dlat","V","A"
"3536","Dld","V","A"
"3537","Dlg2","V","A"
"3538","Dlg5","V","A"
"3539","Dlst","V","A"
"3540","Dmtn","V","A"
"3541","Dmxl2","V","A"
"3542","Dnajb1","V","A"
"3543","Dnajc16","V","A"
"3544","Dnajc6","V","A"
"3545","Dnajc7","V","A"
"3546","Dner","V","A"
"3547","Dnm1","V","A"
"3548","Dnm1l","V","A"
"3549","Dnm3","V","A"
"3550","Dnttip2","V","A"
"3551","Dock11","V","A"
"3552","Dock3","V","A"
"3553","Dock4","V","A"
"3554","Dock5","V","A"
"3555","Dock9","V","A"
"3556","Dok1","V","A"
"3557","Dop1b","V","A"
"3558","Dpp3","V","A"
"3559","Dpy30","V","A"
"3560","Dpysl5","V","A"
"3561","Dr1","V","A"
"3562","Drg1","V","A"
"3563","Drg2","V","A"
"3564","Dst","V","A"
"3565","Dstn","V","A"
"3566","Dtna","V","A"
"3567","Dus2","V","A"
"3568","Dusp3","V","A"
"3569","Dvl1","V","A"
"3570","Dync1h1","V","A"
"3571","Dync1i1","V","A"
"3572","Dync1i2","V","A"
"3573","Dynlrb1","V","A"
"3574","Dysf","V","A"
"3575","Dzank1","V","A"
"3576","Dzip3","V","A"
"3577","Ebag9","V","A"
"3578","Ece1","V","A"
"3579","Echdc1","V","A"
"3580","Eci1","V","A"
"3581","Ecpas","V","A"
"3582","Edc3","V","A"
"3583","Edc4","V","A"
"3584","Eea1","V","A"
"3585","Eef1akmt1","V","A"
"3586","Eef1b","V","A"
"3587","Eef1g","V","A"
"3588","Eef2","V","A"
"3589","Eepd1","V","A"
"3590","Efl1","V","A"
"3591","Efnb1","V","A"
"3592","Efr3b","V","A"
"3593","Eftud2","V","A"
"3594","Egln1","V","A"
"3595","Ehbp1","V","A"
"3596","Ehbp1l1","V","A"
"3597","Ehd1","V","A"
"3598","Ehd3","V","A"
"3599","Ehd4","V","A"
"3600","Eif2a","V","A"
"3601","Eif2ak2","V","A"
"3602","Eif2b1","V","A"
"3603","Eif2b2","V","A"
"3604","Eif2s2","V","A"
"3605","Eif3a","V","A"
"3606","Eif3b","V","A"
"3607","Eif3c","V","A"
"3608","Eif3d","V","A"
"3609","Eif3e","V","A"
"3610","Eif3f","V","A"
"3611","Eif3g","V","A"
"3612","Eif3h","V","A"
"3613","Eif3l","V","A"
"3614","Eif3m","V","A"
"3615","Eif4a1","V","A"
"3616","Eif4a2","V","A"
"3617","Eif4e","V","A"
"3618","Eif4e3","V","A"
"3619","Eif4enif1","V","A"
"3620","Eif4g2","V","A"
"3621","Eif4g3","V","A"
"3622","Eif4h","V","A"
"3623","Eif5","V","A"
"3624","Eif5a","V","A"
"3625","Eif5a2","V","A"
"3626","Eif5b","V","A"
"3627","Eif6","V","A"
"3628","Eipr1","V","A"
"3629","Elapor2","V","A"
"3630","Elavl1","V","A"
"3631","Elavl2","V","A"
"3632","Elavl3","V","A"
"3633","Elmo1","V","A"
"3634","Elmo2","V","A"
"3635","Elob","V","A"
"3636","Elp1","V","A"
"3637","Elp4","V","A"
"3638","Elp6","V","A"
"3639","Emb","V","A"
"3640","Emc2","V","A"
"3641","Emc7","V","A"
"3642","Emc8","V","A"
"3643","Emd","V","A"
"3644","Eml1","V","A"
"3645","Eml2","V","A"
"3646","Eml4","V","A"
"3647","Enah","V","A"
"3648","Endod1","V","A"
"3649","Eno2","V","A"
"3650","Ensa","V","A"
"3651","Epb41","V","A"
"3652","Epb41l1","V","A"
"3653","Epg5","V","A"
"3654","Epm2aip1","V","A"
"3655","Epn1","V","A"
"3656","Epn2","V","A"
"3657","Epn3","V","A"
"3658","Eprs1","V","A"
"3659","Erc1","V","A"
"3660","Ercc3","V","A"
"3661","Ergic3","V","A"
"3662","Erh","V","A"
"3663","Ermp1","V","A"
"3664","Erp44","V","A"
"3665","Esyt2","V","A"
"3666","Etf1","V","A"
"3667","Evl","V","A"
"3668","Exoc1","V","A"
"3669","Exoc2","V","A"
"3670","Exoc3","V","A"
"3671","Exoc4","V","A"
"3672","Exoc8","V","A"
"3673","Exosc10","V","A"
"3674","Exosc5","V","A"
"3675","Exosc8","V","A"
"3676","Ezr","V","A"
"3677","Fads3","V","A"
"3678","Fam102b","V","A"
"3679","Fam107b","V","A"
"3680","Fam114a1","V","A"
"3681","Fam114a2","V","A"
"3682","FAM120A","V","A"
"3683","Fam120c","V","A"
"3684","Fam126b","V","A"
"3685","Fam131b","V","A"
"3686","Fam135a","V","A"
"3687","Fam168a","V","A"
"3688","Fam169a","V","A"
"3689","Fam171a2","V","A"
"3690","Fam177a1","V","A"
"3691","Fam219a","V","A"
"3692","Fam234b","V","A"
"3693","Fam83h","V","A"
"3694","Farp1","V","A"
"3695","Farsb","V","A"
"3696","Fasn","V","A"
"3697","Fbl","V","A"
"3698","Fbll1","V","A"
"3699","Fbxl16","V","A"
"3700","Fbxo3","V","A"
"3701","Fbxo4","V","A"
"3702","Fbxw11","V","A"
"3703","Fchsd1","V","A"
"3704","Fdps","V","A"
"3705","Fech","V","A"
"3706","Fen1","V","A"
"3707","Fgf12","V","A"
"3708","Fgf13","V","A"
"3709","Fh","V","A"
"3710","Fhip1b","V","A"
"3711","Fhip2a","V","A"
"3712","Filip1","V","A"
"3713","Fip1l1","V","A"
"3714","Fitm2","V","A"
"3715","Fkbp15","V","A"
"3716","Fkbp2","V","A"
"3717","Fkbp3","V","A"
"3718","Fkbp4","V","A"
"3719","Fkbp5","V","A"
"3720","Fkbp8","V","A"
"3721","Flad1","V","A"
"3722","Flii","V","A"
"3723","Flot1","V","A"
"3724","Flrt3","V","A"
"3725","Flvcr1","V","A"
"3726","Fmn1","V","A"
"3727","Fmn2","V","A"
"3728","Fmnl1","V","A"
"3729","Fmr1","V","A"
"3730","Fn3krp","V","A"
"3731","Fnbp1","V","A"
"3732","Fnbp1l","V","A"
"3733","Foxk1","V","A"
"3734","Frmd4a","V","A"
"3735","Frmpd4","V","A"
"3736","Fry","V","A"
"3737","Fsd1l","V","A"
"3738","Fth1","V","A"
"3739","Ftl1","V","A"
"3740","Fundc2","V","A"
"3741","Fxr1","V","A"
"3742","Fxr2","V","A"
"3743","G3bp1","V","A"
"3744","G3bp2","V","A"
"3745","G6pdx","V","A"
"3746","Gab1","V","A"
"3747","Gab2","V","A"
"3748","Gabbr1","V","A"
"3749","Gak","V","A"
"3750","Gamt","V","A"
"3751","Gap43","V","A"
"3752","Gapdh","V","A"
"3753","Gapvd1","V","A"
"3754","Garem1","V","A"
"3755","Garnl3","V","A"
"3756","Gars1","V","A"
"3757","Gas2","V","A"
"3758","Gas7","V","A"
"3759","Gatad2b","V","A"
"3760","Gatd1","V","A"
"3761","Gatm","V","A"
"3762","Gbe1","V","A"
"3763","Gcc1","V","A"
"3764","Gcc2","V","A"
"3765","Gclc","V","A"
"3766","Gclm","V","A"
"3767","Gcn1","V","A"
"3768","Gdap1l1","V","A"
"3769","Gdi1","V","A"
"3770","Gdi2","V","A"
"3771","Gemin5","V","A"
"3772","Get3","V","A"
"3773","Get4","V","A"
"3774","Gfpt1","V","A"
"3775","Gga1","V","A"
"3776","Gga2","V","A"
"3777","Gga3","V","A"
"3778","Ggt7","V","A"
"3779","Gigyf1","V","A"
"3780","Gigyf2","V","A"
"3781","Gk","V","A"
"3782","Glcci1","V","A"
"3783","Glmn","V","A"
"3784","Glod4","V","A"
"3785","Glrx3","V","A"
"3786","Glud1","V","A"
"3787","Gmps","V","A"
"3788","Gnal","V","A"
"3789","Gnao1","V","A"
"3790","Gng2","V","A"
"3791","Gng3","V","A"
"3792","Gnpda1","V","A"
"3793","Golga1","V","A"
"3794","Golga2","V","A"
"3795","Golga3","V","A"
"3796","Golga4","V","A"
"3797","Golga5","V","A"
"3798","Golph3","V","A"
"3799","Gopc","V","A"
"3800","Gorab","V","A"
"3801","Gorasp2","V","A"
"3802","Gosr1","V","A"
"3803","Got1","V","A"
"3804","Got2","V","A"
"3805","Gpaa1","V","A"
"3806","Gpalpp1","V","A"
"3807","Gpatch11","V","A"
"3808","Gphn","V","A"
"3809","Gpi","V","A"
"3810","Gpr158","V","A"
"3811","Gpr89","V","A"
"3812","Gprin1","V","A"
"3813","Gramd1a","V","A"
"3814","Gramd1b","V","A"
"3815","Grcc10","V","A"
"3816","Grhpr","V","A"
"3817","Gripap1","V","A"
"3818","Grk2","V","A"
"3819","Grpel1","V","A"
"3820","Grsf1","V","A"
"3821","Gsk3a","V","A"
"3822","Gsk3b","V","A"
"3823","Gspt2","V","A"
"3824","Gsr","V","A"
"3825","Gstm5","V","A"
"3826","Gstp1","V","A"
"3827","Gtf2a1","V","A"
"3828","Gtf2e2","V","A"
"3829","Gtf2f2","V","A"
"3830","Gtf2i","V","A"
"3831","Gtpbp1","V","A"
"3832","H1-2","V","A"
"3833","Habp4","V","A"
"3834","Hacd2","V","A"
"3835","Hacd3","V","A"
"3836","Hadh","V","A"
"3837","Haghl","V","A"
"3838","Hars1","V","A"
"3839","Hbb-b1","V","A"
"3840","Hbs1l","V","A"
"3841","Hcn1","V","A"
"3842","Hdac2","V","A"
"3843","Hdac5","V","A"
"3844","Hdac6","V","A"
"3845","Hdgf","V","A"
"3846","Hdgfl2","V","A"
"3847","Hdlbp","V","A"
"3848","Heatr5b","V","A"
"3849","Hebp2","V","A"
"3850","Hgs","V","A"
"3851","Hid1","V","A"
"3852","Hint1","V","A"
"3853","Hint3","V","A"
"3854","Hip1r","V","A"
"3855","Hivep2","V","A"
"3856","Hk1","V","A"
"3857","Hmbox1","V","A"
"3858","Hmga1","V","A"
"3859","Hmgcs1","V","A"
"3860","Hmox2","V","A"
"3861","Hnrnpa0","V","A"
"3862","Hnrnpdl","V","A"
"3863","Hnrnpf","V","A"
"3864","Hnrnph1","V","A"
"3865","Hnrnpl","V","A"
"3866","Hnrnpll","V","A"
"3867","Hnrnpu","V","A"
"3868","Hnrnpul1","V","A"
"3869","Hnrnpul2","V","A"
"3870","Homer1","V","A"
"3871","Hprt1","V","A"
"3872","Hs1bp3","V","A"
"3873","Hsbp1","V","A"
"3874","Hsd17b4","V","A"
"3875","Hsdl2","V","A"
"3876","Hsp90aa1","V","A"
"3877","Hspa12a","V","A"
"3878","Hspa4","V","A"
"3879","Hspa4l","V","A"
"3880","Hspb1","V","A"
"3881","Hspb8","V","A"
"3882","Hspbp1","V","A"
"3883","Hsph1","V","A"
"3884","Htt","V","A"
"3885","Huwe1","V","A"
"3886","Iap","V","A"
"3887","Iars1","V","A"
"3888","Ica1","V","A"
"3889","Ide","V","A"
"3890","Ift22","V","A"
"3891","Igf2r","V","A"
"3892","Ikbkg","V","A"
"3893","Ilrun","V","A"
"3894","Immt","V","A"
"3895","Impa1","V","A"
"3896","Impact","V","A"
"3897","Ina","V","A"
"3898","Inf2","V","A"
"3899","Inpp1","V","A"
"3900","Inpp5f","V","A"
"3901","Inpp5j","V","A"
"3902","Ints1","V","A"
"3903","IntS13","V","A"
"3904","Ip6k1","V","A"
"3905","Ipo7","V","A"
"3906","Ipo9","V","A"
"3907","Iqcb1","V","A"
"3908","Iqsec1","V","A"
"3909","Irf3","V","A"
"3910","Irgq","V","A"
"3911","Irs2","V","A"
"3912","Iscu","V","A"
"3913","Isy1","V","A"
"3914","Isyna1","V","A"
"3915","Itgb1","V","A"
"3916","Itpk1","V","A"
"3917","Itpkc","V","A"
"3918","Itsn1","V","A"
"3919","Itsn2","V","A"
"3920","Iws1","V","A"
"3921","Jakmip1","V","A"
"3922","Jmjd1c","V","A"
"3923","Jmy","V","A"
"3924","Jph3","V","A"
"3925","Jpt1","V","A"
"3926","Kank4","V","A"
"3927","Kars1","V","A"
"3928","Katnal1","V","A"
"3929","Katnb1","V","A"
"3930","Kcna1","V","A"
"3931","Kcna2","V","A"
"3932","Kcnab2","V","A"
"3933","Kcnb1","V","A"
"3934","Kcnb2","V","A"
"3935","Kcnd1","V","A"
"3936","Kcnd3","V","A"
"3937","Kcnq2","V","A"
"3938","Kcnt1","V","A"
"3939","Kctd16","V","A"
"3940","Kctd8","V","A"
"3941","Kdsr","V","A"
"3942","Khdrbs1","V","A"
"3943","Kiaa0100","V","A"
"3944","Kiaa0513","V","A"
"3945","Kiaa1107","V","A"
"3946","Kiaa1109","V","A"
"3947","Kiaa1522","V","A"
"3948","Kiaa1841","V","A"
"3949","Kif16b","V","A"
"3950","Kif1a","V","A"
"3951","Kif1b","V","A"
"3952","Kif21a","V","A"
"3953","Kif2a","V","A"
"3954","Kif3a","V","A"
"3955","Kif3b","V","A"
"3956","Kif5a","V","A"
"3957","Kif5b","V","A"
"3958","Kif5c","V","A"
"3959","Kifap3","V","A"
"3960","Klc1","V","A"
"3961","Klc2","V","A"
"3962","Klhl9","V","A"
"3963","Kpna3","V","A"
"3964","Krt222","V","A"
"3965","Ksr2","V","A"
"3966","L1cam","V","A"
"3967","Lama2","V","A"
"3968","Lamb2","V","A"
"3969","Lamtor1","V","A"
"3970","Lamtor3","V","A"
"3971","Larp1","V","A"
"3972","Larp4","V","A"
"3973","Larp4b","V","A"
"3974","Larp6","V","A"
"3975","Lars1","V","A"
"3976","Lbh","V","A"
"3977","Lcp1","V","A"
"3978","Ldb1","V","A"
"3979","Ldb2","V","A"
"3980","Ldb3","V","A"
"3981","Ldha","V","A"
"3982","Ldhb","V","A"
"3983","Lemd3","V","A"
"3984","Letm1","V","A"
"3985","Lgals8","V","A"
"3986","Lig3","V","A"
"3987","Limch1","V","A"
"3988","Limd1","V","A"
"3989","Llgl1","V","A"
"3990","Lmcd1","V","A"
"3991","Lmnb1","V","A"
"3992","Lmnb2","V","A"
"3993","Lnpep","V","A"
"3994","Lnpk","V","A"
"3995","Lpcat1","V","A"
"3996","Lpcat4","V","A"
"3997","Lpin1","V","A"
"3998","Lrch1","V","A"
"3999","Lrrc47","V","A"
"4000","Lrrc57","V","A"
"4001","Lrrc59","V","A"
"4002","Lrrfip1","V","A"
"4003","Lrrfip2","V","A"
"4004","Lrrn1","V","A"
"4005","Lrsam1","V","A"
"4006","Lsg1","V","A"
"4007","Lsm12","V","A"
"4008","Lsm14b","V","A"
"4009","Lsm4","V","A"
"4010","Luzp1","V","A"
"4011","Lxn","V","A"
"4012","Lztfl1","V","A"
"4013","Macf1","V","A"
"4014","Maco1","V","A"
"4015","Madd","V","A"
"4016","Maged1","V","A"
"4017","Magi1","V","A"
"4018","Magi3","V","A"
"4019","Magoh","V","A"
"4020","Mal2","V","A"
"4021","Maoa","V","A"
"4022","Map2k1","V","A"
"4023","Map2k4","V","A"
"4024","Map2k6","V","A"
"4025","Map4k4","V","A"
"4026","Map4k5","V","A"
"4027","Map7","V","A"
"4028","Map7d1","V","A"
"4029","Map7d2","V","A"
"4030","Map9","V","A"
"4031","Mapk1","V","A"
"4032","Mapk8ip3","V","A"
"4033","Mapk9","V","A"
"4034","Mapre2","V","A"
"4035","Mapre3","V","A"
"4036","Marcks","V","A"
"4037","Mark2","V","A"
"4038","Mars1","V","A"
"4039","Mast1","V","A"
"4040","Matr3","V","A"
"4041","Mavs","V","A"
"4042","Mb21d2","V","A"
"4043","Mbd2","V","A"
"4044","Mbnl1","V","A"
"4045","Mbp","V","A"
"4046","Mcam","V","A"
"4047","Mcf2l","V","A"
"4048","Mcrip1","V","A"
"4049","Mctp1","V","A"
"4050","Mctp2","V","A"
"4051","Mdh1","V","A"
"4052","Med1","V","A"
"4053","Med15","V","A"
"4054","Mepce","V","A"
"4055","Metap1","V","A"
"4056","Metap2","V","A"
"4057","Mff","V","A"
"4058","Mfsd6","V","A"
"4059","Mia3","V","A"
"4060","Mical1","V","A"
"4061","Mical3","V","A"
"4062","Micall1","V","A"
"4063","Micall2","V","A"
"4064","Miga2","V","A"
"4065","Mindy1","V","A"
"4066","Mink1","V","A"
"4067","Mios","V","A"
"4068","Mknk1","V","A"
"4069","Mkrn1","V","A"
"4070","Mms19","V","A"
"4071","Mob2","V","A"
"4072","Mpdz","V","A"
"4073","Mpp1","V","A"
"4074","Mprip","V","A"
"4075","Mre11","V","A"
"4076","Mrtfb","V","A"
"4077","Msi2","V","A"
"4078","Msra","V","A"
"4079","Msto1","V","A"
"4080","Mt3","V","A"
"4081","Mta2","V","A"
"4082","Mtarc2","V","A"
"4083","Mtch1","V","A"
"4084","Mtcl1","V","A"
"4085","Mtco2","V","A"
"4086","Mtfr1l","V","A"
"4087","Mthfd1l","V","A"
"4088","Mthfsd","V","A"
"4089","Mtm1","V","A"
"4090","Mtmr2","V","A"
"4091","Mtmr3","V","A"
"4092","Mtmr4","V","A"
"4093","Mtmr6","V","A"
"4094","Mtmr7","V","A"
"4095","Mtor","V","A"
"4096","Mtpn","V","A"
"4097","Mtrf1","V","A"
"4098","Mtss1","V","A"
"4099","Mtus1","V","A"
"4100","Mtx2","V","A"
"4101","Mustn1","V","A"
"4102","Mvb12a","V","A"
"4103","Mvd","V","A"
"4104","Mvp","V","A"
"4105","Myadm","V","A"
"4106","Mybbp1a","V","A"
"4107","Mycbp","V","A"
"4108","Myd88","V","A"
"4109","Myef2","V","A"
"4110","Myh14","V","A"
"4111","Myl12b","V","A"
"4112","Myl6","V","A"
"4113","Myl6b","V","A"
"4114","Myo18a","V","A"
"4115","Myo1e","V","A"
"4116","Myo5a","V","A"
"4117","Myo9a","V","A"
"4118","Myo9b","V","A"
"4119","N4bp1","V","A"
"4120","Naa10","V","A"
"4121","Naa25","V","A"
"4122","Naa30","V","A"
"4123","Naa35","V","A"
"4124","Naa50","V","A"
"4125","Naa80","V","A"
"4126","Naca","V","A"
"4127","Nacc1","V","A"
"4128","Nans","V","A"
"4129","Nap1l1","V","A"
"4130","Nap1l4","V","A"
"4131","Napa","V","A"
"4132","Napb","V","A"
"4133","Napg","V","A"
"4134","NARS1","V","A"
"4135","Nasp","V","A"
"4136","Nat8l","V","A"
"4137","Nav1","V","A"
"4138","Nbn","V","A"
"4139","Ncald","V","A"
"4140","Ncbp2","V","A"
"4141","Ncdn","V","A"
"4142","Nckap1","V","A"
"4143","Nckipsd","V","A"
"4144","Ncoa1","V","A"
"4145","Ncoa7","V","A"
"4146","Ncor2","V","A"
"4147","Ndel1","V","A"
"4148","Ndrg3","V","A"
"4149","Ndrg4","V","A"
"4150","Ndufa10","V","A"
"4151","Ndufa12","V","A"
"4152","Ndufa4","V","A"
"4153","Ndufaf2","V","A"
"4154","Ndufaf4","V","A"
"4155","Ndufb11","V","A"
"4156","Ndufb3","V","A"
"4157","Ndufs1","V","A"
"4158","Ndufs3","V","A"
"4159","Ndufs7","V","A"
"4160","Ndufv1","V","A"
"4161","Ndufv2","V","A"
"4162","Necab1","V","A"
"4163","Necap1","V","A"
"4164","Nectin2","V","A"
"4165","Nedd4","V","A"
"4166","Nedd4l","V","A"
"4167","Nedd8","V","A"
"4168","Nek1","V","A"
"4169","Nek7","V","A"
"4170","Nek9","V","A"
"4171","Nelfa","V","A"
"4172","Nelfe","V","A"
"4173","Neo1","V","A"
"4174","Nexn","V","A"
"4175","Nf2","V","A"
"4176","Nfat5","V","A"
"4177","Nfic","V","A"
"4178","Nfkb1","V","A"
"4179","Nfrkb","V","A"
"4180","Nfx1","V","A"
"4181","Ngly1","V","A"
"4182","Nid1","V","A"
"4183","Nif3l1","V","A"
"4184","Nipsnap1","V","A"
"4185","Nisch","V","A"
"4186","Nkiras1","V","A"
"4187","Nkrf","V","A"
"4188","Nme2","V","A"
"4189","Nmt1","V","A"
"4190","Nmt2","V","A"
"4191","Nolc1","V","A"
"4192","Nop2","V","A"
"4193","Nop56","V","A"
"4194","Nopchap1","V","A"
"4195","Nploc4","V","A"
"4196","Nr3c1","V","A"
"4197","Nrbf2","V","A"
"4198","Nrbp1","V","A"
"4199","Nrbp2","V","A"
"4200","Nrip2","V","A"
"4201","Nsdhl","V","A"
"4202","Nsf","V","A"
"4203","Nsfl1c","V","A"
"4204","Nudc","V","A"
"4205","Nudcd1","V","A"
"4206","Nudcd2","V","A"
"4207","Nudcd3","V","A"
"4208","Nudt16","V","A"
"4209","Nudt2","V","A"
"4210","Nudt21","V","A"
"4211","Nudt3","V","A"
"4212","Nudt5","V","A"
"4213","Nudt9","V","A"
"4214","Nufip2","V","A"
"4215","Numbl","V","A"
"4216","Nup133","V","A"
"4217","Nup50","V","A"
"4218","Nup54","V","A"
"4219","Nup62","V","A"
"4220","Nup93","V","A"
"4221","Nup98","V","A"
"4222","Nxf1","V","A"
"4223","Nyap2","V","A"
"4224","Oat","V","A"
"4225","Ociad1","V","A"
"4226","Ocrl","V","A"
"4227","Oga","V","A"
"4228","Ogfr","V","A"
"4229","Ogn","V","A"
"4230","Ola1","V","A"
"4231","Ophn1","V","A"
"4232","Osbpl11","V","A"
"4233","Osbpl2","V","A"
"4234","Osbpl3","V","A"
"4235","Osbpl6","V","A"
"4236","Osbpl8","V","A"
"4237","Osbpl9","V","A"
"4238","Oscp1","V","A"
"4239","Osmr","V","A"
"4240","Ostf1","V","A"
"4241","Otub1","V","A"
"4242","Otud4","V","A"
"4243","Otud6b","V","A"
"4244","Oxr1","V","A"
"4245","Oxsr1","V","A"
"4246","P33monox","V","A"
"4247","Pabir1","V","A"
"4248","Pabpc1","V","A"
"4249","Pabpn1","V","A"
"4250","Pacs1","V","A"
"4251","Pacs2","V","A"
"4252","Pacsin1","V","A"
"4253","Pacsin2","V","A"
"4254","Pafah1b1","V","A"
"4255","Pafah1b2","V","A"
"4256","Pagr1a","V","A"
"4257","Paics","V","A"
"4258","Paip1","V","A"
"4259","Paip2","V","A"
"4260","Pak1","V","A"
"4261","Pald1","V","A"
"4262","Palm2","V","A"
"4263","Palm3","V","A"
"4264","Palmd","V","A"
"4265","Pam16","V","A"
"4266","Papola","V","A"
"4267","Papss1","V","A"
"4268","Parg","V","A"
"4269","Parp4","V","A"
"4270","Parvb","V","A"
"4271","Patl1","V","A"
"4272","Paxbp1","V","A"
"4273","Paxip1","V","A"
"4274","Pcbp3","V","A"
"4275","Pclo","V","A"
"4276","Pcm1","V","A"
"4277","Pcp4","V","A"
"4278","Pcp4l1","V","A"
"4279","Pdcd5","V","A"
"4280","Pdcd6ip","V","A"
"4281","Pdcl","V","A"
"4282","Pdcl3","V","A"
"4283","Pde11a","V","A"
"4284","Pde1c","V","A"
"4285","Pde4a","V","A"
"4286","Pde4c","V","A"
"4287","Pde4dip","V","A"
"4288","Pdhb","V","A"
"4289","Pdia3","V","A"
"4290","Pdlim1","V","A"
"4291","Pdlim5","V","A"
"4292","Pdzd8","V","A"
"4293","Pea15","V","A"
"4294","Peak1","V","A"
"4295","Pepd","V","A"
"4296","Pex1","V","A"
"4297","Pex11b","V","A"
"4298","Pex14","V","A"
"4299","Pex19","V","A"
"4300","Pex5","V","A"
"4301","Pex5l","V","A"
"4302","Pfdn1","V","A"
"4303","Pfdn2","V","A"
"4304","Pfdn5","V","A"
"4305","Pfdn6","V","A"
"4306","Pfkfb2","V","A"
"4307","Pfkl","V","A"
"4308","Pfkm","V","A"
"4309","Pfkp","V","A"
"4310","Pgls","V","A"
"4311","Pgm2l1","V","A"
"4312","Pgrmc2","V","A"
"4313","Phactr1","V","A"
"4314","Phactr4","V","A"
"4315","Phaf1","V","A"
"4316","Phb","V","A"
"4317","Phb2","V","A"
"4318","Phf21a","V","A"
"4319","Phf24","V","A"
"4320","Phf5a","V","A"
"4321","Phka2","V","A"
"4322","Phrf1","V","A"
"4323","Phyhipl","V","A"
"4324","Pi4k2a","V","A"
"4325","Pi4kb","V","A"
"4326","Picalm","V","A"
"4327","Pick1","V","A"
"4328","Pigu","V","A"
"4329","Pik3c2a","V","A"
"4330","Pik3c3","V","A"
"4331","Pik3cd","V","A"
"4332","Pik3r4","V","A"
"4333","Pikfyve","V","A"
"4334","Pin1","V","A"
"4335","Pip4k2a","V","A"
"4336","Pip4k2b","V","A"
"4337","Pip4p1","V","A"
"4338","Pip5k1c","V","A"
"4339","Pirt","V","A"
"4340","Pitpnc1","V","A"
"4341","Pitpnm1","V","A"
"4342","Pitpnm2","V","A"
"4343","Pitrm1","V","A"
"4344","Pja2","V","A"
"4345","Plcb1","V","A"
"4346","Plcb3","V","A"
"4347","Plekha1","V","A"
"4348","Plekha2","V","A"
"4349","Plekha6","V","A"
"4350","Plekhd1","V","A"
"4351","Plekhm2","V","A"
"4352","Plekho2","V","A"
"4353","Plpbp","V","A"
"4354","Plpp3","V","A"
"4355","Pls1","V","A"
"4356","Pls3","V","A"
"4357","Plscr3","V","A"
"4358","Pmpcb","V","A"
"4359","Pmvk","V","A"
"4360","Pnn","V","A"
"4361","Pnpla6","V","A"
"4362","Pnpla8","V","A"
"4363","Polr2d","V","A"
"4364","Polr2m","V","A"
