"","Gene","Condition","Type"
"1739","Matr3","Ox","A"
"1740","Mavs","Ox","A"
"1741","Mb21d2","Ox","A"
"1742","Mbd3","Ox","A"
"1743","Mbnl1","Ox","A"
"1744","Mboat7","Ox","A"
"1745","Mbp","Ox","A"
"1746","Mcrip1","Ox","A"
"1747","Mctp1","Ox","A"
"1748","Mctp2","Ox","A"
"1749","Mdh1","Ox","A"
"1750","Mea1","Ox","A"
"1751","Med1","Ox","A"
"1752","Mepce","Ox","A"
"1753","Metap1","Ox","A"
"1754","Metap2","Ox","A"
"1755","Mettl14","Ox","A"
"1756","Mff","Ox","A"
"1757","Mfn2","Ox","A"
"1758","Mfsd6","Ox","A"
"1759","Mia2","Ox","A"
"1760","Mia3","Ox","A"
"1761","Mical1","Ox","A"
"1762","Mical3","Ox","A"
"1763","Micall1","Ox","A"
"1764","Micall2","Ox","A"
"1765","Miga2","Ox","A"
"1766","Mindy1","Ox","A"
"1767","Mink1","Ox","A"
"1768","Mios","Ox","A"
"1769","Misp","Ox","A"
"1770","Mknk1","Ox","A"
"1771","Mkrn1","Ox","A"
"1772","Mlh1","Ox","A"
"1773","Mmgt1","Ox","A"
"1774","Mms19","Ox","A"
"1775","Mmtag2","Ox","A"
"1776","Mnat1","Ox","A"
"1777","Mob2","Ox","A"
"1778","Mospd2","Ox","A"
"1779","Mpdz","Ox","A"
"1780","Mprip","Ox","A"
"1781","Mrps27","Ox","A"
"1782","Msh6","Ox","A"
"1783","Msi2","Ox","A"
"1784","Msra","Ox","A"
"1785","Msrb2","Ox","A"
"1786","Msrb3","Ox","A"
"1787","Msto1","Ox","A"
"1788","Mt3","Ox","A"
"1789","Mta1","Ox","A"
"1790","Mta2","Ox","A"
"1791","Mta3","Ox","A"
"1792","Mtarc2","Ox","A"
"1793","Mtch1","Ox","A"
"1794","Mtcl1","Ox","A"
"1795","Mtco2","Ox","A"
"1796","Mtfr1l","Ox","A"
"1797","Mthfd1l","Ox","A"
"1798","Mthfsd","Ox","A"
"1799","Mtm1","Ox","A"
"1800","Mtmr2","Ox","A"
"1801","Mtmr3","Ox","A"
"1802","Mtmr4","Ox","A"
"1803","Mtmr6","Ox","A"
"1804","Mtmr7","Ox","A"
"1805","Mtpn","Ox","A"
"1806","Mtrf1","Ox","A"
"1807","Mtss1","Ox","A"
"1808","Mtus1","Ox","A"
"1809","Mtx2","Ox","A"
"1810","Mustn1","Ox","A"
"1811","Mvb12a","Ox","A"
"1812","Mvd","Ox","A"
"1813","Mxra7","Ox","A"
"1814","Mycbp","Ox","A"
"1815","Myd88","Ox","A"
"1816","Myef2","Ox","A"
"1817","Myh10","Ox","A"
"1818","Myl12b","Ox","A"
"1819","Myl6","Ox","A"
"1820","Myl6b","Ox","A"
"1821","Myo18a","Ox","A"
"1822","Myo1e","Ox","A"
"1823","Myo5a","Ox","A"
"1824","Myo9a","Ox","A"
"1825","N4bp1","Ox","A"
"1826","Naa10","Ox","A"
"1827","Naa16","Ox","A"
"1828","Naa25","Ox","A"
"1829","Naa30","Ox","A"
"1830","Naa35","Ox","A"
"1831","Naa50","Ox","A"
"1832","Naa80","Ox","A"
"1833","Naca","Ox","A"
"1834","Nacc1","Ox","A"
"1835","Nans","Ox","A"
"1836","Nap1l4","Ox","A"
"1837","Nap1l5","Ox","A"
"1838","Napa","Ox","A"
"1839","Napb","Ox","A"
"1840","Napg","Ox","A"
"1841","NARS1","Ox","A"
"1842","Nasp","Ox","A"
"1843","Nat8l","Ox","A"
"1844","Nav1","Ox","A"
"1845","Nbn","Ox","A"
"1846","Ncald","Ox","A"
"1847","Ncbp2","Ox","A"
"1848","Ncbp3","Ox","A"
"1849","Ncdn","Ox","A"
"1850","Nckap1","Ox","A"
"1851","Nckipsd","Ox","A"
"1852","Ncoa2","Ox","A"
"1853","Ncoa7","Ox","A"
"1854","Ncor2","Ox","A"
"1855","Ndel1","Ox","A"
"1856","Ndrg4","Ox","A"
"1857","Ndufa12","Ox","A"
"1858","Ndufa13","Ox","A"
"1859","Ndufa2","Ox","A"
"1860","Ndufa4","Ox","A"
"1861","Ndufaf2","Ox","A"
"1862","Ndufaf4","Ox","A"
"1863","Ndufb11","Ox","A"
"1864","Ndufb3","Ox","A"
"1865","Ndufs1","Ox","A"
"1866","Ndufs3","Ox","A"
"1867","Ndufs6","Ox","A"
"1868","Ndufs7","Ox","A"
"1869","Ndufs8","Ox","A"
"1870","Ndufv1","Ox","A"
"1871","Ndufv2","Ox","A"
"1872","Necab1","Ox","A"
"1873","Necap1","Ox","A"
"1874","Nedd4","Ox","A"
"1875","Nedd4l","Ox","A"
"1876","Nedd8","Ox","A"
"1877","Nek1","Ox","A"
"1878","Nek3","Ox","A"
"1879","Nek7","Ox","A"
"1880","Nek9","Ox","A"
"1881","Nelfa","Ox","A"
"1882","Nelfe","Ox","A"
"1883","Nexn","Ox","A"
"1884","Nf1","Ox","A"
"1885","Nfat5","Ox","A"
"1886","Nfic","Ox","A"
"1887","Nfx1","Ox","A"
"1888","Ngfr","Ox","A"
"1889","Ngly1","Ox","A"
"1890","Nicn1","Ox","A"
"1891","Nid1","Ox","A"
"1892","Nif3l1","Ox","A"
"1893","Nipal3","Ox","A"
"1894","Nipsnap1","Ox","A"
"1895","Nipsnap3b","Ox","A"
"1896","Nisch","Ox","A"
"1897","Nkiras1","Ox","A"
"1898","Nme1","Ox","A"
"1899","Nme2","Ox","A"
"1900","Nmt1","Ox","A"
"1901","Nmt2","Ox","A"
"1902","Nolc1","Ox","A"
"1903","Nop2","Ox","A"
"1904","Nop58","Ox","A"
"1905","Nopchap1","Ox","A"
"1906","Nosip","Ox","A"
"1907","Nploc4","Ox","A"
"1908","Nptn","Ox","A"
"1909","Nrbf2","Ox","A"
"1910","Nrbp1","Ox","A"
"1911","Nrbp2","Ox","A"
"1912","Nrip2","Ox","A"
"1913","Nsdhl","Ox","A"
"1914","Nsf","Ox","A"
"1915","Nsfl1c","Ox","A"
"1916","Nucb1","Ox","A"
"1917","Nudcd1","Ox","A"
"1918","Nudcd2","Ox","A"
"1919","Nudcd3","Ox","A"
"1920","Nudt16","Ox","A"
"1921","Nudt2","Ox","A"
"1922","Nudt21","Ox","A"
"1923","Nudt3","Ox","A"
"1924","Nudt5","Ox","A"
"1925","Nufip2","Ox","A"
"1926","Nup133","Ox","A"
"1927","Nup188","Ox","A"
"1928","Nup50","Ox","A"
"1929","Nup54","Ox","A"
"1930","Nup88","Ox","A"
"1931","Nup93","Ox","A"
"1932","Nup98","Ox","A"
"1933","Nxf1","Ox","A"
"1934","Nyap2","Ox","A"
"1935","Ociad1","Ox","A"
"1936","Ocrl","Ox","A"
"1937","Oga","Ox","A"
"1938","Ogfod1","Ox","A"
"1939","Ogfr","Ox","A"
"1940","Ogn","Ox","A"
"1941","Ola1","Ox","A"
"1942","Ophn1","Ox","A"
"1943","Osbp","Ox","A"
"1944","Osbpl10","Ox","A"
"1945","Osbpl11","Ox","A"
"1946","Osbpl1a","Ox","A"
"1947","Osbpl2","Ox","A"
"1948","Osbpl3","Ox","A"
"1949","Osbpl6","Ox","A"
"1950","Osbpl8","Ox","A"
"1951","Osbpl9","Ox","A"
"1952","Oscp1","Ox","A"
"1953","Osmr","Ox","A"
"1954","Ostf1","Ox","A"
"1955","Otub1","Ox","A"
"1956","Otud3","Ox","A"
"1957","Otud4","Ox","A"
"1958","Otud6b","Ox","A"
"1959","Oxr1","Ox","A"
"1960","Oxsr1","Ox","A"
"1961","P33monox","Ox","A"
"1962","Pabir1","Ox","A"
"1963","Pabpc1","Ox","A"
"1964","Pabpn1","Ox","A"
"1965","Pacs1","Ox","A"
"1966","Pacs2","Ox","A"
"1967","Pacsin1","Ox","A"
"1968","Pacsin2","Ox","A"
"1969","Pafah1b1","Ox","A"
"1970","Pafah1b2","Ox","A"
"1971","Pagr1a","Ox","A"
"1972","Paics","Ox","A"
"1973","Paip1","Ox","A"
"1974","Paip2","Ox","A"
"1975","Pak1","Ox","A"
"1976","Palm2","Ox","A"
"1977","Palm3","Ox","A"
"1978","Palmd","Ox","A"
"1979","Pam16","Ox","A"
"1980","Papola","Ox","A"
"1981","Papss1","Ox","A"
"1982","Paqr3","Ox","A"
"1983","Parg","Ox","A"
"1984","Parp4","Ox","A"
"1985","Parvb","Ox","A"
"1986","Patj","Ox","A"
"1987","Patl1","Ox","A"
"1988","Pawr","Ox","A"
"1989","Paxbp1","Ox","A"
"1990","Paxip1","Ox","A"
"1991","Pcbp4","Ox","A"
"1992","Pclo","Ox","A"
"1993","Pcm1","Ox","A"
"1994","Pcp4","Ox","A"
"1995","Pcp4l1","Ox","A"
"1996","Pctp","Ox","A"
"1997","Pcyt1b","Ox","A"
"1998","Pcyt2","Ox","A"
"1999","Pdcd5","Ox","A"
"2000","Pdcd6ip","Ox","A"
"2001","Pdcl","Ox","A"
"2002","Pdcl3","Ox","A"
"2003","Pde11a","Ox","A"
"2004","Pde1c","Ox","A"
"2005","Pde4dip","Ox","A"
"2006","Pdia3","Ox","A"
"2007","Pdia6","Ox","A"
"2008","Pdlim1","Ox","A"
"2009","Pdzd8","Ox","A"
"2010","Pea15","Ox","A"
"2011","Peak1","Ox","A"
"2012","Pelo","Ox","A"
"2013","Pepd","Ox","A"
"2014","Pes1","Ox","A"
"2015","Pex11b","Ox","A"
"2016","Pex13","Ox","A"
"2017","Pex14","Ox","A"
"2018","Pex19","Ox","A"
"2019","Pex5","Ox","A"
"2020","Pex5l","Ox","A"
"2021","Pfdn1","Ox","A"
"2022","Pfdn2","Ox","A"
"2023","Pfdn5","Ox","A"
"2024","Pfdn6","Ox","A"
"2025","Pfkfb2","Ox","A"
"2026","Pfkl","Ox","A"
"2027","Pfkm","Ox","A"
"2028","Pfkp","Ox","A"
"2029","Pfn1","Ox","A"
"2030","Pgls","Ox","A"
"2031","Pgm2l1","Ox","A"
"2032","Pgrmc1","Ox","A"
"2033","Pgrmc2","Ox","A"
"2034","Phactr1","Ox","A"
"2035","Phactr4","Ox","A"
"2036","Phaf1","Ox","A"
"2037","Phb","Ox","A"
"2038","Phb2","Ox","A"
"2039","Phf21a","Ox","A"
"2040","Phf24","Ox","A"
"2041","Phf5a","Ox","A"
"2042","Phka2","Ox","A"
"2043","Phrf1","Ox","A"
"2044","Phyhipl","Ox","A"
"2045","Pi4k2a","Ox","A"
"2046","Pi4kb","Ox","A"
"2047","Picalm","Ox","A"
"2048","Pick1","Ox","A"
"2049","Pigu","Ox","A"
"2050","Pik3c3","Ox","A"
"2051","Pik3cd","Ox","A"
"2052","Pik3r4","Ox","A"
"2053","Pikfyve","Ox","A"
"2054","Pin1","Ox","A"
"2055","Pip4k2a","Ox","A"
"2056","Pip4k2b","Ox","A"
"2057","Pip4k2c","Ox","A"
"2058","Pip4p1","Ox","A"
"2059","Pip5k1c","Ox","A"
"2060","Pirt","Ox","A"
"2061","Pitpnc1","Ox","A"
"2062","Pitpnm1","Ox","A"
"2063","Pitpnm2","Ox","A"
"2064","Pja2","Ox","A"
"2065","Pkhd1l1","Ox","A"
"2066","Plcb1","Ox","A"
"2067","Plcb3","Ox","A"
"2068","Plcxd3","Ox","A"
"2069","Plekha1","Ox","A"
"2070","Plekha2","Ox","A"
"2071","Plekha6","Ox","A"
"2072","Plekhd1","Ox","A"
"2073","Plekhm3","Ox","A"
"2074","Plekho2","Ox","A"
"2075","Plp1","Ox","A"
"2076","Plpbp","Ox","A"
"2077","Pls1","Ox","A"
"2078","Pls3","Ox","A"
"2079","Plscr3","Ox","A"
"2080","Pmvk","Ox","A"
"2081","Pnn","Ox","A"
"2082","Pnpla6","Ox","A"
"2083","Pnpla8","Ox","A"
"2084","Poglut1","Ox","A"
"2085","Poldip3","Ox","A"
"2086","Polr2b","Ox","A"
"2087","Polr2d","Ox","A"
"2088","Polr3d","Ox","A"
"2089","Polr3f","Ox","A"
"2090","Polr3g","Ox","A"
"2091","Pom121","Ox","A"
"2092","Postn","Ox","A"
"2093","Ppa1","Ox","A"
"2094","Ppcdc","Ox","A"
"2095","Ppfia2","Ox","A"
"2096","Ppfia3","Ox","A"
"2097","Ppig","Ox","A"
"2098","Ppil2","Ox","A"
"2099","Ppil4","Ox","A"
"2100","Ppip5k1","Ox","A"
"2101","Ppip5k2","Ox","A"
"2102","Ppm1a","Ox","A"
"2103","Ppm1b","Ox","A"
"2104","Ppm1e","Ox","A"
"2105","Ppm1g","Ox","A"
"2106","Ppp1ca","Ox","A"
"2107","Ppp1cb","Ox","A"
"2108","Ppp1cc","Ox","A"
"2109","Ppp1r10","Ox","A"
"2110","Ppp1r11","Ox","A"
"2111","Ppp1r12a","Ox","A"
"2112","Ppp1r12c","Ox","A"
"2113","Ppp1r13b","Ox","A"
"2114","Ppp1r13l","Ox","A"
"2115","Ppp1r18","Ox","A"
"2116","Ppp1r1a","Ox","A"
"2117","Ppp1r1c","Ox","A"
"2118","Ppp1r21","Ox","A"
"2119","Ppp1r37","Ox","A"
"2120","Ppp1r3f","Ox","A"
"2121","Ppp1r7","Ox","A"
"2122","Ppp1r9b","Ox","A"
"2123","Ppp2r2a","Ox","A"
"2124","Ppp2r5b","Ox","A"
"2125","Ppp2r5c","Ox","A"
"2126","Ppp2r5e","Ox","A"
"2127","Ppp3cb","Ox","A"
"2128","Ppp3cc","Ox","A"
"2129","Ppp3r1","Ox","A"
"2130","Ppp4r1","Ox","A"
"2131","Ppp4r3a","Ox","A"
"2132","Ppp4r4","Ox","A"
"2133","Ppp6r1","Ox","A"
"2134","Ppp6r2","Ox","A"
"2135","Ppp6r3","Ox","A"
"2136","Praf2","Ox","A"
"2137","Prdx3","Ox","A"
"2138","Preb","Ox","A"
"2139","Prep","Ox","A"
"2140","Prickle2","Ox","A"
"2141","Prkaa1","Ox","A"
"2142","Prkab2","Ox","A"
"2143","Prkacb","Ox","A"
"2144","Prkag2","Ox","A"
"2145","Prkar1a","Ox","A"
"2146","Prkar2a","Ox","A"
"2147","Prkar2b","Ox","A"
"2148","Prkca","Ox","A"
"2149","Prkcb","Ox","A"
"2150","Prkcd","Ox","A"
"2151","Prkce","Ox","A"
"2152","Prkcq","Ox","A"
"2153","Prkg1","Ox","A"
"2154","Prkrip1","Ox","A"
"2155","Prmt7","Ox","A"
"2156","Prmt8","Ox","A"
"2157","Prmt9","Ox","A"
"2158","Prpf31","Ox","A"
"2159","Prpf4","Ox","A"
"2160","Prpf40b","Ox","A"
"2161","Prpf4b","Ox","A"
"2162","Prpf8","Ox","A"
"2163","Prpsap1","Ox","A"
"2164","Prpsap2","Ox","A"
"2165","Prrc1","Ox","A"
"2166","Prrc2a","Ox","A"
"2167","Prrc2b","Ox","A"
"2168","Prrt2","Ox","A"
"2169","Prune2","Ox","A"
"2170","Prxl2b","Ox","A"
"2171","Psap","Ox","A"
"2172","Psd3","Ox","A"
"2173","Psip1","Ox","A"
"2174","Psma1","Ox","A"
"2175","Psma4","Ox","A"
"2176","Psma6","Ox","A"
"2177","Psma7","Ox","A"
"2178","Psmb4","Ox","A"
"2179","Psmc1","Ox","A"
"2180","Psmc2","Ox","A"
"2181","Psmc4","Ox","A"
"2182","Psmc5","Ox","A"
"2183","Psmc6","Ox","A"
"2184","Psmd1","Ox","A"
"2185","Psmd11","Ox","A"
"2186","Psmd12","Ox","A"
"2187","Psmd13","Ox","A"
"2188","Psmd14","Ox","A"
"2189","Psmd2","Ox","A"
"2190","Psmd3","Ox","A"
"2191","Psmd4","Ox","A"
"2192","Psmd5","Ox","A"
"2193","Psmd6","Ox","A"
"2194","Psmd7","Ox","A"
"2195","Psmd9","Ox","A"
"2196","Psme1","Ox","A"
"2197","Psme2","Ox","A"
"2198","Psme3","Ox","A"
"2199","Psme3ip1","Ox","A"
"2200","Pspc1","Ox","A"
"2201","Ptbp2","Ox","A"
"2202","Ptbp3","Ox","A"
"2203","Ptdss1","Ox","A"
"2204","Pten","Ox","A"
"2205","Ptges3","Ox","A"
"2206","Ptgir","Ox","A"
"2207","Ptk2b","Ox","A"
"2208","Ptma","Ox","A"
"2209","Ptms","Ox","A"
"2210","Ptpa","Ox","A"
"2211","Ptpn1","Ox","A"
"2212","Ptpn11","Ox","A"
"2213","Ptpn12","Ox","A"
"2214","Ptpn23","Ox","A"
"2215","Pttg1ip","Ox","A"
"2216","Puf60","Ox","A"
"2217","Pum1","Ox","A"
"2218","Pum2","Ox","A"
"2219","Pura","Ox","A"
"2220","Purb","Ox","A"
"2221","Purg","Ox","A"
"2222","Pus1","Ox","A"
"2223","Pygl","Ox","A"
"2224","Pygm","Ox","A"
"2225","Pym1","Ox","A"
"2226","R3hcc1","Ox","A"
"2227","R3hcc1l","Ox","A"
"2228","R3hdm2","Ox","A"
"2229","Rab11fip2","Ox","A"
"2230","Rab11fip5","Ox","A"
"2231","Rab14","Ox","A"
"2232","Rab18","Ox","A"
"2233","Rab1A","Ox","A"
"2234","Rab1b","Ox","A"
"2235","Rab23","Ox","A"
"2236","Rab27a","Ox","A"
"2237","Rab27b","Ox","A"
"2238","Rab28","Ox","A"
"2239","Rab2a","Ox","A"
"2240","Rab33b","Ox","A"
"2241","Rab3a","Ox","A"
"2242","Rab3d","Ox","A"
"2243","Rab3gap1","Ox","A"
"2244","Rab3gap2","Ox","A"
"2245","Rab3ip","Ox","A"
"2246","Rab6a","Ox","A"
"2247","Rab6b","Ox","A"
"2248","Rab7a","Ox","A"
"2249","Rab9b","Ox","A"
"2250","Rabep1","Ox","A"
"2251","Rabgap1","Ox","A"
"2252","Rabgap1l","Ox","A"
"2253","Rabgef1","Ox","A"
"2254","Rabl2","Ox","A"
"2255","Rabl3","Ox","A"
"2256","Rabl6","Ox","A"
"2257","Rac1","Ox","A"
"2258","Rack1","Ox","A"
"2259","Rad23b","Ox","A"
"2260","Rae1","Ox","A"
"2261","Raf1","Ox","A"
"2262","Rala","Ox","A"
"2263","Ralbp1","Ox","A"
"2264","Ralgapa1","Ox","A"
"2265","Ralgapb","Ox","A"
"2266","Raly","Ox","A"
"2267","Ralyl","Ox","A"
"2268","Ranbp1","Ox","A"
"2269","Ranbp3","Ox","A"
"2270","Ranbp9","Ox","A"
"2271","Rangap1","Ox","A"
"2272","Rap1gap2","Ox","A"
"2273","Rap1gds1","Ox","A"
"2274","Rars1","Ox","A"
"2275","Rassf5","Ox","A"
"2276","Rbbp4","Ox","A"
"2277","Rbbp6","Ox","A"
"2278","Rbbp7","Ox","A"
"2279","Rbfox3","Ox","A"
"2280","Rbm10","Ox","A"
"2281","Rbm11","Ox","A"
"2282","Rbm12","Ox","A"
"2283","Rbm22","Ox","A"
"2284","Rbm25","Ox","A"
"2285","Rbm26","Ox","A"
"2286","Rbm3","Ox","A"
"2287","Rbm39","Ox","A"
"2288","Rbm5","Ox","A"
"2289","Rbms1","Ox","A"
"2290","Rbms2","Ox","A"
"2291","Rbms3","Ox","A"
"2292","Rbmxl1","Ox","A"
"2293","Rbsn","Ox","A"
"2294","Rbx1","Ox","A"
"2295","Rc3h1","Ox","A"
"2296","Rcan1","Ox","A"
"2297","Rcan2","Ox","A"
"2298","Rcsd1","Ox","A"
"2299","Rdh14","Ox","A"
"2300","Reep1","Ox","A"
"2301","Reep2","Ox","A"
"2302","Reep5","Ox","A"
"2303","Rela","Ox","A"
"2304","Relch","Ox","A"
"2305","Reps2","Ox","A"
"2306","Rer1","Ox","A"
"2307","Retreg1","Ox","A"
"2308","Retreg2","Ox","A"
"2309","Rexo2","Ox","A"
"2310","Rfk","Ox","A"
"2311","Rgs10","Ox","A"
"2312","Rgs3","Ox","A"
"2313","Rgs7","Ox","A"
"2314","Rhbdd2","Ox","A"
"2315","Rhob","Ox","A"
"2316","Rhot1","Ox","A"
"2317","Rhot2","Ox","A"
"2318","Ric8a","Ox","A"
"2319","Rictor","Ox","A"
"2320","Rida","Ox","A"
"2321","Rims1","Ox","A"
"2322","Rims3","Ox","A"
"2323","Riok3","Ox","A"
"2324","Ripor1","Ox","A"
"2325","Rmc1","Ox","A"
"2326","Rmdn2","Ox","A"
"2327","Rmdn3","Ox","A"
"2328","Rnf114","Ox","A"
"2329","Rnf14","Ox","A"
"2330","Rnf213","Ox","A"
"2331","Rnf220","Ox","A"
"2332","Rnf25","Ox","A"
"2333","Rnf7","Ox","A"
"2334","Rnh1","Ox","A"
"2335","Rnmt","Ox","A"
"2336","Rnps1","Ox","A"
"2337","Rock2","Ox","A"
"2338","Rpa1","Ox","A"
"2339","Rpap3","Ox","A"
"2340","Rph3a","Ox","A"
"2341","Rpl10a","Ox","A"
"2342","Rpl11","Ox","A"
"2343","Rpl13","Ox","A"
"2344","Rpl17","Ox","A"
"2345","Rpl19","Ox","A"
"2346","Rpl23","Ox","A"
"2347","Rpl23a","Ox","A"
"2348","Rpl26","Ox","A"
"2349","Rpl28","Ox","A"
"2350","Rpl3","Ox","A"
"2351","Rpl30","Ox","A"
"2352","Rpl31","Ox","A"
"2353","Rpl34","Ox","A"
"2354","Rpl36","Ox","A"
"2355","Rpl5","Ox","A"
"2356","Rpl9","Ox","A"
"2357","Rplp1","Ox","A"
"2358","Rpn1","Ox","A"
"2359","Rpn2","Ox","A"
"2360","Rpp30","Ox","A"
"2361","Rprd2","Ox","A"
"2362","Rps10","Ox","A"
"2363","Rps12","Ox","A"
"2364","Rps14","Ox","A"
"2365","Rps17","Ox","A"
"2366","Rps18","Ox","A"
"2367","Rps21","Ox","A"
"2368","Rps25","Ox","A"
"2369","Rps26","Ox","A"
"2370","Rps28","Ox","A"
"2371","Rps3","Ox","A"
"2372","Rps4x","Ox","A"
"2373","Rps5","Ox","A"
"2374","Rps6ka3","Ox","A"
"2375","Rps6ka5","Ox","A"
"2376","Rps6kc1","Ox","A"
"2377","Rps7","Ox","A"
"2378","Rptor","Ox","A"
"2379","Rragb","Ox","A"
"2380","Rragc","Ox","A"
"2381","Rragd","Ox","A"
"2382","Rrm2b","Ox","A"
"2383","Rsu1","Ox","A"
"2384","Rtcb","Ox","A"
"2385","Rtf1","Ox","A"
"2386","Rtf2","Ox","A"
"2387","Rtkn","Ox","A"
"2388","RTRAF","Ox","A"
"2389","Rufy1","Ox","A"
"2390","Rufy2","Ox","A"
"2391","Rundc3a","Ox","A"
"2392","Rundc3b","Ox","A"
"2393","Rusf1","Ox","A"
"2394","Ruvbl2","Ox","A"
"2395","Rwdd4","Ox","A"
"2396","Ryr2","Ox","A"
"2397","S100a10","Ox","A"
"2398","S100a13","Ox","A"
"2399","S100a16","Ox","A"
"2400","Sacs","Ox","A"
"2401","Sae1","Ox","A"
"2402","Safb","Ox","A"
"2403","Samd14","Ox","A"
"2404","Samd4b","Ox","A"
"2405","Samhd1","Ox","A"
"2406","Samm50","Ox","A"
"2407","Sap30bp","Ox","A"
"2408","Sar1a","Ox","A"
"2409","Sar1b","Ox","A"
"2410","Sarg","Ox","A"
"2411","Sbf1","Ox","A"
"2412","Sbno1","Ox","A"
"2413","Scaf8","Ox","A"
"2414","Scamp1","Ox","A"
"2415","Scamp3","Ox","A"
"2416","Scfd1","Ox","A"
"2417","Scfd2","Ox","A"
"2418","Scn10a","Ox","A"
"2419","Scn11a","Ox","A"
"2420","Scn4b","Ox","A"
"2421","Scnm1","Ox","A"
"2422","Scoc","Ox","A"
"2423","Scp2","Ox","A"
"2424","Scrn1","Ox","A"
"2425","Scrn3","Ox","A"
"2426","Scyl1","Ox","A"
"2427","Scyl2","Ox","A"
"2428","Sdcbp","Ox","A"
"2429","Sdhb","Ox","A"
"2430","Sec16a","Ox","A"
"2431","Sec23ip","Ox","A"
"2432","Sec24a","Ox","A"
"2433","Sec31a","Ox","A"
"2434","Sec61b","Ox","A"
"2435","Sec62","Ox","A"
"2436","Sephs1","Ox","A"
"2437","Septin3","Ox","A"
"2438","Septin6","Ox","A"
"2439","Septin8","Ox","A"
"2440","Serbp1","Ox","A"
"2441","Serpinb1a","Ox","A"
"2442","Serpinb6","Ox","A"
"2443","Sestd1","Ox","A"
"2444","Setd1a","Ox","A"
"2445","Setd3","Ox","A"
"2446","Setd7","Ox","A"
"2447","Sf1","Ox","A"
"2448","Sf3a2","Ox","A"
"2449","Sf3a3","Ox","A"
"2450","Sf3b3","Ox","A"
"2451","Sf3b6","Ox","A"
"2452","Sfpq","Ox","A"
"2453","Sfr1","Ox","A"
"2454","Sfxn3","Ox","A"
"2455","Sgip1","Ox","A"
"2456","Sgpl1","Ox","A"
"2457","Sgsm1","Ox","A"
"2458","Sgsm3","Ox","A"
"2459","Sh3bgrl3","Ox","A"
"2460","Sh3bp4","Ox","A"
"2461","Sh3gl2","Ox","A"
"2462","Sh3glb1","Ox","A"
"2463","Sh3glb2","Ox","A"
"2464","Sh3pxd2a","Ox","A"
"2465","Shc1","Ox","A"
"2466","Shc2","Ox","A"
"2467","Shoc2","Ox","A"
"2468","Sike1","Ox","A"
"2469","Sirt2","Ox","A"
"2470","Skp1","Ox","A"
"2471","Skt","Ox","A"
"2472","Slain2","Ox","A"
"2473","Slc12a6","Ox","A"
"2474","Slc17a6","Ox","A"
"2475","Slc19a2","Ox","A"
"2476","Slc1a4","Ox","A"
"2477","Slc25a11","Ox","A"
"2478","Slc25a12","Ox","A"
"2479","Slc25a46","Ox","A"
"2480","Slc26a11","Ox","A"
"2481","Slc27a4","Ox","A"
"2482","Slc2a3","Ox","A"
"2483","Slc30a5","Ox","A"
"2484","Slc30a6","Ox","A"
"2485","Slc33a1","Ox","A"
"2486","Slc35a2","Ox","A"
"2487","Slc35b2","Ox","A"
"2488","Slc35c1","Ox","A"
"2489","Slc37a1","Ox","A"
"2490","Slc38a1","Ox","A"
"2491","Slc38a9","Ox","A"
"2492","Slc39a11","Ox","A"
"2493","Slc3a2","Ox","A"
"2494","Slc41a3","Ox","A"
"2495","Slc5a4a","Ox","A"
"2496","Slc66a2","Ox","A"
"2497","Slc6a15","Ox","A"
"2498","Slc7a14","Ox","A"
"2499","Slc7a6os","Ox","A"
"2500","Slc9a1","Ox","A"
"2501","Slc9a9","Ox","A"
"2502","Slk","Ox","A"
"2503","Slmap","Ox","A"
"2504","Sltm","Ox","A"
"2505","Slu7","Ox","A"
"2506","Smap","Ox","A"
"2507","Smap1","Ox","A"
"2508","Smap2","Ox","A"
"2509","Smarca2","Ox","A"
"2510","Smarca4","Ox","A"
"2511","Smarcal1","Ox","A"
"2512","Smarcc2","Ox","A"
"2513","Smarce1","Ox","A"
"2514","Smchd1","Ox","A"
"2515","Smcr8","Ox","A"
"2516","Smg7","Ox","A"
"2517","Smpx","Ox","A"
"2518","Smurf1","Ox","A"
"2519","Snap25","Ox","A"
"2520","Snap29","Ox","A"
"2521","Snap47","Ox","A"
"2522","Snap91","Ox","A"
"2523","Snapin","Ox","A"
"2524","Snf8","Ox","A"
"2525","Snn","Ox","A"
"2526","Snph","Ox","A"
"2527","Snrnp200","Ox","A"
"2528","Snrnp70","Ox","A"
"2529","Snrpa","Ox","A"
"2530","Snrpa1","Ox","A"
"2531","Snrpc","Ox","A"
"2532","Snrpe","Ox","A"
"2533","Snta1","Ox","A"
"2534","Snupn","Ox","A"
"2535","Snw1","Ox","A"
"2536","Snx10","Ox","A"
"2537","Snx11","Ox","A"
"2538","Snx12","Ox","A"
"2539","Snx13","Ox","A"
"2540","Snx16","Ox","A"
"2541","Snx17","Ox","A"
"2542","Snx19","Ox","A"
"2543","Snx2","Ox","A"
"2544","Snx4","Ox","A"
"2545","Snx6","Ox","A"
"2546","Snx7","Ox","A"
"2547","Snx9","Ox","A"
"2548","Sod1","Ox","A"
"2549","Sowahc","Ox","A"
"2550","Spag7","Ox","A"
"2551","Spart","Ox","A"
"2552","Spats2","Ox","A"
"2553","Spats2l","Ox","A"
"2554","Spcs1","Ox","A"
"2555","Spcs2","Ox","A"
"2556","Specc1l","Ox","A"
