ProteinGroup,GeneSymbol,881_dLSC_f1_5.27.2024.d,882_dLSC_m1_5.27.2024.d,883_dLSC_m2_5.27.2024.d,884_dLSC_f3_5.27.2024.d,885_dLSC_f2_5.27.2024.d,886_dLSC_m3_5.27.2024.d,889_LDRG_898_5.28.2024.d,890_LDRG_1248_5.28.2024.d,891_LDRG_1095_5.28.2024.d,892_LDRG_1236_5.28.2024.d,893_LDRG_1094_5.28.2024.d,894_LDRG_1249_5.28.2024.d,896_paw_pool_5.28.2024.d,897_paw_f_5.28.2024.d,898_paw_m_5.28.2024.d,901_SCN_IIa2_5.28.2024.d,902_SCN_IIa3_5.28.2024.d,903_SCN_IIb2_5.28.2024.d,904_SCN_IIb3_5.28.2024.d,905_SCN_IIa4_5.28.2024.d,906_SCN_IIb1_5.28.2024.d
Ppa1,Ppa1,18.63818915,18.52778486,18.44563603,18.67631167,18.7011911,18.6206442,17.73786469,17.93311259,17.70193799,17.72840613,17.46466935,17.82439836,18.01617817,17.96764357,18.03245821,18.06847365,18.05907881,17.98704206,17.97918942,18.01974332,17.98659654
Ppa2,Ppa2,19.35275931,19.31160229,19.40710638,19.46398507,19.47255882,19.49101943,17.57882856,17.54570051,17.17751501,17.22739478,17.30566348,17.32505744,15.87381031,16.14854221,15.88983452,16.59501066,16.42197757,16.51175162,16.59333526,16.52742246,16.52513056
Ppan,Ppan,NA,NA,NA,NA,NA,NA,13.35656659,13.30403172,13.45464888,13.40407059,13.22310082,13.70589804,16.95497833,16.82237479,16.99298904,NA,NA,NA,NA,NA,NA
Ppcdc,Ppcdc,14.12834754,14.04401741,14.06077305,14.1074317,13.74984063,14.00004184,13.12116114,13.53774014,12.54288435,12.66229898,12.63421434,13.23793889,NA,NA,NA,13.93990745,13.698076,13.77179314,13.97677251,13.32163731,13.72419551
Ppcs,Ppcs,15.06013047,15.05514591,14.88087768,14.87343459,15.080634,14.85852548,14.52794137,14.84657846,14.66036612,14.75099098,14.6774663,14.96046255,14.47785704,14.61812307,14.41175617,16.26711349,16.45161888,16.45700851,16.20795304,16.10706017,16.12328673
Ppef1,Ppef1,14.16904774,14.40479226,14.44395079,14.23551332,14.30018102,14.39581715,15.6043314,16.02824977,15.84246015,15.91943348,15.85366034,15.96499115,NA,NA,NA,16.71827148,16.50998255,16.61421527,16.54714248,16.56496312,16.37814638
Ppfia2,Ppfia2,15.68067337,15.67846347,15.62424179,15.63239009,15.60472302,15.69551862,15.39068137,15.21291218,15.12227609,15.39867427,15.22362573,15.30141386,14.90653363,14.70368192,14.71208093,14.97927252,14.61087426,14.76879154,14.56219809,14.79789756,14.65769456
Ppfia2;Ppfia3,Ppfia2,16.11977107,15.92674719,15.85120035,15.8102626,15.88328619,15.91229149,15.8313815,15.45838871,15.52841406,15.49515303,15.83782959,15.53980463,14.81457746,15.48273234,15.15567999,15.07215515,14.71771055,15.23622937,NA,NA,NA
Ppfia3,Ppfia3,17.0609916,16.95580589,16.87939827,16.9425556,17.07345301,16.88432825,15.71842713,15.68963323,15.7458386,15.81110683,15.82456516,15.79666485,14.96360891,15.13805822,15.1707923,14.86144684,14.67133047,14.81924886,14.54311059,14.62320953,14.6030163
Ppfibp1,Ppfibp1,12.34797126,12.2712289,12.34926361,12.39392423,12.10844116,12.36674618,15.61859568,15.60362128,15.60022416,15.48459008,15.68995127,15.78973885,14.88860906,14.86824377,14.87663975,14.92120326,15.00487005,14.96162584,14.82861826,14.84675921,14.87232305
Ppfibp1;Ppfibp2,Ppfibp1,NA,NA,NA,NA,NA,NA,15.01959773,15.21663598,15.25074874,14.93529551,15.31671611,15.36496297,15.19748826,15.46797893,15.50988642,15.18944716,15.18363097,15.29279165,15.26779728,15.26083328,15.35009541
Ppfibp2,Ppfibp2,15.17959713,15.19821387,14.89229998,14.70423076,15.09092205,14.78583452,13.39251952,13.69123781,13.16636538,12.94227276,13.29106881,13.05500752,14.6446761,14.6712825,14.61860284,13.53374525,13.40012394,13.12450006,13.53564281,13.14710747,13.13369426
Ppia,Ppia,22.27974643,22.56912602,22.26509064,22.03638148,22.13250594,22.43524204,22.87883934,21.47340478,21.10383274,21.47292507,21.69085669,21.72866447,22.13142131,22.33090795,22.22076611,21.68811896,21.75101801,21.76591795,21.82597766,21.77545258,21.80490829
Ppib,Ppib,18.79055097,18.83826161,18.84032568,18.80245889,18.68750692,18.92246229,20.46537465,19.68768742,19.68363932,19.79870206,19.98032699,20.02160654,19.63224263,19.67436338,19.64122105,18.51324468,18.64112735,18.5549393,18.60558567,18.69188348,18.59796201
Ppic,Ppic,NA,NA,NA,NA,NA,NA,14.5118825,14.60677741,14.81762589,14.44866246,14.34671444,14.66006,16.54443483,16.59785956,16.48351692,15.12265263,15.111728,14.95697541,15.08958953,15.00596167,15.08901616
Ppid,Ppid,18.33971811,18.29154989,18.23771876,18.39511088,18.34913254,18.26196546,16.99010275,17.18735934,17.23436105,17.15829547,17.13235615,17.25771602,15.9131559,15.96887846,15.81965032,16.63192698,16.64136612,16.65581122,16.67158544,16.69630398,16.65980863
Ppid;Ppif;Ranbp2,Ppid,15.62289261,16.08838661,15.67447367,15.43201006,15.10738056,16.3657688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ppie,Ppie,14.79652131,14.86914558,14.51401127,14.61124386,14.6915527,14.75968537,14.83833115,15.00301433,15.00394427,14.96838688,14.91542935,14.90238183,15.15108724,15.19419896,15.17625382,14.47296006,14.55900759,14.52442291,14.59968883,14.25721882,NA
Ppie;Ppif,Ppie,16.45439248,16.15507317,16.23543276,16.37719528,16.41195944,16.12339396,14.07511141,NA,14.51638333,14.21626842,14.38957757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ppif,Ppif,17.30277495,17.53427318,17.44164304,17.3679004,17.26255208,17.52954083,14.89955665,15.08803753,15.20430728,15.02742071,15.04708898,15.06696358,14.58070495,14.72367381,14.60916452,15.01559618,14.6236296,14.89421321,14.76832399,14.32515654,NA
Ppig,Ppig,15.17566457,15.07622083,15.07158595,15.14285131,15.01784921,15.26979942,15.72542707,15.70383874,15.50409761,15.6259831,15.73621327,15.56057529,15.49264726,15.58216551,15.38567692,NA,13.90193221,14.21190564,14.06167807,13.67605071,13.94514808
Ppih,Ppih,14.54616098,14.49878827,14.57459381,14.51505504,14.41626073,14.57777072,15.03214339,16.15803231,15.8265814,15.55075425,15.4925292,15.91470201,15.9927245,16.124653,16.03999259,14.32966894,14.63103827,14.44207776,14.517507,14.5963348,14.61073609
Ppil1,Ppil1,16.13894121,16.22624641,16.3070894,16.19772208,16.27312775,16.31811443,16.01646206,16.2533848,15.84155841,15.95433753,15.86699496,16.14849093,15.89699713,15.96411177,15.67639749,15.50751303,15.53600514,15.60642453,15.59936107,15.53558397,15.71690381
Ppil2,Ppil2,14.6548195,14.34900526,14.70187395,14.93422111,14.61817294,14.73397943,13.80986489,13.98017053,14.22403151,14.15629085,13.99205056,13.90246533,14.56333234,14.51700903,14.73436963,12.19430194,12.82244678,12.47952617,12.36523388,12.32141376,12.54490312
Ppil3,Ppil3,13.87973424,14.13681946,14.23106622,14.00857431,13.83726928,14.21402171,14.25030823,14.03658144,13.97749842,14.19500543,14.19149243,14.05150321,13.95132115,13.83069345,13.84104339,13.10038515,13.49673368,13.15216123,13.59328766,13.14470553,13.49272266
Ppil4,Ppil4,13.37598877,13.62167301,13.67929388,13.35602576,12.651588,12.89028198,14.06083556,13.58970855,13.18106928,13.5503842,13.8221608,13.84197983,14.19404426,14.14704113,14.16587124,NA,NA,NA,NA,NA,NA
Ppip5k1,Ppip5k1,14.41741757,14.13325584,14.23218693,14.34902123,14.1156128,14.32204335,14.01918777,14.0205634,13.97550956,13.70504721,13.82840799,14.02670167,11.48963224,11.88434226,10.96314173,12.93524395,12.74330841,12.6902622,12.83401881,12.83008495,12.46322018
Ppip5k1;Ppip5k2,Ppip5k1,15.2099236,15.21404732,15.13531757,15.2005756,15.12789559,15.20270028,14.97519328,14.55697396,15.0153742,14.91573228,14.90190224,15.05360297,13.51842971,13.76826922,12.83437715,14.80020614,14.400532,14.70320379,14.80677723,14.83867949,14.78769817
Ppip5k2,Ppip5k2,15.14410415,15.33052422,15.2340928,15.19593363,15.18438962,15.3286364,14.76226158,14.8248688,14.85557212,14.63384291,14.77598141,14.73683231,14.57295726,14.40119,14.40810266,14.95306313,14.82972176,15.03128639,14.77197552,14.85744944,15.04748865
Ppl,Ppl,14.51358028,14.20087777,14.33044905,NA,14.9598286,14.38074338,NA,NA,NA,NA,NA,NA,18.86738061,18.79614259,18.79110227,15.56996794,15.42848772,14.88310755,14.94138689,15.62306863,14.85854814
Ppm1a,Ppm1a,17.15122952,17.20132274,16.98803613,17.25062451,17.12008411,17.24033957,17.51986704,17.48606066,17.3447874,17.51214947,17.32011695,17.53047967,15.79189383,15.78152321,15.89823162,16.65186187,16.66379162,16.6642093,16.73955093,16.73870839,16.67509512
Ppm1a;Ppm1b,Ppm1a,17.05136223,17.34835397,17.28876252,16.84994462,16.86975631,17.0341635,17.44566912,17.16629537,17.28591772,17.35717282,17.2190279,17.51278595,15.91978442,15.7439522,15.57713513,17.05603864,17.17922244,17.07718021,17.11723093,16.94538554,17.22013996
Ppm1b,Ppm1b,17.32014626,17.36654005,17.47754393,17.34095419,17.38141601,17.35021105,16.15569573,16.18705804,16.18354824,16.26052119,15.92806469,16.19544732,16.31052627,16.40806731,16.33335074,16.86727759,17.02038447,16.92470667,17.0286221,16.90752739,16.93498474
Ppm1e,Ppm1e,17.09758265,17.10762827,17.02892614,16.81234466,16.84407045,16.94908592,15.57366997,15.26787957,15.40423203,15.38810344,15.31267499,15.28371701,NA,10.92407761,10.65216379,15.83825277,15.78588387,15.8888637,15.81885907,15.72246459,15.82119633
Ppm1f,Ppm1f,16.27092058,16.25900788,16.23066948,16.30133198,16.24887686,16.25029839,15.91933794,16.26969102,16.14694185,15.92510732,15.83151657,16.08567402,13.56353818,13.59848657,13.44140671,16.24757731,16.45835136,16.43844913,16.52810198,16.40092268,16.36330932
Ppm1g,Ppm1g,15.62724844,15.69483663,15.55760254,15.56342621,15.48950652,15.59247656,16.63530217,16.67477804,16.64677026,16.6634144,16.49741866,16.7077822,16.50293087,16.68348282,16.6176581,14.92590096,15.12632793,14.98746005,14.95378691,15.0331255,15.06654021
Ppm1h,Ppm1h,16.70049675,16.78453985,16.76310068,16.73152079,16.70062829,16.78088867,14.97133016,15.03500733,15.25742603,15.16393439,15.07979804,15.28857075,NA,NA,NA,14.87998245,14.76827725,15.02123658,14.84180085,14.95220243,14.94123625
Ppm1h;Ppm1j,Ppm1h,13.84015831,14.37996718,14.63685116,14.64045396,NA,14.79460878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ppm1j,Ppm1j,13.39671865,13.65830104,13.47398317,13.39368287,13.53308093,13.62443,13.04436212,13.49319248,13.10483123,13.21743273,12.95201417,12.88461737,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ppm1k,Ppm1k,16.49856098,16.08889794,16.29773666,16.60838478,16.54403016,15.83475496,14.52899124,NA,14.67196117,14.95505956,14.34017001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ppm1l,Ppm1l,14.87176004,14.74436457,14.82159629,14.90072942,14.74798909,14.77099318,15.38707131,15.36759017,15.43776566,15.56038619,15.52509165,15.49647389,13.10652205,NA,13.53892852,15.04152967,14.88069812,15.38209835,15.02204016,14.88587758,15.14163266
Ppm1m,Ppm1m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.33207152,13.82074739,14.67662928,NA,NA,NA,NA,NA,NA
Ppme1,Ppme1,18.00486175,17.9284485,17.92948395,17.97919855,17.87788958,17.97790456,17.07348994,17.49595139,17.25609835,17.50209108,17.13165837,17.3521709,15.55440898,15.49793891,15.26022944,16.29369232,16.28565224,16.33347592,16.40606343,16.36864699,16.33947563
Ppox,Ppox,14.75255844,14.87558281,14.91195474,14.82136806,14.83874626,14.84115938,14.6817918,14.8899442,14.82280742,14.51772002,14.62859497,14.71815735,14.35290499,14.35593151,14.32211468,13.69714981,14.01949916,13.85382103,13.9636675,14.04274795,13.98845344
Ppp1ca,Ppp1ca,17.26731343,17.29633996,17.33353816,17.42857319,17.33562264,17.42447222,17.46294663,17.31510168,17.43498826,17.66481545,17.49590988,17.58642712,17.88397449,17.80162533,17.86466713,16.95720913,17.02485899,17.03840564,17.04468642,17.02972694,16.96716337
Ppp1ca;Ppp1cb;Ppp1cc,Ppp1ca,18.16363812,18.52244115,18.0014649,18.04222443,17.93100653,18.5301801,17.91266463,17.93201237,17.73263956,18.17202567,17.93539977,17.9892691,17.99003716,17.77616401,17.94695273,16.70775457,16.84232456,16.71287559,17.41300994,16.94921827,16.75612197
Ppp1ca;Ppp1cc,Ppp1ca,14.45848506,14.90230008,14.32223989,14.03531067,13.88139509,14.311486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ppp1cb,Ppp1cb,18.89262606,18.93126677,18.69028515,18.93264827,18.68485978,18.81705042,18.13717721,17.94520636,17.97980811,18.11032363,18.15615181,17.95796834,18.41628257,18.21794796,18.28902027,18.43302289,18.46682448,18.03574695,18.4006207,18.03508961,18.31375516
Ppp1cb;Ppp1cc,Ppp1cb,16.18368807,16.55428307,15.52437122,16.64591805,16.14750021,16.60608419,15.2705196,14.11691801,12.73782405,14.5161381,15.37144648,14.77892382,NA,NA,NA,13.47850366,13.00212409,13.19251367,14.35621595,14.25492296,14.34355649
Ppp1cc,Ppp1cc,17.77604593,17.65794213,17.74734036,17.65796265,17.7050144,17.62134536,16.99707496,16.50007247,16.90473703,16.93078438,16.71993213,16.73756086,16.26088014,16.20114784,16.30105705,16.50314456,16.54611219,16.32508723,16.35664905,16.39790926,16.4114251
Ppp1r10,Ppp1r10,12.8212139,12.90291823,13.04426845,12.79136719,13.10032567,13.10316316,13.46091003,13.74958873,13.37290226,13.83517384,13.54821474,13.66228658,13.6774141,13.93768488,13.79608468,12.30991623,12.52884843,12.52971977,12.47182348,12.323818,12.52205904
Ppp1r11,Ppp1r11,15.86846423,15.86759544,15.47488273,15.69808149,15.7398559,16.09024813,14.5467315,14.66849306,15.09766548,15.20550569,14.6851667,15.02547426,14.25047269,14.11572768,13.8513443,14.14512947,14.28044884,14.78003147,14.43724703,14.65171122,14.61997392
Ppp1r12a,Ppp1r12a,15.59552978,15.59921947,15.47155725,15.50890878,15.49109482,15.54266324,15.83477368,15.59376931,15.60360914,15.5893031,15.63794993,15.73095029,16.08224711,16.05493848,16.08733976,16.11771488,15.98130003,16.04190665,15.9563676,16.02654651,15.98884138
Ppp1r12a;Ppp1r12b,Ppp1r12a,14.88347311,14.9268221,14.70984606,15.06854102,14.89934965,14.87210053,15.39959592,14.89102885,15.26855646,15.31248984,15.32840657,15.18765153,15.02134819,15.22575985,15.04407098,15.74828536,15.48611274,15.51609931,15.56446337,15.47645571,NA
Ppp1r12b,Ppp1r12b,14.21590506,14.12623588,14.09483563,14.20964943,14.14585541,14.21064067,15.49433642,14.82196414,15.21887587,14.93540045,15.14232054,15.21835984,15.04599033,14.84209742,14.92893253,16.16772036,16.46051311,15.66812117,16.17352984,16.01988656,15.74565871
Ppp1r12c,Ppp1r12c,15.38003624,15.42449649,15.34556366,15.22769286,15.50827046,15.43266076,15.01282464,14.98989931,14.68604808,14.98088781,14.81583095,15.02477333,14.29513665,14.65068304,14.39667717,14.80691656,14.69211558,14.69905279,14.58491065,14.78206867,14.5981111
Ppp1r13b,Ppp1r13b,16.24451135,16.29221834,16.18592455,16.05384251,16.25756073,16.1524892,14.0798989,13.93253888,13.75905835,13.71928273,14.13124489,14.03738553,NA,NA,NA,13.7547985,13.39742418,13.86225725,13.54677326,13.57996025,13.61737986
Ppp1r13l,Ppp1r13l,NA,NA,NA,NA,NA,NA,14.53878306,NA,NA,NA,14.38192818,14.12805878,17.0150555,16.95672994,17.06308767,15.32652414,15.20295577,15.40243153,14.95094914,14.91762343,15.33483156
Ppp1r14a,Ppp1r14a,17.65503626,17.28353563,16.95298891,17.50093343,17.7319381,16.96666508,NA,NA,NA,NA,NA,NA,12.55594554,13.11681666,NA,NA,NA,NA,NA,NA,NA
Ppp1r14b,Ppp1r14b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.46078863,12.51880558,NA,NA,NA,14.37788155,14.27600078,14.52130598,NA,NA,NA
Ppp1r14c,Ppp1r14c,12.55480054,12.97138607,11.96227577,12.23954846,12.4108598,12.62409175,NA,12.98627582,12.6071569,12.91985587,12.38103727,13.54973655,13.40261915,12.91812799,13.28527751,11.29589518,NA,12.2494246,12.69978498,11.61945428,NA
Ppp1r16a,Ppp1r16a,14.61177193,14.58277329,14.29010324,14.66557816,14.64834006,14.65936222,NA,NA,NA,NA,11.50719504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ppp1r16b,Ppp1r16b,13.34490499,13.45132647,13.52280384,13.59720839,13.48091557,13.59998884,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.41836391,11.93891428,11.71074618,11.37323493,11.34994464,11.32373597
Ppp1r18,Ppp1r18,15.06212205,14.45266004,14.7847113,15.09126182,15.13200996,14.70856743,15.61162604,15.97078028,15.75269771,15.82635161,15.58077576,15.57079501,15.771401,15.91399856,15.74235472,15.82759371,15.84468445,15.47482704,15.49904566,15.75652639,15.64156287
Ppp1r1a,Ppp1r1a,NA,NA,NA,NA,NA,NA,14.43195983,14.02826793,13.76670489,13.85757758,14.36264933,14.63994237,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ppp1r1b,Ppp1r1b,14.11701881,14.05147482,14.1901125,14.47439729,14.30181564,14.430489,13.92764835,13.50836427,13.66611903,13.63758863,13.05588947,13.64558365,14.51203454,14.94182479,14.56438525,13.02687612,12.49029184,13.32229436,13.11065785,NA,13.62892393
Ppp1r1c,Ppp1r1c,NA,NA,NA,NA,NA,NA,14.69576717,15.730551,15.57431549,15.32369722,14.93005201,15.57756673,NA,NA,NA,10.82765233,NA,12.34891622,NA,11.49039464,12.04742047
Ppp1r2,Ppp1r2,16.17009207,16.14299372,16.12296708,16.0186967,16.08361135,16.00190845,17.81404457,17.972565,17.71606749,18.01619223,17.61645585,18.0285444,15.63815758,15.73263473,15.52017041,15.73939222,15.73536779,16.12794835,16.23302651,15.73131888,16.11661702
Ppp1r21,Ppp1r21,16.74614861,16.73375995,16.62564222,16.6299777,16.58116837,16.64190134,15.46540596,15.17083106,15.3327985,15.30884009,15.33592234,15.23309047,15.27318861,15.27705112,15.28626493,14.80767657,14.72849459,14.84500678,14.56308374,14.72196481,14.63813789
Ppp1r37,Ppp1r37,13.44544899,13.24169282,12.97877599,13.66259577,13.39277604,13.5116392,13.87851924,14.32229705,14.24066479,14.22895849,14.16904922,14.05278587,15.95895819,16.51124923,16.52181971,NA,NA,NA,NA,NA,NA
Ppp1r3a,Ppp1r3a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.45598933,NA,13.72679408,13.84963168,15.26359738,13.39663597,15.16580361,12.35781772,NA
Ppp1r3e,Ppp1r3e,13.88038433,13.75767696,14.06182438,14.07383459,13.96414454,13.96773189,12.51428256,12.62257809,12.45721156,12.46061203,12.47158885,13.18400903,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ppp1r3f,Ppp1r3f,16.70373161,16.599609,16.89481252,16.68583138,16.82325943,16.72860214,12.22217246,12.05566177,12.21073452,12.40212868,12.70121962,12.26024613,NA,NA,NA,NA,NA,NA,NA,NA,11.60849048
Ppp1r3g,Ppp1r3g,NA,12.40845713,11.95875932,11.19452911,10.84469792,11.98668469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ppp1r7,Ppp1r7,18.11142976,18.02762981,17.97418615,17.97436497,18.02353011,18.02967044,16.9079293,16.85662193,16.98148076,17.01707277,16.90273977,17.07197656,16.38872499,16.48964606,16.45902829,17.30058441,17.3567375,17.4407017,17.42697162,17.36605751,17.39533007
Ppp1r8,Ppp1r8,13.91775771,13.83100006,13.73826826,13.89121668,13.56556566,13.92500557,14.75429956,14.926058,14.796344,14.86906248,15.11375681,15.03786482,14.13625621,14.4255717,14.50330231,12.19183325,12.85157005,12.96013924,12.56773826,12.63203782,12.52732666
Ppp1r9b,Ppp1r9b,17.00148033,16.93938318,16.85806021,16.90711075,17.01110233,16.96067373,15.13412634,15.32433016,15.30232157,15.28999255,15.44293608,15.41640519,15.8183193,15.76300168,15.77682198,14.35919748,14.17617696,14.20460002,14.1510305,14.23121212,14.17518701
Ppp2ca,Ppp2ca,17.74705942,17.88267886,17.81629222,17.46602777,17.49865987,17.85515071,16.74910461,16.54658381,16.61287129,16.87147648,16.68803483,16.58644239,17.31399994,17.17325175,17.29290212,15.60119624,15.39204904,15.25744678,16.02881042,NA,NA
Ppp2ca;Ppp2cb,Ppp2ca,19.12068984,19.28910613,19.21065852,19.10703515,19.0433376,19.19860805,17.98206677,17.89700206,18.1363715,18.17811246,18.25542124,17.97865746,NA,NA,NA,17.86314799,17.82976679,17.85039507,17.83821652,17.85416655,17.85821997
Ppp2ca;Ppp2cb;Ppp4c,Ppp2ca,15.76730005,16.46207041,15.65497159,15.42773285,15.06252263,16.20205951,14.59664754,14.60805709,14.0303935,14.66488499,14.53323223,14.79373623,NA,NA,NA,14.01136763,13.8203116,14.13359103,14.42701554,13.42621769,13.90511536
Ppp2cb,Ppp2cb,16.23483197,16.50129875,16.05712717,16.00955555,16.05825445,16.24009674,15.75985624,15.22501879,15.42014252,15.8204653,15.73218458,15.47429348,NA,NA,NA,14.21713027,14.39233422,13.64724719,NA,14.08248066,14.22960035
Ppp2r1a,Ppp2r1a,19.65900031,19.77857017,19.66411127,19.65878067,19.6446882,19.66663113,19.01618732,19.282154,19.04419751,19.12679405,19.01971756,19.23783663,19.22758188,19.04934164,19.24180231,19.27001467,19.24516413,19.22094144,19.19412015,19.20614608,19.28487555
Ppp2r1a;Ppp2r1b,Ppp2r1a,17.94579124,18.11098265,17.81241008,17.90739384,17.50031862,18.02163351,16.94474509,16.70868499,16.77463134,16.99821282,16.99100648,16.82572604,17.73347826,17.43550111,17.81927872,16.85799655,16.65207468,16.67405866,16.67482206,16.43984163,16.34202682
Ppp2r1b,Ppp2r1b,13.40833607,13.38749616,13.42839308,13.28069488,13.26196866,13.19405058,13.4289797,13.34214048,13.33349032,13.0436549,13.14514464,12.92752936,15.55764557,15.62363271,15.51707869,13.82327835,14.15329337,13.89844487,14.13091055,13.94548393,13.80638162
Ppp2r2a,Ppp2r2a,17.78275411,17.84182557,17.73527806,17.67452685,17.76878692,17.83266433,17.43028489,17.21793685,17.03267288,17.1937025,17.09465669,17.23068402,17.74570973,17.60148819,17.7230328,16.86321903,17.01378601,16.89909558,16.93056319,16.89730874,17.01655279
Ppp2r2a;Ppp2r2b;Ppp2r2c;Ppp2r2d,Ppp2r2a,15.75998698,16.05596235,16.11998266,15.98578414,16.07952437,16.12680125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ppp2r2a;Ppp2r2b;Ppp2r2d,Ppp2r2a,16.41100892,16.95302811,16.3406398,16.55471801,16.16740288,16.80185939,15.57046649,15.4812049,14.88488673,15.20422352,14.96519703,15.28905223,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ppp2r2a;Ppp2r2c,Ppp2r2a,17.91480555,17.77320361,17.95274125,17.88979507,18.03876899,NA,17.38906831,16.90723104,17.24850207,NA,17.22075618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ppp2r2a;Ppp2r2d,Ppp2r2a,16.26759917,16.19336388,16.16852018,16.20925656,16.16261546,16.27358267,16.04642567,15.70810627,15.56218285,15.82718974,15.86487916,15.80487766,NA,NA,NA,15.09902919,14.67698163,14.8223629,15.06823391,14.92073847,15.12604683
Ppp2r2b,Ppp2r2b,13.3594684,13.69035866,13.24900743,13.36682827,13.72921981,13.67415361,13.60063614,13.74525658,13.98578873,13.8067366,13.75242253,13.8023155,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ppp2r2b;Ppp2r2c;Ppp2r2d,Ppp2r2b,17.66027391,17.5609643,17.62817899,17.69411452,17.79998066,17.62238835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ppp2r2c,Ppp2r2c,14.71414798,14.60046691,14.95360524,14.658628,14.46856038,14.46814002,13.13096143,12.74348173,NA,13.16802646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ppp2r2d,Ppp2r2d,15.75999575,15.80744583,15.65279128,16.01079381,15.82585519,16.29736104,15.6317047,15.25794528,15.59507511,15.81898653,15.82959599,15.73690579,NA,NA,NA,15.2145351,15.49043035,15.3757398,15.44656013,15.46186469,15.66491729
Ppp2r5a,Ppp2r5a,15.35009836,15.43229032,15.39840809,15.24444213,15.2123347,15.27901347,15.11868835,15.19324055,15.29467436,15.0388622,14.99209112,15.14022351,15.63601604,15.7159824,15.77480109,14.72210943,14.86147727,14.67399376,14.6818191,14.55940819,14.48573469
Ppp2r5a;Ppp2r5e,Ppp2r5a,14.26470648,14.491803,14.29664381,14.03267427,13.94665045,14.18258833,13.57972841,15.66061434,15.15719691,14.65542451,14.32863286,15.09648045,14.87999479,14.88893347,14.65006444,NA,NA,NA,NA,NA,NA
Ppp2r5b,Ppp2r5b,15.87067016,15.98951235,16.00491737,15.98959911,16.09884551,15.998389,16.71490004,17.1703092,17.16192345,16.92851946,16.80217335,17.08160701,14.69115553,14.91787898,14.90415231,16.55206708,16.35041659,16.40834894,16.23086547,16.44775164,16.3885827
