"","GeneID","X170_SCN_T_m_4","X175_SCN_T_f_5","X177_SCN_T_f_6","X178_SCN_T_m_1","X181_SCN_T_m_3","X197_SCN_T_f_1","X171_SCN_T_f_2","X183_SCN_T_m_2","X185_SCN_T_f_4","X187_SCN_T_f_3","X173_SCN_TC_f_1","X174_SCN_TC_m_5","X182_SCN_TC_m_3","X186_SCN_TC_m_4","X191_SCN_TC_f_3","X193_SCN_TC_m_2","X194_SCN_TC_m_1","X199_SCN_TC_f_2","X189_SCN_TC_f_6","X198_SCN_TC_f_4","X201_SCN_TC_f_5","X195_SCN_TC_m_6"
"2358","Stam;Stam2",NA,NA,11739.4,29610.2,14651.7,12529.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2359","Stam2",7457.420529,8242.299793,7142.119754,7067.685612,6869.733886,7953.8781,8517.063896,5824.138333,10500.17942,6427.223163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2360","Stambp",22354.46136,24752.98935,22905.09125,15724.1214,16178.10035,17610.47707,22832.69117,24938.28011,24963.29362,22992.1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2361","Stambpl1",11040.74931,9989.02685,10698.07185,15703.79637,17876.08029,10890.48945,8839.401234,14715.76382,13071.3319,11745.44638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2362","Stard10",7784.06,7263.732754,9559.77766,8691.033255,8369.539189,5966.034375,8062.019815,NA,9949.567653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2363","Stard13",NA,NA,NA,NA,4354.5,NA,NA,NA,NA,14079.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2364","Stat1",10138.32067,NA,10998.43913,4956.201849,NA,9696.93076,12346.64259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2365","Stat2",13495.75906,14970.11862,17096.57099,14785.39434,14457.97106,17300.77183,13950.7988,14743.52412,16619.1596,21040.45705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2366","Stat3",69716.02277,79156.93956,84918.80641,75799.71021,82830.9712,81046.70645,89847.03094,73166.79464,89925.25431,85024.77281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2367","Stat6",13462.62644,16936.53771,17669.72896,15104.38171,16608.82963,15897.60152,14784.57398,11885.48035,19489.55147,19540.77972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2368","Stau1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2369","Stbd1",113787.2076,134677.3374,138160.302,122663.4368,108927.178,121994.8464,138084.7902,110146.3814,144972.4992,120356.8768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2370","Steap3",12624.27406,13592.02251,12756.54106,10867.81093,10673.04287,13396.07701,14011.28549,11787.29415,NA,30648.13375,7033.8,NA,NA,NA,5153.54,7913.2,6299.13,5686.24,4475,NA,5131.68,5843.59
"2371","Stim1",25447.65918,19476.206,23507.90571,25341.21631,28646.88324,23197.62588,20176.93011,21685.40724,25289.43193,22975.01618,8641.439901,11042.73344,7703.438288,8184.697353,10220.41082,11206.9847,10355.33824,7840.206101,5471.983953,6679.653299,4940.471037,9828.701032
"2372","Stip1",57217.84219,69324.27224,73499.51081,67268.9451,62569.80641,69318.36869,64424.70757,60485.96892,62383.6087,65521.11656,2953.409539,14739.51952,3694.595099,3838.019859,3388.216167,2324.118671,3947.953969,3023.987557,NA,2144.10802,NA,2250.85775
"2373","Stk10",NA,7140.61,6185.3,NA,4662.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2374","Stk24",36143.00735,35661.78289,33569.52099,37312.14646,34528.98292,38079.35385,36994.90641,35154.44121,36557.10756,29982.46502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2375","Stk24;Stk25",16890.7426,14485.59693,17633.39748,19541.30881,19373.56224,17656.88916,17366.62885,11288.91257,15192.63649,15026.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2376","Stk25",16088.90577,20343.74619,16396.44214,15847.35278,14990.96737,16231.4604,15143.09465,16580,29328.2,17628.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2377","Stk38l",19093.6,18148.95177,15834.82934,15097.29675,12873.9281,16159.91246,17340.70026,21960.8,20010.1,19691.78828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2378","Stk39",10161.33381,11486.58169,8904.945796,9519.869048,8685.030514,8090.51555,8595.832352,7725.333386,6474.445905,8033.634822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2379","Stmn1",72284.32129,89547.93569,87909.6709,86405.27107,78620.02961,91033.67875,88666.95844,80063.46591,105909.8402,91709.47723,NA,7445.968558,10941.82163,10494.06027,7187.236434,7095.366837,NA,871.5942388,NA,NA,NA,12240.9191
"2380","Stmn1;Stmn2",299388.7195,330424.7125,410352.7889,430114.4555,414761.4216,437127.1744,405638.8553,290307.1138,386904.5771,390441.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2381","Stmn2",117727.6176,105179.6286,120859.7002,115511.2173,119087.1923,116031.2239,125607.7625,137492.4345,121189.8394,112782.9936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2382","Stmn3",NA,NA,6330.1,NA,9833.64,11253.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2383","Stom",NA,2767.03,1688.07,NA,2800.31,2138.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2384","Stoml3",NA,4315.26,2488.86,NA,NA,2820.53,NA,NA,3168.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2385","Strada",26383.74411,21747.68616,19471.42996,18933.44293,23387.30846,20640.63877,25311.27032,37411.4703,22553.63939,22616.99578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2386","Strap",22417.79266,26608.10035,22031.76355,25139.64428,21602.16248,26684.26458,18049.02021,17175.83454,18544.00683,20995.65223,2242.45,NA,1652.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2387","Strepta",5126279.892,3573290.9,2643028.349,3539615.956,4031824.531,2665901.198,5403105.657,7012824.801,8650367.829,4510712.759,4083621.342,5424643.14,4936706.28,4466988.23,3935658.364,5233264.443,8059601.76,3060563.679,3872191.315,2274133.247,2543277.387,5020852.723
"2388","Strip1",NA,NA,NA,NA,NA,NA,NA,NA,NA,7856.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2389","Strn",143926.8286,122375.5979,134301.1552,160404.8794,146014.7359,146339.7449,140946.7782,120337.343,127151.532,120731.9321,NA,6275.59,NA,NA,5939.69,5289.71,6576.74,3441.22,NA,NA,NA,5727.5
"2390","Strn;Strn3;Strn4",16933.4,26910.4,32825.2,24883.6,18808.8,NA,17133.8,NA,24994.7,18289.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2391","Strn3",19760.25201,20602.45536,20987.86257,19896.69117,24253.49628,23457.57801,19010.61396,15025.39471,21258.10259,20875.82357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2392","Strn3;Strn4",NA,7897.341674,9170.50192,10122.42427,8861.723476,8678.416093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2393","Strn4",7499.41,11399.64067,9789.598719,7447.027145,NA,9521.946319,9981.82,8631.79,9145.133706,9785.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2394","Stub1",5832.336058,6630.967129,6499.709397,5661.604314,6443.566668,5784.917242,6960.829643,7212.339162,7479.939848,6559.813885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2395","Stx17",20198.29767,21488.25783,15950.9,9298.589655,9278.013491,15350.19842,18946.8,19753.76903,16657.27832,21261.16967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2396","Stx18",NA,9380.528734,7589.826919,6891.001691,9683.127885,10044.62873,9617.939728,12922.11498,NA,9637.978395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2397","Stx1b",4858.307495,8917.381009,5805.057092,4869.080781,5908.144113,3316.319965,6897.225113,17689.32926,6849.94491,4730.555926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2398","Stx1b;Stx2",11832.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2399","Stx2",16884.29899,17596.11554,15074.16826,16699.96959,14907.08229,16438.2965,16710.49514,21869.81501,19287.0994,20199.32432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2400","Stx7",47162.94871,56839.03851,54416.93746,47170.17721,46969.72967,51903.48056,54328.95134,37174.2303,52376.41124,56755.90099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2401","Stxbp1",201055.9343,195640.6976,224962.0539,219258.5535,217569.1715,215495.1371,226659.5916,192677.0516,216456.1078,206940.2073,10108.87035,5415.99442,4956.018679,9319.32012,1940.520336,1727.332279,2368.192073,2683.626822,7577.599969,4406.080223,1571.119813,4826.44278
"2402","Stxbp5",11164.14752,16000.02074,16773.48919,10919.08585,16407.6966,16365.39105,14695.32232,14959.35835,12112.8746,15464.57737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2403","Stxbp5;Stxbp5l",5530.33,11336.2,12613.5,13318.6,8455.21,10638.9,NA,NA,6607.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2404","Stxbp5l",30434.00458,27115.26584,25700.04921,34977.03659,33800.54259,23895.48908,27560.09532,31663.42517,25488.98292,25779.03778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2405","Stxbp6",23400.1,20200.5,15681.4851,18476.02226,21084.35915,20463.82656,19879.8,27793,23284,19317.1,NA,NA,6044.54,NA,4428.9,NA,NA,NA,NA,NA,7499.24,5588.36
"2406","Styx",NA,NA,17503.2,NA,22846.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2407","Sub1",6592.72,NA,NA,NA,6643.57,NA,NA,NA,NA,NA,NA,NA,5076.86,NA,3790.37,NA,4631.88,NA,NA,NA,6082.94,4643.46
"2408","Sucla2",7520.288818,5098.83576,6715.712935,6839.361156,8889.11915,6426.498872,7982.708138,7996.849094,NA,7273.883343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2409","Sugt1",79077.5633,88985.48604,84646.71621,79902.98253,75325.90124,85404.28217,85702.23924,87872.4039,75742.68136,85604.87508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2410","Sulf1",NA,NA,NA,NA,NA,NA,NA,NA,NA,6906.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2411","Sult4a1",5787.55472,7236.508952,8771.702594,8340.312977,6757.074177,9371.592954,5835.478769,8414.760276,8384.200292,6693.403895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2412","Sumo2;Sumo3",10819.1,NA,8656.42,11152,11060,8854.03,5539.11,NA,NA,NA,NA,NA,5674.96,3145.49,5726.9,6455.1,5010.81,6503.25,NA,4384.13,5189.44,5918.1
"2413","Supt16h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5169.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,6071.83
"2414","Surf4",NA,NA,NA,NA,NA,NA,NA,NA,1896.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2415","Swap70",10708.45905,15647.44197,10541.20614,13311.9508,14953.19389,9012.878148,9656.689074,14694.09767,11810.34792,13179.88687,7181.557359,8761.419499,NA,NA,8633.553311,6076.823419,6621.958881,8607.072769,7956.475672,6542.071721,8373.441828,8190.817175
"2416","Syap1",37503.34102,31813.4147,32835.48304,44594.1974,38460.43843,34422.78563,29010.24882,27724.50194,32423.04526,32259.64684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2417","Syn1",42198.16249,46845.83617,44714.21737,35915.44096,35053.23089,48820.2204,49574.41334,42999.39442,51552.65991,50172.70885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2418","Syn1;Syn2",16422,12217.5,21890,24052.3,15675.5,21584.6,14144.7,NA,9188.13,12570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2419","Syn2",18401.126,23546.92876,17393.2628,13184.98474,13713.73904,17558.1607,22125.81903,17238.12929,19965.51374,18916.13734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2420","Sync",16537.03543,22404.26904,21895.99964,20032.73654,17749.87364,22621.06283,22686.23954,15413.71111,16278.40424,19071.34311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2421","Syncrip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006.110169,16040.48056,2012.37241,NA,3157.812755,1835.5023,NA,1883.367987,NA,NA,NA,2760.709597
"2422","Syne3",54819.9,60500.8,58247.4,44503.8,58227,NA,58503.6,58450,57644.4,60074.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2423","Syngr3",18655.40597,26212.92999,23171.3246,16077.52049,13746.22725,21652.07976,24369.38842,13423.64629,19623.94823,20823.38557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2424","Synj1",414586.0277,409958.7744,409105.8822,404125.1397,451621.2454,416881.5514,396965.2054,379712.7306,407677.1596,401312.3054,3972.512386,1715.696755,2541.355803,3864.454551,NA,NA,NA,NA,5147.365638,NA,NA,NA
"2425","Synm",2152861.835,2019287.133,2075947.841,2397931.933,2283915.876,2127179.998,2117520.64,2302521.117,2298676.477,2023368.053,46436.79957,31427.65206,40064.61388,62780.41193,21404.61517,18599.39279,18145.79536,21425.31977,34080.62047,32819.24381,23757.98497,26891.96102
"2426","Synpo",18856.90975,17635.41999,17295.08814,13488.58751,13796.94009,12918.84612,17614.99283,18061.53001,16853.37802,15143.63383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2427","Synrg",65878.23854,49494.92267,47904.67604,62121.53523,62291.11597,48080.87417,54870.42438,66439.6062,52962.51525,50873.87777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2428","Syp",31672.8,29073.5,28875.17754,26423.50739,23039.3,31192.3,38314.3,35395,32644.7,38314.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2429","Syt4",8949.821456,9817.033521,8340.454781,8055.856656,6668.785861,5838.121969,9029.619148,9506.990447,NA,9785.002554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2430","Syt6",38390.86843,50734.67776,56195.94076,40875.94369,42160.44997,51361.86976,47704.5709,42423.67546,57311.87256,47061.41421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2431","Syt7",14319.2501,15858.25165,12703.17913,12286.94552,13192.72717,13407.60647,17728.27581,20770.39456,12116.58725,16273.69368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2432","Sytl2",32878.2025,35722.42184,39713.26742,30120.25677,33140.22736,38752.43907,37976.47427,31638.06937,42392.7165,39956.5339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2433","Tab1",15952.75694,16811.33041,18175.47911,12993.21146,12510.22928,14476.49045,17666.34892,12801.38428,15401.68029,16850.47063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2434","Tab3",19542.41978,16944.40927,16555.73398,15668.25062,16823.91896,11856.68264,15658.60282,18203.02451,14496.36819,19897.15082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2435","Tacc1",17712.50951,17161.94828,14271.55755,18646.47729,17169.427,16275.34909,16481.57564,13223.50922,16441.80777,16607.79496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2436","Tacc1;Tacc2",35708.83108,31796.02704,34856.24029,32123.14789,27202.59275,33171.91481,39454.60321,34448.31608,35512.18489,33388.60951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2437","Tacc2",41069.16417,33375.51034,36455.17661,43928.56532,40373.82462,34744.68031,30537.44865,25689.63106,33215.98779,34072.95294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2438","Tagln",73579.79015,60039.80723,63470.46026,84070.99059,74910.14707,63441.72894,54989.45631,63340.27248,52835.7721,52708.42459,37761.18209,85559.42375,83091.92243,70377.89679,57844.05531,87994.72185,109509.6762,47592.98743,42991.5289,39207.95101,45922.65287,88191.70731
"2439","Tagln;Tagln3",90469.7,122743,106567,85193.3,94875.9,NA,116154,123347,107498,100135,40607.1,NA,55634.2,47349.5,37617.3,NA,55001.6,40853.9,36602.5,30767.9,32658.2,30766.4
"2440","Tagln2",3174139.956,2919361.939,3131030.653,3478786.199,3513274.719,3029866.237,3203561.481,3364272.513,3051334.796,2825956.938,99524.05734,115235.6004,106079.4218,120748.0967,74921.37529,83967.78094,89336.75964,89265.11283,103366.335,93274.15485,71272.45997,86404.60946
"2441","Tagln2;Tagln3",495749.1438,340839.4073,435134.0885,863536.8225,776143.1598,456648.5023,361956.6365,376209.0785,322763.2122,341639.5147,6280.65,4338.48,7247.36,NA,6655.51,7696.02,8571.14,NA,4032.92,NA,7817.78,NA
"2442","Tagln3",110609.8319,127573.8067,119123.38,124586.729,128848.1855,124727.6203,130085.033,114009.3561,109592.9659,125978.4372,11091.20544,3725.376506,6626.12,9995.421571,2253.26,NA,NA,NA,7190.95,5897.186404,NA,4355.168614
"2443","Taldo1",27693.93956,34146.0138,32317.60714,22652.62844,34639.73321,32806.98513,21716.83149,28083.43713,35599.38319,39022.00949,NA,NA,2066.681969,NA,2370.786336,NA,3998.98237,NA,NA,NA,NA,2751.286352
"2444","Tanc1",123983.1969,100183.2159,109827.313,122539.437,125498.1216,110034.7538,110075.5229,113455.7529,117250.4442,110296.3443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2445","Tanc2",5450.670539,6369.670287,6128.995917,4376.878392,3865.624322,6547.746847,7090.133149,NA,6579.232196,5835.73274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2446","Tank",11203.33583,6412.042829,7173.901482,8782.090662,12024.87425,7510.508036,10291.67793,13157.89301,4677.345101,8356.334914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2447","Taok3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98031.4,NA,85303.4,NA,NA,NA,NA,NA,NA,185554
"2448","Tardbp",48582.56334,46939.05911,40225.34158,35027.05502,37710.97374,41169.7367,47399.42379,50474.80897,47580.42408,46124.24335,8591.249346,9930.749908,6889.604246,8410.966593,7808.050229,7961.496322,8335.785848,7142.433755,9034.906346,6309.235615,7549.089107,8088.243111
"2449","Tars1",11551.43322,13460.99373,13900.91111,10699.66669,9974.817151,12919.86141,13368.25862,12010.19687,14861.61608,14609.36034,NA,6568.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2450","Tasor2",46277.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2451","Tbc1d1",NA,11418.9,NA,NA,NA,12531.6,NA,NA,NA,6871.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2452","Tbc1d10a",NA,NA,1868.41,NA,NA,NA,NA,NA,NA,4513.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2453","Tbc1d10b",22259.84814,23487.15864,20409.09243,16266.41456,16239.47785,19581.98169,20567.10473,19167.28768,22232.80278,17838.19408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2454","Tbc1d13",8707.217153,8629.085359,8117.307139,11185.73072,7789.375533,9772.514751,9448.137487,NA,5588.407263,8684.520755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2455","Tbc1d15",14148.6117,16881.20654,19936.55976,16830.22213,13592.88248,17517.7047,17248.24873,12226.42696,15292.5322,19642.43911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2456","Tbc1d17",14119.57724,12936.26133,15867.78852,13375.35444,10878.42215,14057.19858,18110.89768,13176.7472,17458.98469,18311.85803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2457","Tbc1d22a",22257.8992,28063.89031,31069.59475,23314.85525,26976.20933,33248.68938,29159.81465,29669.86462,25571.47555,26910.96635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2458","Tbc1d5",13827.53789,12770.31176,12589.98439,12226.53372,12079.93993,13980.61605,14918.73128,15777.4716,14788.19695,14692.9034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2459","Tbc1d8",13432.00451,10973.31898,13171.83567,13942.39978,16164.03224,11352.13344,15866.26416,16900.74206,12603.86673,13088.0442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2460","Tbc1d9b",19155.10793,15125.63761,14707.27004,11853.59475,14989.88165,14078.08049,16936.6638,19850.78331,16750.54855,16532.39173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461","Tbcb",65257.10199,76895.71512,73042.05728,72933.48957,64621.75897,67854.35553,79691.94617,63565.52514,72387.93528,72510.17594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,947.206,NA
"2462","Tbcc",4076.07,5963.83,4884.72,NA,4642.21,3776.06,4479.41,NA,6265.22,7954.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2463","Tbcd",7260.430481,10001.2403,6005.234164,5623.125617,4734.531254,5126.994488,5254.625244,8771.52464,NA,8812.173741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2464","Tbcel",18522.03623,19730.09697,21851.63248,24365.07669,19627.18673,24595.18216,18775.62906,19840.65557,23448.42744,18938.64075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2465","Tcp1",39652.51861,37128.35689,35766.5501,39771.62706,45624.92782,37735.75294,37256.51257,42664.84015,35066.95792,41589.13228,3346.083061,17526.43666,3990.710176,NA,2895.656028,4790.268289,2534.485248,4519.762718,4409.544271,3631.780594,8234.519219,4663.886736
"2466","Tcp11l1",11049.84272,17953.5576,18835.76774,14228.32552,14705.59069,17176.959,17424.32238,14454.91698,16802.19069,16000.60584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2467","Tdp2",30942.31601,15647.21665,21672.4651,30046.31084,29275.91105,24922.27704,29900.2151,13513.99096,22341.10828,20153.22036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2468","Tdrd3",6591.92,7933.5,8206.3,6209.75,NA,5931.04,8623.29,6148.73,7840.6,9723.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2469","Tdrd7",24860.67978,22749.01321,26565.67844,20526.391,22005.74133,21298.06237,23891.69498,18914.89988,24325.5692,29653.85451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2470","Tdrp",253665.4424,199461.5101,218396.1775,319444.4611,302170.2479,212013.3818,206441.1149,198975.8154,196571.3679,208551.5005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2471","Tecr",29869.7,27111.5,28020,26753.3,20931.4,31596.1,21107.6,26550.8,37736.7,34006.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2472","Ten1",NA,NA,3818.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2473","Tex2",25891.65459,19498.51817,24225.57383,28443.07102,26193.07643,23978.10253,25127.71235,20821.31722,26035.65764,29162.0464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2474","Tf",20286.4926,13722.04467,13706.50489,14258.01925,22477.85659,19732.08897,15625.77395,20854.8124,14487.95447,17053.35276,NA,2087.61,4196.26,NA,2973.76,5363.47,4213.49,4066.91,5838.88,NA,5757.8,NA
"2475","Tfcp2",11915.54087,10759.2941,9303.515226,8355.003612,7801.55389,9741.719938,9051.845578,11520.15799,8964.987033,9083.239482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2476","Tfeb",NA,NA,6026.38,NA,7364.23,4918.97,5228.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2477","Tgfb1i1",12288.64319,8517.760595,11080.30333,8998.53482,11993.225,8512.308025,9423.94666,10868.25579,10298.25633,12464.09922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2478","Tgfbi",8259.435286,16089.45674,NA,12607.5001,13368.47502,7942.763304,6672.060152,12367.78456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2479","Tgm1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1363.01903,37197.79236,NA,NA,NA,2594.35,NA,2359.28,NA,NA,1581.08,5991.658601
"2480","Tgm2",8165.43,8923.77,NA,NA,3030.05,NA,5195.93,6362.16,8688.61,10941.1,6638.88,4660.07,2829.81,3023.67,1670.16,4363.59,2629.81,4531.33,2210.46,4289.96,3900.72,6517.32
"2481","Tgm3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2602.89
"2482","Tgoln1",10092.10349,17508.90609,12782.128,12726.89308,16895.8814,16195.89188,14844.2647,18872.3,18464.2,13221.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2483","Tgs1",16033.8907,12165.04171,11312.21834,12146.12709,13461.09755,12148.88418,13617.24924,17942.06661,13262.41854,14247.47223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2484","Thoc5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2271.18,NA,NA,NA,NA,NA
"2485","Thop1",14261.7635,11137.14042,12672.56172,10503.65867,11131.25466,10875.84825,16883.74643,10658.62906,18271.03029,11162.84069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2486","Tigar",278715.7335,272023.513,289939.5026,290014.2395,300368.6302,261681.7696,245988.3731,167625.8346,236169.5363,226095.5245,4354.98,1105.69,NA,2108.87,NA,NA,NA,NA,NA,2014.35,NA,NA
"2487","Timm44",62066.47793,44601.03551,44590.19543,63801.44281,55342.06039,42518.15207,43701.75836,61417.87147,46776.27732,45833.32686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2488","Timp4",NA,NA,NA,NA,NA,NA,NA,NA,8056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2489","Tiprl",26087.03457,34093.31353,36801.71638,31088.69717,26744.58718,37573.26301,31110.84643,28425.21682,36464.73194,28281.80441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
