"","GeneID","X144_DRG_T_f_1","X147_DRG_T_m_2","X148_DRG_T_m_1","X149_DRG_T_f_3","X152_DRG_T_f_4","X156_DRG_T_f_2","X164_DRG_T_m_3","X145_DRG_T_m_4","X143_DRG_TC_m_4","X151_DRG_TC_f_2","X154_DRG_TC_f_4","X157_DRG_TC_m_3","X158_DRG_TC_f_5","X161_DRG_TC_m_2","X162_DRG_TC_f_1","X165_DRG_TC_m_1","X160_DRG_TC_f_3"
"2173","Hnrnpu",686523.6896,732876.4371,620612.2144,614893.9304,603938.4625,687624.9168,678554.6086,699122.957,110696.4303,108716.8362,80833.13792,98584.5037,100843.2135,99704.6998,89031.71945,108749.7452,79156.32333
"2174","Hnrnpul1",193500.3182,153917.6198,118274.4036,166851.5709,170162.9011,189972.3891,137512.859,140683.8291,9344.061453,16980.00372,9772.29,14417.36218,13294.52715,13565.6334,6498.77,14563.8,5062.48
"2175","Hnrnpul2",211543.9754,200573.9453,176856.0217,202867.3155,206340.3201,222565.2277,200100.411,193719.1936,20958.97406,26301.54301,25448.15538,23434.67978,24450.04782,31491.41612,25401.55185,28302.29682,27666.32705
"2176","Homer1",16035.58173,16072.20631,17313.64823,16381.52918,18541.98572,14043.55602,18075.9634,17914.42765,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2177","Homer2",5372.23,5550.88,NA,7160.04,8728.25,5149.95,7392.94,9496.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2178","Homez",5319.94,3098.23,NA,3690.07,4301.98,3845.6,2811.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2179","Hook1",16090.97965,16424.62058,15172.68786,15230.17172,15557.13872,17860.38909,15771.48282,17636.92269,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2180","Hook2",8442.839569,8610.505061,9545.806939,9825.337685,10367.45932,9348.514688,9132.63177,8430.27644,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2181","Hook3",45680.97607,44662.69257,47209.87183,43845.22372,46445.25855,40451.5606,47663.69983,50589.77014,NA,NA,8277.84,NA,NA,6213.41,7305.58,NA,4282.79
"2182","Hopx",38845.2,32736.8,36798.8,31519.9,31390.5,39094.8,32634.8,32750.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2183","Hp1bp3",358792.9713,470971.0531,476474.5892,358875.7014,362479.6237,371335.8848,429155.7712,439249.9896,496308.7716,461519.1909,416979.6127,484154.9626,469898.6497,381454.588,421451.1388,399943.1328,386302.4779
"2184","Hpca",4934.35,6899.25,NA,NA,NA,5026.21,7131.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2185","Hpca;Hpcal1",23936.72836,20836.52247,17490.29291,26155.10089,23790.1949,23070.3612,21520.35621,19724.29567,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2186","Hpca;Hpcal1;Ncald",22724.42574,18366.21274,17603.56728,19888.35021,17117.62208,21332.16531,19531.96537,18592.66109,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2187","Hpca;Ncald",68909,62993.9,50531.9,69860.7,74573.5,69083.4,68137.7,58035.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2188","Hpcal1",55473.53522,37907.60046,25605.56218,33306.83156,41714.64541,51385.45933,32831.00057,38009.92042,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2189","Hprt1",25073.95002,26125.56844,23736.66843,26838.69332,29087.23031,26171.83555,25934.38847,26523.73879,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2190","Hps5",15571.34108,14405.7969,16674.09248,14085.80481,16464.16035,14452.50804,15550.82668,13762.31757,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2191","Hpx",4139.59,4540.64,6687.28,4933.7,5958.14,3280.58,6616.55,6972.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2192","Hrh1",NA,NA,NA,NA,NA,NA,NA,NA,4742.12,NA,NA,5930.56,NA,NA,NA,NA,2410.59
"2193","Hs1bp3",98262.55614,88098.61882,92362.01957,100379.3894,95030.20627,97686.88361,87198.32427,90914.10724,32059.31078,31105.22597,27607.71078,30014.49107,34195.57875,35719.78316,32380.24235,32176.12377,31112.13466
"2194","Hsbp1",71176.21399,51744.20132,37746.65163,55430.42065,58024.71526,71970.93271,58252.28675,55639.08247,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2195","Hscb",16526.86258,15499.98541,14027.70646,14394.24637,14124.64203,16059.93897,14354.73419,16100.28185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2196","Hsd17b11",24953.00866,21727.77725,23410.87792,30001.70848,30819.57173,26720.28443,23208.57986,26250.95192,18860.35502,24250.3,28402.61706,23862.09086,20386.18729,18514.51184,24183.4951,17960.55875,28494.59233
"2197","Hsd17b12",14051.66569,15148.95399,15972.38041,12352.99396,17161.14021,13874.0192,14494.36575,14045.05832,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2198","Hsd17b4",20144.58328,17645.39312,17066.67216,21705.81297,19848.32591,19238.84486,17834.34293,16772.19687,10387.97406,12346.21985,11251.24316,9930.678198,12716.04281,8987.459521,11911.15082,7986.412955,9572.97933
"2199","Hsdl1",9317.09366,10186.72731,NA,NA,11189.83444,6347.103327,13128.65216,13606.03802,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2200","Hsdl2",33616.96366,41164.26608,39095.91444,33970.9794,33609.87672,34468.16268,47490.73976,37465.18042,9712.5567,10958.85997,10204.46295,8742.401863,9994.537168,7589.721484,10766.34693,8412.7976,8918.839228
"2201","Hsf1",9293.359666,8640.744323,12374.47237,NA,13035.86506,10720.69198,9862.486445,8685.523131,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2202","Hsp90aa1",82597.88649,99505.1401,80840.2659,74804.46492,78618.95144,83396.26317,83649.30565,91712.5423,31407.66514,25910.58818,31126.48416,28630.1004,23294.86695,30696.73908,29860.9419,26123.12474,26919.00457
"2203","Hsp90aa1;Hsp90ab1",192497.2686,216071.6621,233870.6799,226155.2805,204145.8798,196789.5995,213582.3729,216899.8062,84733.26505,83167.96735,74946.96562,68299.20121,77463.77044,94325.38031,89511.36216,78479.74288,100684.2612
"2204","Hsp90ab1",203865.6222,220474.3925,193771.8468,179111.7109,174320.8134,174508.3072,199234.6419,210802.4009,65526.01644,60092.68533,50602.53629,54572.99911,51653.75038,62113.2858,56107.5068,57255.8281,48788.15601
"2205","Hsp90ab1;Hsp90b1",228177,233779,256167,265913,246505,224890,236665,257586,51753.4,50896.2,46920,41107.5,49963,50239.1,57791.7,45486.8,50619.6
"2206","Hsp90b1",18339.49423,15154.34928,17524.44915,16739.68506,16924.49366,14706.28717,15790.36575,14373.7447,16743.9734,11753.50042,7821.154059,14789.94477,11400.16779,10245.62348,11234.67646,8778.755882,16635.36176
"2207","Hspa12a",54872.75092,52674.52003,44089.94172,51152.78823,49616.21074,50028.51606,52086.36752,48006.17382,9861.496134,12028.37761,9166.90006,9575.602598,6524.913516,9946.519229,11989.98214,12510.76286,12235.4
"2208","Hspa1a;Hspa1b",63808.76292,54086.80356,43525.69649,56310.9892,55492.42519,58583.35128,57531.21205,58078.56953,25461.10681,19084.79219,14331.40585,16543.12016,14220.68536,13207.79212,18696.48458,10822.97001,14258.39753
"2209","Hspa1a;Hspa1b;Hspa1l",NA,NA,NA,NA,NA,NA,NA,NA,22403.4,23534,17580.7,21322.6,17770.7,21503,23270.7,11705.7,NA
"2210","Hspa2",17477.07088,21402.27764,25132.20101,17748.98425,22674.1092,19416.27172,16564.61313,30309.40647,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2211","Hspa2;Hspa5;Hspa8",345692.2978,348757.9099,368703.8934,333065.9954,349237.3505,350115.1421,377346.2412,378840.9186,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2212","Hspa2;Hspa8",351011.1213,348759.5675,222945.7393,309190.4953,328971.4369,353273.1547,329216.5743,329408.2468,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2213","Hspa2;Hspa8;Hspa9",65931.6,57417.9,68290.9,71154.6,74417.2,76972.7,57198.8,57957.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2214","Hspa4",144093.7288,83150.78916,82374.23689,133498.5802,130596.1891,146294.6789,91821.03257,87986.77507,11591.56334,10166.65112,13025.79915,14942.36525,10992.30126,9778.080427,11249.09017,14088.79688,9903.195718
"2215","Hspa4;Hspa4l;Hsph1",98284,64618.3,56899.1,85403.8,73807.7,120120,68226,63889.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2216","Hspa4;Hsph1",29604,17168.7,23268.8,28118.4,27155,29129.6,20308.8,15129.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2217","Hspa4l",53373.13272,54655.22964,52304.64666,62230.97007,60846.12298,58499.341,58945.10839,54450.5533,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2218","Hspa5",16960.78793,16092.97048,18731.44594,14846.74356,15482.88074,14458.38276,12396.34711,15003.1214,35777.65151,22686.98472,21732.49243,22119.12165,19569.1488,19489.5488,22184.96324,18473.85312,22603.32583
"2219","Hspa5;Hspa8",NA,NA,NA,NA,NA,NA,NA,NA,80529.42212,53868.873,67727.75916,57837.16503,63184.44388,64335.27311,64030.88434,68418.16261,44917.32024
"2220","Hspa8",267236.2794,279192.7887,272645.8038,274342.3475,272395.6189,255608.5215,248634.5348,272584.8716,60475.23939,59858.10609,53013.80013,47833.47132,54874.27826,60338.61141,56210.57348,63836.00989,53087.05081
"2221","Hspa8;Hspa9",NA,NA,NA,NA,NA,NA,NA,NA,14402.2,NA,9130.26,NA,NA,15355.9,13216.1,13848.4,12872
"2222","Hspa9",26047.05169,24430.25479,24507.19896,23782.704,27458.0823,25622.68874,24743.28184,25410.01013,26428.55603,19808.93117,19386.28977,21509.29821,16435.49542,21020.21567,20587.77084,19957.68979,29040.07497
"2223","Hspb1",119825.8609,101897.0652,83867.24315,98061.95188,112010.4246,123460.6233,107083.0555,91886.75546,NA,6851.63,3653.68,7020.43,3734.59,NA,NA,NA,NA
"2224","Hspb11",3680.8,3039.91,NA,NA,NA,3921.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2225","Hspb8",22097.88759,20137.90828,24526.18387,22276.92762,26074.65062,18479.52027,20137.85094,18028.62892,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2226","Hspbap1",21547.00654,18936.08873,22866.85816,22147.05125,23969.0962,22677.41144,21207.72902,24396.38977,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2227","Hspbp1",31759.40925,23825.28236,23344.7833,33809.5251,31739.42311,31472.07751,25570.77544,24572.00475,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2228","Hspd1",22632.9174,22804.72634,23320.56306,18713.8702,21592.72735,18960.06176,21306.90718,21302.72768,14043.35301,10284.66166,8337.982775,11170.78141,9166.214961,12128.46488,8991.889825,10476.79585,10098.57888
"2229","Hspe1",312127.3258,267844.1678,241943.0635,296228.1263,270512.8673,298241.1061,325787.0445,294427.0382,23219.59006,24887.4094,24574.08725,28890.66894,19221.11491,29122.49607,22617.49134,27607.86926,19984.36428
"2230","Hspg2",18863.95517,49263.96936,31672.34576,19811.93129,19390.0286,18120.11291,23448.25136,20851.0212,51421.92885,32985.44872,32359.08486,74886.57784,29609.41013,42138.4709,35467.26178,32730.08065,36763.80586
"2231","Hsph1",293361.3159,206697.5062,173929.4538,252046.1935,252502.548,285996.4634,214047.7812,202356.8913,13747.62379,20680.35951,24338.29725,33673.91181,19889.49251,20245.11212,16321.5524,24635.81158,16218.35776
"2232","Htatip2",33882.21896,35942.28674,32168.98305,37706.12717,37117.57587,32547.06839,36727.52337,32429.88198,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2233","Htatsf1",60055.90084,54431.1778,49003.24085,56327.69495,57987.33187,62522.14448,57282.93404,59987.77283,12882.11943,14068.6973,17415.42849,14111.0258,18160.53329,13308.2332,15001.35599,14274.76067,15050
"2234","Htr1f",20059.2,18158.5,22942.3,26665.6,26258.6,17856.4,20511.5,22343.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2235","Htt",41206.5074,46342.57815,40421.06895,41743.77169,42418.61386,42116.10269,42054.21895,41904.45279,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2236","Huwe1",28323.85992,29313.87778,28440.68062,29169.03297,31393.77361,30015.01134,31308.55421,30709.32636,4337.51,NA,4088.53,NA,NA,656.332,5889.02,3908.08,NA
"2237","Hyou1",4258.551265,4638.070914,3787.183392,5224.950289,3607.756702,3324.251898,3217.956226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2238","Hypk",NA,NA,NA,10027.3,NA,NA,15921.2,11922.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2239","Iap",91688.6155,100374.4636,93336.76824,87627.12945,94220.33775,95140.5489,97252.57011,97372.59969,24843.5,NA,44558.7,45258.8,30238,59640.3,26015.8,20180.9,35716.9
"2240","Iars1",71728.32173,83199.34137,73394.5894,66695.60005,68988.29298,72602.97754,71069.45165,73078.49781,4732.256708,5759.067064,4742.379451,5401.325666,5406.642413,7409.559964,8190.245336,7300.543077,5978.521059
"2241","Iars2",62518.60346,75035.33143,61205.29728,51676.67878,55383.52769,55941.94563,66895.29927,63800.41441,5276.42,NA,4117.6,4223.9,3835.64,5544.12,4535.74,5321.31,NA
"2242","Ibtk",16772.5752,18583.924,20918.36525,19926.25907,20204.27531,17120.39647,20392.46931,20851.28688,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2243","Ica1",81652.90792,85159.41179,84288.6388,78618.14631,81106.97319,81762.26275,81394.3328,80825.37321,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2244","Ica1;Ica1l",NA,81846.7,NA,76983,69820.3,NA,77058.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2245","Ica1l",NA,4870.64,NA,8189.68,NA,NA,7372.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2246","Ice1",13655.92919,6578.741623,13751.50713,13451.46698,17405.79617,12181.71441,12735.00985,17431.13493,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2247","Ice2",30963.76694,28249.73346,28590.7855,31809.82726,31686.28675,28699.77559,29818.27311,28315.68381,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2248","Ide",14085.38005,14210.45156,12714.63255,15074.6097,13525.47226,13894.41777,14791.8812,15050.17181,2274.5,5475.87,2759.31,3684.26,3823.07,NA,16986.41656,3794.917334,6195.9
"2249","Idh1",134445.9758,147462.5837,132907.7732,129068.224,141840.9206,144412.5245,145762.1593,142537.4947,36597.80056,35942.42454,37349.63494,34174.78786,39384.75364,36308.20429,36742.56839,35985.04109,36433.53219
"2250","Idh3a",12622.48861,14410.3379,12565.80594,12182.92754,13389.49857,14913.27807,14163.98723,14458.78407,3413.98,4253.47,3004.35,NA,2408.41,NA,NA,NA,3092.44
"2251","Idh3g",5933.030363,5860.039993,NA,NA,5256.119299,7024.483511,7449.750658,6151.477525,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2252","Idi1",8419.23,NA,16309,11607.6,10377.5,5802.83,11175.4,9345.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2253","Ido1",NA,NA,NA,NA,NA,NA,NA,NA,NA,68638.1,53189.6,NA,NA,NA,NA,NA,45566.3
"2254","Iffo1",5431.67729,5057.50377,5588.640439,4815.495184,5628.490902,5824.082962,7615.434547,6417.546353,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2255","Ifit1",23437.05077,20423.7591,27869.25714,26890.22354,24720.96239,17955.94997,25035.26207,25342.54932,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2256","Ift122",5739.67,5654.98,6019,4553.77,6602.01,5047.84,4085.5,6583.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2257","Ift140",16801.3929,16617.0243,14213.63684,16164.59794,16053.03939,16573.51913,15447.44974,15671.78687,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2258","Ift172",NA,NA,4433.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2259","Ift20",14362.0797,13144.95254,9817.060548,12920.91762,12941.67655,14336.92752,11094.45676,8621.047344,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2260","Ift22",78909.32086,66886.24653,49896.64899,78771.99996,85548.79454,93572.16173,65869.54437,67800.74224,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2261","Ift43",3885.216996,3116.493871,4442.191592,7509.919717,7391.111774,3781.65485,3944.905365,6903.327071,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2262","Ift46",8604.428742,7522.204527,NA,8004.68,7224.060359,6594.658122,7584.14,8546.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2263","Ift52",8774.46,14677.9,9527.22,12732.9,11374,13090.2,10713.1,14032.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2264","Ift57",38299.41887,34447.23074,34579.53085,38423.14459,37409.22553,38446.00662,35245.14459,32300.6242,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2265","Iftap",16986.24751,14349.96376,12653.28359,13875.83663,12562.1964,14116.48662,13997.72936,13921.68579,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2266","Igbp1",299639.497,266435.6483,304558.3795,315148.0365,316413.2208,303821.4401,272015.401,293481.6884,93454.2226,81463.89047,93555.99587,77726.98569,96338.15565,92874.43361,86722.16104,88005.70923,90308.32738
"2267","Igf2r",139453.8777,201472.9303,170943.6476,135650.9162,131732.4751,134012.5038,176296.4318,173789.471,4516.978517,3884.12287,6584.919765,5098.388702,4995.533014,15560.56736,6150.036504,10835.96094,4428.236775
"2268","Ighmbp2",23242.45295,18734.16,19759.78091,19141.86857,20758.92543,16823.23279,21199.23244,19567.23538,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2269","Igsf11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5470.79,NA,NA
"2270","Ik",39376.90651,36761.56014,38007.50073,38112.72904,40778.34991,35962.68787,37412.85004,36748.32231,15392.21657,20115.98889,25612.6,17517.27895,19736.95686,15746.63524,17447.12985,16737.77403,33776.1
"2271","Ikbkb",18831.29205,15352.42261,NA,13662.7895,NA,12126.56135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2272","Ikbkg",34269.64775,27207.50514,26084.3318,27540.05954,28790.38249,31577.05838,27052.38888,25639.84103,4048.329486,4720.812116,8111.164955,7171.463347,4809.632111,5795.81862,6400.859606,6389.511871,5960.653986
"2273","Il1rl1",NA,NA,12270.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2274","Il31ra",10650.13353,9452.737909,9751.863132,11667.87866,12225.02882,11056.24217,10631.49665,10906.74466,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2275","Ilf2",4645.615047,6020.707842,NA,5652.187828,4769.688816,3498.110236,5198.835295,8290.88641,3639.42,1347.85,NA,746.142,NA,NA,NA,NA,NA
"2276","Ilf3",293029.166,290803.8907,247877.7972,294185.2014,281342.6899,297172.5567,277786.6715,290795.1729,44114.34983,44660.51825,44740.04229,44162.38772,49436.83539,39802.21526,36869.44594,47293.49597,34622.90287
"2277","Ilf3;Strbp",256423.2713,238684.2638,121471.7993,216759.6692,176831.226,218893.1223,209266.3614,214580.1359,NA,10439.7,25745.2,NA,26070.9,NA,15283.8,31454.2,21776.3
"2278","Ilk",17962.31453,18959.93946,20567.9615,18921.82807,21359.11197,15989.08544,18012.39565,21215.4443,8315.434632,8256.08808,7008.866872,6685.178259,8369.363283,11071.4986,13776.71204,5482.901393,24917.17928
"2279","Ilkap",11178.26454,10819.91264,9016.863276,11946.68436,10015.9047,12019.22173,11951.97032,9359.168831,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2280","Ilrun",39918.61766,30106.54522,26357.70715,35894.53901,40029.82296,33530.92268,31767.85338,30128.97577,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2281","Immt",17492.01174,21830.44876,23067.32221,18333.06077,17589.58243,17804.83987,15997.99758,13993.0611,NA,6545.04,NA,NA,NA,NA,NA,NA,NA
"2282","Impa1",63662.17755,51143.59365,55921.7848,60498.10201,63960.418,62195.02069,65441.64138,61909.97472,6150.322092,5864.615148,6974.122566,5698.394001,6551.770625,6852.346966,7003.185188,7417.373872,9477.24938
"2283","Impa2",4461.11,4273.25,6019.78,5467.6,8025.13,4287.28,5877.38,5202.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2284","Impact",326816.9532,223752.4449,183253.4644,286663.4887,287362.6717,290326.8049,214425.2398,202905.5222,3369.49706,NA,2676.867698,4747.717904,4188.024279,6754.244201,NA,4179.765222,NA
"2285","Impdh1",7003.160111,9513.724548,8258.709511,9870.378582,8982.04178,8486.153995,9387.572834,9474.22263,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2286","Impdh1;Impdh2",NA,NA,22282.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2287","Impdh2",39336.81008,49326.30871,48492.19074,38283.83864,40494.2972,38100.64601,42770.58473,42526.78196,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2288","Ina",130227.0649,130011.4667,116530.0238,124267.5432,122278.3797,119143.2578,130908.4533,122121.3347,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2289","Ina;Nefh;Nefl;Nefm",940851.3472,882774.9526,455482.4935,403633.8014,576248.0013,805793.6521,510271.0521,638540.9499,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2290","Ina;Nefh;Nefl;Nefm;Vim",5394320,5209360,7170020,5579390,5701010,5883030,6118580,5948410,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2291","Ina;Nefl;Nefm",7693211.255,9425956.303,9288879.092,7625192.22,8326042.246,7505624.592,8875482.304,9925861.789,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2292","Ina;Nefm",7237640,8232250,8763410,6553900,7964140,7438420,9674550,8312590,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2293","Inf2",22835.97807,24648.14199,28118.30094,22640.64817,24937.88167,25130.37791,24827.15416,23139.05789,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2294","Ing3",12838.21854,12618.4193,13264.1,11532.26471,10877.88614,12893.55555,11351.27407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2295","Inip",15307.4807,10939.68932,7479.321502,14397.78545,17188.45316,14333.96734,11806.73128,10787.57352,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2296","Inpp1",63364.46607,62693.69505,63757.03564,64088.43963,66927.18606,63855.20451,62985.35597,65949.38557,NA,1857.76,NA,917.706,2662.42,NA,NA,3051.97,NA
"2297","Inpp4a",8194.251184,8609.642384,8584.53388,8297.365009,9484.591302,9439.397244,8338.839964,8713.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2298","Inpp5b",3825.343929,5038.466247,6748.111767,5181.104503,5455.877812,3737.952522,6812.044215,7080.563997,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2299","Inpp5e",7388.010259,8187.94836,8886.242351,7064.674601,7115.261176,6200.828303,NA,8857.745424,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2300","Inpp5f",37876.62094,33277.44817,34974.20055,38716.25883,40811.96581,38964.73654,34537.22355,35398.29458,3381.170587,2749.788567,NA,3870.656037,3607.0079,2374.110722,NA,2652.80368,5424.712882
"2301","Inpp5j",36255.95706,44260.20757,42470.5822,36009.90809,37966.64224,38870.86346,44093.5996,46035.5176,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2302","Inppl1",9166.058334,10365.9619,14784.796,12515.88775,13415.07631,10533.87578,10315.97356,10791.29548,4596.038416,7066.658022,8043.339517,5335.347992,5759.730889,8214.674802,5503.772884,2543.987501,4984.86495
"2303","Insrr",NA,NA,NA,NA,NA,NA,NA,NA,119167,NA,NA,NA,NA,NA,NA,19247.9,NA
"2304","Ints1",17605.79095,15822.86045,18579.78019,18126.83328,21006.67619,19152.16323,19958.40934,19888.70818,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2305","Ints10",5130.311999,9632.758314,9651.698441,9158.330495,8662.7688,8012.178744,7242.934239,8851.913859,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2306","Ints12",44523.6133,35838.98862,39969.58469,41752.45432,42690.34003,41355.32218,33489.18837,33389.16277,8363.339731,7504.04,6212.24,11832.58142,10278.78485,5502.54,9666.590108,9612.3513,9282.262855
"2307","IntS13",44609.44598,44835.81299,45784.08427,45442.76089,45533.30132,41200.79539,46776.52859,48615.94612,9949.474035,8956.431116,12401.37885,10261.12199,11468.69875,9779.636604,12324.47776,9388.194976,12588.90954
"2308","Ints4",8383.057058,8505.602411,10091.3204,6632.878263,9438.4107,8488.448133,8326.055511,8354.149992,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2309","Ints6",4488.768989,3078.908063,NA,5544.466255,NA,5171.292383,2291.947574,3185.555622,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2310","Ints7",13260.44739,9687.519645,11119.4173,10844.52045,12635.82712,12118.58351,10712.81052,10299.21112,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2311","Ints9",5030.603339,5056.946711,5667.498247,5221.454181,3209.598438,5467.163035,4695.987204,6295.470361,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2312","Ip6k1",160562.3328,182533.2195,139623.8527,141439.7818,139198.424,153410.9489,149146.2876,157032.5142,3936.69,3624.86,9637.273885,6043.81,7226.803452,13680.76499,8486.773679,11209.67035,10034.62773
"2313","Ipo11",24416.79434,27670.14922,26135.97602,25043.32319,21852.79157,22933.62718,26992.4182,28516.13711,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2314","Ipo7",230154.8888,258737.1712,208730.6662,190312.605,203167.1244,215677.1177,251752.8872,229988.0282,12262.19269,14381.5579,10582.26027,10216.25001,13227.75543,14577.90737,10476.13209,14722.96621,13591.6851
"2315","Ipo9",11228.26545,13179.18887,12238.82173,10433.31175,11920.38138,11198.63928,13000.02727,14630.11682,3952.255733,2912.689911,NA,NA,3134.345091,NA,NA,NA,NA
"2316","Iqcb1",104144.5473,112807.7823,107930.0957,99211.29025,105562.9654,108440.5174,109586.2229,110530.0779,2406.559962,4644.437142,4054.793514,NA,2505.175585,5742.783467,3725.427316,9332.489105,NA
"2317","Iqgap1",6506.276155,4236.75633,NA,NA,NA,NA,8885.23862,2437.56204,6087.933955,7086.437309,5886.193327,5048.228329,4307.40427,3730.714723,6145.212957,4735.16637,5459.781973
"2318","Iqgap2",NA,NA,NA,NA,NA,NA,NA,NA,3406.774234,3020.274801,2772.032921,4168.370364,3223.178125,3355.516994,3258.262979,2687.541753,2861.058279
"2319","Iqsec1",37279.91271,41211.9811,42948.58048,36515.09465,38662.52781,35855.75338,41650.19566,38715.05937,NA,2625.78,NA,2266.41,2623.56,4271.48,NA,NA,NA
"2320","Iqsec1;Iqsec2",18565.64104,20591.34517,16632.54974,16026.99213,17285.76054,16359.58388,21092.80313,22378.78893,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2321","Iqsec1;Iqsec2;Iqsec3",31641.7,39381.3,31951.6,37193.5,33526.3,36869.3,39463.7,36702.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2322","Iqsec2",18739.06393,20985.07357,20313.95717,18832.98626,17448.53788,19372.48294,19657.81488,17490.10239,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2323","Iqsec3",19982.04345,20807.81777,18507.73118,22022.42037,24217.21793,21383.87894,21347.98988,18055.09153,NA,NA,NA,NA,NA,NA,NA,NA,NA
