"","GeneID","X144_DRG_T_f_1","X147_DRG_T_m_2","X148_DRG_T_m_1","X149_DRG_T_f_3","X152_DRG_T_f_4","X156_DRG_T_f_2","X164_DRG_T_m_3","X145_DRG_T_m_4","X143_DRG_TC_m_4","X151_DRG_TC_f_2","X154_DRG_TC_f_4","X157_DRG_TC_m_3","X158_DRG_TC_f_5","X161_DRG_TC_m_2","X162_DRG_TC_f_1","X165_DRG_TC_m_1","X160_DRG_TC_f_3"
"132","Ago2;Ago3",5866.412243,6297.363711,6187.63,8118.54,6531.29742,5427.344877,4106.378449,7174.055579,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Ago3",8783.046564,10256.02977,7579.760298,6394.602584,7070.799992,7021.476007,7076.704042,10605.45906,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Agpat1",11333.89374,10575.67735,15526.24931,14629.26123,13483.94633,13035.02459,14994.79546,8814.039604,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Agpat3",26225.07837,31669.7421,23510.22374,25337.94544,25217.67708,27716.76142,28457.57223,25804.77957,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Agpat4",43726.13055,41746.2902,41573.3813,42097.86506,44370.71787,39888.65731,39233.89677,44062.04628,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Agtpbp1",16110.69393,16700.17348,18977.67603,18575.8997,17686.20494,15751.23362,17479.51983,18955.76979,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Ahctf1",31071.7072,29603.93417,34941.54583,35506.09261,34618.16655,30632.62883,33044.48859,33288.58121,15940.14831,18267.53899,17322.39735,15937.30202,16855.21184,13179.43348,16548.82357,14152.13628,16097.43103
"139","Ahcy",88290.61158,89740.35899,93529.69347,82490.59636,92037.96985,91799.18122,93538.79427,90472.47318,21867.93361,24241.75222,24871.25207,21085.00417,21364.70912,20586.70166,29580.45521,23287.46636,26460.32527
"140","Ahcyl1",209708.9942,257945.7539,204089.6728,189394.5244,190483.0526,217730.2822,254979.3349,219490.7622,140354.0406,125668.8825,122675.901,128653.7813,121630.2739,123690.0971,142017.4098,117354.5844,100383.6992
"141","Ahcyl1;Ahcyl2",378795.0101,421993.5379,365350.7672,370041.2828,349629.061,357015.9696,423412.6564,421120.0053,465197.5959,434599.132,309705.1439,418656.7995,458009.0944,325543.0614,265348.7349,346972.4403,312887.8423
"142","Ahcyl2",56388.02012,64935.39538,74988.27048,66069.59628,69982.03144,59652.84051,65316.35354,61659.88875,22556.89549,17601.2621,23455.22505,23600.97764,20060.59746,25004.899,25126.48289,19867.06607,23967.85458
"143","Ahdc1",9721.37,17143.2,15561.8,17477.7,19433.8,19619.6,16858.5,18049.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Ahr",3871.72,3188.82,NA,NA,NA,3572.91,NA,6429.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Ahsa1",671226.5882,554272.7848,536110.7703,566955.2057,581080.088,621633.5081,553718.8926,541897.5252,12281.4222,14752.70315,25593.10817,19651.46407,20310.28851,29384.40092,21533.95461,27253.9695,21623.11292
"146","Ahsa2",87418.88298,95384.27297,85820.00988,73086.05245,84053.65956,84384.39921,90680.24606,91204.33454,NA,4493.64,7814.75,10108.9,5023.48,NA,NA,6499.08,NA
"147","Ahsg",6105.31,5643.96,4850.79,7219.98,6039.74,6334.56,NA,5374,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Aif1l",NA,NA,NA,NA,NA,NA,NA,NA,4836.51,NA,6574.01,5342.12,4245.77,6027.92,3957.79,NA,NA
"149","Aifm1",4722.44,4400.9,3441.16,4274.43,4021.24,5022.57,3902.33,3578.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Aimp1",275601.7281,269727.0599,238261.4837,246838.7806,265030.4023,285584.1457,246548.6045,252816.7732,6203.60558,8416.269253,8594.283468,8082.882284,8873.682731,15171.03237,8087.086524,12182.2691,9720.234154
"151","Aimp2",171658.6713,158556.929,139811.7687,148765.155,161911.0521,191190.6835,160960.0275,144706.0326,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Aip",36605.18812,33993.57699,34445.36389,31823.65356,33882.89357,36069.82002,38316.49037,34087.68243,3322.58,3277.88,4107.35,5292.79,3256.75,6300.06,4753.45,3453.56,3722.38
"153","Ak1",16925.95066,16890.61698,16523.61366,18050.33637,15187.34983,16131.60185,14040.69149,12883.25805,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Ak2",7299.245973,11054.76052,10738.07269,12395.41443,15672.73479,11195.83057,11537.27436,10677.65096,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Ak3",18059.96774,16076.80201,22247.00983,17742.38574,21411.88667,15821.81289,16687.48602,21021.8628,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Ak5",9804.609977,8759.620372,10005.52028,10283.05898,8271.273017,8529.965792,9167.995591,10313.21403,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Akap1",64466.89176,59850.90099,68210.13289,67360.96785,65987.2046,61231.91434,63049.14911,65546.254,4524.740054,NA,9346.14,NA,5556.48307,7072.63876,NA,7765.268225,5591.645234
"158","Akap10",78498.29353,69509.33026,74174.38825,70916.79646,69528.18286,71868.74252,74325.71239,68678.58858,3685.528849,NA,NA,NA,5065.811553,5492.759462,NA,4353.824843,NA
"159","Akap12",305717.9225,291968.314,281341.6245,294730.1009,296991.4002,314040.3776,287161.6624,283281.9804,269165.2041,274569.3798,228783.685,256640.1279,256711.9943,204121.584,235555.9575,218794.7421,206933.8784
"160","Akap13",226646.1362,241746.7077,231197.293,218077.5838,224011.2949,225152.6093,237892.3925,239275.8308,9101.984614,9292.269978,11226.76474,11559.49372,11165.89502,13013.83881,10994.09452,13335.5666,11174.93929
"161","Akap2",225943.5394,209050.8996,188126.097,185863.439,193508.1137,209746.1107,221668.5322,213920.8879,23278.02982,29223.07962,32215.30975,33738.534,28951.23082,26153.08465,27080.19159,25839.22961,29745.13722
"162","Akap5",7845.868974,5890.432613,7425.370775,8109.148848,8874.606399,6758.523875,7897.944658,7563.731123,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Akap8",17648.81593,18075.85422,17077.67077,18000.33567,16673.78328,19131.86844,19013.75049,16029.02072,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Akap8l",8356.233041,7244.248351,NA,5689.056094,5346.179442,8688.844519,5183.447077,8755.340326,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Akap9",88830.77327,81118.13887,75063.57116,85568.71705,85379.91954,86608.05858,87577.46733,85780.66716,4870.975721,5852.124009,8170.281941,9197.139362,9339.883103,9527.153395,6161.800413,5974.313655,4675.512674
"166","Akr1a1",33376.58859,27605.9924,37596.66529,30935.19273,31840.5836,31556.91448,28466.0482,27776.70669,5493.49,NA,NA,NA,NA,NA,NA,NA,NA
"167","Akr1e2",6764.532244,4410.214403,NA,NA,6130.89647,4148.9444,5378.378901,5218.241966,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Akr7a2",63961.90216,80255.86009,82887.6666,78532.8839,83628.37808,80314.68058,66665.84204,81663.90732,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Akt1",13867.59309,17105.67861,14841.66047,13997.62457,13964.86041,13585.0513,13248.02051,13860.41788,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Akt1;Akt2;Akt3",19492.89624,21558.89742,27792.12096,27000.60281,26532.02334,22398.82779,34705.1227,22285.55452,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Akt1;Akt3",NA,13170.4,NA,8101.39,8647.19,7650.5,9261.83,8797.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Akt1s1",11390.91718,9299.702478,9176.352626,12401.38284,10932.51023,11748.50577,NA,10244.87385,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Akt2",14005.38331,16630.20796,12775.51661,11054.32872,12092.84571,14200,14200.72363,13438.88037,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Akt3",20969.5702,22883.71426,19308.11008,18552.53745,18401.44972,18091.41214,20849.94756,18872.46126,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Aktip",364545.8898,320259.3718,368263.4788,347314.7896,390901.5293,407340.4097,364229.8559,352293.9386,5236.6,6579.69,4877,5010.23,4507.12,6300.36,NA,9343.89,NA
"176","Alb",60058.19776,60305.46597,61143.04192,49814.09438,55016.99186,48149.47499,57224.97251,52974.12694,42746.72124,44120.36852,40115.84679,38830.82776,47473.71868,33638.22714,40462.52061,32729.82598,43017.97762
"177","Alcam",14747.5832,18735.49225,18411.96319,16452.75502,16481.06024,16293.35383,17515.54179,17833.18078,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Aldh1a2",NA,NA,NA,NA,NA,NA,NA,65400.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Aldh1b1",99409.9,70571.4,74445.1,101909,90128.1,71559.6,102508,82982.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Aldh2",21460.14932,24929.92527,23425.40335,19898.36975,21655.03034,20072.27022,25477.01971,24146.95797,3688.065436,6206.027936,7709.572537,4933.961667,6291.968137,5621.370054,6069.830248,5232.221137,6431.230748
"181","Aldh3a2",17873.133,18603.81542,18784.69481,16112.26092,19672.61732,16434.46977,20240.29953,18338.16131,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Aldh4a1",5062.38,6370.01,NA,5620.22,6025.97,4752.21,5202.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Aldh6a1",21267.54132,14504.53226,20950.2498,16424.3255,10640.1,17789.325,19097.09332,21443.63391,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Aldh7a1",8398.988586,10160.446,8537.509773,8742.920925,8714.416958,7624.652682,5894.714343,10944.11854,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Aldh9a1",31315.43997,42794.03682,47530.99721,35179.94988,37200.92642,34691.70191,34990.67307,40741.4873,8808.243441,7964.634454,8496.902796,6572.584861,7332.166854,8058.684738,10379.18093,7432.699558,9981.255102
"186","Aldoa",103597.6972,97899.16051,89774.47869,94520.78682,103155.9564,97381.90191,78228.80065,82457.5209,26340.28439,21101.53633,19777.57383,24455.10778,23508.60964,21428.3505,22419.30662,21357.17478,20875.60148
"187","Aldoc",2016.84,2543.46,NA,NA,NA,1948.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Alg13",28822.07889,24509.90187,14573.822,19852.71489,22104.52262,23229.21828,18709.00103,15543.15973,NA,1190.77,2905.01,5997.45,3061.13,NA,NA,NA,NA
"189","Alg2",21624.33491,25217.80241,25632.68836,24113.86091,24470.19163,23867.06388,22671.88962,23710.63937,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Alkbh3",90037.05972,99490.27807,89926.86484,87898.95817,95858.84461,96052.21132,100565.8572,93711.54948,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Alkbh5",NA,NA,NA,4006.24,3962.95,NA,NA,3642.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Alkbh6",11385.5,10404.5,10187,8583.8,13579.5,8602.36,12083.9,9293.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Als2",NA,NA,NA,NA,NA,NA,NA,NA,10173.2,NA,13228.3,9577.29,NA,NA,14349.3,NA,13362.2
"194","Alyref",100803.7498,96886.60351,63735.26368,84093.79809,84364.20354,97756.11952,79263.39305,84745.22528,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Alyref;Alyref2",NA,NA,NA,NA,NA,NA,NA,NA,21402.50522,28334.0629,19803.77956,18760.59462,23852.14781,17057.06673,18208.83235,17073.72703,31871.15116
"196","Amacr",17638.84735,NA,17626.83504,30907.4712,27288.54957,17769.54809,16501.09734,25300.36463,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Amer2",176191.0505,151632.7167,172622.9139,157979.5112,166841.2759,183531.2648,166961.6389,155001.375,4694.542703,NA,8951.939048,5635.031318,7495.813264,12157.73566,4912.330638,10870.46047,7129.54119
"198","Amer3",6649.762592,8222.770918,9801.174615,7902.092762,10734.34356,8050.679226,11202.67536,9079.263124,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Amfr",5050.894432,5255.086077,8955.784616,6614.1803,6294.626992,6887.614401,7013.564087,9338.757355,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Amigo3",10140.30586,11511.12475,13342.08649,10771.45716,12851.8104,11051.48212,14240.76006,13113.15697,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Amn1",74069.22422,61074.96497,53631.40498,66941.11405,73051.01192,69361.3633,65175.32118,61753.11654,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Amot",7119.001419,8138.634336,6397.223847,6309.983733,7671.621969,5762.141201,7561.860766,7782.695428,10741.3,10441.4,16160.1,19359.4,11565.4,10860.7,9843.38,14563.7,8226.41
"203","Amot;Amotl1",NA,19477.2,15791.2,19974.4,15578,16993.5,18095.8,21103.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Amotl1",17008.21729,15597.29195,17265.04219,15381.1837,17793.19044,14593.6495,18509.88141,15038.12845,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Ampd2",760108.766,857011.1584,747228.9141,729343.8112,726112.9305,765005.7368,826036.7709,813437.4338,30463.08304,38359.69768,37370.31479,27975.07361,33514.74169,36762.90156,30777.02773,38243.53785,34731.02103
"206","Ampd2;Ampd3",68578.5,64342.9,68595.6,70503,69749.8,70162.8,57607.5,65895.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Ampd3",153031.7177,109014.4125,106846.2619,148687.6973,144001.3125,154519.5473,109706.0441,107441.3249,18377.8749,16884.34123,15494.32896,17538.25309,16076.06835,14285.10516,13717.81383,15655.48328,13821.08488
"208","Amph",630236.6254,632129.6775,488243.3061,528130.0163,509474.4455,591691.5395,558006.9802,598545.3901,17666.70994,23649.04224,22583.78515,21568.31247,23365.30088,30823.53303,21173.37139,29182.81159,18646.96576
"209","Amph;Bin1",498128.5462,433901.5429,384355.7161,410253.0574,422023.2712,415709.6243,431181.2925,387945.0813,62605.7,20120.9,30216.2,89063.9,37269.5,66147.1,25195.9,39431.6,34567.7
"210","Anapc1",21197.12346,24064.69728,24527.19497,19218.68581,21409.92061,19875.83149,24283.99783,21399.78101,14406.93272,15507.67248,15063.13924,16967.05682,17971.5621,15153.46894,16968.19963,14964.98061,15367.19928
"211","Anapc16",6345.19,4644.49,NA,NA,NA,3894.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Anapc4",14271.1882,14403.65053,15986.91807,16040.19263,16120.07347,15414.05057,16517.23423,15149.22393,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Angel1",26920.35069,26244.2372,23090.7531,25947.90792,26742.23231,27753.31308,30837.0781,27866.39003,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Ank1",187081.6795,237939.1684,222836.506,191102.5345,186939.0307,187122.1754,221885.2129,212755.9883,2420.729934,3810.74047,3883.5993,8622.726364,1820.00036,4707.185409,NA,7284.082341,NA
"215","Ank1;Ank3",20753.8,34781.4,35319.9,24212.8,19237.7,20035.2,29123.3,31446.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Ank2",56819.34259,63874.24943,63181.68457,54876.27074,56929.79712,53942.13958,64244.22912,62788.45411,9994.86965,12405.84866,8239.404299,9573.017653,10969.09589,8087.747839,10769.07384,11194.72337,9615.149698
"217","Ank2;Ank3",39423.55883,60751.6705,53198.06962,39747.538,39779.03149,37614.23311,50837.46684,46722.3878,8100.754732,8781.477144,5958.362786,7998.404401,8058.90533,6307.306874,7405.969635,5616.163951,6850.044311
"218","Ank3",109242.0279,143944.7377,128467.5889,102714.3678,105905.5524,103599.8778,134006.8812,128583.9094,11425.62265,12624.49867,12821.83736,11851.14006,12203.87484,15395.35077,12645.60961,13735.59815,15802.80614
"219","Ankfy1",19401.99478,16610.42045,16664.68894,18255.88682,15787.7298,18359.51785,16185.15955,16768.6825,9119.38,6805.48,6329.86,NA,6551.74,7782.59,NA,NA,7915.74
"220","Ankle2",72068.12123,64984.89315,67696.60377,69249.98428,66734.11505,71786.2147,70007.85633,70940.99726,6410.880513,7642.366001,6127.767838,5842.147545,6611.196793,7246.580222,7591.79787,8003.513976,6968.494832
"221","Ankmy2",6731.662415,8895.77065,NA,NA,8956.05886,11081.91465,NA,10549.22646,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Ankrd10",25706.7076,18027.55407,12382.99138,17738.57919,16331.1736,25296.40652,15744.23996,14765.54143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Ankrd13a",5073.233834,4739.849521,NA,6373.915305,6557.445838,5763.466306,5306.57654,5951.852868,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Ankrd13d",64108.01297,67134.56018,58168.95696,59154.80875,57441.75257,66519.23342,62401.2654,64283.83856,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Ankrd17",178266.5145,188981.1854,161256.1657,171783.605,176189.9239,184852.4065,185483.2351,179989.5768,7546.237865,9231.220875,11206.77953,8290.704227,10965.78016,14636.12747,9212.034017,16168.30438,11015.75931
"226","Ankrd27",2263.34,4101.18,4270.98,3279.22,6221.33,2721.15,3324.76,4225.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Ankrd28",30074.89202,39309.40914,37482.02988,27536.6483,27468.43609,28961.6365,38169.2943,38596.57804,3849.963164,3995.653589,4660.81808,NA,4930.940778,NA,5185.238137,4287.461364,NA
"228","Ankrd34b",8590.699156,11932.441,11583.25892,10460.85131,8781.881463,9964.127254,9740.995014,12176.37135,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Ankrd34c",10208.8704,10689.15095,11514.35352,9206.62582,9858.47457,8656.369766,12660.20588,11357.3293,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Ankrd40",29168.3723,26517.93243,25627.03878,26390.77797,32081.00851,26829.3158,27352.14726,25518.01858,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Ankrd49",31938.21086,24479.57542,24404.13032,30390.00814,29487.9564,26696.28037,25929.69264,24902.49601,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Ankrd52",48962.61979,65688.71654,55798.81269,45123.43676,46904.83762,47536.98719,58904.34743,54550.83003,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Ankrd55",7247.738433,6999.361438,8376.623862,7912.792952,8230.0788,7186.47807,7917.547575,7185.523767,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Ankrd9",8717.310882,7814.291499,NA,7580.43797,11366.29673,7013.396692,NA,9388.448947,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Anks1a",10764.04,11422.18047,9193.630258,11961.43684,9042.524755,10378.13681,11666.83313,11778.83962,21059.44726,32730.10659,27668.76089,25312.85539,27218.91282,20363.2261,17299.01635,18633.32691,26063.86399
"236","Anks1b",5430.937833,4169.281774,5326.015399,5599.483255,6944.338453,4839.083513,5606.620883,5218.933312,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Anks3",7973.657718,6194.152077,NA,7887.810378,NA,7411.734377,9155.656215,4504.597243,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Ankzf1",24859.2544,18322.2027,22419.12973,27514.54008,25521.02111,20558.43512,18541.9813,22329.7784,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Ano10",14227.58158,15823.94072,11975.43003,17110.19708,16424.17548,13482.90876,18439.18782,17172.94861,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Ano3",45952.12707,46530.44043,39477.2515,50030.51446,52873.34433,52580.5103,52632.15527,46936.14821,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Ano4",4077.54,3601.68,7088.99,4583.42,4884.29,4171.16,5100,3746.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Ano6",7327.709911,6604.262754,7758.101684,6132.366027,4341.207314,3773.843435,6457.765551,8660.696621,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Ano8",169462.7554,166861.611,142659.1606,148505.8013,152709.9982,163775.4792,166075.3965,161516.4158,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Anp32a",13264.39053,13686.57211,15407.12794,13438.48055,12813.06846,13417.09815,13649.18691,14832.46407,NA,32047.2,30013.9,24728.9,NA,NA,NA,NA,26983.4
"245","Anp32b",6607.256154,6722.0091,6353.341407,4439.240606,7248.519498,8840.26067,6914.353657,5726.783983,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Anp32e",13664.36587,8932.212882,17612.16188,12837.65298,14844.60879,11360.67712,12243.09755,11638.34407,3428.655579,NA,6536.582782,3874.420169,4071.531409,3685.645964,3085.86,1929.092228,3811.141316
"247","Anxa1",9649.371128,30807.81161,9757.62377,9649.46205,12525.71493,7467.976815,10382.29215,12526.77401,17212.94108,16703.36474,37399.45451,11860.85538,20427.11877,17363.04576,20244.74472,10206.36247,18490.04052
"248","Anxa11",6902.802475,6015.129598,8618.106439,8983.255467,9083.834214,7320.833419,7406.311321,5268.70984,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Anxa2",1072259.313,1010051.213,836733.077,927638.8915,967739.4487,1041576.029,1012947.795,970950.594,311025.1989,313980.6959,291069.6706,270195.4682,321704.514,255316.6833,268820.117,265253.8622,249292.8872
"250","Anxa5",96905.98846,95171.97302,85993.76471,93950.98206,99756.60037,89256.59174,87924.36428,87611.36926,29111.14981,28547.66502,28567.78614,28198.58102,28953.06221,32040.37667,31508.11149,29112.12023,28944.1344
"251","Anxa6",687438.9383,764636.197,623632.8545,619427.1332,608362.6384,677014.2545,695533.5693,690137.0488,57639.22596,65060.57392,66394.62362,63003.82265,75059.44353,77097.70533,57900.72115,83856.70192,66098.98833
"252","Anxa7",35855.63781,39560.00355,35435.09763,37205.62441,36562.46816,45385.82477,35557.53023,35861.89564,NA,NA,NA,NA,NA,NA,NA,NA,6776.46
"253","Aoc1",NA,6537.24,4492.64,6204.72,NA,NA,4896.17,2749.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Aox1",32925.91066,37395.90892,36181.97096,33642.02648,35310.08076,33113.84336,37947.11447,33838.11805,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Ap1b1",71290.95866,80767.16364,83197.71307,67692.66875,65818.05309,77112.40605,75002.01014,83088.85513,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Ap1b1;Ap2b1",79386.7508,79874.01822,67210.28782,79508.04443,76959.36395,82161.89794,77050.02357,84580.92403,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Ap1g1",30631.23763,38409.38876,38943.84647,33711.32588,34064.05849,31510.41529,34275.60738,36066.53863,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Ap1s2",53952.16111,41172.62713,28301.04469,55687.69575,53756.38302,58734.89102,40451.38712,42658.50622,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Ap2a1",20772.74412,23309.80555,25503.14396,23348.80932,22718.9026,20140.73461,19992.93919,21819.42864,2597.62,2117.69,1634.35,NA,NA,NA,NA,NA,NA
"260","Ap2a1;Ap2a2",30333.70454,33695.05563,27234.87972,21967.53543,19367.36157,26989.32701,24045.28401,18734.85088,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Ap2a2",26862.55017,27851.75901,28964.78689,26756.76524,29515.95212,27734.74775,26279.90337,26589.87745,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Ap2b1",28282.2937,27807.80413,29656.48854,28170.41829,27139.24422,27806.23934,29772.6238,28666.25039,7692.782098,7347.206204,8177.060864,8858.033091,5780.673255,9925.163023,7701.37396,10247.65439,7224.342895
"263","Ap2m1",8321.188614,7806.501756,8202.557849,7979.028862,8619.743586,7755.077249,7696.478225,7047.033864,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Ap2s1",7308.54,9476.56,6895.65,9805.96,8816.66,8509.25,8041.04,7248.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Ap3b1",9024.285361,9146.114081,11694.60223,7503.390513,9205.42379,9407.74188,9068.002728,9022.251823,18269.3127,19958.46666,18962.30152,18726.5754,19344.87929,15750.56336,17193.73502,10079.63163,17408.93078
"266","Ap3b1;Ap3b2",117750.9376,132838.4637,136433.6576,113128.4024,105608.966,111692.0963,106774.0943,107181.2474,11087.55622,12269.18413,13421.15629,17856.03295,12204.66845,14057.98157,17085.2163,17125.59956,14636.35744
"267","Ap3b2",216529.2439,239668.5832,231267.3984,222577.19,223361.0506,217373.624,215281.9917,225258.8884,7562.905856,12788.23078,15850.78386,11062.71205,12096.22756,25371.94943,14960.78588,20050.56086,14853.10113
"268","Ap3d1",196139.3368,207945.6572,160549.6577,168814.2493,165526.5043,184694.2519,190834.8364,183947.8149,15064.32588,13568.00288,16962.29435,13691.13146,15527.69227,19249.86232,12329.56687,17778.21573,13605.13881
"269","Ap3m1",7440.436952,9139.275439,8508.72427,9173.265961,7085.85061,7895.713314,7411.899036,6364.610991,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Ap3s1",535860.0317,415530.8298,405745.8313,437302.2623,448087.9046,506745.1253,374287.5204,419878.2651,7888.404588,6616.133211,11452.79518,10659.59594,9025.14586,18869.21127,10735.14855,19419.89304,12079.35493
"271","Ap3s2",662121.3233,479718.0482,379934.1478,470984.4019,440612.5973,571981.4868,424762.4535,396117.1717,6570.219947,13446.62907,12273.78589,9277.333203,9773.089309,16302.44045,10681.55925,20579.83679,14525.93303
"272","Ap4e1",42358.60589,41668.36873,38663.88276,41150.41973,42388.89418,42166.96472,45028.82612,41690.1318,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Ap4m1",9655.947609,10542.01509,10306.35127,8288.855981,10513.53951,9212.453837,9529.548027,9226.025977,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Ap5b1",13769.37923,13752.29382,17023.28229,12721.68051,15715.94707,13279.11742,13838.10042,15266.51779,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Ap5m1",NA,NA,NA,7790.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Ap5z1",5178.875753,5037.477944,6479.658374,6979.074942,7104.46471,4010.740929,5062.514636,6355.394396,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Apba1",27709.59099,26380.84666,25085.7094,25199.70955,25674.66562,28447.69161,28675.17634,22735.07757,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Apba1;Apba2",22549,26980.6,21453.4,17693.2,21818.5,25504.1,19839.4,24262,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Apba2",1887.28,NA,4662.19,4238.96,3422.39,4114.6,2099.13,2761.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Apbb1",20107.69918,23269.7614,26525.48433,22793.43398,22289.94035,19277.54476,27702.6156,27598.44572,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Apbb1ip",71488.8292,66424.56106,68862.81211,70546.84315,70119.36588,73467.91558,69049.7285,61940.79236,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Apc",6787.032772,8177.865348,6940.505663,5398.01786,6241.240478,6759.040241,8673.11125,6357.200424,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Apc2",2299.234381,1743.031121,NA,NA,NA,NA,3719.155902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Apeh",9378.090597,13721.04714,11459.94215,10504.65317,9111.513348,8744.046916,12169.11016,9586.472985,NA,NA,NA,NA,NA,NA,NA,NA,NA
