GeneID,X208_LSC_TC_m_5,X209_LSC_TC_f_2,X212_LSC_TC_m_2,X214_LSC_TC_m_6,X219_LSC_TC_f_1,X231_LSC_TC_f_6,X232_LSC_TC_f_5,X238_LSC_TC_f_4,X241_LSC_TC_m_3,X213_LSC_TC_m_1,X216_LSC_TC_f_3,X223_LSC_TC_m_4,X143_DRG_TC_m_4,X151_DRG_TC_f_2,X154_DRG_TC_f_4,X157_DRG_TC_m_3,X158_DRG_TC_f_5,X161_DRG_TC_m_2,X162_DRG_TC_f_1,X165_DRG_TC_m_1,X160_DRG_TC_f_3,X249_paw_TC_m_4,X250_paw_TC_f_4,X262_paw_TC_m_5,X264_paw_TC_f_5,X265_paw_TC_f_2,X246_paw_TC_f_1,X260_paw_TC_m_2,X268_paw_TC_f_3,X269_paw_TC_m_3,X270_paw_TC_m_1,X173_SCN_TC_f_1,X174_SCN_TC_m_5,X182_SCN_TC_m_3,X186_SCN_TC_m_4,X191_SCN_TC_f_3,X193_SCN_TC_m_2,X194_SCN_TC_m_1,X199_SCN_TC_f_2,X189_SCN_TC_f_6,X198_SCN_TC_f_4,X201_SCN_TC_f_5,X195_SCN_TC_m_6,X207_LSC_T_m_2,X211_LSC_T_f_3,X220_LSC_T_m_5,X221_LSC_T_f_5,X224_LSC_T_m_1,X225_LSC_T_f_6,X227_LSC_T_m_6,X228_LSC_T_f_2,X233_LSC_T_f_4,X236_LSC_T_f_1,X237_LSC_T_m_4,X240_LSC_T_m_3,X144_DRG_T_f_1,X147_DRG_T_m_2,X148_DRG_T_m_1,X149_DRG_T_f_3,X152_DRG_T_f_4,X156_DRG_T_f_2,X164_DRG_T_m_3,X145_DRG_T_m_4,X251_paw_T_f_2,X255_paw_T_f_4,X266_paw_T_f_1,X247_paw_T_m_2,X253_paw_T_m_4,X254_paw_T_f_3,X257_paw_T_f_5,X272_paw_T_m_3,X261_paw_T_m_1,X170_SCN_T_m_4,X175_SCN_T_f_5,X177_SCN_T_f_6,X178_SCN_T_m_1,X181_SCN_T_m_3,X197_SCN_T_f_1,X171_SCN_T_f_2,X183_SCN_T_m_2,X185_SCN_T_f_4,X187_SCN_T_f_3
Abce1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9607.98,14616.6,NA,10572.7,10039.9,9177.22,10999.2,10997.8,8928.58,8098.04,10810.7,NA,27826.69918,32556.29287,30471.13385,26673.98851,28398.79843,26524.22697,32344.06424,29915.05577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abcf1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17947.7,21716.8,22935.2,17197.3,26659.7,34435.9,NA,24793.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24153.22162,NA,38112.1,21149.28167,31821.47908,24713.93312,23601.69064,22192.67898,21455.57135,21219.90465,27640.00409,22839.18566,75534.16917,71610.70724,64268.86604,67668.03661,67391.9574,69700.36536,69484.99506,63951.71416,NA,NA,NA,NA,NA,NA,NA,NA,NA,12461.2,8900.71,NA,8387.09,9488.85,8560.16,NA,NA,NA,11090.5
Abcf2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3232.299603,2945.601721,3936.834099,7224.59616,3441.246846,6043.02746,3175.721671,6641.37967,6103.877205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59109.5723,40633.50856,51682.06229,52114.43252,45422.54732,51476.49108,54359.72687,55388.18904,57370.27465,49895.03439,50045.82974,52168.23573,116028.2222,124580.8154,118781.4818,107572.9273,121399.8772,121905.1446,112192.2964,122341.3191,NA,NA,NA,NA,NA,NA,NA,NA,NA,18213.12547,15920.87432,21910.69477,17570.39573,16239.27079,18536.18269,20671.6421,24105.64469,19842.35216,18687.55309
Abcf3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37579.87262,29435.16598,32368.67559,35707.43619,31689.21836,36837.94928,36622.83656,37490.92985,38534.88647,36988.97633,39926.12595,39772.10066,72889.33346,84043.3759,80439.59764,71766.24939,69704.40733,71348.63245,87398.45075,89927.79889,NA,NA,NA,NA,NA,NA,NA,NA,NA,21468.98584,22573.79935,24125.57117,25082.4767,26752.83056,22189.10435,21457.01941,22893.33729,21566.21648,19804.98969
Abcg2,NA,NA,2051.2,NA,2706.38,2402.84,1182.02,2354.49,3280.41,NA,2829.59,2779.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20977.1,11293.28152,13586.50277,10725.36076,22039.9,11136.67077,16052.8,12468.62077,7131.327982,8858.911122,18546.31219,17304.22047,NA,NA,6364.11,3024.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abhd10,NA,3572.31,5040.38,4010.35,2155.37,NA,2659.81,3882.16,NA,NA,2711.47,3795.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217716.0777,174968.4192,218827.0443,191262.2654,232562.4575,171098.2237,232905.5882,196536.1123,187684.9832,188824.0357,213740.6081,251934.7665,36075.78989,49091.42415,55200.14284,41833.56082,38819.85234,35970.3605,51687.6002,48364.67093,14936.47195,13065.84458,14403.93966,15652.9,13258.5,13320.90839,16790.6,14275.2,15878.9,23039.94662,20785.39032,18452.78955,20377.14726,22638.26334,15897.03121,18723.59358,23316.22524,21606.92047,19079.68524
Abhd12,NA,NA,3708.97,NA,NA,NA,1483.56,NA,2904.28,NA,NA,NA,4985.909143,5026.744691,7547.748701,3833.551234,5482.679184,10970.74822,4820.422847,12766.76691,4757.311573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1033493.461,998939.3885,953509.1941,1060071.121,800119.0159,1084550.788,988460.0308,1064864.932,1024480.323,1136876.534,931449.7983,898732.3768,317712.6117,326853.2748,300040.4747,271125.2336,288218.7773,325835.88,304148.4789,292750.5403,5721.51,9083.13,5906.95,4429.51,NA,NA,4151.57,5268.16,2411.14,97653.10641,128878.9261,123656.1073,97950.277,105855.3461,89264.557,125683.9213,102899.06,116094.814,117162.5785
Abhd13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28062.20066,20290.35524,29343.36947,27210.1349,31964.05503,31077.66768,25013.80204,31298.22022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abhd16a,NA,3211.5,4521.05,1778.07,3608.65,4888,4944.56,2322.67,3670.07,NA,1871.89,2748.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17792.94061,15894.5,24279.59846,15472.00045,28911.8,16157.06624,22164.60539,12706.58384,12088.95368,15092.44519,19628.38243,19037.14217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abhd2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10058.37028,13667.0801,14813.33203,11490.68536,10769.57675,11185.34159,15386.81883,14749.5877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abhd6,NA,NA,1652.42,2813.91,NA,NA,1895.22,2946.57,NA,NA,2853.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10231.13374,8118.041905,9901.37625,7270.605299,9916.723556,6850.56308,8959.826288,7024.9364,6523.107399,6591.947786,9664.839714,9945.438162,14532.32802,16146.25009,12395.90704,13795.37626,16297.03295,15569.69408,15353.11102,13469.80019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abi1,7180.856745,8742.034114,8223.832652,6969.549176,6960.495066,7113.894938,9925.630356,7582.252015,5086.782908,6933.089952,7779.657009,7097.730703,17320.61947,11224.666,11779.05422,14083.54743,15088.85459,18577.7325,14287.13287,15093.94274,14426.56847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63025.34794,46037.32522,50225.59145,82165.05195,49559.28672,87444.21997,69283.66983,94938.15122,84504.67473,86907.12439,78978.92549,71386.95174,67545.68618,54997.28937,44656.17754,55041.58229,61289.49767,66866.81317,58068.95144,54248.18371,14094.70241,17385.00205,19027.46437,11227.72489,14414.00246,17604.25856,17867.04999,13570.81832,10079.40119,17161.29581,15897.243,18224.68585,20535.5237,17865.64246,20918.95905,14275.30737,15178.06364,20459.84896,13857.98787
Abi1;Abi2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111485.5554,110162.4438,110043.4137,108224.6606,113234.7141,93134.18449,116858.5703,122051.2297,124381.1551,111623.4173,97398.48286,92218.08538,98492.67997,96777.10775,85668.76716,106952.9497,86846.83304,88370.6237,85243.3843,90110.16791,NA,NA,NA,NA,NA,NA,NA,NA,NA,26480.17273,31473.51292,27851.79867,18068.50211,19960.57921,29391.12007,31383.47059,25240.6375,34463.42877,30653.38817
Abi2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73059.72983,92473.22036,75895.27264,93926.44376,74939.59088,90139.69282,72810.31105,93022.09529,88241.4869,95218.27034,67824.68446,59705.62258,84539.00519,78685.27071,62487.49022,81225.78254,89205.56833,94641.52647,82634.74236,79245.2583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54588.23406,54092.63416,NA,27857.34881,NA,NA,NA,65816.5
Abl2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32161.96871,40283.43578,41302.15184,34111.26255,36222.38694,34148.5222,35071.63643,33987.70157,33896.84119,32611.05736,33737.22621,33953.79435,13358.32474,14551.96773,13780.59319,14847.98394,12239.61395,13778.84594,12890.14521,14044.38536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4386.243573,11820.83982,9515.577184,3534.564833,3288.275258,NA,NA,3619.092657
Ablim1,8435.759838,4986.69419,2846.40705,NA,NA,4942.084364,1893.836327,3363.527644,2091.741082,9707.420523,3400.659463,3648.522168,11990.67139,15371.15493,11260.97486,9899.324776,14856.12894,13844.57437,11364.36853,14964.34358,13105.39063,12909.02853,11893.38664,9143.408663,13564.14854,10675.76879,12432.68367,9358.942283,12689.04209,11193.77664,10282.04362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197352.6018,195934.7093,184589.884,222001.1991,203438.4513,229226.5026,200909.9453,244946.3997,234491.4454,234275.5465,227526.2848,201801.5032,91687.73511,98880.8332,91721.037,84896.12605,83392.04593,86850.90405,93321.37463,95013.1387,32379.14785,33038.24636,27351.45385,26299.01372,28489.75448,22122.00677,25675.18836,25889.26969,24679.96007,110893.6568,105599.6526,109919.2505,112281.7877,113372.2472,117025.3774,113251.7986,107512.3913,108019.5996,112596.2171
Ablim1;Dmtn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197975,213561,209862,134390,220910,155610,201915,140052,174978,174801,206295,174954,61465.5,76719.6,80156.2,67257.4,59673.2,62702.1,62636.9,78202.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,133789,134826,136230,97016.7,92377.2,83446.4,132589,200848,140534,131660
Ablim2,30493.43275,38967.89557,37349.3997,39877.34001,35180.24,34785.19592,40051.53729,39370.93244,36574.28704,26241.66438,36966.178,33416.12394,11400.38182,10230.17025,12136.55003,8524.480276,12601.34756,15197.52851,13818.65192,16286.08391,16037.35483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307070.5441,271471.5392,284243.7194,312846.2518,301741.5012,307409.9498,329804.1438,316368.216,311176.6997,316080.8593,338373.8971,327694.5402,147756.3182,163618.6808,130975.1676,135050.0885,139663.7662,149072.5472,163545.4578,162429.2604,23372.11586,25109.66019,19964.11924,22819.03729,20479.56757,19333.84243,23954.02058,28046.55868,26996.8434,57877.94196,52824.55459,61597.86261,74261.10116,69846.27674,62757.07783,51982.18716,60094.92405,48462.08881,51613.05185
Ablim2;Ablim3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81445.1,79759.1,85262,62038.5,91737.9,58503.7,66735,55145.5,66528.7,57572,70295,65812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ablim3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51393.42297,51896.87188,53178.25227,53525.73353,51388.49674,52715.44225,49638.62686,60871.4466,62494.73405,56670.31156,53577.25988,51009.13846,21143.194,23888.58135,20654.10518,19923.30382,19892.66021,18103.21423,24514.82162,24455.61948,NA,NA,NA,NA,NA,NA,NA,NA,NA,20109.47625,16483.51561,14104.44726,15402.09636,17278.16522,17135.06884,17458.68475,17734.06769,22939.65279,17433.7
Abr,13903.10617,11114.82524,11457.50609,10636.4038,12464.84578,13782.74259,9661.035933,11241.07787,9633.683094,13556.52878,11418.72483,12144.11884,13960.12492,11000.56705,15092.32147,12845.27224,14711.69115,15101.60504,12644.11512,14172.36546,14211.83339,NA,NA,NA,5180.33,3493.3,6713.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79165.18036,86228.10808,80954.24847,91326.95604,76320.56908,84498.2644,73705.83689,89582.11918,90382.33141,94885.84715,79982.34746,86076.28635,98513.19698,105429.9867,105102.856,95617.97978,95063.36052,91589.96706,100830.853,99129.03754,21173.64597,19737.25181,19766.01034,17907.27462,17158.34448,20440.5589,23871.03026,15693.61167,16444.31388,38353.90632,42925.85757,43230.34313,40484.14771,38613.1565,36894.12581,44876.75739,34056.00147,41125.37265,44326.40565
Abr;Bcr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18774.4,NA,NA,91359.4,7426.8,81900,41829.9,106473,104086,113524,65304.5,56280.3,58192.6,67215.2,11737.3,44492,55102,77459,74978.8,55334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11500.9,3748.94,NA,NA,NA,NA,NA
Abraxas2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22720.21877,23576.71287,27237.73088,27069.64033,20556.45064,28633.47759,19371.77193,27852.80215,27931.90208,24113.37315,22986.55886,23633.71352,38475.17764,34417.16236,39781.18169,42082.07235,43755.9295,45521.53082,34878.37463,37486.74741,NA,NA,NA,NA,NA,NA,NA,NA,NA,10737.04693,10858.5445,11244.49074,11021.35599,11670.00263,12698.25088,10190.02705,10931.53976,9385.955506,14988.53085
Abtb2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50356.73606,42244.33415,46256.01609,59521.2345,41022.09953,60841.90122,44711.42909,58475.10778,59718.62171,64015.53205,48686.11993,49390.66004,52553.3444,57466.48991,53183.61545,52091.57409,53502.59685,53290.01958,52524.93992,53770.10161,NA,NA,NA,NA,NA,NA,NA,NA,NA,21110.23491,21218.0093,20458.33749,20295.07691,23966.59911,20928.40677,22822.40551,15520.77496,19861.15055,24019.71842
Abtb2;Btbd11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15964.78337,NA,NA,10983.3979,15597.58866,17845.25898,20614.59895,16443.86714,15445.06453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acaa1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2229.06,NA,2956.85,2766.64,NA,3040.73,2872.9,2901.32,4748.37,NA,NA,8940.21,2304.86,2514.407068,NA,6200.64,4042.31,6105.23,3509.112256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5616.737524,7056.926781,8362.084756,5743.825421,6465.52059,4939.626791,6408.815191,5924.947295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acaa2,10189.8,9366.44,6547.53,12310.8,4997.57,12561.4,5170.73,3003.1,7348.8,NA,10813.5,2834.24,7001.59,20852.5,7929.23,8859.97,9745.27,NA,NA,NA,NA,8036.47,5601.26,9139.71,7912.02,6915.02,NA,11241.4,NA,9381.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12937.97097,14467.8,16353.5,15639.1,20179.68932,13232.79504,10378.8,11079.81671,13343.9,11155.81224,21909.34764,19320.37354,NA,NA,NA,NA,NA,NA,NA,NA,13118.9,NA,13663.5,35735.4,20010.4,8155.62,16398.9,29601.6,21933.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acaca,814003.5606,954447.9097,831073.887,979172.9174,803410.5949,770159.3437,1078360.811,895644.9235,847578.8934,647843.1296,914202.397,918541.1717,3008031.725,2642256.156,2236596.171,2680136.187,2666219.417,2277108.794,2191436.634,2216901.418,2021160.061,2650284.114,2839662.833,2418069.771,2657986.151,2763108.494,2178013.504,2758816.067,2594107.802,2449052.508,2769729.886,531054.4627,533189.3679,511456.8639,446847.0651,695876.7439,574232.3717,640381.4169,652688.9965,631314.2137,574727.3199,630899.8206,537114.7683,503027.9726,305176.9383,451469.5862,393192.3197,482593.7476,392384.4414,520254.9324,402452.6359,399393.9045,403335.7096,396574.436,546116.4151,492537.4254,700578.1672,578033.1155,442144.4308,445010.7566,489488.3707,620790.1981,620326.5929,3010840.709,3224115.685,3156720.403,2962572.41,3134748.769,2596680.446,2660203.491,3643417.202,3834285.644,172781.5577,153139.1369,160015.6676,189820.8778,179123.6631,161133.1774,149322.1468,172402.6608,158823.1295,149764.9281
Acaca;Acacb,847434.8383,939989.6957,866773.1091,953266.1593,875021.4706,880516.8173,938059.4431,864650.406,845914.9805,787669.7651,898397.0859,903607.6991,2416997.373,2422712.36,2547053.717,2277069.986,2413991.133,2432672.55,2595750.832,2157173.68,2436548.791,3242872.822,2809002.658,3130119.656,3126116.499,2499310.242,2903331.262,3199976.578,2791277.685,3593079.42,3285038.411,258473.1818,322314.7235,328777.6642,244261.1111,447767.4672,415070.8192,480074.0152,431103.0658,295271.6735,321345.99,363856.5383,401131.8279,379708.4858,235887.9823,371164.6666,294133.314,347906.6778,316796.6797,406944.0069,331054.0594,315598.5207,329346.4095,316564.5551,395129.0081,237755.8627,273647.9194,229896.3017,244992.0209,253387.509,260124.2998,305177.858,262725.5447,3239631.79,3265464.885,3202192.634,4122721.723,4375129.215,3365081.794,3231844.063,4041410.305,4237699.53,186602.4212,144444.6988,166947.4322,196047.4451,201645.2829,177610.422,164062.5976,158704.1729,174977.9275,169232.4491
Acacb,29903.9305,31685.7696,28412.97986,30526.40825,30701.58819,29178.1095,26637.81101,28441.00485,28929.68398,31742.79362,31084.76504,32275.30821,91861.07243,79799.81538,80835.4917,80780.44697,88872.03892,75291.24314,76596.21594,78025.79476,81028.0326,987086.878,613602.9187,875180.3245,505275.2971,575215.8326,419813.3114,1030789.851,495137.8354,890183.9601,1127464.241,23059.59133,31578.48038,31424.62103,27997.40967,23189.73304,33139.69186,31448.54838,24766.46916,21091.716,20508.20834,23511.12275,33501.72365,35761.57026,31360.3194,40228.92758,27524.78194,33479.25268,24818.53605,42106.81973,26250.47862,21239.87984,20981.85663,36144.95509,35969.31005,10676.84819,15249.51018,15181.01648,12852.80527,14827.65795,10896.09382,15457.20887,15095.72314,572653.8546,606416.2463,612828.249,1142937.673,1216975.434,527598.6315,504969.5408,1396554.534,1404818.493,14116.91687,11585.93016,9906.812223,10608.44668,15528.74844,7873.486064,11294.7851,16352.50589,12147.50395,14141.81013
Acad8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12123.1,11855.2,NA,6296.28,12316.2,5884.3,10356.9,5554.79,5806.94,5784.82,10257.7,11871.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acad9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7552.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14179.34414,10018.50796,12780.09775,9118.977413,12591.46829,8256.988662,13967.96702,6886.998884,7601.227892,7804.047146,13456.07084,12688.47977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acadl,8301.079682,10782.92052,11530.69018,9680.956326,11074.17,8401.780602,8988.244085,11141.29227,8637.358375,7662.142119,8176.760921,7999.984625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46726.58458,29807.42192,41141.43714,34296.74418,41958.64009,36190.96609,50625.75772,34404.21378,37518.4377,35768.56062,49965.90548,57807.61224,16103.67903,18198.55478,18030.75122,16915.531,16463.04596,17060.6742,16048.46104,16757.4702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acadm,4128.01,4175.44,5435.17,4766.77,6794.21,7335.15,4426.45,4481.57,6917.62,8495.27,5124.48,7606.22,8328.76,7784.99,11327.6,6058.08,8635.36,9454.38,8979.13,NA,10994.3,NA,4421.88,5674.87,NA,3686.94,4989.46,NA,NA,5092.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17314.24557,20579.40571,20329.87602,13505.30982,19858.42335,14303.53914,16813.34245,13511.31393,12026.31218,14662.50369,18375.46473,17923.55358,21217.93622,20194.43843,23189.66675,24033.12438,22131.20886,20641.28082,23011.9561,24354.8858,6535.35,NA,5559.34,12353.3,NA,8656.61,7266.68,8318.93,7263.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acads,NA,NA,NA,NA,NA,24010.3,14406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acadsb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16791.30395,13785.8434,24335.3304,15162.52977,21351.91317,11668.18155,15003.89094,10745.58064,10533.64615,16811.02074,14542.20957,16411.11028,6486.889493,7818.950528,7782.15335,7687.367377,7831.840444,6865.59864,8979.114553,9121.16935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acadvl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14416.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100898.8131,64200.68437,89001.20685,77514.83368,86813.67306,76410.52651,103846.7973,81488.93825,76123.19234,76559.83447,88850.28298,115404.2164,36650.63175,55567.89772,45546.07661,35421.28012,34116.15923,32245.90545,50984.00638,49301.66252,23143.54686,21911.96062,21330.39577,27176.94667,25552.62141,20878.0939,20911.22445,27733.02249,25142.4821,33740.90532,21752.81695,20649.92044,24213.19841,26522.77103,17373.72123,19397.5482,27110.37295,20392.49581,23205.94804
