GeneID,X207_LSC_T_m_2,X211_LSC_T_f_3,X220_LSC_T_m_5,X221_LSC_T_f_5,X224_LSC_T_m_1,X225_LSC_T_f_6,X227_LSC_T_m_6,X228_LSC_T_f_2,X233_LSC_T_f_4,X236_LSC_T_f_1,X237_LSC_T_m_4,X240_LSC_T_m_3,X208_LSC_TC_m_5,X209_LSC_TC_f_2,X212_LSC_TC_m_2,X214_LSC_TC_m_6,X219_LSC_TC_f_1,X231_LSC_TC_f_6,X232_LSC_TC_f_5,X238_LSC_TC_f_4,X241_LSC_TC_m_3,X213_LSC_TC_m_1,X216_LSC_TC_f_3,X223_LSC_TC_m_4
Nkap,3611.41,NA,NA,NA,NA,1690.15,NA,NA,NA,1122.09,NA,3905.11,11153.5,3885.8,5880.2,NA,7011.42,7451.44,5316.02,6329.5,7538.44,7285.97,4930.65,7933.32
Nlgn2,8858.021942,9496.498867,14025.16188,7374.478397,11160.04042,6811.17739,7837.580863,9080.121938,8868.604871,9602.269577,7575.714552,8466.510469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nme1,31811.99305,18747.47229,19930.96187,33367.54923,22514.04683,31273.54809,33360.61831,33213.18658,33613.65706,40573.25606,27624.87243,38242.61203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nme1;Nme2,61948.16472,41461.86781,45424.77128,104284.3458,32344.59455,102939.4467,77094.87588,125341.6683,109805.3543,113667.2788,89472.834,91118.08726,11524.34887,16298.36274,21875.60479,27552.99502,15050.30281,13707.66326,28365.47686,18743.97845,14877.32747,15813.5,14966.80394,14161.22679
Nme2,9754.07,NA,NA,18208.8,NA,17642.5,16430.2,15636.8,17674.9,19607,12648.6,15649.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20456.2,NA,NA,NA,NA,NA
Nmt1,66261.33404,67264.04737,67404.15122,75397.16675,70339.87644,75464.35274,72819.89397,79527.11981,77477.90557,70332.41825,64896.14554,68951.3306,NA,2188.396684,1922.343727,NA,1736.509835,NA,NA,1642.831752,2101.365179,NA,NA,2334.045746
Nmt1;Nmt2,26364.39057,37649.80857,38265.85496,38411.65646,32337.9,42160.52954,33522.298,46685.77268,40149.68761,36667.88369,25109.17127,27575.60608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nmt2,50719.85848,47964.8614,51454.47582,53639.31759,46463.63699,48361.504,50057.36655,67491.42106,56390.66626,61720.44348,44642.53175,45275.94039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nod1,NA,NA,13020.1,NA,15606.6,NA,NA,NA,NA,6811.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nodal,NA,NA,NA,NA,27032.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nomo1,67381.8,NA,NA,NA,NA,41293,67700.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nono,33993.23756,30370.90607,41904.81692,25700.68472,39825.98039,27827.35211,30451.82017,24662.87456,27034.02409,21557.29188,32094.28457,29133.87786,20052.42933,21222.89166,18531.08643,19185.37483,9788.464994,24427.85896,20010.78344,22107.10973,21516.32111,20406.48144,20094.69072,19603.99684
Nono;Sfpq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3874.01,9163.57,NA,NA,NA,4483.81,NA,NA,NA
Nop56,7763.69,6099.24,NA,6295.46,8495.09,5303.12,5690.69,6970.11,6567.97,6874.81,8110.53,6381.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nopchap1,11125.9,19604.9,24491.3,10847.7,13299.7,14218.7,14732.4,10050.6,14774.4,16719.5,16777.9,12939.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nos1,9203.6072,NA,9706.943987,7499.15346,NA,7502.170108,NA,5628.594369,6269.056625,6687.953051,8092.657448,7156.331635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nova1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1129.41,NA,NA,NA,951.025,829.666,NA,NA,3052.48,851.323
Npepps,18350.03947,17180.74193,24929.74922,12949.11822,18743.95542,12359.56467,20007.33601,12691.52956,11988.53485,13255.66984,22369.03523,19349.42452,7749.094814,10361.16887,8246.544186,7031.546276,12672.4561,9644.106696,7471.054319,9013.296792,7243.552048,4846.321725,10719.91919,7819.566482
Nploc4,26200.20593,27601.15624,26248.58866,23994.67562,27289.5384,21211.17521,25395.28038,25084.5507,23788.23141,25688.32209,27392.43557,25560.79243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Npm1,17319.70173,10329.62214,25474.25954,13477.10468,18071.57156,13423.26966,13932.21143,14138.30065,13756.96984,13398.72755,13159.79792,17617.23835,10841.71489,10062.35341,9906.504061,12493.92786,10304.75949,11321.28833,12318.80137,12285.81041,13139.55145,9864.82382,11824.64921,11700.70944
Npr2,NA,NA,7273.2,4860.221172,NA,5669.732472,NA,6930.805465,5910.812728,8235.304697,7586.22,6038.188768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nprl3,11824.36584,10636.29999,10441.9232,10793.73695,12671.92937,10673.30934,8707.830308,8577.741282,8309.16088,10083.679,10649.34501,9425.34579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nptn,36355.76811,38222.63022,52461.1491,44799.7207,40766.87141,41770.24867,46994.8053,35429.97593,44623.59137,36514.97088,46904.48255,48560.6808,3505.972432,7452.049141,10589.40523,9972.412513,7425.757461,NA,18138.74069,3998.448412,6723.388344,3969.559583,6961.952661,11125.84064
Nr3c1,12644.2585,11962.14104,14216.70611,14956.02643,14445.4094,13031.83225,12458.1851,13486.44737,12779.61787,13221.37161,17862.39529,13779.34013,NA,3329.622675,2376.745222,2702.88,4418.592491,2942.188348,3537.077231,2379.073597,4460.654878,2432.82,4093.541152,3565.16
Nr4a3,NA,24158.6,NA,29957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nrbf2,92477.07336,72556.86134,85483.25104,93966.15341,75607.37318,93297.99601,95261.80796,90769.80534,97404.08352,92037.92423,80364.03349,96794.70856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nrbp1,11994,12106.84409,15693,13140.27157,16787.78558,11719.28898,15268.6,14543.83876,13399.98992,11255.63901,11625.56251,10488.31829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nrbp2,19831.751,24185.21462,20219.79428,18113.20919,15113.0892,16743.29902,14994.84833,19250.90742,17495.21753,17753.98906,17368.15808,17286.46034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nrg3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11509.6,6380.96,9734.09,NA,20111,15057,8506.16,8841.65,8788.95,11697.9,7882.13,11546.1
Nrip2,28633.89636,30272.41377,24988.79908,29045.79332,19695.09389,34304.5436,30794.38693,24342.30419,30797.91947,35584.64302,28449.38653,29776.31747,NA,2632.17,NA,NA,2432.05,7109.27,NA,1767.72,NA,4663.23,NA,NA
Nrk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14241.1,7306.4,NA,12195,NA,2505.68,6522.27,6780.98,NA,18816.4,NA,NA
Nrsn1,NA,5472.57,5586.97,7583.45,NA,6061.61,6214.13,6285.61,8043.2,NA,4744.5,6994.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nrxn1,7027.187494,NA,8739.809167,10359.78887,NA,NA,10183.75086,6482.192103,9252.222845,6074.45156,NA,9841.700128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nrxn1;Nrxn3,21418.8,NA,24167.3,NA,25275.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nrxn3,5391.65,NA,NA,NA,5576.45,NA,6258.6,NA,NA,4554.92,7205.62,8779.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nsd2,NA,NA,NA,NA,NA,NA,11954.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nsdhl,7092.95,3875.96,5421.91,4262.2,NA,3449.1,7673.18,NA,3638.76,2860.23,7588.62,4905.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nsf,359798.4493,303872.1907,316940.1336,385055.7968,311357.4372,401547.08,382683.3125,416218.2474,389628.6803,411773.633,361203.0356,381882.143,44020.50337,51396.02188,47619.70195,45022.9288,50029.19582,46393.08585,49719.43835,49770.39164,41062.35168,37862.42438,50539.10889,48512.35668
Nsfl1c,33408.26041,32786.34298,29075.58593,37064.06057,29753.99022,33932.01832,34169.5046,36587.58166,35822.58936,38325.30306,40521.42666,34691.22554,2256.72183,2258.769552,4363.881227,NA,2869.860326,NA,3455.911863,2085.071601,2869.532021,2595.690895,2977.100375,3058.955844
Nsmf,24869.60855,23760.75408,22071.86932,20790.32099,23432.52353,17670.51989,17168.34293,15972.807,17039.10131,21256.62784,18385.39856,15649.92784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nt5c2,13309.4594,13048.3685,15810.52904,15571.02708,9533.195217,16488.27728,18305.93282,17915.91536,16976.75013,16033.62763,14411.2941,12421.96774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ntmt1,4532.32,NA,NA,NA,NA,3835.42,NA,4629.39,3619.16,3436.76,4417.41,3648.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ntrk1,5871.888596,NA,NA,6879.168516,NA,7104.925189,7263.58,6846.218275,7217.815567,7028.525401,9420.716141,8401.696081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ntrk1;Ntrk3,NA,NA,NA,7653.94,NA,9290.72,10039.1,7374.34,9526.78,7240.54,8789.99,10609.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ntrk3,12691.25065,12520.17911,11623.57529,12192.41275,11903.09291,10557.41158,10972.85573,11237.77387,9859.555277,13026.57352,12237.36777,11618.66527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nuak1,16608.5,NA,NA,13632.7,16496.8,12048.7,NA,12741.5,NA,15076.4,11836.1,13596.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nucks1,11069.9,10014.2,18125.3,NA,14961.7,NA,11631.2,8531.97,10556.9,9713.57,10672.9,10350,8590.24,11503,8714.56,8883.54,NA,6817.62,7824.27,8643.96,9749.2,7802.23,10776.4,7613.72
Nudc,140241.581,160819.7213,116892.5831,165068.0279,129426.9144,167423.8809,144420.0183,170812.3241,169196.8179,168883.343,148561.0715,153367.5512,13808.53664,10879.88435,17536.18863,11702.65798,10732.35769,15836.19875,12026.69921,12240.96354,13418.09481,11700.01531,10327.94589,10785.686
Nudcd1,15041.92036,13335.22806,19777.46033,18485.53554,13249.77868,19206.06734,14714.11051,17828.04391,17831.35146,18157.87897,14659.11316,16003.99715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nudcd2,27926.31875,28214.7,22677.9,27600.84797,24900.1,28080.67188,29146.4,33212.97237,28913.58746,34668.47957,20338.75856,30994.35129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nudcd3,37373.15302,55260.81794,38076.74747,40654.34489,41290.46198,44742.12528,37001.85997,45049.79839,47646.23221,46087.02437,38241.60231,38930.9818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nudt12,26195.93022,25198.81156,21584.77907,27320.27747,29411.20786,26613.45111,25632.89222,25113.78575,25936.35214,27539.0614,26991.26487,28326.48901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nudt13,NA,NA,2054950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nudt16,9254.594351,9780.14,8126.87,9865.152462,NA,12360.49115,NA,10236.4508,9968.037617,11889.23048,8956.349797,7694.535234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nudt2,25719.56035,19060.23532,18182.14766,28368.31542,21761.59041,32278.75375,25049.37996,30069.60571,35558.05883,32058.63913,25335.27778,31126.8481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nudt21,13937.11665,8490.886063,11833.61928,14864.27219,9693.32417,15649.47702,16538.05738,20429.77426,20494.20569,17003.8952,18448.45149,18373.77462,NA,2766.48,NA,3855.81,NA,NA,2453.06,2099.46,NA,1180.4,NA,NA
Nudt3,34485.62343,32475.71415,32695.87315,42733.58666,38628.74684,44131.80318,31228.95414,61062.52393,44670.70458,42436.51513,29237.42483,34789.32086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nudt5,195031.2184,293366.8935,262964.4628,251703.9724,232945.7586,279399.2568,225383.1635,282888.9093,276045.4296,257612.1581,204472.3724,236920.4146,6453.01,6110.99,4796.61,6135.49,7599.52,8073.12,5499.68,5604.16,3893.68,8010.51,6539.42,8398.85
Nudt9,42836.94056,36718.56059,34731.66641,32350.28466,36287.35651,28250.83229,34374.68433,32167.00663,29226.89066,27997.81806,41372.26746,32093.47101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nufip2,5414.519604,11316.75853,NA,6683.280116,8468.850971,6940.277311,7738.693048,6362.561104,8249.886542,5265.846161,7835.907384,8093.867782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Numb,191738.937,211948.1731,205918.3071,245630.0584,227482.2596,266337.2511,214883.6889,256024.6253,251348.4569,259888.8008,222090.4146,229270.3309,14099.6,11661.3,12595.4,14146.5,7767.48,11131.6,9861.95,9358.77,13895.5,18444.9,9503.15,16980.1
Numb;Numbl,75834.8753,120298.7871,88097.43466,116937.7031,91820.97081,109292.0662,82006.55219,135908.3852,119613.0752,130701.2333,108019.2555,109705.7635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Numbl,523593.6671,554362.7288,494025.6892,523487.4595,585322.1519,564898.9951,577975.0645,582231.6367,578358.3806,599995.6506,568377.7551,569079.844,13692.20934,9253.803416,12144.64344,9284.477634,11001.43091,11926.25322,9298.496304,10864.05283,9016.133067,11501.54245,10368.23676,11458.12719
Nup214,29282.55143,41560.80594,38134.11238,35269.22711,34428.40762,30724.93763,32109.72899,35223.46223,34528.53239,33811.43605,32977.68963,32989.51656,3840.48,2835.58,2403.96,NA,5226.37,4293.49,4821.3,3968.11,2383.28,3409.71,5229.57,3326.66
Nup54,12633.16486,13912.92792,14573.50746,16414.10605,14302.35774,17836.65059,15130.99038,17826.41617,18278.28803,18081.53318,14445.71693,14457.47115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nup58,7729.597623,NA,NA,10655.59342,NA,8077.622923,7002.224667,8246.317245,11167.77585,12024.30221,9925.976342,8036.760215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nup62,19790.26787,20546.55782,16830.75572,17961.63421,16226.866,18652.41619,18632.59551,16815.81369,16733.33022,19192.15425,17943.37591,17881.11128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nup85,85778.41537,85313.12329,69620.19238,NA,93105.94089,64408.17379,90871.28342,78409.18796,NA,84466.76274,82278.96897,75513.68484,16027.2,NA,15873.5,NA,7408.84,21491.5,11035.7,NA,NA,NA,NA,NA
Nup93,21397.38416,28731.54898,20886.89471,20933.03643,20223.15339,21987.42085,18127.13585,23065.88047,21150.03406,22411.87483,20496.83526,20161.95273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nup98,7048.956634,NA,NA,9338.830906,8033.61406,6533.602385,8597.608383,6862.086242,6483.650741,6136.691556,7832.231968,8340.498736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nwd2,NA,5604.48,NA,NA,6757.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nxf1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22094.8,22390.4,18540.6,NA,28156.4,21843.6,31101.2,25154.4,9032.18,14211,20975.1,11187.1
Nyap1,12632.22582,23663.05636,14115.0157,17243.91917,19091.59453,16472.00151,17142.5222,14330.71562,14629.0627,16217.20173,17046.94735,17480.20883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nyap2,25162.36102,24053.42951,24644.34353,25342.57875,29759.0351,26583.24328,24403.35398,25970.93274,26777.70409,25292.13814,26859.94349,27477.10144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oat,NA,NA,7517.460979,4452.896496,NA,8396.900249,NA,6423.33423,5872.111517,4112.746956,NA,6780.619811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Obi1,14978.05893,23059.59818,18270.77891,16122.48059,21527.49251,17410.92109,18376.37422,16644.06098,15865.7845,15405.49007,16208.82513,16379.32442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ociad1,50766.77907,43912.02965,47320.54573,48986.48943,37469.33604,57696.53758,47701.17135,48210.41314,56144.28403,50625.61371,50723.12851,49054.48644,NA,NA,4138.51,NA,NA,NA,NA,4039.92,NA,NA,NA,NA
Ocrl,115243.5782,108984.2649,113057.8169,131344.0716,111915.3484,135788.9114,121069.3123,138108.6675,129409.7811,134368.8256,122551.2161,120627.351,NA,NA,2896.97,NA,NA,NA,2982.71,NA,NA,NA,NA,NA
Odf2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21187.2,NA,NA,NA,NA,NA,NA
Oga,109873.7286,106665.933,90406.23864,99416.5073,102959.0122,108779.8675,122603.4448,110729.9758,106222.9215,109705.3002,109226.0907,116502.1875,4377.02,NA,5213.28,NA,5064.64,6540.58,NA,NA,5445.88,5375.24,5772.67,7249.83
Ogdh,55023.54779,40117.51531,56720.55755,42375.32544,58670.62413,39262.7847,54553.40044,36530.29558,37426.45074,39480.86224,62267.33195,62559.31175,27862.64996,42753.40068,48760.26443,38215.13294,36188.75403,44175.62843,42252.11865,40913.10532,33969.36764,40305.85587,45916.38046,48873.85816
Ogt,7322.18,14404.7,14561.2,8238,11483.8,5885.47,7741.07,6722.34,7586.68,6791,8509.8,7860.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ola1,92223.59283,134256.1534,120853.96,115076.1603,94429.16158,112898.6379,100701.7662,110601.862,115029.1762,106639.6514,92765.89335,96443.72576,7561.801066,5938.915216,7142.09327,5660.005983,6588.028671,5902.082735,5425.779605,7311.731586,9415.680266,9581.265887,7700.138358,5900.942147
Omg,18782.73865,25108.3,29753.3,20044.3873,27097.1,15727.38099,21474.03488,13951.76944,16178.53235,18783.68001,22973.75914,20202.75868,6035.44,3436.78,4892.91,5066.57,4530.54,8252.02,2489.69,3356.08,2986.44,5652.1,6251.78,5470.61
Opa1,8835.904666,9958.085321,10694.28165,7465.161543,12137.49281,6385.64813,9433.79923,6348.615826,6932.195886,5471.95657,9717.291092,8210.884627,5176.751081,6803.823179,6611.997985,5462.379368,8330.931586,9477.659966,7396.024911,8532.148988,5118.509748,5361.116278,8569.060001,7856.070853
Opa3,NA,NA,NA,7951.51,NA,8666.65,NA,8810.29,5629.87,NA,12412.2,13545.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ophn1,27021.08413,26207.62423,24733.78269,32435.30162,25684.97284,34061.56562,27398.55461,30788.03262,33047.56007,30884.14797,23255.50138,27489.27346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Optn,22437.56961,21968.68614,20711.02756,25803.47799,27213.24598,26899.40414,24168.98959,26631.81291,27681.93775,28509.73304,24556.58581,27522.39025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osbp,11180.54787,16977.32138,16783.08271,11452.66419,16124.50482,10888.9674,11199.29571,11856.31532,10276.20942,10064.87404,8927.361722,10913.02311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osbpl10,17413.57987,23217.51744,19303.2348,22152.16026,25483.9281,21185.43075,21123.88808,21743.30843,22606.6474,22598.58524,20301.95113,20198.98183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osbpl10;Osbpl11,54185.85572,56843.07242,47767.62834,67259.94198,72669.7,64886.79424,56697.0458,57080.33433,64114.33252,74912.07122,74296.12897,63931.03282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osbpl10;Osbpl9,11867.4,NA,13777.6,10682.7,12356,10844.8,10851.7,9852.71,9399.62,9891.69,12896,11185.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osbpl11,21495.0181,22191.62837,30194.89635,27072.30573,25560.2805,26724.58227,23909.03548,26223.22087,25888.17097,26175.27044,23089.66985,24094.5409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osbpl1a,33381.34276,42171.92808,37395.25596,27379.55108,36150.21883,27117.36062,28028.34535,23546.77603,28116.44218,29775.52512,22288.03255,25285.99737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osbpl2,17587.68685,18252.90748,15962.66992,25260.18968,20359.57919,18601.794,27729.07968,30702.12334,26602.75578,25700.63458,24447.4602,32298.70845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osbpl3,70991.73179,69169.4363,69299.51729,94375.91867,60621.51886,100802.5205,80536.77769,101062.7966,104159.7363,96388.63832,70452.74446,83103.16655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osbpl3;Osbpl6,3471.12,3680.83,NA,26022.9,NA,25659.3,2821.95,NA,25966.8,NA,5889.65,7147.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osbpl6,68591.12828,73217.35416,72393.42255,82898.36092,71674.96312,80414.51245,65811.16395,79334.25834,80126.01809,80500.79897,72604.18447,73696.11354,NA,1704.9,1208.87,NA,2961.34,NA,1127.51,NA,2236.02,NA,3304,2318.63
Osbpl8,14657.24715,15317.86857,13484.45544,13278.89205,11753.93235,13048.07154,9574.241284,11738.4139,12414.92088,14912.47422,12075.81294,11200.23635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osbpl9,24599.48346,28668.23903,24552.38518,22596.68617,18116.41826,23645.28584,21050.92426,22759.90193,21169.01419,22353.51774,25918.45971,23273.40841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscp1,100680.3126,78838.1861,89010.82111,121641.7365,78438.1427,118639.9844,104161.983,116165.1396,125573.2401,116104.4674,99971.89152,109973.0466,8641.03591,8396.866212,8598.89131,8168.020742,7237.394753,8960.523419,6657.58304,7007.942085,6989.904724,7333.841024,9397.427779,5849.497782
Osmr,77978.58026,60281.96979,68955.36568,57836.91143,69627.2029,53106.54997,69367.27878,56411.83113,53387.79647,58026.57219,68761.71766,68351.58664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ostc,5582.6,NA,NA,6359.99,NA,4175.49,7220.87,5461.2,5447.45,4441.94,7549.03,5467.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ostf1,41062.71223,45093.00328,37151.19955,66787.45095,35409.12096,70609.83763,48160.014,73086.60588,63694.27637,67667.03267,46455.37715,54766.77901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otof,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6700.09,NA,2295.89,NA,NA,4236.91,3390.2,4549.35,NA,NA,NA,5235.37
Otub1,20419.6019,15506.23781,14322.76538,19339.98115,15002.48467,20091.8547,18254.17388,20651.94326,20913.69173,23240.18582,19862.75288,19074.23114,NA,NA,2769.36,NA,2274.63,2736.7,3227.85,2492.94,NA,NA,1981.49,NA
Otud4,12806.05969,12846.87352,12141.38422,11408.6048,13275.64804,12292.08815,11826.48165,13271.56058,11219.94101,12474.30844,12253.96428,12389.48998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otud6b,11018.34863,12565.38282,17256.99594,14171.74346,11015.15336,14486.81592,13807.15753,12333.71452,14348.36276,13891.68016,10766.33865,13113.31354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otud7a,5106.59,5907.49,7155.61,3957.7,NA,4977.57,4588.73,3062.97,4057.01,4708.88,4647.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otud7a;Otud7b,11583.9,6659.01,12812.6,11293.37067,14727.6,12612.87185,13340.91763,12258.30336,11605.03917,14332.03272,9696.816142,10213.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otud7b,71376,NA,NA,NA,68403.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ovch2,42133.6,26266.9,NA,NA,8412.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ovos,15666.6,6237.84,NA,10903.4,10447.5,12633,16856.6,NA,NA,11431.5,16341.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxct1,19743.19411,17759.59589,26650.66261,17236.42967,23227.1905,12982.19734,21928.23332,13236.60577,13696.68134,10749.18129,20415.70497,20805.58563,8116.481604,8760.425388,9496.04786,9552.162135,9121.262942,8918.4086,8148.100536,10450.17633,8351.595334,7181.312987,8678.205803,9589.917866
Oxr1,213224.8016,225239.7223,195571.0328,229200.7835,207426.8459,258513.1275,211054.3134,243765.0673,238923.185,254577.8585,219330.9218,219392.7066,6730.674608,6199.492711,7745.822076,6007.07334,7363.21521,6811.463876,5482.374985,7283.984241,7614.37372,4541.253116,8648.504224,7722.448304
Oxsm,30357.5,NA,NA,24270,53888.6,21540.7,31655.6,23628.1,16812.3,20140.9,20778.5,20392.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxsr1,24628.20753,27143.90967,24085.27314,31963.61075,26210.06229,29132.05683,26932.519,31353.08619,32080.01031,30085.42292,23750.67336,26058.95183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxsr1;Stk39,12288.97735,19285.7355,NA,13158.23506,13465.19202,15712.74005,14046.286,15267.45775,12938.62773,14922.19087,9939.636568,12953.50183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P33monox,41055.66809,45176.01196,52090.53591,42881.00677,44821.33175,48695.25681,45272.55595,45123.96862,51943.94772,39462.60074,41575.82964,47446.99103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P4hb,4749.852363,NA,NA,5975.074102,13030.19565,5933.29366,NA,6799.577021,7486.632312,5809.590692,5485.877758,NA,NA,NA,2776.93,6327.34,8546.15,5718.83,1964.08,NA,NA,NA,1489.8,NA
