Gene,Tissue,Common.Unique
Bcat1,DRG,Common
Bcat2,DRG,Common
Bcl2l13,DRG,Common
Bcl2l2,DRG,Common
Bcl7b,DRG,Common
Bclaf1,DRG,Common
Bcr,DRG,Common
Becn1,DRG,Common
Bend6,DRG,Common
Bet1,DRG,Common
Bet1l,DRG,Common
Bfar,DRG,Common
Bicd1,DRG,Common
Bicd2,DRG,Common
Bin1,DRG,Common
Birc2,DRG,Common
Birc6,DRG,Common
Blmh,DRG,Common
Bloc1s1,DRG,Common
Bmpr2,DRG,Common
Bnip1,DRG,Common
Bnip3,DRG,Common
Bnip3l,DRG,Common
Bod1l,DRG,Common
Bola1,DRG,Common
Bop1,DRG,Common
Borcs5,DRG,Common
Borcs6,DRG,Common
Borcs7,DRG,Common
Bpnt1,DRG,Common
Braf,DRG,Common
Brap,DRG,Common
Brcc3,DRG,Common
Brd4,DRG,Common
Brd9,DRG,Common
Bri3bp,DRG,Common
Brix1,DRG,Common
Brox,DRG,Common
Brsk1,DRG,Common
Brsk2,DRG,Common
Bscl2,DRG,Common
Bsdc1,DRG,Common
Btf3,DRG,Common
Btf3l4,DRG,Common
Bysl,DRG,Common
Bzw1,DRG,Common
Bzw2,DRG,Common
C2cd2,DRG,Common
C2cd2l,DRG,Common
C2cd5,DRG,Common
Ca2,DRG,Common
Caap1,DRG,Common
Cab39,DRG,Common
Cab39l,DRG,Common
Cabp1,DRG,Common
Cacna1a,DRG,Common
Cacna1b,DRG,Common
Cacnb1,DRG,Common
Cacnb3,DRG,Common
Cacnb4,DRG,Common
Cacul1,DRG,Common
Cacybp,DRG,Common
Cadm1,DRG,Common
Cadm3,DRG,Common
Cadps,DRG,Common
Calb2,DRG,Common
Calca,DRG,Common
Calcoco1,DRG,Common
Calm1,DRG,Common
Calu,DRG,Common
Camk1d,DRG,Common
Camk2a,DRG,Common
Camk2b,DRG,Common
Camk2d,DRG,Common
Camk2g,DRG,Common
Camk4,DRG,Common
Camkk1,DRG,Common
Camkk2,DRG,Common
Camlg,DRG,Common
Camsap1,DRG,Common
Camsap2,DRG,Common
Camsap3,DRG,Common
Cand1,DRG,Common
Canx,DRG,Common
Cap1,DRG,Common
Cap2,DRG,Common
Capn1,DRG,Common
Capn2,DRG,Common
Capns1,DRG,Common
Caprin1,DRG,Common
Caprin2,DRG,Common
Capza1,DRG,Common
Capzb,DRG,Common
Carhsp1,DRG,Common
Carm1,DRG,Common
Carmil1,DRG,Common
Carmil2,DRG,Common
Carmil3,DRG,Common
Cars1,DRG,Common
Casc3,DRG,Common
Cask,DRG,Common
Caskin1,DRG,Common
Casp3,DRG,Common
Casp9,DRG,Common
Cast,DRG,Common
Castor2,DRG,Common
Casz1,DRG,Common
Cat,DRG,Common
Cav2,DRG,Common
Cbfb,DRG,Common
Cbl,DRG,Common
Cblb,DRG,Common
Cbll1,DRG,Common
Cbr1,DRG,Common
Cbwd1,DRG,Common
Cbx3,DRG,Common
Cc2d1a,DRG,Common
Cc2d1b,DRG,Common
Ccar1,DRG,Common
Ccar2,DRG,Common
Ccdc115,DRG,Common
Ccdc124,DRG,Common
Ccdc136,DRG,Common
Ccdc186,DRG,Common
Ccdc22,DRG,Common
Ccdc25,DRG,Common
Ccdc32,DRG,Common
Ccdc43,DRG,Common
Ccdc47,DRG,Common
Ccdc50,DRG,Common
Ccdc6,DRG,Common
Ccdc85a,DRG,Common
Ccdc86,DRG,Common
Ccdc88a,DRG,Common
Ccdc9,DRG,Common
Ccdc91,DRG,Common
Ccdc92,DRG,Common
Ccdc93,DRG,Common
Ccm2,DRG,Common
Ccnk,DRG,Common
Ccnt1,DRG,Common
Ccnt2,DRG,Common
Ccp110,DRG,Common
Ccs,DRG,Common
Ccser2,DRG,Common
Cct2,DRG,Common
Cct3,DRG,Common
Cct5,DRG,Common
Cct6a,DRG,Common
Cct7,DRG,Common
Cct8,DRG,Common
Ccz1,DRG,Common
Cd200,DRG,Common
Cd2ap,DRG,Common
Cd2bp2,DRG,Common
Cd44,DRG,Common
Cd99l2,DRG,Common
Cda,DRG,Common
Cdc123,DRG,Common
Cdc16,DRG,Common
Cdc26,DRG,Common
Cdc37,DRG,Common
Cdc37l1,DRG,Common
Cdc40,DRG,Common
Cdc42,DRG,Common
Cdc42bpa,DRG,Common
Cdc42bpb,DRG,Common
Cdc5l,DRG,Common
Cdc73,DRG,Common
Cdipt,DRG,Common
Cdk11b,DRG,Common
Cdk12,DRG,Common
Cdk13,DRG,Common
Cdk14,DRG,Common
Cdk16,DRG,Common
Cdk17,DRG,Common
Cdk5,DRG,Common
Cdk5rap2,DRG,Common
Cdk5rap3,DRG,Common
Cdk7,DRG,Common
Cdk9,DRG,Common
Cdkal1,DRG,Common
Cdkn1b,DRG,Common
Cdkn2aip,DRG,Common
Cdkn2d,DRG,Common
Cdr2,DRG,Common
Cdr2l,DRG,Common
Cds2,DRG,Common
Cdv3,DRG,Common
Cebpz,DRG,Common
Celf1,DRG,Common
Celf2,DRG,Common
Celf4,DRG,Common
Celf6,DRG,Common
Celsr2,DRG,Common
Cend1,DRG,Common
Cenpv,DRG,Common
Cep104,DRG,Common
Cep131,DRG,Common
Cep170,DRG,Common
Cep170b,DRG,Common
Cep350,DRG,Common
Cep41,DRG,Common
Cep43,DRG,Common
Cep97,DRG,Common
Cerk,DRG,Common
Cers1,DRG,Common
Cers2,DRG,Common
Cers4,DRG,Common
Cert1,DRG,Common
Cetn2,DRG,Common
Cfap20,DRG,Common
Cfap36,DRG,Common
Cfap410,DRG,Common
Cfap54,DRG,Common
Cfdp1,DRG,Common
Cfl1,DRG,Common
Cfl2,DRG,Common
Chac2,DRG,Common
Champ1,DRG,Common
Chchd2,DRG,Common
Chchd3,DRG,Common
Chchd4,DRG,Common
Chchd6,DRG,Common
Chd1,DRG,Common
Chd4,DRG,Common
Chd6,DRG,Common
Chd8,DRG,Common
Cherp,DRG,Common
Chid1,DRG,Common
Chka,DRG,Common
Chkb,DRG,Common
Chm,DRG,Common
Chml,DRG,Common
Chmp1a,DRG,Common
Chmp2a,DRG,Common
Chmp2b,DRG,Common
Chmp3,DRG,Common
Chmp4b,DRG,Common
Chmp5,DRG,Common
Chmp7,DRG,Common
Chn1,DRG,Common
Chordc1,DRG,Common
Chp1,DRG,Common
Chtop,DRG,Common
Ciao2b,DRG,Common
Ciao3,DRG,Common
Ciapin1,DRG,Common
Cic,DRG,Common
Cirbp,DRG,Common
Cisd1,DRG,Common
Cisd2,DRG,Common
Cisd3,DRG,Common
Ckap4,DRG,Common
Ckap5,DRG,Common
Ckb,DRG,Common
Clasp1,DRG,Common
Clasp2,DRG,Common
Clcc1,DRG,Common
Clcn6,DRG,Common
Clcn7,DRG,Common
Clec16a,DRG,Common
Clgn,DRG,Common
Clic1,DRG,Common
Clint1,DRG,Common
Clip1,DRG,Common
Clip2,DRG,Common
Clip3,DRG,Common
Clip4,DRG,Common
Clptm1,DRG,Common
Clta,DRG,Common
Cltb,DRG,Common
Cltc,DRG,Common
Cluh,DRG,Common
Clvs1,DRG,Common
Clvs2,DRG,Common
Clybl,DRG,Common
Cmas,DRG,Common
Cmip,DRG,Common
Cmpk1,DRG,Common
Cnbp,DRG,Common
Cndp2,DRG,Common
Cnep1r1,DRG,Common
Cnksr2,DRG,Common
Cnn3,DRG,Common
Cnot1,DRG,Common
Cnot10,DRG,Common
Cnot11,DRG,Common
Cnot2,DRG,Common
Cnot3,DRG,Common
Cnot4,DRG,Common
Cnot8,DRG,Common
Cnrip1,DRG,Common
Cnst,DRG,Common
Cntn1,DRG,Common
Cntnap1,DRG,Common
Cntnap2,DRG,Common
Coa3,DRG,Common
Coa7,DRG,Common
Coasy,DRG,Common
Cobl,DRG,Common
Cog1,DRG,Common
Cog2,DRG,Common
Cog3,DRG,Common
Cog4,DRG,Common
Cog5,DRG,Common
Cog6,DRG,Common
Cog7,DRG,Common
Coil,DRG,Common
Col6a2,DRG,Common
Commd10,DRG,Common
Commd2,DRG,Common
Commd3,DRG,Common
Commd7,DRG,Common
Commd8,DRG,Common
Commd9,DRG,Common
Comt,DRG,Common
Copa,DRG,Common
Copb1,DRG,Common
Copb2,DRG,Common
Cope,DRG,Common
Copg1,DRG,Common
Copg2,DRG,Common
Coprs,DRG,Common
Cops2,DRG,Common
Cops3,DRG,Common
Cops4,DRG,Common
Cops5,DRG,Common
Cops6,DRG,Common
Cops7a,DRG,Common
Cops7b,DRG,Common
Copz1,DRG,Common
Copz2,DRG,Common
Coq3,DRG,Common
Coro1a,DRG,Common
Coro1b,DRG,Common
Coro1c,DRG,Common
Coro2a,DRG,Common
Coro2b,DRG,Common
Coro6,DRG,Common
Coro7,DRG,Common
Cox15,DRG,Common
Cox4i1,DRG,Common
Cox5a,DRG,Common
Cox5b,DRG,Common
Cox6b1,DRG,Common
Cpd,DRG,Common
Cpeb1,DRG,Common
Cpeb2,DRG,Common
Cpeb3,DRG,Common
Cpeb4,DRG,Common
Cplx1,DRG,Common
Cplx2,DRG,Common
Cpne1,DRG,Common
Cpne3,DRG,Common
Cpne4,DRG,Common
Cpne6,DRG,Common
Cpne8,DRG,Common
Cpsf1,DRG,Common
Cpsf2,DRG,Common
Cpsf3,DRG,Common
Cpsf4,DRG,Common
Cpsf6,DRG,Common
Cpsf7,DRG,Common
Cpt1a,DRG,Common
Cpt1c,DRG,Common
Cracd,DRG,Common
Cradd,DRG,Common
Crbn,DRG,Common
Creb1,DRG,Common
Crebbp,DRG,Common
Crip1,DRG,Common
Crip2,DRG,Common
Crk,DRG,Common
Crkl,DRG,Common
Crlf3,DRG,Common
Crmp1,DRG,Common
Crocc,DRG,Common
Crot,DRG,Common
Crtc1,DRG,Common
Crtc2,DRG,Common
Crtc3,DRG,Common
Crybg3,DRG,Common
Cs,DRG,Common
Csdc2,DRG,Common
Csde1,DRG,Common
Csk,DRG,Common
Csnk1a1,DRG,Common
Csnk1d,DRG,Common
Csnk1e,DRG,Common
Csnk1g1,DRG,Common
Csnk1g3,DRG,Common
Csnk2a1,DRG,Common
Csnk2a2,DRG,Common
Csnk2b,DRG,Common
Csrp1,DRG,Common
Csrp2,DRG,Common
Cstf2,DRG,Common
Cstf3,DRG,Common
Ctbp1,DRG,Common
Ctdp1,DRG,Common
Ctif,DRG,Common
Ctnna2,DRG,Common
Ctnnb1,DRG,Common
Ctnnbip1,DRG,Common
Ctps1,DRG,Common
Ctps2,DRG,Common
Ctr9,DRG,Common
Ctsb,DRG,Common
Ctsd,DRG,Common
Cttn,DRG,Common
Cttnbp2,DRG,Common
Cttnbp2nl,DRG,Common
Ctu2,DRG,Common
Cuedc2,DRG,Common
Cul2,DRG,Common
Cul3,DRG,Common
Cul4a,DRG,Common
Cul4b,DRG,Common
Cul5,DRG,Common
Custos,DRG,Common
Cuta,DRG,Common
Cutc,DRG,Common
Cux1,DRG,Common
Cwc15,DRG,Common
Cwc25,DRG,Common
Cwc27,DRG,Common
Cyb5a,DRG,Common
Cyb5b,DRG,Common
Cyb5r1,DRG,Common
Cyb5r3,DRG,Common
Cyb5r4,DRG,Common
Cyc1,DRG,Common
Cycs,DRG,Common
Cyfip2,DRG,Common
Cygb,DRG,Common
Cyld,DRG,Common
Cyp51a1,DRG,Common
Cyth1,DRG,Common
Cyth3,DRG,Common
Czib,DRG,Common
D17h6s53e,DRG,Common
Dab2ip,DRG,Common
Dagla,DRG,Common
Dapk1,DRG,Common
Dars1,DRG,Common
Dazap1,DRG,Common
Dbn1,DRG,Common
Dbndd2,DRG,Common
Dbnl,DRG,Common
Dbt,DRG,Common
Dcaf1,DRG,Common
Dcaf5,DRG,Common
Dcaf8,DRG,Common
Dclk1,DRG,Common
Dclk2,DRG,Common
Dcp1a,DRG,Common
Dcp2,DRG,Common
Dcps,DRG,Common
Dctn1,DRG,Common
Dctn2,DRG,Common
Dctn3,DRG,Common
Dctn4,DRG,Common
Dctn5,DRG,Common
Dctn6,DRG,Common
Dcun1d1,DRG,Common
Dcun1d5,DRG,Common
Ddb1,DRG,Common
Ddhd1,DRG,Common
Ddhd2,DRG,Common
Ddi2,DRG,Common
Ddrgk1,DRG,Common
Ddt,DRG,Common
Ddx1,DRG,Common
Ddx17,DRG,Common
Ddx18,DRG,Common
Ddx19a,DRG,Common
Ddx20,DRG,Common
Ddx21,DRG,Common
Ddx31,DRG,Common
Ddx39b,DRG,Common
Ddx3x,DRG,Common
Ddx3y,DRG,Common
Ddx41,DRG,Common
Ddx42,DRG,Common
Ddx46,DRG,Common
Ddx5,DRG,Common
Ddx50,DRG,Common
Ddx51,DRG,Common
Ddx6,DRG,Common
Decr1,DRG,Common
Dek,DRG,Common
Dennd10,DRG,Common
Dennd1a,DRG,Common
Denr,DRG,Common
Depdc5,DRG,Common
Deptor,DRG,Common
Dffa,DRG,Common
Dgcr8,DRG,Common
Dgke,DRG,Common
Dgkg,DRG,Common
Dgkh,DRG,Common
Dgki,DRG,Common
Dgkq,DRG,Common
Dgkz,DRG,Common
Dguok,DRG,Common
Dhcr7,DRG,Common
Dhdh,DRG,Common
Dhps,DRG,Common
Dhrs1,DRG,Common
Dhrs13,DRG,Common
Dhrs7,DRG,Common
Dhx15,DRG,Common
Dhx29,DRG,Common
Dhx30,DRG,Common
Dhx32,DRG,Common
Dhx36,DRG,Common
Dhx57,DRG,Common
Dhx9,DRG,Common
Diaph1,DRG,Common
Diaph2,DRG,Common
Dicer1,DRG,Common
Dido1,DRG,Common
Dip2a,DRG,Common
Dip2b,DRG,Common
Diras1,DRG,Common
Diras2,DRG,Common
Dis3l2,DRG,Common
Dkc1,DRG,Common
Dlat,DRG,Common
Dld,DRG,Common
Dlg2,DRG,Common
Dlg4,DRG,Common
Dlg5,DRG,Common
Dlgap4,DRG,Common
Dlst,DRG,Common
Dmac2l,DRG,Common
Dmap1,DRG,Common
Dmtn,DRG,Common
Dmxl1,DRG,Common
Dmxl2,DRG,Common
Dnaja1,DRG,Common
Dnaja2,DRG,Common
Dnajb1,DRG,Common
Dnajb12,DRG,Common
Dnajb14,DRG,Common
Dnajb2,DRG,Common
Dnajc1,DRG,Common
Dnajc16,DRG,Common
Dnajc17,DRG,Common
Dnajc2,DRG,Common
Dnajc21,DRG,Common
Dnajc24,DRG,Common
Dnajc6,DRG,Common
Dnajc7,DRG,Common
Dnajc8,DRG,Common
Dner,DRG,Common
Dnlz,DRG,Common
Dnm1,DRG,Common
Dnm1l,DRG,Common
Dnm3,DRG,Common
Dnpep,DRG,Common
Dnttip2,DRG,Common
Dock11,DRG,Common
Dock2,DRG,Common
Dock3,DRG,Common
Dock4,DRG,Common
Dock5,DRG,Common
Dock9,DRG,Common
Dok1,DRG,Common
Dok4,DRG,Common
Dop1a,DRG,Common
Dop1b,DRG,Common
Dpf2,DRG,Common
Dpm1,DRG,Common
Dpp10,DRG,Common
Dpp3,DRG,Common
Dpp9,DRG,Common
Dpy30,DRG,Common
Dpysl2,DRG,Common
Dpysl3,DRG,Common
Dpysl5,DRG,Common
Dr1,DRG,Common
Drap1,DRG,Common
Drg1,DRG,Common
Drg2,DRG,Common
Dstn,DRG,Common
Dtd1,DRG,Common
Dtna,DRG,Common
Dtnb,DRG,Common
Dtnbp1,DRG,Common
Dtymk,DRG,Common
Dus2,DRG,Common
Dus3l,DRG,Common
Dusp3,DRG,Common
Dvl1,DRG,Common
Dvl3,DRG,Common
Dync1h1,DRG,Common
Dync1i1,DRG,Common
Dync1i2,DRG,Common
Dync1li1,DRG,Common
Dync1li2,DRG,Common
Dync2i1,DRG,Common
Dynll1,DRG,Common
Dynlrb1,DRG,Common
Dysf,DRG,Common
Dzank1,DRG,Common
Dzip3,DRG,Common
Ebag9,DRG,Common
Ebf1,DRG,Common
Ebp,DRG,Common
Ecd,DRG,Common
Ece1,DRG,Common
Ech1,DRG,Common
Echdc1,DRG,Common
Eci2,DRG,Common
Ecpas,DRG,Common
Edc3,DRG,Common
Edc4,DRG,Common
Edf1,DRG,Common
Eea1,DRG,Common
Eef1a1,DRG,Common
Eef1a2,DRG,Common
Eef1akmt1,DRG,Common
Eef1akmt2,DRG,Common
Eef1b,DRG,Common
Eef1d,DRG,Common
Eef1e1,DRG,Common
Eef1g,DRG,Common
Eef2,DRG,Common
Eepd1,DRG,Common
Efhd2,DRG,Common
Efl1,DRG,Common
Efnb2,DRG,Common
Efr3a,DRG,Common
Efr3b,DRG,Common
Eftud2,DRG,Common
Egln1,DRG,Common
Ehbp1,DRG,Common
Ehbp1l1,DRG,Common
Ehd3,DRG,Common
Ehd4,DRG,Common
Ehmt1,DRG,Common
Eif1,DRG,Common
Eif1a,DRG,Common
Eif1ax,DRG,Common
Eif2a,DRG,Common
Eif2ak2,DRG,Common
Eif2ak3,DRG,Common
Eif2ak4,DRG,Common
Eif2b1,DRG,Common
Eif2b2,DRG,Common
Eif2b4,DRG,Common
Eif2b5,DRG,Common
Eif2d,DRG,Common
Eif2s1,DRG,Common
Eif2s2,DRG,Common
Eif2s3x,DRG,Common
Eif3a,DRG,Common
Eif3b,DRG,Common
Eif3c,DRG,Common
Eif3d,DRG,Common
Eif3e,DRG,Common
Eif3f,DRG,Common
Eif3g,DRG,Common
Eif3h,DRG,Common
Eif3i,DRG,Common
Eif3j1,DRG,Common
Eif3k,DRG,Common
Eif3l,DRG,Common
Eif3m,DRG,Common
Eif4a1,DRG,Common
Eif4a2,DRG,Common
Eif4a3,DRG,Common
Eif4b,DRG,Common
Eif4e,DRG,Common
Eif4e2,DRG,Common
Eif4e3,DRG,Common
Eif4enif1,DRG,Common
Eif4g1,DRG,Common
Eif4g2,DRG,Common
Eif4g3,DRG,Common
Eif4h,DRG,Common
Eif5,DRG,Common
Eif5a,DRG,Common
Eif5a2,DRG,Common
Eif5b,DRG,Common
Eif6,DRG,Common
Eipr1,DRG,Common
Elac1,DRG,Common
Elac2,DRG,Common
Elapor2,DRG,Common
Elavl1,DRG,Common
Elavl2,DRG,Common
Elavl3,DRG,Common
Elavl4,DRG,Common
Elmo1,DRG,Common
Elmo2,DRG,Common
Elmod1,DRG,Common
Eloa,DRG,Common
Elob,DRG,Common
Eloc,DRG,Common
Elovl5,DRG,Common
Elp1,DRG,Common
Elp2,DRG,Common
Elp3,DRG,Common
Elp4,DRG,Common
Elp5,DRG,Common
Elp6,DRG,Common
Emb,DRG,Common
Emc2,DRG,Common
Emc7,DRG,Common
Emc8,DRG,Common
Emd,DRG,Common
Emilin2,DRG,Common
Eml1,DRG,Common
Eml4,DRG,Common
Enah,DRG,Common
Endod1,DRG,Common
Eno1,DRG,Common
Eno2,DRG,Common
Ensa,DRG,Common
Entpd4,DRG,Common
Ep400,DRG,Common
Epb41,DRG,Common
Epb41l1,DRG,Common
Epb41l3,DRG,Common
Epb41l4b,DRG,Common
Epb41l5,DRG,Common
Epdr1,DRG,Common
Epg5,DRG,Common
Ephx1,DRG,Common
Epm2aip1,DRG,Common
Epn1,DRG,Common
Epn2,DRG,Common
Epn3,DRG,Common
Eprs1,DRG,Common
Eps15,DRG,Common
Eps15l1,DRG,Common
Erc1,DRG,Common
Ercc1,DRG,Common
Ercc3,DRG,Common
Ergic1,DRG,Common
Ergic3,DRG,Common
Erh,DRG,Common
Eri3,DRG,Common
Ermp1,DRG,Common
Erp44,DRG,Common
Esf1,DRG,Common
Esyt1,DRG,Common
Esyt2,DRG,Common
Etf1,DRG,Common
Etfa,DRG,Common
Etfb,DRG,Common
Ethe1,DRG,Common
Etnk1,DRG,Common
Evi5,DRG,Common
Evl,DRG,Common
Ewsr1,DRG,Common
Exd2,DRG,Common
Exoc1,DRG,Common
Exoc2,DRG,Common
Exoc3,DRG,Common
Exoc4,DRG,Common
Exoc6,DRG,Common
Exoc6b,DRG,Common
Exoc7,DRG,Common
Exoc8,DRG,Common
Exosc10,DRG,Common
Exosc5,DRG,Common
Exosc8,DRG,Common
Exosc9,DRG,Common
Eya3,DRG,Common
Fabp5,DRG,Common
Fads2,DRG,Common
Fads3,DRG,Common
Faf1,DRG,Common
Fam102a,DRG,Common
Fam102b,DRG,Common
Fam107b,DRG,Common
Fam110b,DRG,Common
Fam114a2,DRG,Common
Fam117b,DRG,Common
FAM120A,DRG,Common
Fam120b,DRG,Common
Fam120c,DRG,Common
Fam126b,DRG,Common
Fam131b,DRG,Common
Fam13b,DRG,Common
Fam168a,DRG,Common
Fam169a,DRG,Common
Fam177a1,DRG,Common
Fam189b,DRG,Common
Fam193a,DRG,Common
Fam219a,DRG,Common
Fam234b,DRG,Common
Fam50a,DRG,Common
Fam83h,DRG,Common
Fam91a1,DRG,Common
Fam98a,DRG,Common
Fam98b,DRG,Common
Farp1,DRG,Common
Farsa,DRG,Common
Farsb,DRG,Common
Fasn,DRG,Common
Faxc,DRG,Common
Fbl,DRG,Common
Fbll1,DRG,Common
Fbxl16,DRG,Common
Fbxl20,DRG,Common
Fbxo10,DRG,Common
Fbxo2,DRG,Common
Fbxo22,DRG,Common
Fbxo3,DRG,Common
Fbxo30,DRG,Common
Fbxo4,DRG,Common
Fbxo41,DRG,Common
Fbxo42,DRG,Common
Fbxo7,DRG,Common
Fbxw11,DRG,Common
Fcho2,DRG,Common
Fchsd1,DRG,Common
Fchsd2,DRG,Common
Fdps,DRG,Common
Fech,DRG,Common
Fem1aa,DRG,Common
Fen1,DRG,Common
Fermt2,DRG,Common
Fgd4,DRG,Common
Fgf12,DRG,Common
Fgf13,DRG,Common
Fgfr1op2,DRG,Common
Fgg,DRG,Common
Fh,DRG,Common
Fhip1b,DRG,Common
Fhip2a,DRG,Common
Fip1l1,DRG,Common
Fitm2,DRG,Common
Fkbp15,DRG,Common
Fkbp2,DRG,Common
Fkbp3,DRG,Common
Fkbp4,DRG,Common
Fkbp5,DRG,Common
Fkbp8,DRG,Common
Flad1,DRG,Common
Flii,DRG,Common
Flot1,DRG,Common
Flot2,DRG,Common
Flvcr1,DRG,Common
Fmnl1,DRG,Common
Fmr1,DRG,Common
Fnbp1,DRG,Common
Fnbp1l,DRG,Common
Fnbp4,DRG,Common
Foxk1,DRG,Common
Foxk2,DRG,Common
Foxo3,DRG,Common
Fra10ac1,DRG,Common
Frg1,DRG,Common
Frmd3,DRG,Common
Frmd4a,DRG,Common
Frmpd4,DRG,Common
Fry,DRG,Common
Fsd1,DRG,Common
Fsd1l,DRG,Common
Fth1,DRG,Common
Ftl1,DRG,Common
Fto,DRG,Common
Ftsj3,DRG,Common
Fubp1,DRG,Common
Fundc2,DRG,Common
Fus,DRG,Common
Fv1,DRG,Common
Fxr1,DRG,Common
Fxr2,DRG,Common
Fyttd1,DRG,Common
G3bp1,DRG,Common
G3bp2,DRG,Common
G6pdx,DRG,Common
Gab2,DRG,Common
Gabarapl2,DRG,Common
Gabbr1,DRG,Common
Gabbr2,DRG,Common
Gabpa,DRG,Common
Gak,DRG,Common
Gale,DRG,Common
Gamt,DRG,Common
Gan,DRG,Common
Ganc,DRG,Common
Gap43,DRG,Common
Gapdh,DRG,Common
Gapvd1,DRG,Common
Gar1,DRG,Common
Garem1,DRG,Common
Garnl3,DRG,Common
Gars1,DRG,Common
Gart,DRG,Common
Gas2,DRG,Common
Gas2l1,DRG,Common
Gas7,DRG,Common
Gatad2a,DRG,Common
Gatad2b,DRG,Common
Gatd1,DRG,Common
Gatm,DRG,Common
Gcc1,DRG,Common
Gcc2,DRG,Common
Gclc,DRG,Common
Gclm,DRG,Common
Gcn1,DRG,Common
Gda,DRG,Common
Gdap1,DRG,Common
Gdap1l1,DRG,Common
Gdi1,DRG,Common
Gdi2,DRG,Common
Gemin5,DRG,Common
Get3,DRG,Common
Get4,DRG,Common
Gfm1,DRG,Common
Gfpt1,DRG,Common
Gga1,DRG,Common
Gga2,DRG,Common
Gga3,DRG,Common
Ggt7,DRG,Common
Ghitm,DRG,Common
Gid8,DRG,Common
Gigyf1,DRG,Common
Gigyf2,DRG,Common
Gipc1,DRG,Common
Gjc3,DRG,Common
Gk,DRG,Common
Gkap1,DRG,Common
Glcci1,DRG,Common
Gle1,DRG,Common
Glmn,DRG,Common
Glo1,DRG,Common
Glod4,DRG,Common
Glrx3,DRG,Common
Gls,DRG,Common
Glud1,DRG,Common
Glul,DRG,Common
Gmds,DRG,Common
Gmpr,DRG,Common
Gmps,DRG,Common
Gna14,DRG,Common
Gnai2,DRG,Common
Gnao1,DRG,Common
Gnas,DRG,Common
Gnb1,DRG,Common
Gnb5,DRG,Common
Gng2,DRG,Common
Gng3,DRG,Common
Gnl1,DRG,Common
Gnl3l,DRG,Common
Gnpda1,DRG,Common
Gnpda2,DRG,Common
Golga1,DRG,Common
Golga2,DRG,Common
Golga3,DRG,Common
Golga4,DRG,Common
Golga5,DRG,Common
Golph3,DRG,Common
Golph3l,DRG,Common
Gopc,DRG,Common
Gorab,DRG,Common
Gorasp1,DRG,Common
Gorasp2,DRG,Common
Gosr1,DRG,Common
Gosr2,DRG,Common
Got1,DRG,Common
Got2,DRG,Common
Gpaa1,DRG,Common
Gpalpp1,DRG,Common
Gpam,DRG,Common
Gpat4,DRG,Common
Gpatch11,DRG,Common
Gpcpd1,DRG,Common
Gpd2,DRG,Common
Gphn,DRG,Common
Gpi,DRG,Common
Gpkow,DRG,Common
Gpn1,DRG,Common
Gpr158,DRG,Common
Gpr89,DRG,Common
Gprasp1,DRG,Common
Gprasp2,DRG,Common
Gprc5c,DRG,Common
Gps1,DRG,Common
Gpx1,DRG,Common
Gramd1a,DRG,Common
Gramd1b,DRG,Common
Grb14,DRG,Common
Grcc10,DRG,Common
Gria2,DRG,Common
Grid2ip,DRG,Common
Grip1,DRG,Common
Gripap1,DRG,Common
Grk2,DRG,Common
Grpel1,DRG,Common
Grsf1,DRG,Common
Gsdme,DRG,Common
Gsk3a,DRG,Common
Gsk3b,DRG,Common
Gspt1,DRG,Common
Gspt2,DRG,Common
Gsr,DRG,Common
Gss,DRG,Common
Gstm5,DRG,Common
Gstp1,DRG,Common
Gstz1,DRG,Common
Gtf2a1,DRG,Common
Gtf2b,DRG,Common
Gtf2e1,DRG,Common
Gtf2e2,DRG,Common
Gtf2f2,DRG,Common
Gtf2h1,DRG,Common
Gtf2h3,DRG,Common
Gtf2i,DRG,Common
Gtf3c5,DRG,Common
Gtpbp1,DRG,Common
Gyg1,DRG,Common
Gys1,DRG,Common
H4c1,DRG,Common
Habp4,DRG,Common
Hacd2,DRG,Common
Hacd3,DRG,Common
Hadh,DRG,Common
Hadha,DRG,Common
Hadhb,DRG,Common
Hagh,DRG,Common
Haghl,DRG,Common
Hars1,DRG,Common
Has1,DRG,Common
Hbs1l,DRG,Common
Hcfc1,DRG,Common
Hcn1,DRG,Common
Hcn4,DRG,Common
Hdac2,DRG,Common
Hdac3,DRG,Common
Hdac4,DRG,Common
Hdac5,DRG,Common
Hdac6,DRG,Common
Hdgf,DRG,Common
Hdgfl2,DRG,Common
Hdgfl3,DRG,Common
Hdlbp,DRG,Common
Heatr5b,DRG,Common
Heatr6,DRG,Common
Hebp2,DRG,Common
Hectd1,DRG,Common
Hectd3,DRG,Common
Hecw1,DRG,Common
Helz,DRG,Common
Herc2,DRG,Common
Hexim1,DRG,Common
Hgs,DRG,Common
Hibadh,DRG,Common
Hibch,DRG,Common
Hid1,DRG,Common
Hint1,DRG,Common
Hint2,DRG,Common
Hint3,DRG,Common
Hip1,DRG,Common
Hip1r,DRG,Common
Hivep2,DRG,Common
Hk1,DRG,Common
Hltf,DRG,Common
Hmbox1,DRG,Common
Hmga1,DRG,Common
Hmgb1,DRG,Common
Hmgcr,DRG,Common
Hmgcs1,DRG,Common
Hmox2,DRG,Common
Hnrnpa0,DRG,Common
Hnrnpa1,DRG,Common
Hnrnpa2b1,DRG,Common
Hnrnpa3,DRG,Common
Hnrnpab,DRG,Common
Hnrnpc,DRG,Common
