"","Gene","Tissue","Type"
"4564","Mex3d","DRG","75% Filter"
"4565","Mfap1a","DRG","75% Filter"
"4566","Mff","DRG","75% Filter"
"4567","Mfn2","DRG","75% Filter"
"4568","Mfsd10","DRG","75% Filter"
"4569","Mfsd6","DRG","75% Filter"
"4570","Mga","DRG","75% Filter"
"4571","Mgst3","DRG","75% Filter"
"4572","Mia2","DRG","75% Filter"
"4573","Mia3","DRG","75% Filter"
"4574","Micall1","DRG","75% Filter"
"4575","Mid2","DRG","75% Filter"
"4576","Miga1","DRG","75% Filter"
"4577","Miga2","DRG","75% Filter"
"4578","Minar1","DRG","75% Filter"
"4579","Minar2","DRG","75% Filter"
"4580","Mindy2","DRG","75% Filter"
"4581","Mipep","DRG","75% Filter"
"4582","Misp","DRG","75% Filter"
"4583","Mkln1","DRG","75% Filter"
"4584","Mknk1","DRG","75% Filter"
"4585","Mkrn1","DRG","75% Filter"
"4586","Mkrn2","DRG","75% Filter"
"4587","Mlh1","DRG","75% Filter"
"4588","Mlxip","DRG","75% Filter"
"4589","Mmab","DRG","75% Filter"
"4590","Mmgt1","DRG","75% Filter"
"4591","Mnat1","DRG","75% Filter"
"4592","Mob3a","DRG","75% Filter"
"4593","Mob3b","DRG","75% Filter"
"4594","Mob4","DRG","75% Filter"
"4595","Mon1b","DRG","75% Filter"
"4596","Morn4","DRG","75% Filter"
"4597","Mospd2","DRG","75% Filter"
"4598","Mpdu1","DRG","75% Filter"
"4599","Mpdz","DRG","75% Filter"
"4600","Mphosph10","DRG","75% Filter"
"4601","Mphosph8","DRG","75% Filter"
"4602","Mpi","DRG","75% Filter"
"4603","Mpped2","DRG","75% Filter"
"4604","Mrpl30","DRG","75% Filter"
"4605","Mrps22","DRG","75% Filter"
"4606","Mrps27","DRG","75% Filter"
"4607","Mrps31","DRG","75% Filter"
"4608","Mrps36","DRG","75% Filter"
"4609","Mrtfa","DRG","75% Filter"
"4610","Mrtfb","DRG","75% Filter"
"4611","Msi1","DRG","75% Filter"
"4612","Msi2","DRG","75% Filter"
"4613","Msl1","DRG","75% Filter"
"4614","Msra","DRG","75% Filter"
"4615","Msrb2","DRG","75% Filter"
"4616","Msrb3","DRG","75% Filter"
"4617","Msto1","DRG","75% Filter"
"4618","Mt3","DRG","75% Filter"
"4619","Mta3","DRG","75% Filter"
"4620","Mtch1","DRG","75% Filter"
"4621","Mtf1","DRG","75% Filter"
"4622","Mtfr1l","DRG","75% Filter"
"4623","Mthfsd","DRG","75% Filter"
"4624","Mtmr2","DRG","75% Filter"
"4625","Mtmr3","DRG","75% Filter"
"4626","Mtmr4","DRG","75% Filter"
"4627","Mtmr7","DRG","75% Filter"
"4628","Mtor","DRG","75% Filter"
"4629","Mtpn","DRG","75% Filter"
"4630","Mtr","DRG","75% Filter"
"4631","Mtss1","DRG","75% Filter"
"4632","Mtus1","DRG","75% Filter"
"4633","Mtx2","DRG","75% Filter"
"4634","Mug2","DRG","75% Filter"
"4635","Mustn1","DRG","75% Filter"
"4636","Mvd","DRG","75% Filter"
"4637","Mxra7","DRG","75% Filter"
"4638","Myadm","DRG","75% Filter"
"4639","Mycbp","DRG","75% Filter"
"4640","Mycbp2","DRG","75% Filter"
"4641","Myh10","DRG","75% Filter"
"4642","Myl6b","DRG","75% Filter"
"4643","Myo1d","DRG","75% Filter"
"4644","Myo5a","DRG","75% Filter"
"4645","Myo9a","DRG","75% Filter"
"4646","Myt1","DRG","75% Filter"
"4647","N4bp1","DRG","75% Filter"
"4648","Naa10","DRG","75% Filter"
"4649","Naa15","DRG","75% Filter"
"4650","Naa16","DRG","75% Filter"
"4651","Naa30","DRG","75% Filter"
"4652","Naaa","DRG","75% Filter"
"4653","Nacc2","DRG","75% Filter"
"4654","Nae1","DRG","75% Filter"
"4655","Nampt","DRG","75% Filter"
"4656","Nans","DRG","75% Filter"
"4657","Napa","DRG","75% Filter"
"4658","Napb","DRG","75% Filter"
"4659","Nasp","DRG","75% Filter"
"4660","Nat10","DRG","75% Filter"
"4661","Nat8l","DRG","75% Filter"
"4662","Nav1","DRG","75% Filter"
"4663","Naxd","DRG","75% Filter"
"4664","Nbeal2","DRG","75% Filter"
"4665","Nbn","DRG","75% Filter"
"4666","Ncbp2","DRG","75% Filter"
"4667","Nckap1","DRG","75% Filter"
"4668","Nckap5l","DRG","75% Filter"
"4669","Nckipsd","DRG","75% Filter"
"4670","Ncoa1","DRG","75% Filter"
"4671","Ncoa5","DRG","75% Filter"
"4672","Ncoa6","DRG","75% Filter"
"4673","Ncs1","DRG","75% Filter"
"4674","Ndc1","DRG","75% Filter"
"4675","Ndel1","DRG","75% Filter"
"4676","Ndn","DRG","75% Filter"
"4677","Ndufa10","DRG","75% Filter"
"4678","Ndufa12","DRG","75% Filter"
"4679","Ndufa13","DRG","75% Filter"
"4680","Ndufa2","DRG","75% Filter"
"4681","Ndufa5","DRG","75% Filter"
"4682","Ndufa8","DRG","75% Filter"
"4683","Ndufa9","DRG","75% Filter"
"4684","Ndufaf4","DRG","75% Filter"
"4685","Ndufaf7","DRG","75% Filter"
"4686","Ndufb3","DRG","75% Filter"
"4687","Ndufb5","DRG","75% Filter"
"4688","Ndufs7","DRG","75% Filter"
"4689","Ndufv1","DRG","75% Filter"
"4690","Ndufv3","DRG","75% Filter"
"4691","Necab1","DRG","75% Filter"
"4692","Necap1","DRG","75% Filter"
"4693","Nectin1","DRG","75% Filter"
"4694","Nectin3","DRG","75% Filter"
"4695","Nedd4l","DRG","75% Filter"
"4696","Nek3","DRG","75% Filter"
"4697","Nelfa","DRG","75% Filter"
"4698","Nfkb1","DRG","75% Filter"
"4699","Nfkbib","DRG","75% Filter"
"4700","Nfrkb","DRG","75% Filter"
"4701","Nfx1","DRG","75% Filter"
"4702","Ngfr","DRG","75% Filter"
"4703","Ngly1","DRG","75% Filter"
"4704","Nhp2","DRG","75% Filter"
"4705","Nicn1","DRG","75% Filter"
"4706","Nif3l1","DRG","75% Filter"
"4707","Nifk","DRG","75% Filter"
"4708","Nipa1","DRG","75% Filter"
"4709","Nipal3","DRG","75% Filter"
"4710","Nipsnap1","DRG","75% Filter"
"4711","Nipsnap2","DRG","75% Filter"
"4712","Nipsnap3b","DRG","75% Filter"
"4713","Nisch","DRG","75% Filter"
"4714","Nkiras1","DRG","75% Filter"
"4715","Nmd3","DRG","75% Filter"
"4716","Nme1","DRG","75% Filter"
"4717","Nme2","DRG","75% Filter"
"4718","Nob1","DRG","75% Filter"
"4719","Noc4l","DRG","75% Filter"
"4720","Nol4l","DRG","75% Filter"
"4721","Nol8","DRG","75% Filter"
"4722","Nol9","DRG","75% Filter"
"4723","Nolc1","DRG","75% Filter"
"4724","Nop16","DRG","75% Filter"
"4725","Nop2","DRG","75% Filter"
"4726","Nopchap1","DRG","75% Filter"
"4727","Nosip","DRG","75% Filter"
"4728","Npepl1","DRG","75% Filter"
"4729","Npl","DRG","75% Filter"
"4730","Npr2","DRG","75% Filter"
"4731","Nprl2","DRG","75% Filter"
"4732","Nprl3","DRG","75% Filter"
"4733","Nqo2","DRG","75% Filter"
"4734","Nr2c2","DRG","75% Filter"
"4735","Nrbp1","DRG","75% Filter"
"4736","Nrbp2","DRG","75% Filter"
"4737","Nrdc","DRG","75% Filter"
"4738","Nrip3","DRG","75% Filter"
"4739","Nsd1","DRG","75% Filter"
"4740","Nsd3","DRG","75% Filter"
"4741","Nsdhl","DRG","75% Filter"
"4742","Nsg1","DRG","75% Filter"
"4743","Nsmaf","DRG","75% Filter"
"4744","Nsun6","DRG","75% Filter"
"4745","Nt5c2","DRG","75% Filter"
"4746","Ntrk1","DRG","75% Filter"
"4747","Ntrk3","DRG","75% Filter"
"4748","Nub1","DRG","75% Filter"
"4749","Nucb1","DRG","75% Filter"
"4750","Nudcd1","DRG","75% Filter"
"4751","Nudcd3","DRG","75% Filter"
"4752","Nudt10","DRG","75% Filter"
"4753","Nudt16","DRG","75% Filter"
"4754","Nudt3","DRG","75% Filter"
"4755","Nup107","DRG","75% Filter"
"4756","Nup133","DRG","75% Filter"
"4757","Nup155","DRG","75% Filter"
"4758","Nup188","DRG","75% Filter"
"4759","Nup35","DRG","75% Filter"
"4760","Nup42","DRG","75% Filter"
"4761","Nup43","DRG","75% Filter"
"4762","Nup58","DRG","75% Filter"
"4763","Nup85","DRG","75% Filter"
"4764","Nup88","DRG","75% Filter"
"4765","Nvl","DRG","75% Filter"
"4766","Nwd2","DRG","75% Filter"
"4767","Nxf1","DRG","75% Filter"
"4768","Nxt2","DRG","75% Filter"
"4769","Nyap1","DRG","75% Filter"
"4770","Nyap2","DRG","75% Filter"
"4771","Oat","DRG","75% Filter"
"4772","Obi1","DRG","75% Filter"
"4773","Ocrl","DRG","75% Filter"
"4774","Odr4","DRG","75% Filter"
"4775","Ofd1","DRG","75% Filter"
"4776","Ogdh","DRG","75% Filter"
"4777","Ogfod1","DRG","75% Filter"
"4778","Ogfr","DRG","75% Filter"
"4779","Ogg1","DRG","75% Filter"
"4780","Ophn1","DRG","75% Filter"
"4781","Optn","DRG","75% Filter"
"4782","Osbp","DRG","75% Filter"
"4783","Osbpl10","DRG","75% Filter"
"4784","Osbpl1a","DRG","75% Filter"
"4785","Osbpl2","DRG","75% Filter"
"4786","Osbpl5","DRG","75% Filter"
"4787","Osbpl8","DRG","75% Filter"
"4788","Osbpl9","DRG","75% Filter"
"4789","Osmr","DRG","75% Filter"
"4790","Ostf1","DRG","75% Filter"
"4791","Otub1","DRG","75% Filter"
"4792","Otud3","DRG","75% Filter"
"4793","Otud6b","DRG","75% Filter"
"4794","Oxct1","DRG","75% Filter"
"4795","Oxsm","DRG","75% Filter"
"4796","Paat","DRG","75% Filter"
"4797","Pabir1","DRG","75% Filter"
"4798","Paf1","DRG","75% Filter"
"4799","Pafah1b1","DRG","75% Filter"
"4800","Pafah1b2","DRG","75% Filter"
"4801","Pagr1a","DRG","75% Filter"
"4802","Paip2","DRG","75% Filter"
"4803","Pak1ip1","DRG","75% Filter"
"4804","Pak3","DRG","75% Filter"
"4805","Pak4","DRG","75% Filter"
"4806","Palm2","DRG","75% Filter"
"4807","Palm3","DRG","75% Filter"
"4808","Pam16","DRG","75% Filter"
"4809","Pan2","DRG","75% Filter"
"4810","Pan3","DRG","75% Filter"
"4811","Pank4","DRG","75% Filter"
"4812","Panx2","DRG","75% Filter"
"4813","Papss1","DRG","75% Filter"
"4814","Paqr3","DRG","75% Filter"
"4815","Paqr9","DRG","75% Filter"
"4816","Parl","DRG","75% Filter"
"4817","Parp1","DRG","75% Filter"
"4818","Parp4","DRG","75% Filter"
"4819","Parvb","DRG","75% Filter"
"4820","Patj","DRG","75% Filter"
"4821","Pawr","DRG","75% Filter"
"4822","Pbx2","DRG","75% Filter"
"4823","Pcdha10","DRG","75% Filter"
"4824","Pck2","DRG","75% Filter"
"4825","Pclo","DRG","75% Filter"
"4826","Pcnt","DRG","75% Filter"
"4827","Pcnx3","DRG","75% Filter"
"4828","Pcp4","DRG","75% Filter"
"4829","Pcsk1n","DRG","75% Filter"
"4830","Pctp","DRG","75% Filter"
"4831","Pcyt1b","DRG","75% Filter"
"4832","Pdcd5","DRG","75% Filter"
"4833","Pdcd6ip","DRG","75% Filter"
"4834","Pdcl","DRG","75% Filter"
"4835","Pdcl3","DRG","75% Filter"
"4836","Pde10a","DRG","75% Filter"
"4837","Pde11a","DRG","75% Filter"
"4838","Pde1c","DRG","75% Filter"
"4839","Pde3b","DRG","75% Filter"
"4840","Pde4a","DRG","75% Filter"
"4841","Pde4c","DRG","75% Filter"
"4842","Pde4d","DRG","75% Filter"
"4843","Pde4dip","DRG","75% Filter"
"4844","Pdgfrb","DRG","75% Filter"
"4845","Pdhx","DRG","75% Filter"
"4846","Pdk3","DRG","75% Filter"
"4847","Pdlim1","DRG","75% Filter"
"4848","Pdp1","DRG","75% Filter"
"4849","Pdpk1","DRG","75% Filter"
"4850","Pdpr","DRG","75% Filter"
"4851","Pdxk","DRG","75% Filter"
"4852","Pelo","DRG","75% Filter"
"4853","Pelp1","DRG","75% Filter"
"4854","Pepd","DRG","75% Filter"
"4855","Pes1","DRG","75% Filter"
"4856","Pex11b","DRG","75% Filter"
"4857","Pex13","DRG","75% Filter"
"4858","Pex19","DRG","75% Filter"
"4859","Pex26","DRG","75% Filter"
"4860","Pex3","DRG","75% Filter"
"4861","Pex5","DRG","75% Filter"
"4862","Pfdn1","DRG","75% Filter"
"4863","Pfdn5","DRG","75% Filter"
"4864","Pfkfb2","DRG","75% Filter"
"4865","Pfn2","DRG","75% Filter"
"4866","Pgap1","DRG","75% Filter"
"4867","Pgls","DRG","75% Filter"
"4868","Pgm1","DRG","75% Filter"
"4869","Pgm2l1","DRG","75% Filter"
"4870","Pgrmc1","DRG","75% Filter"
"4871","Pgs1","DRG","75% Filter"
"4872","Phactr1","DRG","75% Filter"
"4873","Phactr3","DRG","75% Filter"
"4874","Phax","DRG","75% Filter"
"4875","Phc3","DRG","75% Filter"
"4876","Pheta1","DRG","75% Filter"
"4877","Phf14","DRG","75% Filter"
"4878","Phf23","DRG","75% Filter"
"4879","Phf5a","DRG","75% Filter"
"4880","Phip","DRG","75% Filter"
"4881","Phka1","DRG","75% Filter"
"4882","Phtf1","DRG","75% Filter"
"4883","Phyhipl","DRG","75% Filter"
"4884","Pi4k2a","DRG","75% Filter"
"4885","Pias2","DRG","75% Filter"
"4886","Pick1","DRG","75% Filter"
"4887","Piezo2","DRG","75% Filter"
"4888","Pigw","DRG","75% Filter"
"4889","Pih1d1","DRG","75% Filter"
"4890","Pik3cd","DRG","75% Filter"
"4891","Pik3r4","DRG","75% Filter"
"4892","Pin1","DRG","75% Filter"
"4893","Pip4k2a","DRG","75% Filter"
"4894","Pip4k2c","DRG","75% Filter"
"4895","Pip4p1","DRG","75% Filter"
"4896","Pip4p2","DRG","75% Filter"
"4897","Pip5k1c","DRG","75% Filter"
"4898","Pir","DRG","75% Filter"
"4899","Pirt","DRG","75% Filter"
"4900","Pitpna","DRG","75% Filter"
"4901","Pitpnc1","DRG","75% Filter"
"4902","Pitpnm3","DRG","75% Filter"
"4903","Pitrm1","DRG","75% Filter"
"4904","Pja1","DRG","75% Filter"
"4905","Pja2","DRG","75% Filter"
"4906","Pknox2","DRG","75% Filter"
"4907","Pla2g6","DRG","75% Filter"
"4908","Plbd2","DRG","75% Filter"
"4909","Plcb1","DRG","75% Filter"
"4910","Plcd4","DRG","75% Filter"
"4911","Plcl2","DRG","75% Filter"
"4912","Plcxd3","DRG","75% Filter"
"4913","Pld3","DRG","75% Filter"
"4914","Plekha1","DRG","75% Filter"
"4915","Plekha3","DRG","75% Filter"
"4916","Plekha8","DRG","75% Filter"
"4917","Plekhd1","DRG","75% Filter"
"4918","Plekhg5","DRG","75% Filter"
"4919","Plekhm1","DRG","75% Filter"
"4920","Plekhm2","DRG","75% Filter"
"4921","Plekhm3","DRG","75% Filter"
"4922","Plpbp","DRG","75% Filter"
"4923","Plrg1","DRG","75% Filter"
"4924","Pls1","DRG","75% Filter"
"4925","Pls3","DRG","75% Filter"
"4926","Pmvk","DRG","75% Filter"
"4927","Pnpla6","DRG","75% Filter"
"4928","Pnpla7","DRG","75% Filter"
"4929","Pnpla8","DRG","75% Filter"
"4930","Pnpt1","DRG","75% Filter"
"4931","Poglut1","DRG","75% Filter"
"4932","Pold3","DRG","75% Filter"
"4933","Poli","DRG","75% Filter"
"4934","Polr1d","DRG","75% Filter"
"4935","Polr2b","DRG","75% Filter"
"4936","Polr2h","DRG","75% Filter"
"4937","Polr2m","DRG","75% Filter"
"4938","Polr3d","DRG","75% Filter"
"4939","Polr3e","DRG","75% Filter"
"4940","Polr3g","DRG","75% Filter"
"4941","Pom121l2","DRG","75% Filter"
"4942","Pomgnt1","DRG","75% Filter"
"4943","Pop4","DRG","75% Filter"
"4944","Por","DRG","75% Filter"
"4945","Pot1","DRG","75% Filter"
"4946","Ppa1","DRG","75% Filter"
"4947","Ppcdc","DRG","75% Filter"
"4948","Ppdpf","DRG","75% Filter"
"4949","Ppef1","DRG","75% Filter"
"4950","Ppfia2","DRG","75% Filter"
"4951","Ppfia3","DRG","75% Filter"
"4952","Ppih","DRG","75% Filter"
"4953","Ppil2","DRG","75% Filter"
"4954","Ppil3","DRG","75% Filter"
"4955","Ppil4","DRG","75% Filter"
"4956","Ppip5k2","DRG","75% Filter"
"4957","Ppm1a","DRG","75% Filter"
"4958","Ppm1b","DRG","75% Filter"
"4959","Ppp1cb","DRG","75% Filter"
"4960","Ppp1r11","DRG","75% Filter"
"4961","Ppp1r12b","DRG","75% Filter"
"4962","Ppp1r13b","DRG","75% Filter"
"4963","Ppp1r13l","DRG","75% Filter"
"4964","Ppp1r1a","DRG","75% Filter"
"4965","Ppp1r1c","DRG","75% Filter"
"4966","Ppp1r21","DRG","75% Filter"
"4967","Ppp1r37","DRG","75% Filter"
"4968","Ppp1r3a","DRG","75% Filter"
"4969","Ppp1r3f","DRG","75% Filter"
"4970","Ppp1r7","DRG","75% Filter"
"4971","Ppp1r8","DRG","75% Filter"
"4972","Ppp2r2a","DRG","75% Filter"
"4973","Ppp2r5b","DRG","75% Filter"
"4974","Ppp2r5e","DRG","75% Filter"
"4975","Ppp3cc","DRG","75% Filter"
"4976","Ppp3r1","DRG","75% Filter"
"4977","Ppp4r1","DRG","75% Filter"
"4978","Ppp4r2","DRG","75% Filter"
"4979","Ppp4r3b","DRG","75% Filter"
"4980","Ppp4r4","DRG","75% Filter"
"4981","Ppp6c","DRG","75% Filter"
"4982","Ppp6r2","DRG","75% Filter"
"4983","Ppwd1","DRG","75% Filter"
"4984","Prdx3","DRG","75% Filter"
"4985","Prep","DRG","75% Filter"
"4986","Prex1","DRG","75% Filter"
"4987","Prickle2","DRG","75% Filter"
"4988","Prkaa1","DRG","75% Filter"
"4989","Prkab1","DRG","75% Filter"
"4990","Prkab2","DRG","75% Filter"
"4991","Prkaca","DRG","75% Filter"
"4992","Prkacb","DRG","75% Filter"
"4993","Prkag1","DRG","75% Filter"
"4994","Prkag2","DRG","75% Filter"
"4995","Prkca","DRG","75% Filter"
"4996","Prkce","DRG","75% Filter"
"4997","Prkd1","DRG","75% Filter"
"4998","Prkg1","DRG","75% Filter"
"4999","Prkrip1","DRG","75% Filter"
"5000","Prmt1","DRG","75% Filter"
"5001","Prmt5","DRG","75% Filter"
"5002","Prmt7","DRG","75% Filter"
"5003","Prmt8","DRG","75% Filter"
"5004","Prmt9","DRG","75% Filter"
"5005","Prpf18","DRG","75% Filter"
"5006","Prpf19","DRG","75% Filter"
"5007","Prpf38a","DRG","75% Filter"
"5008","Prpf38b","DRG","75% Filter"
"5009","Prpsap1","DRG","75% Filter"
"5010","Prr12","DRG","75% Filter"
"5011","Prrt2","DRG","75% Filter"
"5012","Prxl2a","DRG","75% Filter"
"5013","Prxl2b","DRG","75% Filter"
"5014","Psd3","DRG","75% Filter"
"5015","Psen1","DRG","75% Filter"
"5016","Psma3","DRG","75% Filter"
"5017","Psma5","DRG","75% Filter"
"5018","Psmb1","DRG","75% Filter"
"5019","Psmb7","DRG","75% Filter"
"5020","Psmc1","DRG","75% Filter"
"5021","Psmc6","DRG","75% Filter"
"5022","Psmd11","DRG","75% Filter"
"5023","Psmd12","DRG","75% Filter"
"5024","Psmd13","DRG","75% Filter"
"5025","Psmd5","DRG","75% Filter"
"5026","Psmd6","DRG","75% Filter"
"5027","Psmd7","DRG","75% Filter"
"5028","Psmd8","DRG","75% Filter"
"5029","Psmd9","DRG","75% Filter"
"5030","Ptdss1","DRG","75% Filter"
"5031","Pten","DRG","75% Filter"
"5032","Ptgir","DRG","75% Filter"
"5033","Ptk2b","DRG","75% Filter"
"5034","Ptma","DRG","75% Filter"
"5035","Ptpa","DRG","75% Filter"
"5036","Ptpn1","DRG","75% Filter"
"5037","Ptpn3","DRG","75% Filter"
"5038","Pttg1ip","DRG","75% Filter"
"5039","Pum1","DRG","75% Filter"
"5040","Pum2","DRG","75% Filter"
"5041","Pus1","DRG","75% Filter"
"5042","Pus7","DRG","75% Filter"
"5043","Pvalb","DRG","75% Filter"
"5044","Pwp1","DRG","75% Filter"
"5045","Pwwp3a","DRG","75% Filter"
"5046","Pycr3","DRG","75% Filter"
"5047","Pygl","DRG","75% Filter"
"5048","Pygm","DRG","75% Filter"
"5049","Qdpr","DRG","75% Filter"
"5050","Qpctl","DRG","75% Filter"
"5051","R3hcc1l","DRG","75% Filter"
"5052","R3hdm2","DRG","75% Filter"
"5053","Rab10","DRG","75% Filter"
"5054","Rab11b","DRG","75% Filter"
"5055","Rab11fip2","DRG","75% Filter"
"5056","Rab14","DRG","75% Filter"
"5057","Rab18","DRG","75% Filter"
"5058","Rab1b","DRG","75% Filter"
"5059","Rab27b","DRG","75% Filter"
"5060","Rab28","DRG","75% Filter"
"5061","Rab2a","DRG","75% Filter"
"5062","Rab2b","DRG","75% Filter"
"5063","Rab39b","DRG","75% Filter"
"5064","Rab3a","DRG","75% Filter"
"5065","Rab3c","DRG","75% Filter"
"5066","Rab3d","DRG","75% Filter"
"5067","Rab3gap1","DRG","75% Filter"
"5068","Rab3ip","DRG","75% Filter"
"5069","Rab4b","DRG","75% Filter"
"5070","Rab5b","DRG","75% Filter"
"5071","Rab6b","DRG","75% Filter"
"5072","Rab9b","DRG","75% Filter"
"5073","Rabac1","DRG","75% Filter"
"5074","Rabggta","DRG","75% Filter"
"5075","Rabggtb","DRG","75% Filter"
"5076","Rabl2","DRG","75% Filter"
"5077","Rad23a","DRG","75% Filter"
"5078","Rae1","DRG","75% Filter"
"5079","Rai1","DRG","75% Filter"
"5080","Rala","DRG","75% Filter"
"5081","Ralbp1","DRG","75% Filter"
"5082","Ralgapa2","DRG","75% Filter"
"5083","Ralgds","DRG","75% Filter"
"5084","Ralgps2","DRG","75% Filter"
"5085","Ranbp1","DRG","75% Filter"
"5086","Ranbp6","DRG","75% Filter"
"5087","Rap1a","DRG","75% Filter"
"5088","Rap1gds1","DRG","75% Filter"
"5089","Rapgef2","DRG","75% Filter"
"5090","Rasgrf1","DRG","75% Filter"
"5091","Rasgrf2","DRG","75% Filter"
"5092","Rasgrp1","DRG","75% Filter"
"5093","Rassf5","DRG","75% Filter"
"5094","Rbbp4","DRG","75% Filter"
"5095","Rbbp5","DRG","75% Filter"
"5096","Rbbp7","DRG","75% Filter"
"5097","Rbck1","DRG","75% Filter"
"5098","Rbfox1","DRG","75% Filter"
"5099","Rbks","DRG","75% Filter"
"5100","Rbm11","DRG","75% Filter"
"5101","Rbm12b1","DRG","75% Filter"
"5102","Rbm15","DRG","75% Filter"
"5103","Rbm27","DRG","75% Filter"
"5104","Rbm3","DRG","75% Filter"
"5105","Rbm33","DRG","75% Filter"
"5106","Rbm5","DRG","75% Filter"
"5107","Rbms2","DRG","75% Filter"
"5108","Rbmx2","DRG","75% Filter"
"5109","Rbmxl1","DRG","75% Filter"
"5110","Rbx1","DRG","75% Filter"
"5111","Rc3h1","DRG","75% Filter"
"5112","Rc3h2","DRG","75% Filter"
"5113","Rcan1","DRG","75% Filter"
"5114","Rcan2","DRG","75% Filter"
"5115","Rcan3","DRG","75% Filter"
"5116","Rcbtb1","DRG","75% Filter"
"5117","Rcbtb2","DRG","75% Filter"
"5118","Rcc1","DRG","75% Filter"
"5119","Rcn2","DRG","75% Filter"
"5120","Rdh14","DRG","75% Filter"
"5121","Rdx","DRG","75% Filter"
"5122","Reep1","DRG","75% Filter"
"5123","Reep2","DRG","75% Filter"
"5124","Rel","DRG","75% Filter"
"5125","Rela","DRG","75% Filter"
"5126","Rem2","DRG","75% Filter"
"5127","Retreg2","DRG","75% Filter"
"5128","Rfc1","DRG","75% Filter"
"5129","Rfc2","DRG","75% Filter"
"5130","Rfc4","DRG","75% Filter"
"5131","Rfk","DRG","75% Filter"
"5132","Rft1","DRG","75% Filter"
"5133","Rfx1","DRG","75% Filter"
"5134","Rgcc","DRG","75% Filter"
"5135","Rgl1","DRG","75% Filter"
"5136","Rgs10","DRG","75% Filter"
"5137","Rgs17","DRG","75% Filter"
"5138","Rgs7","DRG","75% Filter"
"5139","Rgs7bp","DRG","75% Filter"
"5140","Rhbdd2","DRG","75% Filter"
"5141","Rhbdd3","DRG","75% Filter"
"5142","Rhot1","DRG","75% Filter"
"5143","Rhot2","DRG","75% Filter"
"5144","Ric1","DRG","75% Filter"
"5145","Ric3","DRG","75% Filter"
"5146","Ric8a","DRG","75% Filter"
"5147","Ric8b","DRG","75% Filter"
"5148","Rimbp2","DRG","75% Filter"
"5149","Rims1","DRG","75% Filter"
"5150","Rims3","DRG","75% Filter"
"5151","Ring1","DRG","75% Filter"
"5152","Riok1","DRG","75% Filter"
"5153","Riok3","DRG","75% Filter"
"5154","Ripk2","DRG","75% Filter"
"5155","Ripor1","DRG","75% Filter"
"5156","Rmc1","DRG","75% Filter"
"5157","Rmdn2","DRG","75% Filter"
"5158","Rmdn3","DRG","75% Filter"
"5159","Rnaseh2b","DRG","75% Filter"
"5160","Rnf10","DRG","75% Filter"
"5161","Rnf114","DRG","75% Filter"
"5162","Rnf123","DRG","75% Filter"
"5163","Rnf14","DRG","75% Filter"
"5164","Rnf157","DRG","75% Filter"
"5165","Rnf2","DRG","75% Filter"
"5166","Rnf20","DRG","75% Filter"
"5167","Rnf220","DRG","75% Filter"
"5168","Rnf25","DRG","75% Filter"
"5169","Rnps1","DRG","75% Filter"
"5170","Robo2","DRG","75% Filter"
"5171","Ropn1l","DRG","75% Filter"
"5172","Rpap2","DRG","75% Filter"
"5173","Rpgr","DRG","75% Filter"
"5174","Rpgrip1l","DRG","75% Filter"
"5175","Rph3a","DRG","75% Filter"
"5176","Rpl38","DRG","75% Filter"
"5177","Rplp1","DRG","75% Filter"
"5178","Rpp30","DRG","75% Filter"
"5179","Rpp38","DRG","75% Filter"
"5180","Rps11","DRG","75% Filter"
"5181","Rps15","DRG","75% Filter"
"5182","Rps27","DRG","75% Filter"
"5183","Rps27a","DRG","75% Filter"
"5184","Rps5","DRG","75% Filter"
"5185","Rps6ka2","DRG","75% Filter"
"5186","Rps6ka3","DRG","75% Filter"
"5187","Rps6kb1","DRG","75% Filter"
"5188","Rps6kb2","DRG","75% Filter"
"5189","Rpusd2","DRG","75% Filter"
"5190","Rraga","DRG","75% Filter"
"5191","Rragc","DRG","75% Filter"
"5192","Rragd","DRG","75% Filter"
"5193","Rras","DRG","75% Filter"
"5194","Rrm2b","DRG","75% Filter"
"5195","Rrp15","DRG","75% Filter"
"5196","Rrp1b","DRG","75% Filter"
"5197","Rsbn1","DRG","75% Filter"
"5198","Rsl1d1","DRG","75% Filter"
"5199","Rspo3","DRG","75% Filter"
"5200","Rsrc2","DRG","75% Filter"
"5201","Rtcb","DRG","75% Filter"
"5202","Rtf1","DRG","75% Filter"
"5203","Rtf2","DRG","75% Filter"
"5204","Rundc3b","DRG","75% Filter"
"5205","Rusf1","DRG","75% Filter"
"5206","Rwdd3","DRG","75% Filter"
"5207","Rwdd4","DRG","75% Filter"
"5208","Ryr1","DRG","75% Filter"
"5209","Ryr2","DRG","75% Filter"
"5210","Ryr3","DRG","75% Filter"
"5211","S100a13","DRG","75% Filter"
"5212","S100a16","DRG","75% Filter"
"5213","S1pr3","DRG","75% Filter"
"5214","Saal1","DRG","75% Filter"
"5215","Sacm1l","DRG","75% Filter"
"5216","Sacs","DRG","75% Filter"
"5217","Sae1","DRG","75% Filter"
"5218","Samd14","DRG","75% Filter"
"5219","Samd4b","DRG","75% Filter"
"5220","Samm50","DRG","75% Filter"
"5221","Sap30bp","DRG","75% Filter"
"5222","Sar1a","DRG","75% Filter"
"5223","Sar1b","DRG","75% Filter"
"5224","Saraf","DRG","75% Filter"
"5225","Sarm1","DRG","75% Filter"
