"","Gene","Tissue","Type"
"2103","Slc43a2","LSC","75% Filter"
"2104","Slc4a8","LSC","75% Filter"
"2105","Slc6a4","LSC","75% Filter"
"2106","Slc6a7","LSC","75% Filter"
"2107","Slc6a8","LSC","75% Filter"
"2108","Slitrk5","LSC","75% Filter"
"2109","Sntb1","LSC","75% Filter"
"2110","Soga1","LSC","75% Filter"
"2111","Spire1","LSC","75% Filter"
"2112","Spred1","LSC","75% Filter"
"2113","Spred2","LSC","75% Filter"
"2114","Src","LSC","75% Filter"
"2115","Sri","LSC","75% Filter"
"2116","Stoml3","LSC","75% Filter"
"2117","Ston2","LSC","75% Filter"
"2118","Stt3a","LSC","75% Filter"
"2119","Stx1a","LSC","75% Filter"
"2120","Sv2b","LSC","75% Filter"
"2121","Syt12","LSC","75% Filter"
"2122","Syt3","LSC","75% Filter"
"2123","Syt5","LSC","75% Filter"
"2124","Sytl3","LSC","75% Filter"
"2125","Tbc1d10a","LSC","75% Filter"
"2126","Tecpr1","LSC","75% Filter"
"2127","Tfeb","LSC","75% Filter"
"2128","Tgfbr2","LSC","75% Filter"
"2129","Timm50","LSC","75% Filter"
"2130","Tmem33","LSC","75% Filter"
"2131","Tmem63a","LSC","75% Filter"
"2132","Tp53bp2","LSC","75% Filter"
"2133","Tprg1l","LSC","75% Filter"
"2134","Trafd1","LSC","75% Filter"
"2135","Ttll12","LSC","75% Filter"
"2136","Txnrd3","LSC","75% Filter"
"2137","Ube2d2","LSC","75% Filter"
"2138","Ulk3","LSC","75% Filter"
"2139","Unc13a","LSC","75% Filter"
"2140","Unc13c","LSC","75% Filter"
"2141","Ush2A","LSC","75% Filter"
"2142","Usp46","LSC","75% Filter"
"2143","Vash1","LSC","75% Filter"
"2144","Vav3","LSC","75% Filter"
"2145","Vcan","LSC","75% Filter"
"2146","Vkorc1","LSC","75% Filter"
"2147","Vps26b","LSC","75% Filter"
"2148","Vwa5b2","LSC","75% Filter"
"2149","Wdfy3","LSC","75% Filter"
"2150","Wdr41","LSC","75% Filter"
"2151","Wdr54","LSC","75% Filter"
"2152","Xpo4","LSC","75% Filter"
"2153","Yeats2","LSC","75% Filter"
"2154","Yes1","LSC","75% Filter"
"2155","Yod1","LSC","75% Filter"
"2156","Zdhhc20","LSC","75% Filter"
"2157","Zfyve1","LSC","75% Filter"
"2158","Arhgap32","SCN","75% Filter"
"2159","Atp1a2","SCN","75% Filter"
"2160","Bcam","SCN","75% Filter"
"2161","Bgn","SCN","75% Filter"
"2162","Cadm4","SCN","75% Filter"
"2163","Ckm","SCN","75% Filter"
"2164","Col6a1","SCN","75% Filter"
"2165","Dchs1","SCN","75% Filter"
"2166","Dennd4c","SCN","75% Filter"
"2167","Dnajb13","SCN","75% Filter"
"2168","Eml2","SCN","75% Filter"
"2169","Entpd2","SCN","75% Filter"
"2170","Kcnab3","SCN","75% Filter"
"2171","Lama2","SCN","75% Filter"
"2172","Lamb1","SCN","75% Filter"
"2173","Lime1","SCN","75% Filter"
"2174","Marcks","SCN","75% Filter"
"2175","Mcpt4","SCN","75% Filter"
"2176","Mug1","SCN","75% Filter"
"2177","Ogn","SCN","75% Filter"
"2178","Plp2","SCN","75% Filter"
"2179","Rai14","SCN","75% Filter"
"2180","Serpina1a","SCN","75% Filter"
"2181","Slc5a4a","SCN","75% Filter"
"2182","Tspan15","SCN","75% Filter"
"2183","Vps16","SCN","75% Filter"
"2184","Acot1","paw","75% Filter"
"2185","Apoa4","paw","75% Filter"
"2186","Aqp5","paw","75% Filter"
"2187","Col16a1","paw","75% Filter"
"2188","Efemp1","paw","75% Filter"
"2189","Kng1","paw","75% Filter"
"2190","Krt20","paw","75% Filter"
"2191","Krt31","paw","75% Filter"
"2192","Lama3","paw","75% Filter"
"2193","Loxl1","paw","75% Filter"
"2194","Mup1","paw","75% Filter"
"2195","Nsun5","paw","75% Filter"
"2196","Prom2","paw","75% Filter"
"2197","Rab5c","paw","75% Filter"
"2198","Rad50","paw","75% Filter"
"2199","Serpina1d","paw","75% Filter"
